@relation moving_data_19-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute class {0,1,2,3}

@data
0.75628,0.41398,0.50302,0.58757,0.78663,0.34982,0.6377,0.11036,0.265,0.57409,0.47236,1.059,0.62709,0.24767,0.15457,0.51572,0.37203,0.50695,0.12739,0.15949,0.55173,2
0.34378,0.68967,0.2095,0.74943,0.27756,0.92661,0.27119,0.82547,0.9472,0.14587,0.1118,0.69542,0.36706,0.67393,0.30965,0.15445,0.93079,0.70774,0.36788,0.34104,0.46106,0
0.3905,0.47524,0.69845,0.4387,0.7866,0.47861,0.57666,0.21488,0.20162,0.32778,0.39459,0.79354,0.48254,0.10889,0.17086,0.40606,0.29856,0.51492,0.075701,0.38047,0.41713,2
0.16512,0.32059,0.34158,0.2238,0.28976,0.81048,0.33515,0.69422,0.14798,0.78803,0.90228,0.31452,0.68626,0.58454,0.62345,0.54268,0.87107,0.45619,0.13374,0.24414,0.37364,3
0.58434,0.54425,0.53987,0.60851,0.42035,0.1741,0.66237,0.7894,0.74647,0.86114,0.61157,0.56603,0.53144,0.19836,0.22195,0.58603,0.23976,0.73482,0.093068,0.7267,0.42569,1
0.75695,0.46719,0.66073,0.31457,0.88012,0.32614,0.56396,0.1237,0.34276,0.51001,0.25569,0.80684,0.45559,0.35448,0.1996,0.45871,0.50049,0.59825,0.10084,0.41204,0.45707,2
0.030133,0.3424,0.41981,0.16779,0.3264,0.69268,0.33539,0.6219,0.066538,0.64691,0.81592,0.32584,0.66229,0.56673,0.58149,0.63745,0.86034,0.42645,0.04315,0.19205,0.31511,3
0.58614,0.55159,0.51387,0.65909,0.45168,0.22054,0.66997,0.75647,0.7304,0.87135,0.62176,0.55238,0.49258,0.24013,0.19824,0.52837,0.23567,0.80564,0.095939,0.82383,0.40078,1
0.72214,0.47668,0.73291,0.39307,0.75027,0.45569,0.54889,0.11152,0.38491,0.67452,0.21945,0.83118,0.4775,0.22967,0.17793,0.40486,0.42852,0.5231,-0.11013,0.48863,0.51578,2
0.57147,0.55338,0.58674,0.68625,0.43405,0.21228,0.70097,0.78534,0.78277,0.9654,0.73217,0.58938,0.57837,0.27003,0.23912,0.55082,0.22793,0.77405,0.095837,0.71515,0.42565,1
0.58108,0.59299,0.53541,0.72939,0.46179,0.22025,0.70094,0.7999,0.77072,0.89624,0.70231,0.58458,0.57307,0.23039,0.25451,0.54653,0.20515,0.81539,0.11052,0.7782,0.46634,1
0.57192,0.63002,0.66522,0.73081,0.35983,0.26856,0.70513,0.8195,0.92101,0.96747,0.66616,0.66754,0.72419,0.28332,0.22737,0.56826,0.21372,0.84387,0.13355,0.59161,0.50423,1
0.61711,0.52319,0.5747,0.65171,0.48272,0.237,0.67357,0.82728,0.72453,0.93411,0.68607,0.52939,0.57167,0.21367,0.21188,0.61318,0.22191,0.73719,0.14566,0.76188,0.43581,1
0.77574,0.44206,0.67745,0.34028,0.85594,0.3263,0.57203,0.11985,0.3332,0.56731,0.26068,0.80424,0.46833,0.33512,0.22769,0.44194,0.50292,0.54146,0.14018,0.43546,0.43746,2
0.82125,0.41756,0.73181,0.45075,0.89453,0.34973,0.47486,0.11288,0.41754,0.59862,0.23082,0.7772,0.50078,0.30564,0.21864,0.4478,0.48247,0.49522,0.090672,0.45399,0.40577,2
0.10438,0.29423,0.33695,0.20749,0.34731,0.7361,0.30901,0.62773,0.097416,0.73111,0.86713,0.31964,0.60671,0.53002,0.54021,0.54594,0.87353,0.47739,0.13795,0.16648,0.30399,3
0.7373,0.43167,0.68909,0.3358,0.83623,0.29748,0.56451,0.12536,0.32861,0.55824,0.19536,0.77726,0.43696,0.37549,0.26689,0.45535,0.43465,0.53659,0.15861,0.47305,0.42497,2
0.57755,0.4289,0.48935,0.58561,0.38667,0.15764,0.6805,0.70607,0.74892,0.79909,0.53164,0.47085,0.43015,0.27926,0.1831,0.62989,0.1328,0.81918,-0.054358,0.81016,0.36042,1
0.12336,0.42149,0.30617,0.2725,0.41798,0.79164,0.33273,0.67762,0.054071,0.80725,0.97027,0.38656,0.68846,0.54555,0.60546,0.57534,0.82704,0.41357,0.11446,0.27441,0.34856,3
0.61887,0.89523,0.21651,0.75191,0.65015,0.46427,0.51041,0.2143,0.21595,0.082224,0.52517,0.87317,0.82422,0.39083,0.57798,0.22523,0.8581,0.49891,0.942,0.30634,0.3298,0
0.54412,0.48969,0.50028,0.65657,0.38196,0.2058,0.63632,0.69068,0.77114,0.837,0.66928,0.46708,0.61076,0.14866,0.19196,0.5991,0.3158,0.67576,-0.030458,0.76027,0.50095,1
0.14205,0.34942,0.37185,0.21193,0.32332,0.73135,0.28799,0.66158,0.12099,0.77641,0.84971,0.3066,0.65573,0.54631,0.55778,0.552,0.84641,0.43054,0.12281,0.20152,0.28153,3
0.13154,0.30356,0.23596,0.21754,0.23376,0.79843,0.3193,0.63539,0.052142,0.71867,0.87483,0.3202,0.60482,0.53057,0.55835,0.56112,0.91442,0.4503,0.079248,0.22239,0.33016,3
0.49526,0.58454,0.53826,0.66681,0.45675,0.29075,0.66226,0.77751,0.79145,0.88044,0.70019,0.53328,0.58257,0.23699,0.25198,0.62673,0.21989,0.81813,0.12985,0.74656,0.44307,1
0.78879,0.43841,0.70591,0.311,0.8622,0.33413,0.55231,0.066209,0.33365,0.65989,0.29082,0.81449,0.49046,0.34541,0.22423,0.43707,0.45527,0.56059,0.07018,0.46105,0.46312,2
0.7343,0.48256,0.638,0.18767,1.0417,0.44248,0.50279,0.12337,0.32705,0.55743,0.32334,0.75724,0.50057,0.4212,0.16052,0.38629,0.54458,0.52673,0.19185,0.48688,0.44612,2
0.58594,0.49806,0.57209,0.66828,0.41393,0.19023,0.59471,0.78854,0.76632,0.87644,0.62631,0.5086,0.56744,0.22473,0.22442,0.56713,0.22073,0.73161,0.095986,0.76884,0.4195,1
0.70063,0.48415,0.59531,0.18868,0.81419,0.31527,0.57437,0.29317,0.56425,0.63095,0.28838,0.66158,0.55831,0.5366,0.67335,0.50857,0.36561,0.57551,0.23429,0.35386,0.39046,2
0.75906,0.43539,0.67993,0.3237,0.88525,0.36214,0.57151,0.11005,0.34484,0.55553,0.23369,0.80819,0.45038,0.34914,0.2024,0.45942,0.49836,0.55295,0.10658,0.43722,0.43922,2
0.52412,0.57216,0.56693,0.62627,0.41089,0.24813,0.67658,0.78017,0.73925,0.8811,0.5709,0.56044,0.55268,0.25524,0.21806,0.51927,0.17363,0.80617,0.089144,0.8081,0.46209,1
0.80967,0.38672,0.59266,0.11889,0.81177,0.5088,0.48278,0.04562,0.31441,0.3869,0.2094,0.71003,0.45221,0.42819,0.15955,0.47283,0.40171,0.70397,0.18202,0.39531,0.66703,2
0.10633,0.32329,0.32,0.25407,0.41483,0.81404,0.33631,0.62128,0.10094,0.78299,0.91423,0.36934,0.69176,0.53837,0.60662,0.60977,0.90072,0.40844,0.10331,0.26395,0.40911,3
0.78573,0.40219,0.69801,0.37643,0.86787,0.35149,0.59553,0.10371,0.31675,0.64793,0.16929,0.88711,0.40327,0.39096,0.15698,0.47409,0.38833,0.55263,0.10111,0.47371,0.42562,2
0.56939,0.61468,0.5534,0.6651,0.42444,0.29992,0.64899,0.85306,0.71234,0.91123,0.62538,0.53439,0.53902,0.29638,0.2516,0.64524,0.32989,0.81,0.1549,0.7557,0.42545,1
0.45953,0.61498,0.7025,0.76802,0.58286,0.08681,0.8978,0.90964,0.91683,0.92359,0.74576,0.57094,0.64212,0.21957,0.37384,0.75751,0.34487,0.76308,0.047526,0.73235,0.43252,1
0.77566,0.43769,0.68079,0.31478,0.88904,0.33113,0.55529,0.12032,0.32548,0.56455,0.20977,0.81341,0.45452,0.3368,0.2356,0.45771,0.48306,0.56239,0.10156,0.44741,0.41689,2
0.52061,0.55969,0.49953,0.63159,0.42528,0.16703,0.67712,0.78032,0.77828,0.89734,0.65604,0.53572,0.53345,0.19834,0.20199,0.54383,0.21737,0.7361,0.10243,0.7897,0.43573,1
0.76232,0.46534,0.72467,0.41478,0.82839,0.38311,0.5564,0.1054,0.35813,0.54401,0.2446,0.76413,0.44543,0.28298,0.20727,0.38725,0.47037,0.6055,0.084576,0.45594,0.43828,2
0.76969,0.44365,0.67351,0.31993,0.89766,0.35834,0.55122,0.096701,0.34505,0.56356,0.20446,0.78748,0.45635,0.3536,0.22518,0.42851,0.47544,0.52265,0.12353,0.44612,0.42769,2
0.14999,0.36515,0.33999,0.17666,0.37161,0.78482,0.31127,0.72989,0.13075,0.78172,0.95369,0.4199,0.66318,0.54202,0.61915,0.55064,0.88122,0.41541,0.15051,0.27909,0.29877,3
0.73773,0.4782,0.63649,0.32573,0.92009,0.33965,0.52379,0.16427,0.39818,0.56729,0.18769,0.7952,0.4296,0.31105,0.2959,0.47052,0.43825,0.47365,0.077815,0.48676,0.47305,2
0.54757,0.5612,0.5743,0.68045,0.40868,0.20683,0.58695,0.77018,0.72902,0.83132,0.62114,0.49748,0.57362,0.21271,0.21553,0.53904,0.19415,0.71253,0.060004,0.74214,0.42258,1
0.10682,0.36871,0.27679,0.19163,0.28905,0.74105,0.35356,0.62128,0.026666,0.76346,0.81803,0.34242,0.55214,0.5409,0.58584,0.49908,0.87761,0.38697,0.10577,0.24443,0.2999,3
0.31788,0.20649,0.13783,0.99162,0.34871,0.71577,0.77737,0.12204,0.12854,0.24796,0.10219,0.49371,0.51937,0.51594,0.4555,0.63097,0.1226,0.098322,0.78169,0.51861,0.88035,0
0.084453,0.28376,0.28605,0.13271,0.34461,0.79346,0.28492,0.69906,0.093658,0.74428,0.86205,0.3771,0.65765,0.49793,0.53446,0.57786,0.89827,0.4358,0.069233,0.24226,0.42612,3
0.063239,0.28182,0.25887,0.13208,0.26503,0.77845,0.37994,0.67661,0.081728,0.85484,0.81317,0.30461,0.6523,0.62392,0.55879,0.49846,0.89242,0.43134,0.10822,0.16604,0.30086,3
0.58336,0.72716,0.50231,0.70277,0.4087,0.21945,0.62257,0.76276,0.8106,0.99812,0.7132,0.47027,0.52789,0.28732,0.34014,0.61745,0.26063,0.88398,0.050847,0.92315,0.45507,1
0.035558,0.41107,0.22893,0.20496,0.3297,0.86192,0.3065,0.6349,0.16369,0.77352,0.86526,0.24877,0.64051,0.5005,0.42382,0.60989,0.80147,0.44148,0.086828,0.21856,0.28018,3
0.5961,0.49313,0.57155,0.61224,0.46939,0.32347,0.64599,0.69837,0.82501,0.84483,0.64227,0.46073,0.57958,0.083003,0.15087,0.51393,0.22151,0.70541,-0.0061093,0.64741,0.36886,1
0.77309,0.43609,0.67249,0.34391,0.88282,0.32618,0.5628,0.12353,0.34995,0.55893,0.22474,0.80761,0.44649,0.33617,0.23651,0.46818,0.45409,0.55046,0.10222,0.43295,0.43811,2
0.80256,0.45929,0.69613,0.35868,0.92564,0.30647,0.60956,0.16851,0.35955,0.62496,0.23303,0.88294,0.48565,0.3421,0.18529,0.47997,0.41589,0.53349,0.10475,0.55836,0.47914,2
0.22398,0.43027,0.29125,0.25484,0.35621,0.8532,0.38548,0.68727,0.12564,0.77301,0.86685,0.34448,0.67271,0.63115,0.49776,0.63085,0.95507,0.33311,0.097564,0.22452,0.33879,3
0.74286,0.49132,0.64651,0.3471,0.87434,0.32041,0.58347,0.15278,0.33556,0.50539,0.215,0.8594,0.46046,0.38154,0.2088,0.46881,0.45011,0.63725,0.096675,0.3987,0.48175,2
0.542,0.53488,0.54758,0.62947,0.42869,0.13063,0.61444,0.76893,0.77968,0.86888,0.72827,0.47851,0.53505,0.097945,0.20473,0.51546,0.25392,0.72368,0.14861,0.82037,0.44444,1
0.67174,0.51559,0.73869,0.50513,0.86535,0.5123,0.51723,0.16929,0.29649,0.56827,0.3106,0.74188,0.63469,0.42817,0.13982,0.56095,0.35445,0.5003,0.17491,0.60028,0.48631,2
0.11479,0.45803,0.27809,0.25954,0.33902,0.72712,0.33125,0.69885,0.16278,0.80101,0.93901,0.36963,0.77866,0.54415,0.57944,0.60678,0.87071,0.43706,0.14495,0.26368,0.31401,3
0.43002,0.3963,0.39167,0.38655,0.96146,0.16336,0.45736,0.022064,0.13397,0.52553,0.092402,0.71476,0.50387,0.37957,0.16626,0.19762,0.38667,0.52805,-0.022697,0.49313,0.52966,2
0.23641,0.3685,0.29476,0.31788,0.40885,0.81708,0.34133,0.69142,0.1513,0.91807,0.88786,0.3428,0.66846,0.6638,0.46862,0.52974,1.0254,0.49357,0.17164,0.18531,0.30557,3
0.13142,0.31538,0.31054,0.22,0.37363,0.78804,0.36435,0.63484,0.13553,0.77129,0.90443,0.35679,0.65708,0.5768,0.57871,0.61444,0.89384,0.45409,0.15592,0.2069,0.33352,3
0.8118,0.40462,0.85206,0.4291,0.67086,0.25184,0.89794,0.16065,0.34415,0.66796,-0.013062,0.96362,0.90939,0.46003,0.1528,0.18939,0.73763,0.69647,0.26456,0.30864,0.57868,2
0.99201,0.053155,0.91072,0.10473,0.95932,0.12141,0.25184,0.4164,0.51943,0.66945,0.12707,0.7974,0.36874,0.4679,0.41723,0.95183,0.84834,0.7271,0.13769,0.77324,0.57143,2
0.5922,0.65958,0.60611,0.69353,0.49253,0.25569,0.74661,0.78272,0.81036,0.90124,0.73126,0.59622,0.59533,0.21704,0.30594,0.50723,0.21135,0.83509,0.16031,0.75529,0.43086,1
0.040362,0.38265,0.34059,0.21954,0.3501,0.78409,0.31067,0.64625,0.14053,0.70191,0.92351,0.40063,0.63527,0.55559,0.55173,0.55736,0.93097,0.4495,0.19965,0.25203,0.28367,3
0.79006,0.44189,0.64024,0.41619,0.85328,0.13219,0.61003,0.50097,0.24201,0.35685,0.21727,0.76608,0.26587,0.28424,-0.059154,0.28734,0.49555,0.69556,-0.11343,0.32134,0.51064,2
0.51253,0.62276,0.58472,0.77228,0.46289,0.13703,0.67009,0.72145,0.79408,0.97158,0.68059,0.47865,0.61143,0.31513,0.24832,0.58267,0.23344,0.90685,0.15303,0.79969,0.45153,1
0.16483,0.34264,0.35108,0.29673,0.32732,0.85678,0.34871,0.65438,0.13754,0.7239,1.0009,0.38837,0.69754,0.58434,0.62377,0.59567,0.98293,0.43967,0.11173,0.24666,0.46615,3
0.92076,0.41694,0.7047,0.23827,0.64813,0.51485,0.36333,0.24471,0.5977,0.36286,0.14307,0.99107,0.47836,0.48571,0.010778,0.51096,0.37454,0.46827,-0.088835,0.641,0.40499,2
0.75297,0.44994,0.66791,0.34605,0.89643,0.35996,0.53891,0.12287,0.31258,0.54496,0.21826,0.79477,0.45331,0.33116,0.22659,0.46131,0.47709,0.53716,0.13208,0.45422,0.43561,2
0.76759,0.4417,0.68254,0.32574,0.87365,0.349,0.55368,0.12278,0.34268,0.55618,0.22391,0.80444,0.45676,0.33379,0.2187,0.46541,0.47334,0.55707,0.10936,0.441,0.44095,2
0.51848,0.5473,0.52496,0.6249,0.43184,0.19074,0.68691,0.7975,0.75098,0.82832,0.65925,0.55153,0.57205,0.2269,0.18794,0.5398,0.19624,0.76093,0.10226,0.7841,0.41763,1
0.78061,0.43953,0.70012,0.35258,0.86337,0.33297,0.58578,0.1091,0.32341,0.53129,0.22037,0.78369,0.44522,0.3147,0.21683,0.40596,0.49958,0.56776,0.088171,0.43996,0.46674,2
0.79842,0.38603,0.69584,0.38789,0.86993,0.16815,0.55976,0.089528,0.26641,0.46214,0.096791,0.86031,0.58335,0.21103,0.084095,0.38568,0.31102,0.41224,0.020884,0.39833,0.38948,2
0.76563,0.35554,0.72298,0.48306,0.98245,0.42307,0.47297,0.23028,0.374,0.59093,0.054852,0.85776,0.45018,0.32576,0.26269,0.33615,0.39971,0.60554,-0.015158,0.36607,0.36031,2
0.76271,0.44851,0.70011,0.33205,0.87315,0.30777,0.54647,0.085624,0.37106,0.61107,0.23098,0.87087,0.42214,0.31836,0.22382,0.41637,0.46762,0.54302,0.1356,0.43037,0.42577,2
0.71803,0.3455,0.59802,0.31531,0.87519,0.27785,0.66888,0.11148,0.3318,0.62561,0.097968,0.76874,0.44487,0.30001,0.15801,0.39682,0.48412,0.47646,0.13047,0.45212,0.45683,2
0.61415,0.51842,0.61948,0.63923,0.42484,0.18071,0.69373,0.73754,0.82623,0.90005,0.66214,0.55425,0.57424,0.24324,0.27741,0.59887,0.2702,0.83061,0.15887,0.84227,0.41867,1
0.7148,0.36043,0.61692,0.20397,0.8308,0.36508,0.57314,0.1705,0.36412,0.5791,0.16906,0.74807,0.39053,0.3284,0.21085,0.49477,0.42722,0.69764,0.14173,0.49493,0.48129,2
0.78888,0.43778,0.66369,0.32394,0.87796,0.32679,0.56974,0.12593,0.34471,0.52395,0.23032,0.82569,0.46587,0.3315,0.24257,0.47624,0.46278,0.57233,0.10229,0.46434,0.42457,2
0.78631,0.4101,0.68212,0.37478,0.88622,0.27698,0.63401,-0.06716,0.33283,0.51994,0.35195,0.66956,0.43401,0.2556,0.41054,0.3572,0.52749,0.62694,-0.16323,0.27999,0.3949,2
0.83647,0.40479,0.62982,0.26218,0.87456,0.49141,0.60344,-0.092885,0.28032,0.59493,0.15156,0.6535,0.45614,0.33635,0.26011,0.47774,0.40452,0.54509,0.029105,0.36415,0.53313,2
0.9847,0.3754,0.51612,0.43233,0.99505,0.058688,0.52692,0.20647,0.28413,0.61024,0.42155,0.97526,0.48002,0.30916,0.16924,0.32654,0.49121,0.53425,0.038582,0.41469,0.45593,2
0.56308,0.50243,0.61591,0.70117,0.42835,0.24067,0.68869,0.81179,0.85371,0.94624,0.75734,0.63236,0.61625,0.2376,0.19577,0.54097,0.24156,0.7246,0.19174,0.85854,0.46827,1
0.79267,0.44918,0.59955,0.33423,0.95798,0.28808,0.50694,0.13881,0.30962,0.66087,0.29425,0.90901,0.45728,0.32839,0.32916,0.53895,0.5067,0.51655,0.18141,0.37211,0.2723,2
0.63175,0.50043,0.82142,0.39651,0.88795,0.17782,0.70428,-0.065171,0.27828,0.43198,0.27496,0.82719,0.39113,0.20652,0.27788,0.37541,0.34785,0.61738,0.13369,0.5538,0.38738,2
0.56638,0.56433,0.55036,0.66276,0.42861,0.22332,0.67898,0.77039,0.81149,0.89533,0.7168,0.53994,0.58878,0.25404,0.23269,0.5979,0.24874,0.74031,0.14564,0.77671,0.46643,1
0.53311,0.58587,0.5643,0.65397,0.4252,0.23444,0.64197,0.75264,0.80252,0.89292,0.64777,0.51098,0.58631,0.22824,0.23707,0.57426,0.1878,0.75953,0.068304,0.81843,0.44227,1
0.77991,0.44019,0.75612,0.33973,0.88371,0.26944,0.61554,0.13965,0.29026,0.49856,0.25451,0.83656,0.40292,0.27847,0.16078,0.36617,0.54349,0.50181,0.09498,0.43298,0.49994,2
0.57618,0.55243,0.54713,0.68797,0.46947,0.19012,0.6488,0.77254,0.79829,0.86776,0.6865,0.53338,0.52799,0.23562,0.2083,0.53193,0.19015,0.7173,0.11196,0.74742,0.41168,1
0.76968,0.44196,0.6836,0.32485,0.88112,0.3391,0.56648,0.1141,0.33526,0.55525,0.22263,0.80267,0.45989,0.32802,0.21876,0.4548,0.47409,0.55953,0.11354,0.44843,0.43734,2
0.73829,0.41503,0.66248,0.28188,0.88257,0.29111,0.61206,0.10379,0.2946,0.48019,0.21969,0.90464,0.43383,0.28978,0.26806,0.50884,0.53519,0.60284,0.12116,0.57902,0.51899,2
0.78717,0.41117,0.66086,0.29844,0.8671,0.34667,0.57181,0.10512,0.3245,0.55393,0.2193,0.8039,0.45789,0.31574,0.22979,0.47785,0.47091,0.57814,0.09584,0.47644,0.41113,2
0.79265,0.55832,0.63859,0.36567,0.91939,0.30984,0.54175,0.055513,0.31537,0.45391,0.16033,0.88065,0.46645,0.40042,0.30977,0.43727,0.46158,0.66805,-0.016504,0.39769,0.41735,2
0.071394,0.23691,0.40173,0.2716,0.40279,0.77332,0.32331,0.72273,0.17839,0.8036,0.87898,0.37509,0.67449,0.5203,0.60948,0.67358,0.89489,0.43901,0.12868,0.19023,0.39977,3
0.68813,0.25447,0.62369,0.17237,0.5894,0.33782,0.57539,0.20725,0.37254,0.49533,0.091713,1.0979,0.55174,0.36114,0.13635,0.59792,0.42479,0.33821,0.33962,0.31875,0.62807,2
0.80442,0.43612,0.74523,0.29223,0.86922,0.36363,0.50803,0.093625,0.38726,0.48976,0.14979,0.6964,0.49561,0.25094,0.25867,0.41442,0.3899,0.38226,0.094394,0.24643,0.43825,2
0.1042,0.3525,0.35812,0.20718,0.30192,0.77398,0.32546,0.64449,0.10131,0.73931,0.88244,0.30516,0.60712,0.5141,0.56002,0.50676,0.85193,0.46013,0.083904,0.1856,0.3171,3
0.77207,0.41765,0.6685,0.36133,0.90739,0.39168,0.5895,0.125,0.32728,0.51806,0.22319,0.78431,0.44824,0.33807,0.23174,0.4604,0.468,0.52585,0.11862,0.46791,0.42773,2
0.77248,0.44228,0.677,0.33877,0.89035,0.33592,0.57758,0.10624,0.33716,0.56543,0.2171,0.80611,0.46168,0.33519,0.22446,0.45905,0.47304,0.55478,0.10888,0.44285,0.44285,2
0.82761,0.52696,0.69948,0.35472,0.78571,0.37142,0.62605,-0.031878,0.44098,0.59118,0.21116,0.79741,0.43631,0.32865,0.097961,0.51499,0.4952,0.53097,0.20928,0.44284,0.3231,2
0.84318,0.45531,0.70595,0.33826,0.84395,0.31743,0.56018,0.10027,0.40051,0.65655,0.1738,0.82951,0.47389,0.39139,0.28694,0.42324,0.50118,0.59348,0.016942,0.50463,0.42483,2
0.74232,0.46478,0.76142,0.29057,0.97833,0.35399,0.53362,0.11689,0.33562,0.58085,0.19291,0.79582,0.44142,0.32914,0.17428,0.41265,0.4564,0.59571,0.12908,0.43615,0.49037,2
0.77497,0.52985,0.72223,0.33775,0.93268,0.25278,0.47763,0.17986,0.41177,0.54513,0.4008,0.98601,0.50206,0.3755,0.32157,0.49911,0.56593,0.51226,0.11129,0.45152,0.42472,2
0.77232,0.45157,0.68648,0.30136,0.89352,0.34928,0.59229,0.097486,0.34968,0.56917,0.22809,0.79587,0.46365,0.33539,0.22865,0.46624,0.45859,0.55093,0.10658,0.43029,0.43698,2
0.038605,0.42935,0.31597,0.19666,0.3323,0.80328,0.39816,0.73553,0.11753,0.84732,0.86249,0.38597,0.72572,0.54437,0.59922,0.53724,0.88758,0.48212,0.093095,0.18549,0.36473,3
0.58114,0.73545,0.41252,0.55834,0.576,0.21274,0.62856,0.81331,0.88715,1.0214,0.61256,0.56968,0.58746,0.27428,0.30538,0.52743,0.33664,0.96227,0.18506,0.7355,0.54866,1
0.55676,0.32672,0.55196,0.32192,0.7759,0.41914,0.57745,0.15278,0.32023,0.63991,0.37726,0.7742,0.43349,0.34862,0.067135,0.43929,0.51763,0.49968,0.26096,0.23869,0.59703,2
