@relation moving_data_9-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute class {0,1,2}

@data
0.42983,0.03233,0.6723,0.5714,0.34254,0.34272,0.048625,0.61856,0.72092,0.56286,0.35312,0.34598,0.67913,0.87527,0.18024,0.28719,0.040499,0.28507,0.73158,2
0.33429,0.16205,0.55474,0.27883,0.27356,0.56017,0.053165,0.15943,0.27185,0.66651,0.16354,0.88259,0.77312,0.33714,0.44147,0.39077,0.055508,0.50002,0.060454,1
0.33477,0.16657,0.5557,0.27741,0.27854,0.55617,0.056323,0.16555,0.27681,0.66689,0.16708,0.88681,0.77625,0.33255,0.4467,0.38822,0.054899,0.49915,0.054455,1
0.45546,0.06264,0.64958,0.55141,0.34027,0.34405,0.061563,0.62121,0.73864,0.54028,0.32533,0.35085,0.67778,0.89116,0.17706,0.28953,0.046828,0.26095,0.7112,2
0.34004,0.16871,0.54745,0.27996,0.28111,0.5704,0.057357,0.16892,0.2808,0.66589,0.16859,0.88868,0.77173,0.34064,0.44406,0.39171,0.056765,0.49954,0.05322,1
0.3268,0.16235,0.55001,0.27669,0.27543,0.55135,0.058252,0.17045,0.28263,0.66477,0.16766,0.88856,0.77909,0.33342,0.4524,0.38317,0.061046,0.50554,0.051281,1
0.33328,0.16786,0.55796,0.27769,0.27543,0.55999,0.056981,0.16441,0.27798,0.66368,0.16323,0.88884,0.77814,0.33603,0.443,0.38949,0.055281,0.50381,0.05473,1
0.45405,0.045999,0.68459,0.5724,0.3254,0.34349,0.04784,0.60274,0.74306,0.5653,0.34594,0.3292,0.65999,0.87069,0.15601,0.2672,0.068037,0.26984,0.70609,2
0.3327,0.16149,0.55653,0.27895,0.2771,0.55211,0.053654,0.16119,0.27468,0.66653,0.17201,0.88258,0.77739,0.33724,0.44984,0.39066,0.05679,0.4971,0.060197,1
0.43825,0.047835,0.65463,0.57275,0.30535,0.34218,0.047757,0.59762,0.73726,0.54512,0.33089,0.34787,0.67952,0.88806,0.161,0.25411,0.077916,0.28366,0.73139,2
0.43771,0.067266,0.67219,0.57096,0.32249,0.32664,0.069029,0.60257,0.72477,0.55892,0.3216,0.34383,0.65797,0.86181,0.19203,0.28485,0.048693,0.28528,0.73854,2
0.42804,0.066585,0.67348,0.57467,0.32458,0.34565,0.065018,0.61977,0.74459,0.56591,0.34595,0.32804,0.67471,0.88685,0.17399,0.28519,0.070122,0.27107,0.72638,2
0.45534,0.046651,0.67362,0.57196,0.34271,0.33038,0.043995,0.61597,0.73874,0.56368,0.32918,0.305,0.66154,0.88738,0.16137,0.25437,0.040632,0.26759,0.70015,2
0.42932,0.063639,0.67581,0.5482,0.32569,0.34249,0.063202,0.60159,0.73981,0.54042,0.34248,0.34327,0.64942,0.8735,0.17309,0.27024,0.044986,0.28494,0.73211,2
0.43285,0.040159,0.64756,0.57346,0.33816,0.32164,0.064679,0.60332,0.72238,0.55957,0.32887,0.3237,0.6783,0.8732,0.149,0.26358,0.049892,0.27005,0.72555,2
0.3307,0.17276,0.55261,0.27629,0.27355,0.55492,0.056486,0.16961,0.27852,0.6681,0.16435,0.8853,0.77501,0.34009,0.43828,0.38678,0.057253,0.49904,0.056873,1
0.43203,0.061049,0.65645,0.57098,0.34533,0.31799,0.039792,0.62291,0.74678,0.54052,0.34681,0.32256,0.65692,0.89132,0.17899,0.29071,0.064137,0.27038,0.71221,2
0.43054,0.04737,0.67116,0.54195,0.34057,0.32814,0.049211,0.59941,0.74103,0.54543,0.33034,0.34252,0.65324,0.87422,0.15684,0.27163,0.06903,0.2634,0.70952,2
0.33207,0.17559,0.55043,0.28084,0.26946,0.54339,0.061805,0.16695,0.28003,0.6545,0.15334,0.88991,0.773,0.32134,0.44904,0.39799,0.056853,0.50199,0.059841,1
0.33422,0.1677,0.55788,0.27617,0.28014,0.55384,0.053895,0.16833,0.27817,0.66628,0.16432,0.88393,0.77675,0.33551,0.44602,0.38816,0.054322,0.49952,0.053595,1
0.33309,0.16378,0.54456,0.28294,0.26879,0.55387,0.048645,0.17246,0.2728,0.66436,0.17538,0.89052,0.78294,0.33049,0.45133,0.38653,0.072764,0.48806,0.061232,1
0.33323,0.16697,0.55544,0.2779,0.27763,0.55596,0.054631,0.16652,0.27713,0.66564,0.16685,0.88778,0.77799,0.33322,0.4465,0.38953,0.055554,0.49937,0.055672,1
0.45576,0.071973,0.67769,0.56783,0.32159,0.34317,0.067837,0.6164,0.74204,0.56085,0.31925,0.32728,0.66038,0.86749,0.15975,0.27127,0.045948,0.29445,0.72955,2
0.45387,0.064563,0.64901,0.55139,0.3205,0.32343,0.063343,0.61768,0.73816,0.54179,0.32876,0.34525,0.66237,0.86603,0.17352,0.28995,0.046803,0.28423,0.71376,2
0.33946,0.16419,0.55873,0.27542,0.27881,0.54812,0.051727,0.16377,0.27201,0.65619,0.16704,0.89144,0.77487,0.33344,0.44139,0.38023,0.052352,0.50042,0.053217,1
0.43154,0.046592,0.65668,0.5694,0.32651,0.34768,0.067663,0.59989,0.74143,0.56561,0.34353,0.34403,0.69358,0.85871,0.16097,0.28574,0.042647,0.29229,0.70639,2
0.41876,0.071556,0.65787,0.55013,0.32209,0.34531,0.071055,0.60096,0.74233,0.56105,0.34442,0.34224,0.6762,0.87249,0.17393,0.27129,0.062727,0.29307,0.71005,2
0.33288,0.16593,0.55562,0.27858,0.27911,0.55466,0.053504,0.16648,0.27511,0.66463,0.16724,0.88802,0.7754,0.33254,0.44711,0.38773,0.055829,0.49966,0.05656,1
0.43779,0.066208,0.67358,0.55151,0.32305,0.32998,0.045825,0.59731,0.70794,0.5452,0.32461,0.3202,0.64968,0.88819,0.17759,0.2946,0.050265,0.26838,0.72566,2
0.43224,0.063058,0.67099,0.57443,0.33814,0.32852,0.046577,0.61818,0.73788,0.55857,0.32923,0.32591,0.67499,0.87435,0.15828,0.28423,0.062437,0.29381,0.72977,2
0.4527,0.042061,0.67042,0.54916,0.31622,0.34808,0.064192,0.59764,0.73981,0.53804,0.32913,0.32733,0.68091,0.88917,0.17612,0.27199,0.041178,0.26968,0.73865,2
0.32842,0.16053,0.56329,0.27529,0.28027,0.55744,0.052503,0.17107,0.28269,0.65882,0.17114,0.89057,0.7768,0.33869,0.44398,0.39686,0.0516,0.50415,0.051443,1
0.32526,0.17432,0.55178,0.27976,0.27055,0.5641,0.056288,0.16409,0.28042,0.66583,0.16348,0.89406,0.78455,0.32877,0.44861,0.39428,0.046682,0.50087,0.048762,1
0.45352,0.048908,0.67183,0.55198,0.34611,0.34463,0.063376,0.59319,0.73696,0.56083,0.3477,0.355,0.68424,0.895,0.17352,0.28921,0.064564,0.26701,0.71294,2
0.452,0.034057,0.67829,0.55408,0.32159,0.34413,0.044518,0.61597,0.74211,0.5645,0.32982,0.3467,0.66042,0.87531,0.15367,0.28478,0.068918,0.2878,0.70322,2
0.45414,0.069775,0.65647,0.55329,0.34326,0.32996,0.046345,0.60418,0.72311,0.54314,0.34734,0.33044,0.68474,0.89115,0.17385,0.2898,0.045069,0.29254,0.7262,2
0.33332,0.16698,0.5573,0.27721,0.27984,0.55667,0.056066,0.16528,0.27581,0.66443,0.16404,0.88859,0.7774,0.33302,0.44559,0.3886,0.056857,0.49994,0.055509,1
0.33564,0.17156,0.55428,0.28171,0.2727,0.56124,0.056742,0.16456,0.27946,0.66641,0.16859,0.88923,0.78051,0.33202,0.44927,0.38597,0.061208,0.49995,0.059666,1
0.33524,0.16666,0.56212,0.28169,0.27882,0.55643,0.055919,0.16338,0.28673,0.66539,0.16586,0.89409,0.76974,0.33468,0.44863,0.38935,0.051574,0.50306,0.058556,1
0.32731,0.38167,0.61085,0.5925,0.73074,0.58518,0.27704,0.20588,0.21334,0.71638,0.80656,0.51275,0.14617,0.16773,0.3147,0.54466,0.33552,0.46396,0.10823,0
0.32313,0.16779,0.57042,0.26562,0.26319,0.55767,0.052774,0.171,0.2827,0.66524,0.17089,0.88003,0.78249,0.34103,0.45067,0.39586,0.056625,0.49185,0.048311,1
0.32805,0.16049,0.55619,0.28651,0.28159,0.55124,0.055846,0.15974,0.28163,0.6667,0.1709,0.88747,0.77967,0.3261,0.44622,0.39484,0.058113,0.49339,0.061442,1
0.33054,0.1708,0.56891,0.28064,0.27587,0.55258,0.057358,0.16935,0.27488,0.66178,0.16392,0.89074,0.78099,0.33491,0.44744,0.39511,0.056494,0.5018,0.056427,1
0.32919,0.14232,0.54307,0.27306,0.27825,0.55017,0.06855,0.15605,0.28625,0.66759,0.15811,0.86432,0.77126,0.33042,0.45679,0.38888,0.051284,0.50849,0.067467,1
0.43922,0.071467,0.67055,0.55038,0.34303,0.34349,0.045984,0.60031,0.7415,0.53891,0.32113,0.34324,0.65965,0.88712,0.15617,0.27101,0.066493,0.29624,0.71227,2
0.45886,0.038601,0.65355,0.55285,0.34074,0.34319,0.045667,0.60339,0.73708,0.56213,0.32702,0.30879,0.67478,0.89146,0.15465,0.27101,0.037197,0.26949,0.71047,2
0.43194,0.043406,0.65527,0.57273,0.3181,0.35257,0.066431,0.60174,0.73822,0.56205,0.32939,0.32659,0.67548,0.86184,0.1596,0.28848,0.047109,0.30075,0.7116,2
0.42941,0.064699,0.67878,0.57887,0.32577,0.3526,0.064579,0.60352,0.74485,0.56136,0.32777,0.34429,0.66209,0.87503,0.15124,0.29019,0.066799,0.28431,0.71283,2
0.45263,0.0694,0.66853,0.56434,0.31857,0.32847,0.045687,0.60047,0.72584,0.54317,0.32066,0.34961,0.68352,0.86896,0.18115,0.2834,0.037266,0.28321,0.71369,2
0.45017,0.047956,0.66956,0.54818,0.32217,0.3265,0.067508,0.62483,0.71905,0.541,0.32353,0.34537,0.68409,0.88568,0.18226,0.28769,0.066094,0.28477,0.73284,2
0.33347,0.1674,0.55357,0.27964,0.28046,0.55564,0.052864,0.16425,0.27658,0.66424,0.16778,0.89046,0.77531,0.33304,0.44263,0.38669,0.057231,0.49751,0.053461,1
0.43271,0.076911,0.67467,0.54224,0.31857,0.35008,0.049033,0.62747,0.74709,0.55973,0.34366,0.34607,0.65573,0.86871,0.17079,0.29532,0.061978,0.24831,0.71587,2
0.32939,0.16591,0.55447,0.28106,0.27922,0.5596,0.051099,0.16468,0.27036,0.66724,0.16758,0.89125,0.78265,0.33141,0.45269,0.38976,0.0551,0.49899,0.054381,1
0.78427,0.0568,0.44019,0.84837,0.42775,0.37919,0.6059,0.4821,0.56249,0.23558,0.99122,0.64196,0.82608,0.89663,0.061232,0.15718,0.052932,0.057989,0.56871,0
0.4362,0.050638,0.66866,0.54357,0.3174,0.3438,0.067985,0.61879,0.74167,0.53959,0.34636,0.35478,0.67812,0.88675,0.17037,0.26598,0.047463,0.29221,0.70428,2
0.43198,0.067849,0.66802,0.56835,0.33789,0.32934,0.070418,0.59804,0.72255,0.53335,0.31767,0.3243,0.65686,0.86945,0.17106,0.29255,0.069254,0.28544,0.71186,2
0.32246,0.16456,0.5593,0.27131,0.281,0.55501,0.047087,0.17169,0.27499,0.66893,0.15697,0.88622,0.77508,0.32781,0.44837,0.38125,0.058588,0.49779,0.061613,1
0.45075,0.071735,0.67132,0.56579,0.34456,0.32852,0.040524,0.59815,0.74216,0.5634,0.32578,0.34699,0.67267,0.87132,0.1534,0.28334,0.04518,0.29109,0.73472,2
0.33729,0.15969,0.5501,0.27937,0.28032,0.55718,0.055581,0.16294,0.27611,0.6657,0.16747,0.88416,0.77735,0.33338,0.44167,0.39052,0.048433,0.49893,0.054444,1
0.43758,0.050688,0.64575,0.54842,0.34409,0.33207,0.036028,0.61927,0.72238,0.54458,0.35014,0.32796,0.67771,0.86396,0.18351,0.27074,0.040258,0.26971,0.71007,2
0.45547,0.049457,0.66715,0.54142,0.3409,0.32796,0.061345,0.6039,0.7422,0.55658,0.34948,0.32293,0.67883,0.88712,0.14806,0.28858,0.075712,0.28651,0.71504,2
0.45097,0.066485,0.67056,0.54254,0.33716,0.32892,0.04774,0.60134,0.71872,0.54366,0.32326,0.34391,0.68013,0.86751,0.17165,0.25782,0.040848,0.26968,0.73158,2
0.33452,0.16418,0.55698,0.27856,0.28212,0.55406,0.055536,0.1654,0.27671,0.66901,0.16731,0.88625,0.77418,0.33602,0.44236,0.38787,0.057862,0.4985,0.054535,1
0.3312,0.16307,0.54649,0.27199,0.28147,0.55486,0.055894,0.16526,0.27467,0.65697,0.1624,0.87893,0.77417,0.33244,0.44004,0.389,0.057659,0.49676,0.050097,1
0.34209,0.17916,0.56179,0.27904,0.28277,0.55655,0.055987,0.16576,0.27011,0.66613,0.17016,0.88269,0.77806,0.32254,0.44343,0.3911,0.062697,0.49553,0.060444,1
0.43501,0.049419,0.64606,0.54924,0.33735,0.3225,0.049445,0.59199,0.7119,0.53089,0.32338,0.32887,0.67261,0.88573,0.15444,0.26926,0.064647,0.26437,0.73967,2
0.60346,0.5692,0.76589,0.04751,0.84424,1.0516,0.28033,0.62586,0.77656,0.53242,0.053407,0.668,0.78115,0.29396,0.9369,0.30551,0.8438,0.67504,0.63925,0
0.33334,0.16756,0.55672,0.27901,0.27957,0.55462,0.054257,0.16831,0.27869,0.66724,0.16703,0.88707,0.77806,0.3328,0.44504,0.38883,0.057673,0.49797,0.056315,1
0.42959,0.076915,0.65509,0.5664,0.3214,0.35463,0.065601,0.6016,0.73858,0.56026,0.34525,0.32347,0.67837,0.88485,0.17085,0.27119,0.041539,0.28235,0.71226,2
0.43456,0.046506,0.67555,0.54543,0.31952,0.34788,0.062014,0.60211,0.74053,0.55675,0.34647,0.34309,0.65991,0.86856,0.15341,0.25788,0.073208,0.26455,0.7304,2
0.35091,0.16698,0.54695,0.27831,0.29147,0.55718,0.055985,0.17428,0.27697,0.65891,0.16598,0.88262,0.77204,0.3255,0.44299,0.40898,0.054972,0.51405,0.06763,1
0.43455,0.071077,0.6496,0.57023,0.31372,0.31806,0.065065,0.60362,0.75062,0.56297,0.32073,0.34282,0.68042,0.86322,0.15433,0.29031,0.045012,0.27002,0.73215,2
0.33399,0.16698,0.55624,0.27755,0.27787,0.556,0.055065,0.16639,0.27823,0.66704,0.16706,0.88695,0.77812,0.33288,0.44511,0.38914,0.05552,0.49843,0.054301,1
0.34747,0.18894,0.5724,0.27655,0.29613,0.57011,0.058349,0.14642,0.28818,0.65331,0.15992,0.86908,0.75871,0.33632,0.45857,0.35219,0.050295,0.49744,0.053706,1
0.33542,0.17311,0.55807,0.27305,0.28098,0.55933,0.053759,0.17198,0.27782,0.66716,0.16715,0.8862,0.77714,0.33711,0.4484,0.38824,0.053557,0.49805,0.052607,1
0.33589,0.17218,0.56895,0.28314,0.27787,0.55481,0.053846,0.1552,0.28231,0.6646,0.16315,0.88842,0.78172,0.33619,0.43769,0.39167,0.058581,0.49515,0.068428,1
0.33637,0.16967,0.54962,0.27358,0.28178,0.55675,0.056203,0.16974,0.27652,0.66336,0.16902,0.89007,0.78345,0.32927,0.44223,0.38773,0.053947,0.50035,0.057768,1
0.32499,0.17781,0.5499,0.28292,0.27897,0.55466,0.046023,0.17667,0.26466,0.66323,0.15576,0.88935,0.77371,0.33588,0.43959,0.40501,0.058618,0.49286,0.06047,1
0.4326,0.066571,0.65504,0.55156,0.33809,0.34363,0.047454,0.62169,0.72361,0.56151,0.32668,0.32846,0.67672,0.86534,0.17177,0.28547,0.045644,0.2669,0.71655,2
0.3335,0.16658,0.55633,0.27744,0.27832,0.55553,0.055638,0.16697,0.27761,0.66583,0.16703,0.88743,0.77753,0.33246,0.44581,0.3895,0.0557,0.49919,0.054982,1
0.34022,0.17142,0.54873,0.28258,0.27845,0.54272,0.055688,0.17205,0.2726,0.66529,0.17388,0.89652,0.77625,0.33852,0.44408,0.39671,0.063601,0.50836,0.05306,1
0.3315,0.15821,0.55704,0.28727,0.26372,0.55271,0.057213,0.15389,0.2757,0.68163,0.17474,0.89569,0.78566,0.33806,0.43708,0.38908,0.058365,0.49486,0.052862,1
0.32582,0.18152,0.54456,0.28956,0.2854,0.5518,0.061195,0.17276,0.29614,0.66803,0.18672,0.88289,0.78036,0.31733,0.44097,0.39718,0.057353,0.51554,0.056911,1
0.33214,0.16696,0.55588,0.27703,0.27963,0.55404,0.055767,0.16632,0.27841,0.66546,0.16793,0.88816,0.77763,0.33243,0.44573,0.38868,0.055856,0.49847,0.054235,1
0.4373,0.050492,0.66922,0.56532,0.33735,0.34415,0.061041,0.60399,0.73862,0.54222,0.34496,0.34582,0.65038,0.88642,0.17416,0.27088,0.061281,0.26185,0.7365,2
0.33015,0.16681,0.55588,0.27852,0.27856,0.55541,0.054949,0.16842,0.27722,0.66503,0.16559,0.8892,0.77517,0.33425,0.446,0.38905,0.05464,0.49838,0.053902,1
0.33477,0.16698,0.55028,0.28133,0.28105,0.56336,0.043693,0.16166,0.27596,0.66801,0.15866,0.88424,0.77353,0.34379,0.4426,0.37611,0.058545,0.50069,0.056745,1
0.43273,0.069779,0.67113,0.55267,0.32302,0.33184,0.062436,0.60289,0.74688,0.5453,0.34508,0.32414,0.67501,0.88523,0.14886,0.28632,0.045397,0.28324,0.711,2
0.33083,0.16498,0.55644,0.27828,0.27983,0.55523,0.052633,0.16631,0.27878,0.66512,0.16306,0.88857,0.77396,0.33089,0.44526,0.38903,0.054678,0.49846,0.056076,1
0.4329,0.084754,0.65499,0.57404,0.31533,0.32996,0.068319,0.60463,0.72625,0.55862,0.32724,0.34651,0.67458,0.85938,0.17045,0.26216,0.069443,0.26026,0.73286,2
0.42251,0.047558,0.68343,0.5516,0.33705,0.34398,0.064222,0.62483,0.72367,0.5332,0.31921,0.31859,0.67708,0.88474,0.18466,0.26371,0.046664,0.28875,0.7097,2
0.42829,0.048484,0.68265,0.5525,0.32521,0.34483,0.063229,0.62327,0.72303,0.55915,0.32986,0.34414,0.65627,0.86663,0.15632,0.30021,0.062372,0.26972,0.71637,2
0.3371,0.16903,0.55645,0.27963,0.27139,0.55412,0.053248,0.16721,0.27356,0.6703,0.1654,0.88797,0.78003,0.33253,0.44964,0.39206,0.053114,0.49921,0.056866,1
0.42087,0.065584,0.6793,0.56486,0.34249,0.32937,0.04564,0.60472,0.72397,0.53891,0.32197,0.34704,0.6483,0.88422,0.17417,0.27085,0.044167,0.26513,0.71474,2
0.33291,0.16885,0.55404,0.28225,0.27993,0.55387,0.055855,0.16118,0.27502,0.661,0.16614,0.88751,0.77345,0.33521,0.44041,0.38841,0.056427,0.50168,0.052244,1
0.45233,0.063847,0.66766,0.56764,0.32487,0.33215,0.043571,0.62528,0.71598,0.55797,0.3433,0.34508,0.65869,0.89654,0.14573,0.28418,0.043776,0.28395,0.71269,2
0.3333,0.16807,0.55741,0.27895,0.2781,0.55311,0.055701,0.16737,0.28132,0.66775,0.16735,0.88763,0.77728,0.32634,0.44616,0.39007,0.057843,0.49418,0.051911,1
0.45572,0.06908,0.65467,0.55006,0.32435,0.34552,0.062465,0.60013,0.71966,0.56434,0.34689,0.34594,0.6594,0.85977,0.17587,0.26714,0.066746,0.26861,0.73944,2
0.43394,0.04171,0.67194,0.55073,0.33928,0.32815,0.068431,0.62393,0.75506,0.55856,0.32379,0.32765,0.67702,0.88889,0.15787,0.26884,0.068765,0.26722,0.72836,2
0.45462,0.070839,0.6696,0.54767,0.32044,0.34556,0.047566,0.61902,0.74704,0.5449,0.35297,0.34819,0.68098,0.86448,0.15311,0.28825,0.063333,0.26151,0.71518,2
0.33644,0.17868,0.55817,0.28667,0.27305,0.53463,0.061335,0.16058,0.2761,0.67785,0.16054,0.88693,0.77059,0.31924,0.44076,0.39026,0.05822,0.49028,0.042297,1
0.3334,0.16673,0.55607,0.27806,0.27838,0.55553,0.055257,0.16693,0.27802,0.66608,0.1669,0.88739,0.7775,0.33273,0.44566,0.38933,0.055811,0.4988,0.055173,1
0.33371,0.16672,0.55562,0.27715,0.27916,0.55626,0.055066,0.16679,0.27743,0.66583,0.16613,0.88798,0.77702,0.33198,0.44706,0.38911,0.05648,0.49867,0.055237,1
0.88147,0.52931,0.49877,0.36348,0.14563,0.56379,0.30744,0.5577,0.67091,0.25747,0.95248,0.096024,0.29971,0.36654,0.71413,0.31049,0.063294,0.28045,0.50615,0
0.45803,0.065077,0.65371,0.56439,0.34067,0.33052,0.064224,0.60057,0.74439,0.55791,0.3218,0.34409,0.65342,0.87125,0.15815,0.26497,0.075751,0.2839,0.71201,2
0.33786,0.16664,0.55966,0.27912,0.28017,0.55952,0.054938,0.16636,0.28887,0.66372,0.17985,0.88279,0.78968,0.33654,0.45016,0.39696,0.049547,0.50882,0.058406,1
0.43693,0.044373,0.67131,0.55175,0.32159,0.35083,0.046741,0.62398,0.73961,0.5435,0.3503,0.34879,0.65792,0.8839,0.17015,0.28479,0.045454,0.26823,0.71335,2
0.33343,0.16671,0.55611,0.27806,0.27836,0.55553,0.055277,0.1669,0.27805,0.66606,0.16692,0.88735,0.77749,0.33268,0.44561,0.38937,0.05579,0.49875,0.055193,1
0.33444,0.16456,0.5577,0.27819,0.27142,0.55576,0.04653,0.16277,0.27923,0.65956,0.16642,0.88664,0.78486,0.32971,0.44407,0.39247,0.053006,0.50081,0.053699,1
0.43211,0.043868,0.64549,0.54543,0.31647,0.34677,0.047771,0.62603,0.72268,0.56141,0.3599,0.34524,0.65129,0.88401,0.15187,0.28636,0.049206,0.28808,0.7299,2
0.33961,0.87575,0.44771,0.92436,0.70252,0.6995,0.69207,0.62455,0.4595,0.75087,0.44704,0.10714,0.055674,0.79302,0.25497,0.22906,0.27636,0.30576,0.10387,0
0.45664,0.065684,0.65482,0.55044,0.32225,0.33024,0.046907,0.62884,0.72186,0.53962,0.34225,0.34427,0.67808,0.8856,0.15766,0.28395,0.049209,0.26177,0.71622,2
0.33465,0.16553,0.55623,0.27731,0.27616,0.55487,0.05405,0.16558,0.27855,0.66889,0.16846,0.88619,0.776,0.32962,0.44511,0.39466,0.059057,0.49336,0.057917,1
0.33313,0.16513,0.55453,0.27692,0.27961,0.55488,0.055599,0.16788,0.27856,0.66729,0.16677,0.88776,0.77945,0.33295,0.44235,0.38937,0.055112,0.49667,0.055857,1
0.45638,0.063609,0.67116,0.55153,0.34842,0.33015,0.045714,0.60495,0.74001,0.54422,0.32535,0.32394,0.67257,0.88932,0.17573,0.28274,0.044271,0.26159,0.72981,2
0.44977,0.051926,0.6474,0.56749,0.33942,0.33149,0.062631,0.60216,0.7466,0.54431,0.33035,0.34257,0.67309,0.87207,0.15704,0.26791,0.068652,0.25471,0.70946,2
0.45791,0.065728,0.66817,0.56575,0.33898,0.34651,0.040041,0.62619,0.74531,0.55922,0.34566,0.32109,0.67626,0.85843,0.15733,0.29254,0.063723,0.28775,0.72843,2
0.33105,0.16428,0.55441,0.27998,0.28046,0.55652,0.05586,0.16644,0.28004,0.6694,0.1678,0.88842,0.77579,0.33051,0.44405,0.39117,0.057548,0.49944,0.055453,1
0.4268,0.072456,0.65061,0.56397,0.34105,0.34619,0.07002,0.59484,0.74541,0.54171,0.34625,0.32548,0.65392,0.88603,0.15508,0.28392,0.045458,0.26851,0.716,2
0.33038,0.17268,0.55282,0.28257,0.27921,0.55391,0.049318,0.16392,0.27784,0.66384,0.16758,0.88971,0.77613,0.32971,0.44687,0.38562,0.051981,0.50068,0.053106,1
0.32708,0.16457,0.55762,0.27911,0.27975,0.55731,0.049421,0.17297,0.28329,0.67163,0.16905,0.88721,0.77301,0.33392,0.44504,0.39402,0.054794,0.49078,0.05629,1
0.33309,0.16658,0.55586,0.27845,0.2784,0.55535,0.054905,0.16693,0.27845,0.66661,0.16726,0.88747,0.77742,0.33251,0.44527,0.3896,0.056086,0.49836,0.054782,1
0.32361,0.16362,0.57867,0.27907,0.27265,0.57831,0.045445,0.18744,0.2885,0.64321,0.14863,0.86302,0.78906,0.34043,0.46968,0.37421,0.063632,0.50515,0.070212,1
0.33632,0.16832,0.55521,0.27641,0.27759,0.55676,0.054699,0.16856,0.27809,0.6657,0.17089,0.89112,0.78027,0.33054,0.44429,0.39143,0.053081,0.50178,0.06187,1
0.33514,0.15156,0.55105,0.30427,0.27955,0.56016,0.061476,0.16679,0.26671,0.66213,0.16894,0.88163,0.77578,0.32549,0.44442,0.38088,0.053681,0.50495,0.047416,1
