@relation moving_data_1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class {0,1,2,3,4}

@data
0.26356,0.66665,0.54985,0.83933,1
0.26341,0.66769,0.54933,0.83817,1
0.79913,0.66322,0.50128,0.91289,4
0.26171,0.66853,0.55048,0.83845,1
0.83326,0.97886,0.93137,0.023767,3
0.83366,0.97874,0.93126,0.023228,3
0.78408,0.67189,0.50739,0.91083,4
0.77744,0.67994,0.5105,0.91479,4
0.83225,0.97887,0.93068,0.023593,3
0.26152,0.66895,0.54944,0.83767,1
0.83266,0.97969,0.93069,0.023953,3
0.26226,0.66836,0.54943,0.83842,1
0.26271,0.66757,0.55009,0.83931,1
0.78107,0.67594,0.52232,0.91624,4
0.76866,0.68151,0.50697,0.91744,4
0.78104,0.66406,0.50519,0.92202,4
0.26272,0.66956,0.55011,0.83874,1
0.26212,0.6681,0.54979,0.83786,1
0.8325,0.97897,0.93049,0.024278,3
0.26198,0.66894,0.55067,0.83863,1
0.26299,0.66817,0.55031,0.83853,1
0.26184,0.66692,0.54978,0.83904,1
0.7819,0.66735,0.51312,0.91997,4
0.26327,0.66664,0.55119,0.83802,1
0.42001,0.62678,0.54213,1.0492,0
0.26077,0.66708,0.55054,0.84034,1
0.2627,0.66704,0.55057,0.83871,1
0.26156,0.6672,0.55008,0.84064,1
0.21389,0.6261,0.85735,0.31524,2
0.78845,0.66237,0.5024,0.9045,4
0.77675,0.67031,0.49843,0.9089,4
0.83327,0.97863,0.93114,0.025026,3
0.26257,0.6689,0.55147,0.84225,1
0.31601,0.87868,0.56231,0.61845,0
0.26105,0.66611,0.54994,0.84045,1
0.26243,0.66724,0.55057,0.83929,1
0.26147,0.66667,0.5506,0.83889,1
0.83244,0.97824,0.92981,0.025046,3
0.26106,0.66633,0.55105,0.83946,1
0.26097,0.66669,0.55101,0.83944,1
0.83223,0.9799,0.93058,0.02515,3
0.26224,0.66708,0.55072,0.84022,1
0.26216,0.66686,0.55,0.83914,1
0.26196,0.66638,0.55087,0.83922,1
0.26202,0.66749,0.55042,0.84012,1
0.26208,0.66763,0.55046,0.8404,1
0.26128,0.66701,0.55031,0.83946,1
0.26192,0.66763,0.55076,0.84041,1
0.83248,0.97857,0.93082,0.024564,3
0.78007,0.67246,0.50778,0.9208,4
0.21826,0.62874,0.85187,0.31598,2
0.2611,0.66636,0.55097,0.83993,1
0.26378,0.66613,0.55019,0.83919,1
0.83252,0.97837,0.93084,0.025171,3
0.21444,0.62837,0.85855,0.31308,2
0.83233,0.97966,0.93023,0.023306,3
0.26183,0.66711,0.55004,0.84028,1
0.772,0.67077,0.50217,0.91804,4
0.83193,0.97979,0.92987,0.023282,3
0.83187,0.97904,0.93173,0.023398,3
0.77792,0.67258,0.50793,0.92284,4
0.73091,0.57355,0.6521,0.9478,0
0.26157,0.66658,0.54998,0.839,1
0.21737,0.62514,0.85743,0.3079,2
0.83266,0.97934,0.93118,0.023173,3
0.76877,0.68094,0.50058,0.92362,4
0.26261,0.66754,0.55124,0.83986,1
0.26176,0.66673,0.5503,0.83902,1
0.26105,0.66732,0.55003,0.84001,1
0.83217,0.97936,0.92961,0.023962,3
0.26104,0.66677,0.55139,0.84051,1
0.54825,0.45666,0.60299,0.23652,0
0.26156,0.6659,0.55082,0.83998,1
0.83165,0.9809,0.93253,0.023323,3
0.2605,0.6674,0.55059,0.83988,1
0.26117,0.6658,0.55068,0.83981,1
0.83237,0.97957,0.92975,0.02342,3
0.21747,0.62577,0.85522,0.31545,2
0.26162,0.66585,0.55179,0.84007,1
0.26178,0.66655,0.55298,0.84063,1
0.83223,0.98027,0.93087,0.023682,3
0.2605,0.66752,0.55132,0.83996,1
0.26074,0.66579,0.55192,0.84165,1
0.83195,0.97922,0.93077,0.02414,3
0.21415,0.62735,0.8506,0.30825,2
0.83179,0.9793,0.9327,0.024728,3
0.78643,0.6803,0.50153,0.91019,4
0.77728,0.673,0.51097,0.91739,4
0.2605,0.66683,0.55118,0.84091,1
0.21692,0.62452,0.85059,0.3154,2
0.76221,0.68177,0.51375,0.9121,4
0.78725,0.68195,0.50293,0.91459,4
0.83136,0.98021,0.93068,0.023876,3
0.83178,0.98064,0.93115,0.023464,3
0.26162,0.66571,0.55123,0.84013,1
0.26104,0.66694,0.55083,0.83995,1
0.26002,0.66598,0.5522,0.84047,1
0.26137,0.66741,0.55168,0.83974,1
0.22342,0.62277,0.85885,0.30827,2
0.26158,0.66756,0.55169,0.84079,1
0.83191,0.97954,0.93096,0.024796,3
0.78,0.67165,0.51075,0.91633,4
0.77801,0.67424,0.51051,0.91926,4
0.26029,0.66725,0.55058,0.84027,1
0.26109,0.66658,0.55053,0.84039,1
0.26109,0.66735,0.55046,0.83954,1
0.83092,0.98076,0.92973,0.024175,3
0.25985,0.66595,0.55096,0.83912,1
0.83242,0.98123,0.93125,0.022798,3
0.26187,0.66658,0.55094,0.84006,1
0.26092,0.66585,0.55099,0.84083,1
0.37619,0.42889,0.52896,0.37138,0
0.77507,0.66681,0.51074,0.91259,4
0.26198,0.66692,0.55142,0.84017,1
0.83156,0.98086,0.93078,0.024522,3
0.8318,0.98137,0.93025,0.023061,3
0.26086,0.66655,0.55143,0.84053,1
0.22251,0.62171,0.84998,0.31234,2
0.2607,0.66598,0.55068,0.84027,1
0.21923,0.62419,0.84673,0.31181,2
0.83135,0.98097,0.93022,0.02432,3
0.77669,0.67239,0.51006,0.91279,4
0.26112,0.667,0.55113,0.84139,1
0.81031,0.73733,0.80252,0.29604,0
0.8313,0.98262,0.93109,0.02355,3
0.26041,0.66709,0.55079,0.84048,1
0.77701,0.67366,0.5101,0.91827,4
0.77768,0.67519,0.51777,0.91007,4
0.77879,0.67318,0.5106,0.91936,4
0.26031,0.66565,0.55221,0.8407,1
0.77639,0.68163,0.51301,0.91495,4
0.26123,0.66584,0.5514,0.84181,1
0.26048,0.66687,0.55164,0.84106,1
0.26091,0.66699,0.5509,0.84087,1
0.26036,0.66744,0.55151,0.84175,1
0.26007,0.6662,0.55125,0.84063,1
0.4988,0.56097,0.82196,0.24759,0
0.21856,0.62448,0.84717,0.31267,2
0.77703,0.67346,0.51204,0.92446,4
0.25922,0.6658,0.55322,0.84054,1
0.77904,0.68868,0.51831,0.91448,4
0.26073,0.6667,0.55169,0.84155,1
0.83129,0.98127,0.93119,0.023838,3
0.77559,0.67945,0.50638,0.91193,4
0.77494,0.67645,0.51186,0.91985,4
0.83161,0.9805,0.9298,0.023087,3
0.77139,0.67884,0.51176,0.91353,4
0.77747,0.67934,0.5242,0.9213,4
0.77461,0.67608,0.51263,0.91976,4
0.26211,0.66863,0.5532,0.84147,1
0.26137,0.66639,0.55142,0.84107,1
0.25976,0.66536,0.55162,0.84084,1
0.26014,0.66564,0.55141,0.84132,1
0.77163,0.67698,0.51335,0.91611,4
0.77642,0.68307,0.51261,0.92838,4
0.83116,0.98117,0.93033,0.025172,3
0.77518,0.67395,0.51263,0.91712,4
0.261,0.66733,0.55094,0.84019,1
0.83197,0.98041,0.93183,0.023671,3
0.21775,0.62649,0.8477,0.30914,2
0.83091,0.97994,0.93062,0.022852,3
0.83107,0.98021,0.93116,0.024284,3
0.26071,0.66471,0.55175,0.84078,1
0.83063,0.97977,0.92946,0.023577,3
0.83054,0.98252,0.93135,0.023068,3
0.83101,0.9818,0.92943,0.023061,3
0.25975,0.66655,0.55216,0.841,1
0.77323,0.6765,0.51203,0.9176,4
0.25922,0.66532,0.55165,0.8421,1
0.77528,0.67867,0.51168,0.9236,4
0.26021,0.66698,0.55129,0.84293,1
0.26136,0.66876,0.55167,0.84088,1
0.26034,0.66609,0.5515,0.84221,1
0.21987,0.62564,0.85084,0.30945,2
0.77686,0.66969,0.52302,0.92036,4
0.2606,0.66558,0.55202,0.84128,1
0.76891,0.67447,0.51831,0.92117,4
0.77816,0.66857,0.51287,0.92591,4
0.26059,0.66649,0.55238,0.84064,1
0.26139,0.66664,0.5524,0.84083,1
0.83085,0.98133,0.9307,0.022431,3
0.83076,0.98108,0.93004,0.023126,3
0.27983,0.93588,0.9146,0.74801,0
0.22303,0.62779,0.85303,0.30997,2
0.2605,0.66599,0.55284,0.84113,1
0.25987,0.66592,0.55227,0.84157,1
0.83096,0.98297,0.93081,0.022385,3
0.21756,0.62724,0.85307,0.3106,2
0.26052,0.66591,0.55134,0.84147,1
0.25957,0.66663,0.55249,0.84212,1
0.26059,0.66642,0.55174,0.84102,1
0.77395,0.68309,0.514,0.91735,4
0.77604,0.67964,0.51864,0.91301,4
0.83119,0.98231,0.93033,0.0226,3
0.25947,0.66611,0.55274,0.84243,1
0.25955,0.66601,0.5519,0.84222,1
0.26006,0.66654,0.5531,0.84283,1
0.7747,0.66738,0.51836,0.90735,4
0.83048,0.98238,0.92995,0.023126,3
0.25971,0.66615,0.55236,0.84081,1
0.26,0.6678,0.55214,0.84196,1
0.25947,0.66706,0.55173,0.84184,1
0.83032,0.98146,0.93084,0.023501,3
0.25974,0.66505,0.55291,0.84097,1
0.83123,0.98143,0.93072,0.02232,3
0.26113,0.66519,0.55199,0.84197,1
0.22306,0.62767,0.84893,0.3172,2
0.83073,0.98134,0.93086,0.022417,3
0.26006,0.6653,0.55188,0.84103,1
0.26045,0.66518,0.55191,0.84197,1
0.25866,0.66522,0.55147,0.84239,1
0.83095,0.98192,0.93015,0.022889,3
0.25951,0.66751,0.55164,0.84229,1
0.25937,0.66571,0.55173,0.84216,1
0.25894,0.66707,0.5518,0.84091,1
0.26074,0.66576,0.55182,0.84185,1
0.83106,0.98179,0.93031,0.021939,3
0.25918,0.66565,0.55164,0.84192,1
0.25902,0.66669,0.55201,0.84155,1
0.25928,0.66679,0.55171,0.84171,1
0.76953,0.68178,0.50638,0.90737,4
0.77106,0.67549,0.51567,0.91772,4
0.82974,0.98298,0.92951,0.021788,3
0.25847,0.66586,0.55248,0.84252,1
0.83137,0.98206,0.93174,0.02206,3
0.82966,0.9828,0.92924,0.02269,3
0.26046,0.66448,0.55236,0.84224,1
0.25895,0.66487,0.55254,0.84314,1
0.25936,0.66472,0.55256,0.84258,1
0.25843,0.66621,0.55232,0.84341,1
0.26035,0.66627,0.55235,0.84114,1
0.25988,0.66592,0.5523,0.84284,1
0.25962,0.66566,0.55182,0.84332,1
0.77202,0.68422,0.51526,0.92587,4
0.83076,0.98208,0.93101,0.021539,3
0.25855,0.66462,0.55296,0.84252,1
0.82928,0.98268,0.9306,0.022087,3
0.83028,0.98254,0.93104,0.021188,3
0.82979,0.9825,0.93066,0.021344,3
0.82992,0.98239,0.93018,0.023655,3
0.83038,0.98432,0.93032,0.022611,3
0.26096,0.66473,0.55223,0.84267,1
0.26069,0.66582,0.5527,0.84269,1
0.25857,0.66529,0.55296,0.84188,1
0.25883,0.66606,0.55185,0.84361,1
0.25969,0.66497,0.55248,0.84169,1
0.25824,0.66526,0.55271,0.84235,1
0.2609,0.66593,0.55224,0.84177,1
0.25995,0.66591,0.55211,0.84399,1
0.8296,0.98189,0.93099,0.021943,3
0.25899,0.66501,0.55302,0.8428,1
0.77312,0.67835,0.51443,0.9179,4
0.77154,0.67794,0.51229,0.92447,4
0.77158,0.6784,0.51546,0.9213,4
0.8299,0.9821,0.93014,0.021776,3
0.83001,0.98239,0.92918,0.02263,3
0.82994,0.98229,0.92938,0.022031,3
0.25846,0.66529,0.55252,0.84322,1
0.25908,0.66636,0.55265,0.84368,1
0.25973,0.66502,0.55369,0.84263,1
0.26002,0.66421,0.55266,0.84301,1
0.77406,0.67919,0.51561,0.92352,4
0.25934,0.66472,0.5519,0.84181,1
0.82951,0.98284,0.92882,0.021592,3
0.82913,0.98291,0.92945,0.022436,3
0.25769,0.66458,0.5533,0.84295,1
0.25849,0.66486,0.55304,0.84267,1
0.76446,0.66936,0.51206,0.93154,4
0.76748,0.66777,0.5072,0.92225,4
0.83,0.98444,0.93003,0.022623,3
0.25916,0.66773,0.55268,0.84345,1
0.2587,0.66453,0.55389,0.84277,1
0.76971,0.68111,0.51785,0.92308,4
0.25871,0.6642,0.55309,0.84267,1
0.82916,0.98339,0.93083,0.021447,3
0.25876,0.66411,0.55304,0.84326,1
0.82903,0.98359,0.93097,0.022141,3
0.76835,0.67992,0.52083,0.92302,4
0.21789,0.62488,0.84656,0.31174,2
0.22373,0.62455,0.84381,0.31175,2
0.82923,0.9838,0.93041,0.021994,3
0.78413,0.67378,0.52096,0.91945,4
0.25968,0.66414,0.55359,0.84288,1
0.82967,0.98416,0.93118,0.020847,3
0.25825,0.66486,0.55242,0.84328,1
0.25694,0.66414,0.5547,0.84304,1
0.26006,0.66531,0.5534,0.84608,1
0.25799,0.66436,0.55338,0.84261,1
0.25855,0.66373,0.55305,0.84329,1
0.25806,0.66585,0.55345,0.84386,1
0.82906,0.98322,0.93043,0.021441,3
0.77043,0.68255,0.51806,0.91862,4
0.82923,0.9831,0.93023,0.02138,3
0.25972,0.66543,0.55397,0.84479,1
0.020976,0.053295,0.62926,0.35014,0
0.76564,0.68531,0.52353,0.91987,4
0.76926,0.67783,0.51719,0.92668,4
0.25855,0.66578,0.55287,0.84355,1
0.25737,0.66527,0.55348,0.84397,1
0.26034,0.66534,0.55341,0.84298,1
0.77279,0.67833,0.52886,0.92147,4
0.76207,0.68193,0.51406,0.91968,4
0.82948,0.98359,0.93081,0.021816,3
0.82938,0.9837,0.93073,0.021979,3
0.82976,0.98379,0.92969,0.021893,3
0.2579,0.66446,0.5527,0.84401,1
0.25797,0.66512,0.55356,0.84347,1
0.25777,0.66534,0.55285,0.8441,1
0.25845,0.66433,0.55252,0.84313,1
0.76934,0.6803,0.51581,0.92197,4
0.25739,0.66441,0.55287,0.84376,1
0.8295,0.98366,0.92967,0.022265,3
0.7114,0.86965,0.2154,0.64456,0
0.25776,0.66596,0.55314,0.84426,1
0.77114,0.67908,0.51767,0.92322,4
0.25836,0.6663,0.55271,0.84309,1
0.25765,0.66363,0.55488,0.84402,1
0.82844,0.98423,0.92962,0.020483,3
0.76291,0.68068,0.51482,0.92738,4
0.25695,0.66363,0.55441,0.84387,1
0.25886,0.66508,0.55445,0.84352,1
0.22229,0.62476,0.8435,0.31256,2
0.22392,0.62911,0.84931,0.31355,2
0.22658,0.62652,0.84557,0.31057,2
0.22583,0.62293,0.84497,0.31769,2
0.77722,0.67873,0.51231,0.91525,4
0.82876,0.98432,0.93109,0.021219,3
0.76761,0.68245,0.52121,0.91908,4
0.76702,0.68358,0.51929,0.92441,4
0.82806,0.9843,0.92997,0.021814,3
0.22654,0.62589,0.84848,0.31008,2
0.25952,0.66504,0.55313,0.84374,1
0.22261,0.62741,0.84977,0.31755,2
0.82847,0.98472,0.93053,0.020914,3
0.82884,0.98363,0.92986,0.021043,3
0.76711,0.68084,0.5202,0.92116,4
0.25899,0.66562,0.55336,0.84412,1
0.25693,0.66396,0.55348,0.84508,1
0.76853,0.68839,0.52295,0.92099,4
0.82808,0.98397,0.93073,0.023292,3
0.25778,0.66452,0.55423,0.84346,1
0.25824,0.6652,0.55364,0.84512,1
0.2579,0.66458,0.5532,0.84517,1
0.22302,0.62534,0.84348,0.31831,2
0.25683,0.66457,0.55392,0.84392,1
0.25726,0.66432,0.55334,0.84407,1
0.82807,0.98534,0.9309,0.020716,3
0.76427,0.67861,0.53179,0.92132,4
0.25753,0.66369,0.55327,0.84439,1
0.2584,0.66324,0.55344,0.84342,1
0.76959,0.68199,0.52036,0.92425,4
0.25653,0.66439,0.55383,0.8441,1
0.25804,0.66518,0.55403,0.84452,1
0.82812,0.98527,0.92925,0.02056,3
0.76806,0.68173,0.5213,0.92631,4
0.8282,0.98499,0.92938,0.02176,3
0.25725,0.66385,0.55332,0.84484,1
0.25802,0.66337,0.55295,0.84417,1
0.76746,0.68365,0.51818,0.92699,4
0.77747,0.68803,0.51133,0.92854,4
0.82821,0.98418,0.9303,0.021246,3
0.82833,0.98388,0.92948,0.021093,3
0.76219,0.6872,0.51493,0.92295,4
0.76629,0.6854,0.5283,0.92429,4
0.76695,0.6967,0.50942,0.92936,4
0.25708,0.66336,0.55388,0.84457,1
0.75989,0.68193,0.53094,0.92997,4
0.74998,0.6894,0.5233,0.92619,4
0.77133,0.67985,0.51975,0.91775,4
0.82887,0.98459,0.93023,0.020927,3
0.25727,0.6638,0.5535,0.84532,1
0.25739,0.66399,0.55412,0.84321,1
0.76677,0.68025,0.52437,0.91656,4
0.82747,0.98506,0.92941,0.019794,3
0.82823,0.98538,0.92955,0.021046,3
0.76277,0.67983,0.51716,0.93419,4
0.25725,0.66442,0.5539,0.84348,1
0.76478,0.68606,0.52292,0.92645,4
0.25952,0.66419,0.55419,0.84369,1
0.25748,0.66523,0.55299,0.84405,1
0.23067,0.62624,0.84722,0.31352,2
0.25689,0.66351,0.55481,0.84535,1
0.76333,0.6893,0.53169,0.92509,4
0.76351,0.68532,0.52388,0.92702,4
0.25669,0.66371,0.55475,0.84575,1
0.76728,0.67471,0.52106,0.92394,4
0.75309,0.68692,0.52401,0.91505,4
0.22526,0.63095,0.84549,0.31113,2
0.2586,0.6634,0.55494,0.8451,1
0.25607,0.66499,0.55401,0.84404,1
0.82771,0.98596,0.92936,0.019978,3
0.25756,0.66494,0.55387,0.84564,1
0.82797,0.98561,0.92898,0.019797,3
0.76688,0.68241,0.52612,0.92729,4
0.2566,0.66379,0.55364,0.84473,1
0.76541,0.69401,0.52226,0.94077,4
0.25625,0.66399,0.55444,0.84516,1
0.82719,0.98512,0.92944,0.021256,3
0.25642,0.66476,0.55422,0.84484,1
0.25781,0.663,0.55397,0.8441,1
0.66247,0.71354,0.14784,0.568,0
0.25708,0.66447,0.55596,0.84534,1
0.75572,0.67689,0.52395,0.93917,4
0.25805,0.66288,0.55405,0.84415,1
0.82817,0.98584,0.9297,0.020149,3
0.22876,0.63084,0.84687,0.31524,2
0.25618,0.66481,0.55381,0.84429,1
0.82866,0.9845,0.92899,0.020086,3
0.25704,0.66445,0.55491,0.84469,1
0.25584,0.6641,0.55375,0.84634,1
0.76872,0.68779,0.50924,0.93409,4
0.25626,0.6634,0.55421,0.84406,1
0.7756,0.68963,0.52819,0.92566,4
0.75865,0.6845,0.51852,0.93199,4
0.256,0.66326,0.55397,0.84499,1
0.82738,0.9852,0.92997,0.020615,3
0.3544,0.60224,1.0741,0.71937,0
0.7661,0.68621,0.52948,0.92692,4
0.25714,0.66406,0.5551,0.84559,1
0.22588,0.62461,0.84762,0.31366,2
0.25773,0.66391,0.55409,0.84435,1
0.25768,0.66522,0.55393,0.84529,1
0.82815,0.98506,0.93099,0.021052,3
0.76215,0.68985,0.52807,0.92724,4
0.25579,0.66356,0.55385,0.84663,1
0.76228,0.68856,0.52562,0.92813,4
0.86644,0.59938,0.8082,0.78063,0
0.82835,0.98643,0.92938,0.0223,3
0.82772,0.98519,0.92943,0.020213,3
0.75537,0.67359,0.53123,0.92433,4
0.76771,0.70091,0.53462,0.92846,4
0.82779,0.98516,0.92967,0.02059,3
0.25767,0.66324,0.55463,0.84605,1
0.82748,0.9843,0.92947,0.0204,3
0.25686,0.66292,0.55415,0.84547,1
0.25647,0.66426,0.55387,0.8448,1
0.22369,0.62736,0.8456,0.31508,2
0.76139,0.6919,0.52819,0.93466,4
0.25551,0.66257,0.55495,0.84605,1
0.2569,0.66328,0.55477,0.84667,1
0.76275,0.68896,0.52781,0.9285,4
0.77895,0.68337,0.53077,0.92663,4
0.25595,0.66279,0.55433,0.84601,1
0.82843,0.98635,0.92944,0.019499,3
0.25671,0.66406,0.55469,0.84612,1
0.76236,0.68883,0.52586,0.92804,4
0.25565,0.66235,0.55536,0.84658,1
0.25599,0.66234,0.55394,0.8455,1
0.82747,0.98596,0.92905,0.019612,3
0.8267,0.98604,0.9298,0.019469,3
0.82707,0.9863,0.92977,0.019351,3
0.76253,0.68829,0.52684,0.92782,4
0.82733,0.98647,0.92929,0.019463,3
0.82738,0.98583,0.92938,0.020494,3
0.256,0.66469,0.55539,0.84616,1
0.75796,0.69825,0.52758,0.93962,4
0.25778,0.66322,0.55442,0.84495,1
0.25525,0.66423,0.55438,0.84482,1
0.82689,0.98619,0.92916,0.019326,3
0.2557,0.66258,0.55528,0.84606,1
0.25521,0.66334,0.55605,0.84602,1
0.82729,0.9856,0.92988,0.019296,3
0.76009,0.69569,0.5249,0.94414,4
0.25572,0.66341,0.55447,0.8469,1
0.7605,0.68901,0.52816,0.9273,4
0.25576,0.66514,0.55475,0.84581,1
0.25668,0.6645,0.55455,0.84442,1
0.82846,0.98557,0.92877,0.019757,3
0.22318,0.62175,0.84404,0.31786,2
0.82717,0.98568,0.92954,0.019149,3
0.25744,0.66306,0.55394,0.84592,1
0.82705,0.98612,0.93023,0.019469,3
0.76116,0.69116,0.52668,0.93128,4
0.25625,0.66341,0.55484,0.84661,1
0.22467,0.62396,0.84076,0.31796,2
0.82728,0.98557,0.92971,0.020319,3
0.82658,0.98768,0.92991,0.019128,3
0.22614,0.62491,0.84035,0.31351,2
0.76194,0.68854,0.5282,0.9274,4
0.76085,0.69127,0.52727,0.9306,4
0.25632,0.66321,0.55634,0.84506,1
0.80223,0.76188,0.993,0.20449,0
0.75528,0.69206,0.52796,0.94084,4
0.8262,0.98681,0.92848,0.018675,3
0.82638,0.98766,0.93008,0.01898,3
0.82576,0.9873,0.92914,0.019669,3
0.37962,0.29633,0.44878,0.53256,0
0.75967,0.69385,0.52737,0.93324,4
0.23432,0.62446,0.83842,0.31635,2
0.75745,0.69325,0.53177,0.91472,4
0.2553,0.66332,0.55553,0.84664,1
0.25791,0.66273,0.55478,0.84826,1
0.25644,0.66392,0.55466,0.84596,1
0.73322,0.098306,0.43071,0.93404,0
0.75735,0.69693,0.52731,0.93049,4
0.74802,0.68707,0.51838,0.92163,4
0.25848,0.66508,0.55563,0.84676,1
0.25664,0.66375,0.55531,0.84525,1
0.25801,0.66342,0.55425,0.84521,1
0.76226,0.69942,0.52256,0.92864,4
0.25541,0.66227,0.55562,0.84592,1
0.23424,0.62733,0.84367,0.31292,2
0.82615,0.98707,0.92869,0.018953,3
