@relation moving_data_13-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
0.25401,0.27184,0.50841,5
0.41638,0.89169,0.5085,2
0.7911,0.069712,0.10822,6
0.29859,0.21746,0.36065,1
0.032154,0.13709,0.61486,3
0.25265,0.27112,0.50544,5
0.5499,0.5976,0.15407,7
0.2551,0.27104,0.50707,5
0.79214,0.069712,0.11018,6
0.25489,0.27155,0.50683,5
0.29925,0.21607,0.36189,1
0.29874,0.21696,0.35884,1
0.55091,0.59602,0.1527,7
0.027486,0.13892,0.61358,3
0.79174,0.067725,0.10968,6
0.29935,0.21763,0.36131,1
0.41705,0.89252,0.50677,2
0.47542,0.24189,0.04486,4
0.25335,0.27109,0.50832,5
0.72363,0.082447,0.64028,0
0.25476,0.2718,0.50811,5
0.79066,0.067409,0.10658,6
0.026616,0.14021,0.61234,3
0.53007,0.13111,0.16481,0
0.29917,0.21699,0.36097,1
0.5483,0.59535,0.15496,7
0.78996,0.070917,0.1076,6
0.29798,0.21717,0.35993,1
0.027894,0.13841,0.61353,3
0.41679,0.89062,0.50638,2
0.30047,0.21602,0.36115,1
0.2978,0.21751,0.35997,1
0.30054,0.2163,0.36159,1
0.25529,0.27086,0.50893,5
0.41698,0.89136,0.50741,2
0.029321,0.13741,0.61486,3
0.29857,0.2162,0.36189,1
0.028531,0.13864,0.61251,3
0.79262,0.071042,0.11106,6
0.47633,0.24208,0.045295,4
0.55016,0.59486,0.15273,7
0.477,0.24243,0.045229,4
0.25585,0.27188,0.50532,5
0.25612,0.27273,0.50703,5
0.25486,0.27147,0.50533,5
0.028799,0.13767,0.61374,3
0.55101,0.59658,0.15379,7
0.47862,0.24319,0.044377,4
0.026393,0.14126,0.61212,3
0.026917,0.13732,0.61565,3
0.78934,0.070596,0.10883,6
0.29999,0.2181,0.36078,1
0.47902,0.24314,0.046693,4
0.79011,0.069197,0.10838,6
0.25599,0.27151,0.50628,5
0.72702,0.038859,0.69323,0
0.5501,0.59719,0.15401,7
0.2986,0.21697,0.36122,1
0.29964,0.21801,0.36176,1
0.54768,0.59832,0.15471,7
0.29825,0.21656,0.36141,1
0.026763,0.13235,0.61284,3
0.25651,0.27169,0.50605,5
0.55014,0.59704,0.15325,7
0.028751,0.13951,0.61287,3
0.41653,0.89183,0.50793,2
0.027647,0.13975,0.6129,3
0.47833,0.24343,0.046682,4
0.25484,0.26965,0.50718,5
0.027441,0.13912,0.61244,3
0.029282,0.13991,0.61089,3
0.79082,0.071577,0.1073,6
0.29781,0.21689,0.36011,1
0.027901,0.13951,0.61235,3
0.29998,0.21782,0.36176,1
0.25312,0.27106,0.50586,5
0.028022,0.14051,0.61305,3
0.78964,0.069551,0.10992,6
0.29774,0.2172,0.36112,1
0.47812,0.24105,0.044489,4
0.29872,0.21696,0.36143,1
0.29816,0.2179,0.36136,1
0.25515,0.26923,0.5069,5
0.027387,0.13949,0.61227,3
0.027329,0.13925,0.61203,3
0.028712,0.139,0.61191,3
0.79082,0.065439,0.11126,6
0.027154,0.13874,0.61196,3
0.25459,0.2721,0.50746,5
0.25673,0.27185,0.50519,5
0.79246,0.067685,0.10772,6
0.79081,0.068568,0.11005,6
0.25451,0.27156,0.50701,5
0.29713,0.21765,0.36148,1
0.30025,0.21674,0.36155,1
0.47761,0.24142,0.045181,4
0.7908,0.066685,0.10717,6
0.47799,0.24305,0.044767,4
0.41554,0.89063,0.50558,2
0.79071,0.068677,0.10988,6
0.79032,0.068097,0.11079,6
0.29985,0.21703,0.36105,1
0.026657,0.13971,0.61182,3
0.55045,0.59719,0.15173,7
0.74547,0.96949,0.36189,0
0.30017,0.21576,0.36113,1
0.29837,0.21589,0.36259,1
0.29826,0.21471,0.36346,1
0.026756,0.14005,0.61201,3
0.298,0.21743,0.36274,1
0.47793,0.24192,0.045647,4
0.55138,0.59724,0.15461,7
0.54944,0.59746,0.15108,7
0.48069,0.24125,0.046756,4
0.79135,0.067561,0.10922,6
0.25728,0.27128,0.5053,5
0.29874,0.21725,0.36179,1
0.47992,0.2426,0.047099,4
0.25653,0.26986,0.50826,5
0.79068,0.068307,0.11028,6
0.026502,0.13808,0.61219,3
0.25464,0.27165,0.50509,5
0.25564,0.26956,0.5048,5
0.25643,0.27102,0.50539,5
0.48018,0.24266,0.045855,4
0.4162,0.88988,0.50589,2
0.47841,0.24132,0.046082,4
0.29785,0.21727,0.36234,1
0.54932,0.59737,0.1532,7
0.79045,0.069534,0.10973,6
0.54809,0.5981,0.15016,7
0.7892,0.067508,0.11346,6
0.7878,0.069913,0.11041,6
0.29952,0.21701,0.36079,1
0.25583,0.272,0.50619,5
0.4157,0.88972,0.50643,2
0.78939,0.070043,0.10793,6
0.47839,0.24232,0.04607,4
0.25782,0.2738,0.50435,5
0.29838,0.21852,0.36176,1
0.41731,0.89145,0.50447,2
0.41621,0.89013,0.50578,2
0.47951,0.24252,0.046499,4
0.026724,0.13961,0.61193,3
0.25595,0.2712,0.5044,5
0.78981,0.068933,0.11091,6
0.030371,0.14298,0.61029,3
0.79151,0.069281,0.11031,6
0.78966,0.068553,0.11168,6
0.79223,0.067041,0.11167,6
0.25511,0.26907,0.50703,5
0.25531,0.27081,0.50679,5
0.025763,0.13945,0.61292,3
0.79025,0.068653,0.11149,6
0.41494,0.88813,0.50417,2
0.54858,0.5974,0.15246,7
0.29751,0.21605,0.3622,1
0.29684,0.21616,0.36365,1
0.79144,0.067688,0.11166,6
0.79072,0.067625,0.11172,6
0.48051,0.24207,0.047856,4
0.48069,0.24447,0.047412,4
0.29784,0.21708,0.36414,1
0.028633,0.13692,0.61153,3
0.41553,0.88777,0.50426,2
0.41696,0.88797,0.50451,2
0.25661,0.27119,0.50791,5
0.55038,0.59651,0.15307,7
0.79261,0.067289,0.11141,6
0.29901,0.21683,0.36326,1
0.79051,0.068399,0.11393,6
0.48292,0.24344,0.046124,4
0.48193,0.24182,0.047097,4
0.028419,0.14065,0.61121,3
0.25693,0.27544,0.50509,5
0.029691,0.14112,0.61489,3
0.79066,0.070672,0.11265,6
0.48141,0.24355,0.047943,4
0.79132,0.067853,0.11176,6
0.25653,0.272,0.50589,5
0.25657,0.27317,0.50551,5
0.028259,0.14063,0.6122,3
0.25796,0.27271,0.50494,5
0.29826,0.21696,0.36168,1
0.025312,0.13865,0.61088,3
0.29487,0.2167,0.3623,1
0.02627,0.14049,0.61213,3
0.79077,0.06701,0.11102,6
0.79164,0.068075,0.11182,6
0.29721,0.21919,0.36293,1
0.25598,0.27031,0.50543,5
0.25726,0.2727,0.50703,5
0.79297,0.0695,0.11595,6
0.29795,0.21552,0.3629,1
0.29798,0.21742,0.36414,1
0.25748,0.27138,0.50491,5
0.29803,0.21513,0.36291,1
0.7881,0.068591,0.11238,6
0.29666,0.21708,0.36117,1
0.29619,0.21549,0.3633,1
0.25727,0.27173,0.50504,5
0.025843,0.13863,0.60876,3
0.027894,0.14151,0.60955,3
0.48141,0.24311,0.046687,4
0.54942,0.59709,0.15278,7
0.54859,0.597,0.15141,7
0.48118,0.24325,0.047252,4
0.29624,0.21519,0.36385,1
0.25677,0.27095,0.5041,5
0.29746,0.21589,0.36369,1
0.48052,0.2432,0.046267,4
0.79256,0.065839,0.11419,6
0.25704,0.27149,0.50466,5
0.48208,0.24405,0.046218,4
0.41631,0.88878,0.50352,2
0.29831,0.21768,0.36522,1
0.79162,0.066417,0.11299,6
0.25674,0.27011,0.50532,5
0.25739,0.27003,0.50494,5
0.92715,0.01842,0.50947,0
0.55018,0.59659,0.15134,7
0.79225,0.068557,0.1141,6
0.026102,0.14053,0.61176,3
0.25804,0.27063,0.50297,5
0.29653,0.21865,0.3643,1
0.48332,0.24392,0.047155,4
0.025941,0.14307,0.61134,3
0.29718,0.21671,0.36423,1
0.48427,0.24415,0.047104,4
0.34342,0.73775,0.80276,0
0.79179,0.06668,0.11471,6
0.41476,0.88748,0.50356,2
0.026033,0.14051,0.61179,3
0.54924,0.59781,0.1505,7
0.79032,0.067834,0.11247,6
0.25807,0.27164,0.50518,5
0.25698,0.27136,0.50609,5
0.29694,0.2163,0.36371,1
0.25778,0.27101,0.50524,5
0.48348,0.24459,0.047434,4
0.024213,0.14023,0.61134,3
0.79188,0.065291,0.11315,6
0.026264,0.14083,0.61155,3
0.41604,0.88811,0.50376,2
0.79366,0.064516,0.10972,6
0.54906,0.59866,0.15161,7
0.79161,0.066024,0.11202,6
0.25851,0.27294,0.50463,5
0.48285,0.24363,0.04841,4
0.25854,0.2725,0.50605,5
0.55024,0.59942,0.14911,7
0.48239,0.24299,0.047624,4
0.29655,0.21481,0.36326,1
0.41541,0.88813,0.50206,2
0.79172,0.066643,0.11319,6
0.25592,0.27194,0.50502,5
0.7906,0.062841,0.1145,6
0.79091,0.06799,0.11514,6
0.48398,0.24281,0.048815,4
0.025292,0.14171,0.61236,3
0.2577,0.27245,0.50648,5
0.29954,0.21836,0.36334,1
0.023072,0.14487,0.61392,3
0.7838,0.83584,0.34649,0
0.026307,0.13846,0.61199,3
0.25975,0.27223,0.50604,5
0.026781,0.14301,0.60735,3
0.25794,0.27364,0.50326,5
0.41486,0.88774,0.50462,2
0.25734,0.27233,0.50548,5
1.0791,0.72639,0.83858,0
0.78809,0.065268,0.11147,6
0.29639,0.21565,0.36503,1
0.7899,0.06429,0.11062,6
0.025773,0.14138,0.61156,3
0.2595,0.27206,0.50335,5
0.29622,0.21624,0.36315,1
0.025828,0.14556,0.61339,3
0.29799,0.21679,0.36288,1
0.29837,0.21583,0.36508,1
0.024493,0.14046,0.61147,3
0.25689,0.27159,0.50429,5
0.48402,0.24345,0.048765,4
0.4839,0.24499,0.048487,4
0.548,0.59782,0.15073,7
0.25839,0.27057,0.50426,5
0.48445,0.24292,0.049363,4
0.29846,0.2161,0.36511,1
0.79601,0.064602,0.11301,6
0.79231,0.066509,0.11112,6
0.48518,0.24535,0.04734,4
0.48572,0.24409,0.048524,4
0.025102,0.14195,0.61206,3
0.29535,0.21674,0.3647,1
0.79159,0.066128,0.11685,6
0.79185,0.065367,0.11444,6
0.29705,0.2162,0.36334,1
0.2969,0.21571,0.36418,1
0.025488,0.14124,0.61155,3
0.25859,0.27143,0.50422,5
0.29626,0.21562,0.36454,1
0.29638,0.21632,0.36597,1
0.025208,0.14124,0.61484,3
0.25976,0.27089,0.5031,5
0.7927,0.064794,0.11495,6
0.025945,0.14072,0.61185,3
0.29608,0.21565,0.36572,1
0.48593,0.24478,0.048564,4
0.29597,0.21451,0.36575,1
0.25776,0.27076,0.50421,5
0.25768,0.27078,0.50325,5
0.25659,0.27279,0.50487,5
0.29606,0.21712,0.36451,1
0.79106,0.065166,0.11825,6
0.028185,0.14305,0.60911,3
0.294,0.21589,0.36725,1
0.29682,0.21446,0.36498,1
0.026493,0.14088,0.61122,3
0.29642,0.21609,0.36693,1
0.29509,0.21499,0.36406,1
0.48422,0.24493,0.049771,4
0.29693,0.21644,0.36452,1
0.25734,0.27072,0.50358,5
0.259,0.27011,0.50241,5
0.25926,0.27211,0.50438,5
0.018522,0.14522,0.61519,3
0.25835,0.27144,0.50328,5
0.29509,0.21715,0.36672,1
0.88284,0.61358,0.2541,0
0.25843,0.27115,0.50457,5
0.29616,0.21548,0.36427,1
0.79225,0.064645,0.11486,6
0.25878,0.27144,0.50386,5
0.48599,0.24507,0.049593,4
0.48433,0.24429,0.047205,4
0.025523,0.14057,0.60961,3
0.023942,0.14046,0.60869,3
0.41562,0.88789,0.50208,2
0.67839,0.075806,0.30201,0
0.48604,0.24493,0.049483,4
0.25921,0.27106,0.50477,5
0.54962,0.59915,0.15245,7
0.29619,0.21564,0.36637,1
0.25934,0.27155,0.50351,5
0.29471,0.21587,0.36541,1
0.54899,0.59979,0.15034,7
0.54994,0.59897,0.1496,7
0.7921,0.065071,0.11478,6
0.54817,0.59908,0.15119,7
0.2583,0.27211,0.50268,5
0.54986,0.59776,0.1505,7
0.25894,0.27069,0.50451,5
0.29494,0.21667,0.36639,1
0.25924,0.27037,0.5042,5
0.25847,0.27107,0.50388,5
0.29595,0.2157,0.36745,1
0.26058,0.27132,0.5014,5
0.025938,0.13991,0.61258,3
0.25968,0.2721,0.50366,5
0.29553,0.21592,0.36638,1
0.29716,0.21507,0.36695,1
0.29782,0.21539,0.36803,1
0.024815,0.14189,0.61127,3
0.29651,0.21653,0.36716,1
0.29508,0.2154,0.36615,1
0.41434,0.8859,0.50205,2
0.2587,0.27189,0.50173,5
0.79002,0.06269,0.11268,6
0.29505,0.21434,0.36775,1
0.41498,0.88633,0.50035,2
0.25945,0.27168,0.50285,5
0.023969,0.14417,0.60796,3
0.79409,0.063597,0.11465,6
0.10497,0.86192,0.61317,0
0.25785,0.26924,0.50114,5
0.26131,0.27181,0.50276,5
0.26184,0.27125,0.50416,5
0.54666,0.59933,0.15238,7
0.024698,0.14012,0.61082,3
0.79034,0.066098,0.1132,6
0.097486,0.093166,0.23403,0
0.02641,0.13994,0.60957,3
0.4881,0.24498,0.05006,4
0.29743,0.21533,0.36535,1
0.79076,0.067587,0.11485,6
0.48778,0.24561,0.049049,4
0.5506,0.59985,0.14989,7
0.79011,0.063947,0.11202,6
0.026618,0.14251,0.61084,3
0.26069,0.27269,0.50324,5
0.25898,0.27244,0.50323,5
0.023454,0.14314,0.61074,3
0.79153,0.065886,0.11053,6
0.78982,0.063399,0.11368,6
0.26114,0.27193,0.50345,5
0.29619,0.21537,0.3689,1
0.4869,0.24398,0.048593,4
0.83827,0.26654,0.53468,0
0.48623,0.24657,0.050155,4
0.79145,0.063583,0.11176,6
0.42701,0.90752,0.48991,0
0.54897,0.59694,0.15138,7
0.29527,0.21521,0.3666,1
0.54704,0.59731,0.14704,7
0.024218,0.14238,0.61089,3
0.29279,0.21611,0.36655,1
0.44433,0.9113,0.044465,0
0.2597,0.27298,0.50271,5
0.57986,0.068933,0.94048,0
0.021427,0.13995,0.60822,3
0.2598,0.2721,0.50364,5
0.26119,0.27209,0.5022,5
0.48688,0.2444,0.048409,4
0.79244,0.065115,0.11504,6
0.024078,0.14327,0.60787,3
0.7924,0.064661,0.1146,6
0.48706,0.24559,0.050036,4
0.79218,0.063974,0.11581,6
0.78847,0.063095,0.11637,6
0.26222,0.2713,0.50326,5
0.29555,0.21575,0.36662,1
0.26155,0.27084,0.50342,5
0.2955,0.21601,0.36861,1
0.91304,0.35203,0.99837,0
0.79276,0.064809,0.11864,6
0.25836,0.83412,0.46951,0
0.29592,0.21591,0.36838,1
0.29216,0.21603,0.36635,1
0.79166,0.064316,0.11577,6
0.26024,0.27267,0.50307,5
0.25996,0.27184,0.50326,5
0.61076,0.50528,0.29024,0
0.29473,0.21514,0.36629,1
0.79198,0.064985,0.11581,6
0.25916,0.27192,0.50322,5
0.79111,0.064116,0.11815,6
0.41543,0.88751,0.5009,2
0.019426,0.14767,0.61031,3
0.54793,0.6007,0.15019,7
0.79278,0.064233,0.11626,6
0.79177,0.062974,0.11628,6
0.023069,0.14395,0.61008,3
0.023107,0.14671,0.6095,3
0.26095,0.27291,0.50358,5
0.7917,0.065327,0.11592,6
0.55074,0.60011,0.15063,7
0.25986,0.27087,0.5031,5
0.023841,0.87758,0.34359,0
0.2942,0.21631,0.36755,1
0.26296,0.27446,0.5022,5
0.26006,0.27057,0.5031,5
0.7937,0.063622,0.11461,6
0.29544,0.21656,0.36627,1
0.79228,0.063063,0.1154,6
0.29469,0.2156,0.36661,1
0.025857,0.14035,0.61031,3
0.48746,0.24473,0.048903,4
0.41426,0.88778,0.50083,2
0.54863,0.59974,0.1514,7
0.025186,0.14296,0.60983,3
0.79217,0.06414,0.11586,6
0.26091,0.27164,0.50128,5
0.024193,0.14254,0.61092,3
0.29588,0.21567,0.36795,1
0.25991,0.27126,0.5024,5
0.26101,0.27332,0.50213,5
0.26176,0.27105,0.50047,5
0.29427,0.21608,0.36813,1
0.4881,0.24639,0.049763,4
0.54725,0.59925,0.15004,7
0.79219,0.062341,0.11581,6
0.26211,0.27201,0.50024,5
0.48851,0.24502,0.050422,4
0.022555,0.14849,0.61331,3
0.48764,0.24583,0.048773,4
0.26181,0.27068,0.50266,5
0.02279,0.14527,0.61735,3
0.29567,0.21707,0.36975,1
0.48766,0.24496,0.049837,4
0.29461,0.21413,0.36687,1
0.26193,0.27205,0.50167,5
0.29425,0.21523,0.36557,1
0.028221,0.14427,0.61129,3
0.26162,0.2722,0.50231,5
0.29463,0.21635,0.36895,1
0.48844,0.24641,0.050974,4
0.48687,0.24408,0.048704,4
0.022232,0.14242,0.60935,3
0.021244,0.14133,0.61066,3
0.29516,0.21783,0.37147,1
0.7928,0.063119,0.11719,6
0.29416,0.21595,0.36729,1
0.79317,0.064491,0.11631,6
0.79196,0.062764,0.11711,6
0.261,0.27174,0.50231,5
0.54935,0.59959,0.15068,7
0.023058,0.14372,0.60956,3
0.49047,0.24564,0.050566,4
0.79246,0.063784,0.11836,6
0.26186,0.27335,0.50111,5
