@relation overlap_data_15-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}

@data
0.57878,0.047693,0.23925,0.67401,0.057532,0.09083,22
0.66644,0.66784,0.33434,0.6366,0.031376,0.45618,11
0.18162,0.029518,0.3329,0.97006,0.33301,0.8786,3
0.031732,0.21042,0.90612,0.21451,0.93113,0.27506,13
0.18362,0.18452,0.58574,0.36202,0.49523,0.33317,19
0.1853,0.084207,0.7447,0.26197,0.85096,0.63437,17
0.52021,0.15877,0.96953,0.3427,0.49731,0.92593,18
0.50559,0.14798,0.96621,0.33633,0.51965,0.93181,18
0.97329,0.97097,0.33324,0.2423,0.27293,0.12257,8
0.87863,0.5575,0.80599,0.35652,0.60281,0.78957,6
0.060452,0.69557,0.91105,0.73036,0.96744,0.87697,7
0.1127,0.028653,0.6587,0.25659,0.36607,0.20754,15
0.4123,0.25535,0.51494,0.26,0.49171,0.17988,10
0.91151,0.93849,0.057277,0.078359,0.79514,0.39488,14
0.17378,0.18074,0.57172,0.36132,0.48983,0.32526,19
0.52484,0.16216,0.96545,0.33262,0.51645,0.94269,18
0.19664,0.10267,0.74626,0.22222,0.84682,0.64276,17
0.97136,0.97134,0.33352,0.24424,0.27264,0.12098,8
0.17674,0.1762,0.58551,0.36234,0.48252,0.33567,19
0.6666,0.66818,0.33465,0.63745,0.03142,0.45525,11
0.092717,0.21373,0.30402,0.78872,0.09214,0.79124,9
0.55218,0.0095462,0.247,0.65496,0.063057,0.066813,22
0.88604,0.55539,0.8169,0.36661,0.61716,0.77304,6
0.21965,0.10544,0.74976,0.26344,0.83754,0.62586,17
0.1106,0.21075,0.7553,0.30383,0.81811,0.64697,17
0.031574,0.27375,0.48424,0.84894,0.029639,0.20881,16
0.66658,0.66788,0.33448,0.63755,0.031253,0.45536,11
0.90385,0.94361,0.057007,0.066636,0.79173,0.39526,14
0.089098,0.20291,0.30455,0.79278,0.079586,0.78621,9
0.18496,0.18688,0.57689,0.36897,0.4928,0.33875,19
0.89869,0.94348,0.065823,0.056013,0.78083,0.39577,14
0.028384,0.27502,0.48284,0.8481,0.026712,0.20708,16
0.70552,0.093495,0.057004,0.97246,0.45773,0.86557,21
0.18664,0.087314,0.74715,0.24034,0.83482,0.62985,17
0.52714,0.1482,0.96972,0.33351,0.51698,0.9395,18
0.51431,0.30348,0.27246,0.45389,0.12098,0.51472,5
0.12763,0.040594,0.68227,0.27121,0.36503,0.21945,15
0.23354,0.11567,0.76123,0.21729,0.90329,0.64645,17
0.43632,0.24458,0.48904,0.24357,0.52899,0.19026,10
0.1764,0.18399,0.57972,0.35937,0.49111,0.33548,19
0.17581,0.086616,0.75591,0.2485,0.84418,0.63341,17
0.66208,0.79099,0.17839,0.17873,0.33371,0.63185,4
0.09185,0.97362,0.39471,0.78927,0.39587,0.70073,1
0.028879,0.27802,0.48665,0.86204,0.029196,0.20408,16
0.69907,0.09815,0.056373,0.97352,0.46293,0.85452,21
0.14718,0.093739,0.78117,0.2151,0.86548,0.60521,17
0.54208,0.0045458,0.26009,0.65562,0.12014,0.065773,22
0.91089,0.92966,0.054049,0.058805,0.78049,0.39247,14
0.23905,0.20638,0.76502,0.26715,0.77286,0.70713,17
0.40765,0.23987,0.49147,0.23706,0.56442,0.16394,10
0.87892,0.54382,0.80557,0.36785,0.61443,0.79024,6
0.13058,0.041472,0.66309,0.2806,0.36945,0.21347,15
0.17557,0.084822,0.7319,0.2495,0.87535,0.62125,17
0.66733,0.66813,0.33365,0.63666,0.03062,0.45528,11
0.69951,0.096869,0.061433,0.97765,0.46058,0.85329,21
0.87806,0.54153,0.80666,0.36744,0.61291,0.77745,6
0.4082,0.23052,0.4884,0.24978,0.55961,0.17793,10
0.51586,0.15663,0.97269,0.31842,0.51257,0.95142,18
0.25405,0.094754,0.72923,0.27289,0.82642,0.61451,17
0.027679,0.21077,0.90448,0.20852,0.93324,0.27471,13
0.97115,0.96967,0.33326,0.24189,0.27224,0.12246,8
0.66688,0.66824,0.33413,0.63644,0.031763,0.45537,11
0.4037,0.24419,0.48433,0.24837,0.5553,0.18169,10
0.66638,0.66782,0.33469,0.63814,0.031666,0.45575,11
0.18485,0.18371,0.58002,0.37179,0.48913,0.33838,19
0.97236,0.96892,0.33324,0.24257,0.27317,0.12171,8
0.97285,0.96852,0.3331,0.24299,0.27252,0.1216,8
0.18193,0.18322,0.57737,0.36288,0.48935,0.33503,19
0.027165,0.27138,0.4795,0.84799,0.031775,0.20918,16
0.90688,0.93426,0.068628,0.069152,0.79879,0.39755,14
0.058034,0.69615,0.90896,0.72791,0.96803,0.87741,7
0.52931,0.15258,0.97163,0.32785,0.51062,0.93435,18
0.08679,0.97012,0.39547,0.79105,0.39724,0.70282,1
0.66742,0.66823,0.33417,0.63812,0.031756,0.4558,11
0.18144,0.18792,0.57536,0.361,0.47326,0.33477,19
0.97132,0.9702,0.333,0.24347,0.273,0.12094,8
0.18224,0.18104,0.57606,0.36171,0.48922,0.33926,19
0.88189,0.54473,0.81645,0.3738,0.60294,0.77689,6
0.18168,0.030494,0.33321,0.97089,0.33277,0.87887,3
0.18227,0.030764,0.33313,0.97113,0.33302,0.87884,3
0.97149,0.96967,0.33175,0.24293,0.27259,0.11991,8
0.57644,0.02868,0.23034,0.65823,0.056051,0.11004,22
0.08443,0.21689,0.311,0.78109,0.096712,0.78788,9
0.66277,0.79308,0.18081,0.18038,0.33487,0.63558,4
0.86809,0.53874,0.81787,0.35734,0.61277,0.78894,6
0.092592,0.97205,0.39791,0.78581,0.39277,0.70102,1
0.12309,0.042171,0.66644,0.27044,0.3769,0.21532,15
0.90037,0.93544,0.060604,0.058852,0.78165,0.40742,14
0.10223,0.18606,0.29752,0.77846,0.093359,0.79365,9
0.18145,0.030557,0.33346,0.97096,0.33298,0.87903,3
0.18218,0.18207,0.5759,0.3629,0.48642,0.33472,19
0.97203,0.96988,0.33319,0.2427,0.2732,0.12092,8
0.9061,0.94372,0.060295,0.067919,0.79094,0.39502,14
0.87797,0.55798,0.81878,0.3726,0.60396,0.7774,6
0.031409,0.27622,0.48144,0.83689,0.034975,0.21679,16
0.089668,0.96776,0.39307,0.79115,0.39208,0.69624,1
0.88225,0.54385,0.81644,0.35649,0.60448,0.7937,6
0.098153,0.21755,0.30166,0.7854,0.090533,0.80129,9
0.41643,0.2514,0.48689,0.23234,0.53942,0.19142,10
0.033892,0.21007,0.9068,0.21472,0.93241,0.27378,13
0.53634,0.033617,0.27211,0.74347,0.034963,0.10211,22
0.66534,0.78903,0.17803,0.18167,0.33025,0.63364,4
0.12032,0.030906,0.67477,0.26591,0.36945,0.21379,15
0.060767,0.69446,0.91124,0.72826,0.96702,0.879,7
0.90231,0.93561,0.058391,0.062214,0.78028,0.38438,14
0.66719,0.66866,0.33376,0.63695,0.032134,0.45566,11
0.86694,0.53954,0.81815,0.35233,0.61395,0.78972,6
0.41145,0.068245,0.25254,0.3575,0.78278,0.76976,23
0.68901,0.087072,0.063735,0.97611,0.4464,0.84956,21
0.089195,0.96927,0.39172,0.78598,0.39403,0.69829,1
0.87908,0.5372,0.81678,0.36993,0.59887,0.79158,6
0.089568,0.9675,0.39196,0.78602,0.39107,0.69785,1
0.66679,0.66796,0.3338,0.63651,0.03122,0.45526,11
0.90755,0.93553,0.057742,0.058157,0.79111,0.39591,14
0.8695,0.55947,0.80719,0.36779,0.61481,0.76999,6
0.42827,0.26248,0.4881,0.25204,0.53,0.16946,10
0.088949,0.9683,0.39788,0.79105,0.39585,0.69712,1
0.66668,0.668,0.33387,0.63642,0.030927,0.45522,11
0.57297,0.049173,0.22529,0.68434,0.020484,0.075261,22
0.17688,0.098326,0.78601,0.24035,0.86934,0.63658,17
0.66644,0.66821,0.33415,0.63671,0.031331,0.45603,11
0.060363,0.69761,0.90698,0.7289,0.9686,0.87751,7
0.090257,0.2066,0.30663,0.78757,0.10091,0.79419,9
0.062683,0.69337,0.90926,0.728,0.9698,0.87953,7
0.86936,0.55466,0.81699,0.36817,0.61511,0.77801,6
0.51852,0.14178,0.96313,0.32965,0.50492,0.94371,18
0.97282,0.97039,0.33399,0.242,0.27343,0.12084,8
0.062563,0.69478,0.90675,0.72807,0.96638,0.87775,7
0.41889,0.044117,0.21995,0.36046,0.80281,0.78948,23
0.91063,0.93733,0.054269,0.058508,0.793,0.37999,14
0.027704,0.2149,0.90521,0.21031,0.93934,0.26906,13
0.66707,0.66826,0.3345,0.63703,0.031174,0.45523,11
0.028763,0.26911,0.47927,0.85299,0.032851,0.21682,16
0.17929,0.18506,0.56958,0.36905,0.48414,0.33359,19
0.088324,0.97257,0.39253,0.79065,0.39602,0.70056,1
0.18223,0.18243,0.57541,0.36221,0.48599,0.33468,19
0.97104,0.97102,0.33277,0.24151,0.27202,0.12087,8
0.11656,0.023716,0.66661,0.28012,0.35846,0.20923,15
0.1795,0.029773,0.33107,0.97129,0.33459,0.87835,3
0.66692,0.66819,0.33432,0.63707,0.030775,0.45583,11
0.90488,0.93434,0.062273,0.064787,0.79371,0.39451,14
0.059494,0.69638,0.90685,0.72813,0.96853,0.88085,7
0.092155,0.97098,0.39309,0.78583,0.39795,0.69781,1
0.18296,0.78691,0.10706,0.15298,0.058239,0.30267,20
0.52905,0.16584,0.94931,0.3423,0.51174,0.94034,18
0.18518,0.09275,0.75582,0.24374,0.84789,0.63557,17
0.18038,0.18103,0.57185,0.36951,0.48644,0.33066,19
0.10475,0.19151,0.3059,0.77852,0.086387,0.80024,9
0.11014,0.035501,0.67052,0.26856,0.3599,0.21056,15
0.90974,0.93617,0.040739,0.058055,0.78151,0.397,14
0.4256,0.057301,0.24437,0.37008,0.78738,0.79124,23
0.033258,0.21366,0.9118,0.21492,0.93343,0.26872,13
0.14373,0.99186,0.2417,0.3777,0.70054,0.67359,0
0.18202,0.18232,0.57535,0.36282,0.48658,0.33437,19
0.57114,0.055876,0.22837,0.66228,0.0482,0.095035,22
0.088927,0.21001,0.30109,0.78703,0.08554,0.79056,9
0.51412,0.14902,0.97011,0.32544,0.52585,0.93711,18
0.97043,0.96832,0.33151,0.24129,0.27284,0.12202,8
0.060179,0.69578,0.90967,0.72872,0.96716,0.87943,7
0.029426,0.27187,0.48256,0.84862,0.031215,0.21128,16
0.22368,0.069039,0.67842,0.27456,0.745,0.6727,17
0.87812,0.55275,0.81898,0.37324,0.60034,0.77572,6
0.52241,0.15067,0.98103,0.33948,0.50742,0.94128,18
0.66741,0.66788,0.33436,0.63653,0.031066,0.45556,11
0.97061,0.97052,0.33395,0.24239,0.27368,0.12129,8
0.6671,0.66905,0.33416,0.63728,0.031348,0.45525,11
0.97179,0.97072,0.33435,0.24218,0.27261,0.12197,8
0.1821,0.17834,0.57268,0.36965,0.4864,0.33692,19
0.090163,0.96941,0.39792,0.78473,0.39076,0.69871,1
0.059523,0.69435,0.90825,0.72831,0.96877,0.88034,7
0.42422,0.060407,0.2414,0.36831,0.78826,0.79001,23
0.1814,0.18039,0.57627,0.36553,0.48655,0.33484,19
0.13245,0.030774,0.67455,0.26908,0.3571,0.22648,15
0.062235,0.69452,0.90738,0.72915,0.96817,0.87916,7
0.97211,0.96896,0.33097,0.24269,0.27513,0.1231,8
0.52087,0.15286,0.97329,0.33883,0.51554,0.93322,18
0.028578,0.26827,0.48151,0.85339,0.026296,0.21665,16
0.16907,0.17762,0.57863,0.36295,0.48613,0.33268,19
0.091117,0.96748,0.39392,0.79158,0.39627,0.69849,1
0.4049,0.21652,0.50972,0.24914,0.54022,0.18227,10
0.66637,0.6677,0.33394,0.63716,0.031385,0.45558,11
0.66662,0.66813,0.33381,0.63686,0.031699,0.45552,11
0.092148,0.96812,0.3943,0.78881,0.39521,0.69616,1
0.060741,0.69697,0.909,0.72854,0.9691,0.87705,7
0.09083,0.97387,0.39655,0.78723,0.3977,0.70201,1
0.030635,0.2743,0.4842,0.84825,0.030018,0.21033,16
0.66677,0.66836,0.33456,0.63701,0.031551,0.45534,11
0.6671,0.6688,0.33387,0.63664,0.031142,0.4554,11
0.66674,0.66827,0.33449,0.63678,0.031288,0.45607,11
0.12825,0.03899,0.66654,0.28191,0.36398,0.21264,15
0.093303,0.96981,0.39256,0.78918,0.39362,0.69564,1
0.97314,0.97022,0.33293,0.24272,0.27301,0.121,8
0.91483,0.9402,0.0606,0.048055,0.81657,0.40186,14
0.062625,0.6954,0.90804,0.72825,0.9656,0.87871,7
0.18837,0.18244,0.57466,0.36285,0.4874,0.33712,19
0.17671,0.17753,0.57505,0.36462,0.47987,0.33319,19
0.18156,0.33552,0.72803,0.66781,1.013,0.4045,0
0.66663,0.66826,0.33394,0.63723,0.031163,0.45513,11
0.53816,0.031528,0.24907,0.68256,0.070419,0.065493,22
0.082719,0.21702,0.30104,0.78373,0.090559,0.80493,9
0.17756,0.18519,0.57483,0.3612,0.48961,0.335,19
0.090303,0.97227,0.39532,0.78797,0.39656,0.70231,1
0.19993,0.067164,0.74519,0.2481,0.81491,0.62518,17
0.70578,0.095479,0.066698,0.97581,0.46144,0.85188,21
0.53078,0.15123,0.97699,0.33079,0.52535,0.94539,18
0.0288,0.27303,0.48085,0.84926,0.031425,0.21099,16
0.5149,0.30325,0.27356,0.45433,0.12115,0.51456,5
0.27705,0.47499,1.2512,0.42684,0.79618,0.40373,0
0.42655,0.21738,0.48354,0.24145,0.53984,0.19763,10
0.88511,0.5561,0.80422,0.37057,0.6031,0.77268,6
0.66817,0.66816,0.33398,0.63683,0.031881,0.45523,11
0.061166,0.69548,0.90875,0.7292,0.96816,0.87687,7
0.90889,0.94159,0.065884,0.062475,0.78521,0.39486,14
0.42998,0.24346,0.48342,0.23952,0.527,0.18856,10
0.18347,0.18053,0.57336,0.36788,0.48976,0.3336,19
0.081209,0.2305,0.3108,0.79086,0.098816,0.79163,9
0.028497,0.27005,0.4879,0.85427,0.034655,0.21975,16
0.69645,0.096071,0.060402,0.97594,0.45654,0.86305,21
0.027924,0.20971,0.91042,0.21502,0.93819,0.27071,13
0.18271,0.18382,0.57502,0.36547,0.48167,0.32945,19
0.09,0.21264,0.30317,0.7854,0.090671,0.79141,9
0.1862,0.17945,0.57763,0.36132,0.48939,0.33958,19
0.52219,0.15001,0.96658,0.32823,0.51548,0.9432,18
0.68558,0.087479,0.048094,0.97738,0.4629,0.84692,21
0.10206,0.041825,0.67905,0.26468,0.38714,0.21476,15
0.7088,0.099129,0.074244,0.99265,0.46635,0.84856,21
0.032521,0.20879,0.91058,0.21429,0.93796,0.27011,13
0.090285,0.21218,0.30378,0.78352,0.091371,0.7919,9
0.18443,0.18134,0.57769,0.36311,0.47677,0.33364,19
0.18704,0.76714,0.11787,0.17242,0.046677,0.29112,20
0.8641,0.53646,0.80705,0.35738,0.60244,0.7642,6
0.88332,0.54238,0.80653,0.3776,0.60081,0.77749,6
0.51476,0.30303,0.27224,0.45478,0.12168,0.51441,5
0.42911,0.058935,0.24159,0.37305,0.78549,0.79415,23
0.03342,0.26863,0.48234,0.84734,0.031744,0.2038,16
0.97136,0.9695,0.33381,0.24076,0.27274,0.12035,8
0.64412,0.0069374,0.25076,0.65008,0.058464,0.10944,22
0.5746,0.031183,0.26416,0.67289,0.07856,0.084763,22
0.061366,0.69375,0.90815,0.72626,0.96956,0.88027,7
0.027455,0.27224,0.48545,0.8492,0.029143,0.21038,16
0.55337,0.056562,0.23754,0.66135,0.035567,0.10337,22
0.51418,0.30346,0.27273,0.45497,0.12152,0.51514,5
0.87,0.54259,0.81607,0.35423,0.6134,0.79058,6
0.16309,0.78737,0.11531,0.17028,0.043063,0.31954,20
0.18259,0.1847,0.57284,0.36409,0.4833,0.33145,19
0.18069,0.18167,0.57445,0.36269,0.48514,0.33311,19
0.17457,0.18136,0.56553,0.36532,0.48339,0.33445,19
0.18116,0.18223,0.57837,0.36105,0.49068,0.33005,19
0.18093,0.030775,0.33351,0.97163,0.33314,0.87855,3
0.17901,0.0898,0.75487,0.23872,0.85117,0.63166,17
0.54017,0.067016,0.22774,0.62858,0.085771,0.080394,22
0.1069,0.20787,0.28504,0.78591,0.096976,0.80724,9
0.18268,0.030734,0.33233,0.97199,0.33208,0.87937,3
0.86977,0.54331,0.80611,0.35775,0.6012,0.77333,6
0.59688,0.047706,0.24902,0.65828,0.085443,0.076409,22
0.18042,0.78764,0.13676,0.15256,0.053286,0.30616,20
0.08229,0.21165,0.28568,0.79143,0.084207,0.78392,9
0.87876,0.55651,0.81772,0.37532,0.61655,0.78891,6
0.51466,0.15748,0.9692,0.33135,0.51383,0.94082,18
0.09283,0.96995,0.39434,0.78886,0.39535,0.69692,1
0.97275,0.96853,0.33283,0.2434,0.27269,0.12007,8
0.11112,0.024847,0.66307,0.28639,0.36795,0.19704,15
0.2396,0.56816,0.64879,0.4159,0.14815,0.61883,0
0.17125,0.097845,0.75588,0.23968,0.84991,0.62707,17
0.183,0.076436,0.76293,0.23692,0.87354,0.67595,17
0.18495,0.092367,0.76133,0.23911,0.8392,0.63857,17
0.18875,0.074249,0.7584,0.28527,0.83968,0.64859,17
0.66603,0.78842,0.18156,0.18166,0.33137,0.63301,4
0.11147,0.030568,0.67419,0.26537,0.36037,0.20602,15
0.090636,0.22299,0.30224,0.8029,0.084353,0.80355,9
0.028472,0.21049,0.90666,0.20984,0.93406,0.27565,13
0.41397,0.22215,0.47685,0.2398,0.54166,0.17145,10
0.8701,0.55626,0.80246,0.36708,0.61254,0.77463,6
0.062979,0.69537,0.9072,0.7271,0.96813,0.87862,7
0.11223,0.018454,0.66341,0.26085,0.36796,0.19759,15
0.11343,0.20965,0.30169,0.78971,0.096535,0.78931,9
0.12271,0.035781,0.67324,0.28048,0.35284,0.21322,15
0.42189,0.26076,0.49338,0.24201,0.55926,0.17593,10
0.18493,0.18114,0.57239,0.36823,0.48505,0.33836,19
0.42517,0.061522,0.23925,0.36653,0.79093,0.79044,23
0.97204,0.97046,0.33484,0.24158,0.27289,0.12322,8
0.91171,0.94513,0.059352,0.051307,0.77737,0.39468,14
0.061017,0.69357,0.90786,0.72756,0.96738,0.87986,7
0.18156,0.031578,0.33325,0.97047,0.33432,0.87978,3
0.66675,0.66804,0.33355,0.63722,0.031257,0.45554,11
0.1376,0.021792,0.65562,0.26717,0.35108,0.21343,15
0.037107,0.26836,0.49195,0.84905,0.040614,0.2083,16
0.18186,0.030472,0.33323,0.97083,0.33273,0.87885,3
0.87828,0.54082,0.81602,0.35635,0.62039,0.77831,6
0.43608,0.25154,0.49605,0.20679,0.55888,0.19277,10
0.39988,0.25773,0.49678,0.24825,0.5511,0.1991,10
0.88271,0.5623,0.81724,0.3698,0.60157,0.76812,6
0.51655,0.662,0.75737,0.57427,0.36456,0.84934,12
0.51476,0.30262,0.27313,0.45438,0.12179,0.51441,5
0.10979,0.028559,0.655,0.25795,0.36187,0.19889,15
0.51438,0.30299,0.27301,0.45354,0.12107,0.51509,5
0.029019,0.27241,0.48388,0.85195,0.029185,0.20954,16
0.2127,0.085672,0.72855,0.27425,0.84899,0.63725,17
0.1195,0.01484,0.67105,0.27414,0.35663,0.2165,15
0.66739,0.66816,0.33397,0.63744,0.031196,0.45569,11
0.17501,0.18729,0.5818,0.3603,0.48481,0.32903,19
0.97169,0.96987,0.33225,0.24253,0.27417,0.12187,8
0.027277,0.27517,0.47909,0.85478,0.039164,0.20886,16
0.093056,0.20347,0.30001,0.79081,0.10038,0.78562,9
0.029942,0.27154,0.48275,0.84722,0.032599,0.21156,16
0.51798,0.15361,0.97402,0.3364,0.51601,0.94548,18
0.68308,0.082974,0.052008,0.9633,0.43831,0.84395,21
0.15612,0.10563,0.75952,0.25985,0.88624,0.6155,17
0.092705,0.75632,0.024876,0.3621,0.54846,0.15129,2
0.060281,0.69629,0.90646,0.72939,0.96701,0.87672,7
0.091428,0.96929,0.39864,0.78984,0.39188,0.70077,1
0.86909,0.55343,0.81753,0.35006,0.59846,0.77917,6
0.41414,0.25195,0.49091,0.23077,0.55515,0.17096,10
0.028906,0.27415,0.48673,0.85507,0.030125,0.21701,16
0.973,0.96935,0.33382,0.24284,0.27429,0.11916,8
0.13323,0.036191,0.67532,0.27199,0.36385,0.22406,15
0.66637,0.66815,0.33381,0.63685,0.030952,0.45547,11
0.51604,0.66737,0.75817,0.57737,0.36417,0.84915,12
0.87795,0.54099,0.80467,0.36732,0.59991,0.78926,6
0.18126,0.18273,0.57646,0.36234,0.48542,0.33413,19
0.17965,0.184,0.57568,0.35717,0.48188,0.3401,19
0.061915,0.69622,0.91078,0.72868,0.968,0.87708,7
0.15363,0.12468,0.74591,0.23101,0.8226,0.63626,17
0.90607,0.93292,0.068624,0.06108,0.78989,0.39721,14
0.18623,0.1865,0.57155,0.37393,0.48078,0.33746,19
0.093233,0.9722,0.39278,0.78459,0.39287,0.69829,1
0.97189,0.96848,0.33372,0.24067,0.27196,0.12257,8
0.24667,0.12838,0.83883,0.11316,0.83666,0.56486,17
0.51134,0.66601,0.74761,0.5717,0.35937,0.84533,12
0.9724,0.96954,0.33486,0.24282,0.27388,0.12154,8
0.87012,0.55349,0.816,0.37251,0.6024,0.79601,6
0.86854,0.54462,0.80219,0.37247,0.61256,0.79211,6
0.028369,0.27396,0.48631,0.84368,0.039593,0.21488,16
0.88368,0.54057,0.79769,0.37541,0.59992,0.77893,6
0.061628,0.69465,0.90826,0.7282,0.96905,0.87692,7
0.56181,0.026027,0.22206,0.6395,0.050203,0.063552,22
0.51506,0.30344,0.27293,0.45424,0.12047,0.51499,5
0.16274,0.02547,0.75383,0.1645,0.89773,0.6459,17
0.061994,0.69621,0.90751,0.72889,0.96705,0.87629,7
0.6667,0.66798,0.33459,0.63681,0.032401,0.45548,11
0.18112,0.03044,0.33378,0.9705,0.33459,0.87907,3
0.1321,0.03044,0.66096,0.28248,0.37292,0.20937,15
0.061841,0.69635,0.90806,0.72774,0.969,0.87867,7
0.42628,0.25412,0.47518,0.23448,0.54475,0.17206,10
0.70041,0.091016,0.069439,1.0045,0.44649,0.84731,21
0.55589,-0.011366,0.23426,0.69667,0.096863,0.080443,22
0.90624,0.92575,0.043953,0.066968,0.79971,0.37909,14
0.53954,-0.0085126,0.313,0.61652,0.020621,0.065076,22
0.6665,0.79274,0.18142,0.18116,0.33102,0.63518,4
0.51983,0.14614,0.97581,0.33546,0.50665,0.9381,18
0.088709,0.96754,0.39555,0.78963,0.396,0.69968,1
0.090737,0.96946,0.39669,0.788,0.39483,0.6972,1
0.97027,0.96937,0.33176,0.24302,0.27218,0.12227,8
0.20737,0.79605,0.095582,0.13357,0.061238,0.28053,20
0.087508,0.75641,0.029752,0.36313,0.54509,0.1514,2
0.061169,0.69499,0.90917,0.72975,0.96808,0.88096,7
0.089757,0.97418,0.39755,0.78918,0.39657,0.70224,1
0.059633,0.69372,0.90732,0.7294,0.96858,0.87858,7
0.88485,0.54293,0.80519,0.36763,0.61298,0.77258,6
0.90385,0.93713,0.061106,0.051376,0.78199,0.39042,14
0.56387,0.021274,0.22305,0.65462,0.079779,0.064413,22
0.89855,0.93858,0.060809,0.052747,0.79745,0.40033,14
0.030305,0.273,0.48337,0.84957,0.030324,0.21175,16
0.90625,0.94325,0.07043,0.056925,0.79209,0.40418,14
0.18199,0.030714,0.33369,0.97087,0.3328,0.87849,3
0.9077,0.9278,0.059732,0.068298,0.79348,0.39815,14
0.40924,0.23903,0.4798,0.24029,0.54768,0.18427,10
0.97165,0.96858,0.3332,0.2427,0.27331,0.12181,8
0.12342,0.024784,0.65823,0.2719,0.36836,0.21461,15
0.18399,0.027921,0.33623,0.973,0.33286,0.87793,3
0.86952,0.5386,0.81745,0.36674,0.59754,0.77837,6
0.13187,0.032683,0.67016,0.27422,0.35942,0.21476,15
0.18163,0.031312,0.33427,0.97093,0.33211,0.87852,3
0.060596,0.69757,0.91009,0.72696,0.96962,0.88112,7
