@relation overlap_data_11-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}

@data
0.065567,0.21116,0.12245,0.88031,0.85348,0.87336,0.91733,0.79881,0.08439,0.13349,0.45943,0.59581,0.85396,0.6107,0.2709,0.082802,0.9096,0.92091,0.72563,0.1971,0.14603,0.66451,0.068964,0.65946,1
0.94197,0.4072,0.47355,0.22207,0.022415,0.13586,0.55701,0.46198,0.96651,0.96396,0.083371,0.17978,0.081013,0.89693,0.6694,0.070702,0.058103,0.388,0.63515,0.19681,0.12733,0.38478,0.16712,0.57708,20
0.65184,0.77149,0.71904,0.79749,0.69381,0.096384,0.32807,0.12972,0.047519,0.074989,0.2104,0.90209,0.75412,0.2456,0.34229,0.8588,0.55184,0.79942,0.21254,0.064167,0.24052,0.11713,0.73358,0.4151,9
0.42518,0.88002,0.039102,0.16004,0.43057,0.38942,0.52711,0.93965,0.79495,0.88018,0.8098,0.41862,0.63754,0.56971,0.14074,0.10962,0.80493,0.39331,0.069947,0.25816,0.29854,0.78131,0.31257,0.75207,12
0.85417,0.28005,0.48167,0.39521,0.95551,0.91964,0.42705,0.43973,0.5164,0.39942,0.13824,0.7556,0.86569,0.70238,0.72248,0.14107,0.71976,0.68229,0.81315,0.15089,0.14406,0.91049,0.77432,0.11741,2
0.37949,0.79859,0.029556,0.21825,0.60239,0.29539,0.53204,0.90412,0.89359,0.98823,0.76227,0.38217,0.63228,0.55945,0.16762,0.10088,0.87352,0.46147,0.066764,0.24815,0.23401,0.83847,0.3142,0.66753,12
0.12772,0.1678,0.15489,0.83997,0.8667,0.89255,0.91983,0.77798,0.054716,0.12267,0.43082,0.62539,0.85498,0.6353,0.31335,0.022819,0.92263,0.94639,0.76241,0.15891,0.1473,0.65674,0.049333,0.63712,1
0.60242,0.55601,0.73202,0.056957,0.78818,0.38755,0.90124,0.48382,0.45551,0.70379,0.38407,0.45819,0.46025,0.073714,0.47883,0.8596,0.32397,0.81116,0.53818,0.68173,0.11133,0.71676,0.92335,0.52404,19
0.79627,0.20548,0.67222,0.73192,0.39234,0.8077,0.94027,0.47018,0.72548,0.85858,0.73628,0.46124,0.060612,0.46388,0.06157,0.20448,0.33515,0.46144,0.13981,0.79981,0.937,0.79554,0.6623,0.80568,30
0.53904,0.46825,0.535,0.37921,0.47974,0.87285,0.91493,0.93756,0.67721,0.94863,0.35236,0.5018,0.14367,0.89107,0.25286,0.2766,0.81463,0.57434,0.27383,0.94325,0.097645,0.65587,0.45933,0.12512,6
0.60893,0.53261,0.72413,0.08326,0.79153,0.38393,0.89734,0.46249,0.4897,0.7267,0.40991,0.49581,0.45106,0.073615,0.45406,0.86565,0.30933,0.80646,0.51284,0.62972,0.11472,0.73611,0.91544,0.54106,19
0.73814,0.071153,0.7912,0.1202,0.21447,0.79875,0.32686,0.66824,0.46398,0.453,0.4608,0.74245,0.076686,0.59515,0.41634,0.72698,0.59125,0.79486,0.40026,0.58965,0.26297,0.12506,0.18459,0.26775,13
0.619,0.60017,0.35221,0.21116,0.68237,0.3526,0.33997,0.69066,0.54292,0.13835,0.14005,0.088383,0.81045,0.86731,0.14659,0.27648,0.077383,0.94758,0.9122,0.28415,0.95035,0.48301,0.14716,0.62307,24
0.53333,0.45275,0.5297,0.41942,0.44531,0.87049,0.93063,0.93773,0.67135,0.93255,0.35107,0.53115,0.13328,0.84649,0.28865,0.28608,0.79494,0.59219,0.2813,0.91897,0.072867,0.66177,0.4762,0.13881,6
0.80204,0.94396,0.12865,0.33278,0.863,0.52832,0.93235,0.66117,0.59974,0.73841,0.32128,0.13408,0.20028,0.40163,0.61067,0.47341,0.34059,0.39575,0.93563,0.39744,0.1391,0.25925,0.79627,0.81385,14
0.77158,0.90045,0.76122,0.43491,0.27126,0.89112,0.80024,0.3688,0.065538,0.77118,0.67127,0.53409,0.52892,0.58805,0.1274,0.3366,0.56679,0.28316,0.42981,0.33489,0.74419,0.80206,0.25694,0.5392,29
0.96496,0.39938,0.46814,0.15719,0.068035,0.084258,0.56676,0.45617,0.92191,0.9622,0.067999,0.18452,0.046005,0.94241,0.64101,0.057552,0.069478,0.41304,0.65477,0.19986,0.16311,0.4138,0.22117,0.52395,20
0.66864,0.93678,0.39983,0.8635,0.80338,0.26572,0.4003,0.068037,0.53414,0.064289,0.93542,0.067053,0.93195,0.33273,0.66633,0.06763,0.5298,0.13253,0.067897,0.86544,0.26379,0.66948,0.86275,0.26563,18
0.64564,0.54003,0.19718,0.94383,0.58455,0.13833,0.87849,0.57953,0.82312,0.28469,0.68247,0.66657,0.18664,0.66419,0.32663,0.80787,0.25848,0.59657,0.51121,0.6445,0.54014,0.87424,0.26766,0.54487,25
0.39741,0.90346,0.036619,0.21529,0.46511,0.33741,0.51477,0.93931,0.83377,0.87385,0.84838,0.41694,0.69033,0.56192,0.093733,0.096643,0.80567,0.42058,0.051438,0.24548,0.22077,0.81028,0.31044,0.8337,12
0.45225,0.82039,0.14277,0.14238,0.39604,0.2995,0.46955,1.0721,0.6547,0.81889,0.7354,0.41858,0.56303,0.43156,0.12073,0.098618,0.80996,0.57242,0.12722,0.24836,0.4324,0.71311,0.36361,0.91413,12
0.26825,0.13326,0.93146,0.46826,0.86418,0.72942,0.5996,0.73508,0.5983,0.33381,0.80495,0.40022,0.66718,0.069652,0.33275,0.46101,0.40202,0.66816,0.6012,0.33244,0.93371,0.59607,0.33238,0.20157,5
0.20456,0.60436,0.40427,0.40438,0.60439,0.26843,0.33581,0.93496,0.74019,0.27313,0.47628,0.27074,0.66539,0.33607,0.1349,0.66496,0.27053,0.61156,0.40558,0.53766,0.93659,0.86377,0.73483,0.80545,16
0.61153,0.61135,0.35208,0.20296,0.68792,0.34113,0.34066,0.67762,0.54587,0.13666,0.1405,0.083542,0.80908,0.86556,0.13814,0.28788,0.083778,0.94113,0.88687,0.29519,0.9439,0.47657,0.14362,0.61401,24
0.24901,0.061944,0.57946,0.47866,0.20035,0.63352,0.96195,0.59767,0.05249,0.52844,0.20399,0.27144,0.47313,0.71661,0.38986,0.67455,0.55892,0.046649,0.59794,0.65198,0.91492,0.19557,0.062568,0.28528,7
0.2994,0.10081,0.88839,0.45697,0.87765,0.69537,0.56873,0.79772,0.61758,0.31087,0.82503,0.38274,0.63321,0.10335,0.33822,0.42761,0.33407,0.6263,0.61773,0.28073,0.94884,0.60858,0.31979,0.11492,5
0.20031,0.073399,0.59988,0.72593,0.13318,0.73272,0.33638,0.13443,0.064876,0.40403,0.66673,0.40225,0.86659,0.26379,0.93372,0.87245,0.80131,0.13541,0.52666,0.26605,0.32852,0.5275,0.60004,0.79752,27
0.80093,0.20144,0.6696,0.73171,0.39557,0.79725,0.93469,0.47121,0.73127,0.8666,0.72993,0.47027,0.068861,0.46882,0.064316,0.19599,0.33615,0.46463,0.13082,0.79375,0.93679,0.79585,0.67342,0.8035,30
0.74076,0.05794,0.81533,0.14203,0.19613,0.79806,0.33298,0.65471,0.47222,0.47047,0.4564,0.73296,0.054091,0.59344,0.37806,0.7177,0.58925,0.79105,0.40871,0.61706,0.26611,0.13156,0.20008,0.27238,13
0.81094,0.94238,0.13666,0.32977,0.86123,0.53033,0.92083,0.67423,0.59979,0.73896,0.33397,0.13908,0.20814,0.39584,0.6076,0.4681,0.33052,0.4061,0.94379,0.40725,0.13856,0.27909,0.79005,0.79938,14
0.66755,0.93575,0.39977,0.86708,0.80179,0.26857,0.4007,0.067969,0.53357,0.066405,0.93236,0.064868,0.93089,0.33374,0.66603,0.067012,0.53267,0.13098,0.064248,0.86855,0.26833,0.66639,0.86288,0.26504,18
0.94342,0.40292,0.47007,0.17668,0.11551,0.14613,0.56353,0.48542,0.91893,0.95386,0.052155,0.205,0.053373,0.94991,0.68651,0.064942,0.038977,0.41332,0.66342,0.18764,0.16639,0.44918,0.17203,0.57474,20
0.62109,0.60189,0.35306,0.21511,0.68885,0.35265,0.33868,0.69199,0.54384,0.13655,0.14323,0.083857,0.81473,0.87014,0.14903,0.2785,0.094117,0.96439,0.8973,0.28838,0.93941,0.48224,0.13975,0.61373,24
0.19783,0.064531,0.59907,0.73559,0.12987,0.73533,0.32944,0.12802,0.067373,0.40099,0.66519,0.40132,0.86897,0.26743,0.93724,0.87347,0.80737,0.1356,0.52511,0.27076,0.33352,0.53548,0.60021,0.79897,27
0.26661,0.13566,0.9278,0.46745,0.86331,0.72859,0.59759,0.73552,0.59624,0.33518,0.80173,0.39258,0.66848,0.066685,0.33405,0.46688,0.39947,0.66912,0.60367,0.3326,0.93257,0.59843,0.33568,0.19934,5
0.49947,0.25917,0.89284,0.56923,0.96586,0.088404,0.66938,0.31471,0.66915,0.55151,0.1882,0.85853,0.7594,0.9658,0.57271,0.42919,0.93027,0.68014,0.49675,0.33527,0.75059,0.70644,0.49835,0.76798,8
0.73766,0.060023,0.80868,0.13081,0.19691,0.81421,0.33486,0.65948,0.45171,0.46377,0.4622,0.73495,0.059367,0.59262,0.40865,0.74065,0.58367,0.79988,0.41166,0.58847,0.26629,0.13652,0.20562,0.26466,13
0.79363,0.20206,0.66284,0.72363,0.39533,0.79836,0.93414,0.47265,0.73084,0.8674,0.73135,0.46023,0.05799,0.46374,0.071876,0.20451,0.33565,0.46333,0.13051,0.80093,0.93437,0.80211,0.66538,0.79823,30
0.060996,0.83838,0.6743,0.10745,0.096318,0.62607,0.46709,0.56252,0.38633,0.51671,0.29445,0.49586,0.52108,0.15883,0.3882,0.30963,0.29511,0.86969,0.50419,0.17323,0.89875,0.8213,0.25658,0.59238,15
0.1984,0.06783,0.59931,0.73492,0.13609,0.73612,0.33421,0.13056,0.065162,0.40302,0.66724,0.39922,0.86198,0.26712,0.93624,0.87089,0.8041,0.13668,0.53003,0.27073,0.33607,0.52994,0.59545,0.79977,27
0.82011,0.9423,0.1332,0.33886,0.86923,0.54135,0.92748,0.66304,0.58896,0.73572,0.3308,0.13541,0.20608,0.4097,0.60415,0.4629,0.3425,0.41111,0.93703,0.39655,0.13879,0.266,0.80807,0.81256,14
0.93688,0.41608,0.50155,0.18632,0.070037,0.099988,0.51605,0.45496,0.94606,0.95149,0.078615,0.17197,0.052423,0.95882,0.58683,0.081468,0.072094,0.40078,0.65004,0.21604,0.14148,0.36183,0.22747,0.52753,20
0.73379,0.84111,0.78191,0.40793,0.29989,0.9407,0.83199,0.40633,0.048369,0.79239,0.68762,0.62022,0.53422,0.59201,0.12771,0.34268,0.61757,0.23147,0.41192,0.36999,0.74915,0.80614,0.31377,0.55353,29
0.20074,0.061783,0.5994,0.73615,0.13949,0.73644,0.33085,0.13047,0.064804,0.40295,0.66846,0.40095,0.8666,0.26618,0.93277,0.86567,0.80096,0.13419,0.53166,0.26982,0.33263,0.53475,0.59723,0.80217,27
0.52227,0.47258,0.53217,0.40333,0.46942,0.86347,0.93555,0.93255,0.66481,0.93694,0.33119,0.54681,0.13129,0.87035,0.27115,0.27454,0.79093,0.59758,0.26862,0.93996,0.054253,0.66718,0.46755,0.13953,6
0.46423,0.19742,0.064152,0.46376,0.067694,0.86387,0.26943,0.33635,0.66907,0.53599,0.73154,0.19783,0.13386,0.53104,0.40066,0.53677,0.4033,0.4034,0.53238,0.73499,0.66914,0.86711,0.73124,0.87402,23
0.65318,0.40158,0.46935,0.17831,0.1841,0.23916,0.71537,0.1338,0.20791,0.19967,0.055391,0.47349,0.043395,0.10694,0.48189,0.57842,0.17226,0.12478,0.88977,0.17993,0.40529,0.62009,0.76153,0.59649,3
0.21096,0.73249,0.25212,0.25903,0.24048,0.3106,0.89737,0.2398,1.0477,0.55231,0.80908,0.57938,0.28859,0.57888,0.21244,0.62737,0.89298,0.30148,0.76915,0.79376,0.64218,0.32369,0.31116,0.66744,0
0.40119,0.86397,0.067154,0.20235,0.46809,0.33753,0.53656,0.93703,0.79581,0.85847,0.79494,0.40059,0.66997,0.52965,0.13465,0.066773,0.80298,0.39811,0.068227,0.26786,0.26672,0.79917,0.33716,0.81084,12
0.94412,0.40597,0.47608,0.19293,0.080783,0.12358,0.54436,0.47882,0.96103,0.9275,0.029207,0.15477,0.059017,0.96883,0.66471,0.069639,0.044468,0.40339,0.64788,0.21663,0.12513,0.4243,0.19441,0.53446,20
0.46589,0.20138,0.068855,0.47124,0.069572,0.86524,0.27027,0.33677,0.66646,0.53891,0.73185,0.19946,0.13378,0.53724,0.4018,0.53882,0.40287,0.40192,0.53225,0.73673,0.66943,0.86695,0.73265,0.86873,23
0.47097,0.050797,0.76024,0.051776,0.59228,0.68556,0.80209,0.67298,0.80073,0.17381,0.54112,0.92583,0.8604,0.88186,0.34557,0.91391,0.3307,0.060115,0.51586,0.72846,0.94218,0.46775,0.21635,0.54104,21
0.36636,0.67063,1.0549,0.34901,0.72663,0.23894,0.53695,0.49028,0.92791,0.83502,0.85697,0.70861,0.47472,0.67652,0.53042,0.27391,0.50984,0.16555,0.48468,0.94017,0.93862,0.5851,0.2062,0.54026,11
0.58155,0.53381,0.76679,0.080687,0.78176,0.38176,0.9162,0.46539,0.47878,0.72778,0.39136,0.4771,0.48247,0.073382,0.46142,0.86302,0.34022,0.81477,0.5196,0.66879,0.12378,0.71264,0.94177,0.54009,19
0.23483,0.069116,0.61119,0.47123,0.18634,0.58558,0.9458,0.60534,0.055886,0.50719,0.20394,0.27608,0.45556,0.73444,0.40137,0.68347,0.52625,0.040409,0.57746,0.67628,0.90987,0.22861,0.069865,0.25627,7
0.75207,0.60148,0.36841,0.69144,0.93972,0.067014,0.21532,0.26735,0.35127,0.21944,0.67949,0.58737,0.64364,0.67775,0.41221,0.51697,0.18974,0.049838,0.1661,0.34501,0.7974,0.092653,0.18663,0.41894,22
