@relation overlap_data_6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@data
0.79207,0.2077,0.5819,0.45961,0.17395,0.96187,0.49465,0.21149,0.21401,0.45731,0.41599,0.5461,0.86858,0.65986,0.20345,0.28848,0.12825,8
0.75733,0.46591,0.79123,0.7858,0.12994,0.83069,0.12404,0.54423,0.82964,0.084376,0.62984,0.20931,0.54849,0.87349,0.37222,0.21132,0.21281,6
0.753,0.46461,0.79034,0.7891,0.12707,0.83226,0.12516,0.54756,0.83511,0.088923,0.63356,0.21191,0.54584,0.87196,0.37674,0.20901,0.20969,6
0.65821,0.91686,0.35112,0.82486,0.22024,0.099058,0.95561,0.53871,0.33983,0.71935,0.16694,0.13146,0.42637,0.87475,0.094848,0.62853,0.12877,11
0.54933,0.20531,0.087509,0.28821,0.50275,0.29643,0.65009,0.20606,-0.057992,0.66206,0.90232,0.478,0.29326,0.74729,0.24664,0.98076,0.67971,9
0.16632,0.71312,0.57822,0.14223,0.79357,0.54202,0.17543,0.9585,0.74431,0.65384,0.068242,0.88177,0.22863,0.93079,0.041111,0.21777,0.45076,4
0.87585,0.66763,0.96579,0.15694,0.28895,0.084632,0.039913,0.04517,0.46766,0.91536,0.32814,0.49979,0.37891,0.88706,0.91458,0.96303,0.88362,1
0.17597,0.7328,0.59563,0.17119,0.80522,0.5391,0.16614,0.96087,0.75211,0.66523,0.10062,0.88227,0.21647,0.91723,0.036891,0.21947,0.44881,4
0.12392,0.25437,0.71185,0.75359,0.41635,0.74959,0.24641,0.70144,0.28994,0.082611,0.75248,0.21552,0.12487,0.74771,0.90946,0.66931,0.4982,2
0.50744,0.29132,0.13132,0.53316,0.40016,0.011691,0.69521,0.55865,0.063401,0.7403,0.85937,0.35028,0.47692,0.7173,0.13652,0.93952,0.46018,9
0.50049,0.95441,0.38061,0.85531,0.25744,0.020876,0.95102,0.72066,0.40743,0.71275,0.12969,0.054999,0.4866,0.86375,0.036744,0.53792,0.18071,11
0.67325,0.91937,0.33674,0.83313,0.20375,0.047723,0.97929,0.58738,0.33799,0.69471,0.17958,0.09304,0.41329,0.87188,0.089814,0.63225,0.13434,11
0.12983,0.2377,0.71224,0.74233,0.416,0.7475,0.25226,0.70787,0.29304,0.08631,0.75166,0.20614,0.12722,0.74807,0.91925,0.66685,0.4953,2
0.24454,0.45118,0.50751,0.83397,0.24794,0.74082,0.29639,0.58395,0.82404,0.54877,0.74805,0.13019,0.21347,0.25847,0.90956,0.1703,0.41451,7
0.49662,0.50088,0.90999,0.49607,0.11932,0.50555,0.50546,0.7912,0.29791,0.16689,0.6232,0.5303,0.20252,0.74403,0.42037,0.25338,0.24602,10
0.49887,0.50243,0.91421,0.50462,0.1298,0.50516,0.50228,0.78831,0.29009,0.1655,0.62057,0.53213,0.2011,0.74347,0.41258,0.24907,0.24629,10
0.45076,0.25324,0.79036,0.21175,0.21398,0.15843,0.71253,0.58028,0.66206,0.79586,0.17445,0.53567,0.2528,0.91428,0.2954,0.42534,0.57302,13
0.66043,0.9403,0.35293,0.84066,0.18541,0.10857,0.94919,0.5861,0.34351,0.67597,0.16404,0.13472,0.4089,0.87964,0.082115,0.61015,0.13786,11
0.57784,0.7754,0.23004,0.65162,0.49281,0.39848,0.56013,0.68591,0.41235,0.15383,0.62567,0.28359,0.52406,0.8598,0.55562,0.40112,0.89573,5
0.53819,0.22717,0.13066,0.49904,0.52086,0.037133,0.71318,0.53631,0.031523,0.71181,0.88769,0.38288,0.44816,0.73234,0.21449,0.95959,0.53437,9
0.50197,0.50962,0.91159,0.50272,0.12032,0.50817,0.50113,0.79416,0.28921,0.16725,0.62199,0.53581,0.20348,0.73769,0.41843,0.24843,0.24684,10
0.16603,0.70988,0.5903,0.1767,0.79297,0.53963,0.16981,0.95415,0.74291,0.66334,0.086134,0.8768,0.20427,0.92769,0.03446,0.20539,0.45185,4
0.12301,0.25218,0.7064,0.74684,0.41246,0.74691,0.25026,0.70563,0.29526,0.082862,0.74881,0.20625,0.12061,0.75371,0.91791,0.66537,0.49687,2
0.65715,0.93789,0.33713,0.86097,0.1752,0.098142,0.96958,0.56076,0.32542,0.71397,0.16109,0.11566,0.42081,0.87588,0.071947,0.65203,0.11541,11
0.79969,0.21765,0.58549,0.46184,0.1622,0.95579,0.48802,0.20983,0.2119,0.45755,0.42426,0.54976,0.85837,0.66457,0.2135,0.29559,0.12443,8
0.39199,0.71528,0.41691,0.29803,0.27437,0.31519,0.34382,0.46977,0.66676,0.72394,0.20889,0.40057,0.4248,0.87565,0.37042,0.58096,0.81705,0
0.96221,0.36477,0.34058,0.1594,0.10724,0.67851,0.13458,0.46032,0.81478,0.57476,0.79788,0.32757,0.90147,0.088365,0.71817,0.053409,0.028996,12
0.75545,0.45939,0.79077,0.78824,0.11926,0.83335,0.1236,0.54865,0.82924,0.085166,0.62576,0.21088,0.54398,0.87086,0.37406,0.20634,0.20371,6
0.12569,0.247,0.70871,0.74281,0.41639,0.74509,0.24989,0.70378,0.28703,0.081741,0.7495,0.20551,0.12249,0.75351,0.91072,0.66502,0.49873,2
0.25062,0.45389,0.50929,0.83785,0.24411,0.74535,0.28958,0.58169,0.82773,0.54608,0.74875,0.12522,0.20354,0.25298,0.90863,0.16494,0.42213,7
0.12582,0.25523,0.70834,0.75321,0.41072,0.74974,0.2467,0.70542,0.28585,0.088603,0.74307,0.20433,0.12931,0.74414,0.90384,0.66794,0.50147,2
0.1246,0.24976,0.70904,0.74969,0.41611,0.7497,0.24881,0.7051,0.29149,0.081392,0.7505,0.20767,0.12486,0.75021,0.91336,0.66772,0.49864,2
0.68115,0.95513,0.33656,0.85811,0.17623,0.087571,0.99553,0.60549,0.29552,0.71505,0.1528,0.11469,0.42115,0.86413,0.096705,0.6749,0.13534,11
0.7502,0.4625,0.79663,0.78663,0.12758,0.82989,0.125,0.54548,0.83006,0.081113,0.62889,0.21065,0.54443,0.87613,0.37511,0.20664,0.20868,6
0.55628,0.20802,0.12136,0.49583,0.51796,0.030146,0.72236,0.54453,0.039105,0.72091,0.89316,0.37056,0.4518,0.75087,0.21283,0.95724,0.53116,9
0.16048,0.73465,0.61038,0.14494,0.78902,0.54221,0.2002,1.0128,0.78831,0.69277,0.068944,0.86855,0.21851,0.92679,0.033797,0.20615,0.44372,4
0.79616,0.20452,0.59275,0.46263,0.17289,0.95309,0.50013,0.20953,0.205,0.45705,0.42282,0.55731,0.85504,0.67273,0.20728,0.29225,0.12245,8
0.65479,0.92023,0.3206,0.84074,0.20678,0.07539,0.96478,0.57693,0.33848,0.71596,0.16846,0.12114,0.4142,0.87123,0.086517,0.62856,0.11782,11
0.503,0.50918,0.91582,0.50068,0.12176,0.50415,0.50199,0.78778,0.29261,0.17276,0.61833,0.53827,0.2087,0.74219,0.41963,0.25141,0.24793,10
0.12592,0.2493,0.71268,0.75375,0.41983,0.74749,0.24613,0.70532,0.29644,0.079186,0.75135,0.20596,0.12325,0.75005,0.91328,0.66717,0.49594,2
0.11955,0.2498,0.71128,0.75183,0.41956,0.74338,0.25146,0.70671,0.29437,0.079768,0.74984,0.21295,0.12849,0.75454,0.91542,0.67294,0.50135,2
0.2486,0.45181,0.50905,0.83138,0.25345,0.74282,0.2932,0.59111,0.8312,0.54957,0.74657,0.12296,0.20266,0.2549,0.91522,0.16664,0.42038,7
0.65033,0.94661,0.34124,0.83451,0.21392,0.10296,0.97706,0.59843,0.32276,0.70662,0.18767,0.12283,0.41075,0.86708,0.09889,0.60635,0.12323,11
0.47484,0.21885,0.16986,0.51563,0.56988,0.16918,0.62051,0.54663,0.087869,0.64516,0.91372,0.3609,0.41044,0.7136,0.23584,0.9856,0.55881,9
0.50625,0.50027,0.91303,0.50036,0.11898,0.50826,0.50355,0.79196,0.29445,0.1623,0.622,0.53449,0.20931,0.74328,0.42219,0.24672,0.24874,10
0.79076,0.2154,0.59525,0.46542,0.16942,0.96113,0.49776,0.20034,0.21513,0.4579,0.42077,0.55135,0.86638,0.66212,0.20682,0.29521,0.11971,8
0.94642,0.40145,0.34913,0.22716,0.18088,0.72872,0.11323,0.49364,0.86129,0.59847,0.85457,0.33404,0.88049,0.068403,0.72344,0.031913,0.051339,12
0.67688,0.91098,0.34292,0.84178,0.19339,0.081602,0.9536,0.58247,0.32684,0.70599,0.16804,0.11457,0.40611,0.87504,0.089957,0.63851,0.11854,11
0.16247,0.7111,0.57776,0.16287,0.79035,0.53337,0.17524,0.95974,0.73884,0.6781,0.089547,0.86242,0.20344,0.91661,0.032987,0.22213,0.43539,4
0.75368,0.46542,0.78908,0.79232,0.12622,0.83678,0.12371,0.5471,0.82909,0.085545,0.62784,0.20576,0.53941,0.86725,0.37487,0.20886,0.2098,6
0.63048,0.76222,0.17643,0.61653,0.40882,0.39872,0.51964,0.62337,0.49091,0.21737,0.64031,0.31799,0.55025,0.91235,0.59213,0.44252,0.91197,5
0.1776,0.73089,0.57011,0.1525,0.79518,0.5424,0.16137,0.94662,0.74741,0.66801,0.092239,0.8845,0.19745,0.92477,0.028236,0.21093,0.47311,4
0.24806,0.44838,0.50971,0.83381,0.24277,0.74487,0.28872,0.58237,0.82732,0.54282,0.75507,0.12731,0.20407,0.25247,0.9103,0.16931,0.42076,7
0.75435,0.45912,0.78841,0.78952,0.12694,0.83362,0.12189,0.54696,0.83005,0.083402,0.63336,0.2154,0.54469,0.86734,0.37499,0.20961,0.21008,6
0.44939,0.24192,0.79885,0.21187,0.20486,0.16292,0.7123,0.58035,0.66208,0.78658,0.17098,0.53946,0.25314,0.91658,0.29487,0.42221,0.58509,13
0.24719,0.45048,0.50988,0.83275,0.24491,0.73977,0.2884,0.58789,0.82862,0.54726,0.74915,0.12507,0.20066,0.25023,0.91583,0.16607,0.42147,7
0.48554,0.090949,0.15077,0.45985,0.4308,0.046523,0.66874,0.54013,0.1248,0.74136,0.78843,0.38486,0.5731,0.66327,0.24284,0.82306,0.47408,9
0.24399,0.45377,0.51007,0.83263,0.24762,0.73879,0.28711,0.58734,0.82523,0.54026,0.75074,0.12379,0.21103,0.2525,0.91559,0.16569,0.4146,7
0.75256,0.45935,0.7899,0.78591,0.12664,0.83177,0.12156,0.54532,0.83128,0.081225,0.62633,0.21024,0.54241,0.86974,0.37024,0.21097,0.21117,6
0.65539,0.91803,0.36828,0.87303,0.21739,0.10856,0.95573,0.58513,0.34023,0.68092,0.16499,0.13751,0.43119,0.88292,0.097232,0.63107,0.14951,11
0.78764,0.21743,0.59073,0.45657,0.17453,0.95194,0.49606,0.20278,0.20722,0.44922,0.41592,0.55005,0.86051,0.66824,0.20125,0.29685,0.12887,8
0.22237,0.57956,0.2551,0.31783,0.66834,0.35423,0.51819,0.15938,0.33394,0.87529,0.44471,0.85246,0.38046,0.20243,0.61014,0.66342,0.059603,3
0.12602,0.252,0.70877,0.74933,0.41533,0.74879,0.24959,0.70692,0.29138,0.082814,0.75033,0.20715,0.12494,0.74871,0.91418,0.66674,0.50005,2
0.75612,0.46426,0.79311,0.78359,0.12305,0.83597,0.12812,0.54705,0.83572,0.0896,0.62716,0.21246,0.54916,0.8763,0.37191,0.20635,0.20822,6
0.5052,0.50342,0.91458,0.50148,0.12126,0.50335,0.4961,0.78969,0.28884,0.16704,0.62377,0.53615,0.20511,0.74279,0.41952,0.24901,0.25386,10
0.15492,0.71382,0.57168,0.14918,0.81832,0.55339,0.15334,0.9518,0.75978,0.6694,0.10279,0.87979,0.24573,0.91365,0.059417,0.21546,0.46446,4
0.51998,0.18718,0.13981,0.49159,0.49317,0.045426,0.76748,0.54037,0.0069362,0.73861,0.86951,0.39654,0.49336,0.79209,0.1742,0.9289,0.55443,9
0.65591,0.91553,0.33826,0.82931,0.19834,0.09274,0.96564,0.58592,0.32733,0.7139,0.1721,0.13488,0.41882,0.87473,0.081122,0.61581,0.11924,11
0.21683,0.55129,0.24396,0.31871,0.67543,0.41154,0.53868,0.11962,0.30946,0.86245,0.42119,0.91415,0.41235,0.16145,0.61473,0.66928,0.087569,3
0.12478,0.25156,0.70893,0.74937,0.41566,0.75009,0.24925,0.70525,0.29142,0.082609,0.75047,0.20814,0.12468,0.75053,0.91439,0.66722,0.49905,2
0.75528,0.46671,0.79488,0.79424,0.12196,0.83447,0.12402,0.54913,0.83067,0.085044,0.62718,0.21227,0.54509,0.869,0.37752,0.20459,0.20456,6
0.93361,0.37488,0.3162,0.24031,0.14462,0.71515,0.13495,0.50815,0.82034,0.57509,0.83546,0.35669,0.8711,0.095272,0.75574,0.040918,0.04922,12
0.24905,0.45108,0.50838,0.83411,0.25537,0.74299,0.29252,0.58224,0.82641,0.54667,0.75703,0.12242,0.20819,0.25714,0.91756,0.17029,0.41664,7
0.67453,0.89747,0.32048,0.85241,0.20041,0.081255,0.98495,0.60039,0.35804,0.72037,0.17029,0.11265,0.40194,0.9002,0.056992,0.66188,0.12132,11
0.2456,0.45922,0.51386,0.83708,0.24921,0.73874,0.29358,0.5855,0.8301,0.54332,0.75089,0.12865,0.21066,0.24978,0.91974,0.16468,0.42322,7
0.18691,0.72497,0.59186,0.17973,0.79798,0.55477,0.16991,0.96059,0.73137,0.65139,0.070199,0.90153,0.20107,0.922,0.045776,0.21032,0.45014,4
0.73525,0.98582,0.2588,0.77569,0.14061,0.083116,0.80816,0.48552,0.40114,0.80712,0.025939,0.1131,0.52864,0.9985,0.11481,0.63885,0.14031,11
0.80075,0.211,0.58653,0.45514,0.16266,0.9515,0.49587,0.2012,0.2131,0.45834,0.42827,0.55692,0.85652,0.66431,0.21511,0.29359,0.13121,8
0.16753,0.70606,0.57815,0.17561,0.80521,0.52985,0.17222,0.96267,0.7475,0.67264,0.099156,0.8821,0.21015,0.92217,0.039017,0.20501,0.4286,4
0.53081,0.29697,0.07922,0.40532,0.49147,0.039293,0.79269,0.40878,-0.01044,0.67199,0.85583,0.31556,0.55688,0.71928,0.3251,0.86509,0.68719,9
0.24936,0.45294,0.50663,0.83433,0.24676,0.74312,0.2918,0.58762,0.82774,0.54077,0.75128,0.1259,0.20715,0.25442,0.91449,0.17106,0.41596,7
0.64427,0.94931,0.32532,0.73944,0.19312,0.10996,1.0078,0.58835,0.3378,0.7111,0.17725,0.10709,0.49142,0.88612,0.085986,0.63074,0.096782,11
0.24929,0.45826,0.50693,0.83122,0.2506,0.74152,0.28812,0.58236,0.82888,0.54905,0.75337,0.12213,0.20331,0.25305,0.91372,0.16347,0.41535,7
0.45228,0.2434,0.80177,0.21295,0.20169,0.16955,0.71225,0.59562,0.66034,0.79318,0.17321,0.53695,0.24554,0.9165,0.28666,0.41619,0.57135,13
0.87905,0.66306,0.9649,0.16655,0.28579,0.077556,0.047461,0.043152,0.46138,0.91249,0.33339,0.50027,0.37858,0.88024,0.91969,0.95263,0.8771,1
0.12449,0.25137,0.70907,0.74865,0.41648,0.74988,0.24942,0.70688,0.29167,0.084431,0.75157,0.20871,0.12595,0.74966,0.91472,0.66736,0.49952,2
0.24899,0.45569,0.50712,0.83175,0.25166,0.7399,0.29105,0.58301,0.82385,0.54136,0.74956,0.12699,0.20875,0.25009,0.91351,0.16009,0.41977,7
0.16624,0.71384,0.58639,0.16469,0.79297,0.53982,0.16617,0.95754,0.75226,0.6647,0.081669,0.8809,0.20794,0.92255,0.044676,0.2122,0.45591,4
0.63053,0.9282,0.28474,0.85566,0.23452,0.10111,0.96637,0.5615,0.31457,0.68153,0.18637,0.10485,0.44067,0.8588,0.10474,0.61669,0.13761,11
0.7503,0.46562,0.79448,0.78778,0.12447,0.83872,0.12116,0.54619,0.83241,0.083545,0.62532,0.21004,0.54119,0.87293,0.37501,0.21014,0.21119,6
0.60341,0.21397,0.13936,0.45413,0.497,0.028495,0.69979,0.50126,0.047703,0.73287,0.86913,0.36011,0.42437,0.72257,0.18994,1.0063,0.5253,9
0.1247,0.25103,0.70764,0.74936,0.41601,0.74954,0.24996,0.70645,0.29112,0.083373,0.7511,0.20876,0.12497,0.74962,0.91479,0.66712,0.49952,2
0.16371,0.7175,0.57049,0.16084,0.79107,0.53852,0.1608,0.94919,0.74029,0.66097,0.078409,0.86933,0.20979,0.93215,0.037828,0.19944,0.4528,4
0.7557,0.46821,0.79527,0.78884,0.1263,0.83413,0.12948,0.54775,0.82768,0.081755,0.63307,0.21131,0.54202,0.86958,0.37375,0.20579,0.20864,6
0.75442,0.45903,0.79589,0.78725,0.12272,0.82817,0.12221,0.54546,0.83033,0.089337,0.6292,0.21386,0.54565,0.87188,0.37429,0.21046,0.215,6
0.55859,0.22773,0.14052,0.49754,0.55479,0.14643,0.72366,0.57269,0.13485,0.67313,0.92906,0.36808,0.32788,0.87344,0.19787,1.0963,0.4744,9
0.53457,0.16961,0.10714,0.49121,0.51803,0.087879,0.66629,0.49952,0.031766,0.72451,0.82652,0.36322,0.45437,0.79391,0.19237,0.92177,0.54175,9
0.46039,0.25217,0.78886,0.20339,0.20178,0.17241,0.70642,0.58656,0.66928,0.78485,0.16237,0.54783,0.25887,0.92199,0.30001,0.42297,0.58415,13
0.79864,0.21193,0.58456,0.45014,0.17242,0.95241,0.49635,0.21183,0.21654,0.45592,0.42371,0.54693,0.86888,0.6671,0.20352,0.29995,0.12915,8
0.65235,0.88488,0.16448,0.77381,0.16614,0.1454,1.116,0.71864,0.45608,0.82648,0.25457,0.058763,0.34623,0.83016,0.089788,0.82191,0.049157,11
0.56064,0.23403,0.13047,0.51513,0.49944,0.097983,0.70706,0.50938,0.0010659,0.7725,0.89005,0.35176,0.42039,0.76567,0.16436,0.9543,0.53831,9
0.66972,0.91884,0.33588,0.83989,0.20261,0.084596,0.9621,0.5809,0.32319,0.71053,0.17103,0.1259,0.41644,0.87028,0.084726,0.63027,0.12395,11
0.24898,0.45932,0.50408,0.82852,0.2481,0.74322,0.29414,0.58505,0.82812,0.54394,0.75303,0.12866,0.20414,0.25022,0.91121,0.16351,0.42268,7
0.12523,0.24843,0.70904,0.74947,0.41843,0.75162,0.25261,0.70871,0.28678,0.08188,0.74988,0.20838,0.13195,0.75007,0.91598,0.66833,0.49481,2
0.66598,0.91739,0.33314,0.8371,0.20751,0.083638,0.96189,0.58058,0.33115,0.71096,0.16805,0.12589,0.41562,0.87561,0.083091,0.62799,0.12377,11
0.25114,0.45588,0.50861,0.83481,0.24737,0.74382,0.28741,0.58582,0.82518,0.54626,0.7561,0.12426,0.2133,0.25254,0.91282,0.16764,0.42239,7
0.50671,0.50299,0.91419,0.49927,0.12651,0.50299,0.49533,0.79306,0.29738,0.16935,0.62115,0.53878,0.20933,0.74285,0.42254,0.25101,0.24679,10
0.45834,0.25383,0.79865,0.20413,0.22017,0.16223,0.7055,0.58008,0.6698,0.78443,0.16369,0.53778,0.25322,0.92409,0.28572,0.41604,0.57763,13
0.78878,0.21144,0.59454,0.45831,0.17314,0.95825,0.50015,0.20588,0.2134,0.44985,0.41461,0.55214,0.85789,0.66055,0.2095,0.29108,0.12567,8
0.24528,0.44765,0.50727,0.8372,0.24886,0.7421,0.29582,0.5845,0.83191,0.54503,0.7529,0.13015,0.20761,0.25505,0.91615,0.16751,0.4157,7
0.68961,0.88465,0.40645,0.77661,0.16348,0.054757,0.99749,0.54594,0.31001,0.75445,0.14588,0.11654,0.38912,0.87616,0.14011,0.57846,0.11911,11
0.45134,0.24606,0.79922,0.2035,0.19783,0.16356,0.71561,0.58056,0.6606,0.78454,0.17059,0.54924,0.25217,0.91347,0.28099,0.41344,0.58901,13
0.1576,0.70973,0.58105,0.16994,0.79967,0.52295,0.17149,0.96337,0.75656,0.6563,0.077659,0.87869,0.20744,0.93313,0.042749,0.21283,0.45664,4
0.79331,0.21502,0.58305,0.45351,0.16369,0.95597,0.49582,0.2128,0.20363,0.46266,0.42581,0.54474,0.85675,0.66662,0.21459,0.29404,0.13135,8
0.12392,0.24826,0.70832,0.74898,0.41786,0.75052,0.25236,0.70144,0.29076,0.082556,0.75082,0.20843,0.12668,0.75408,0.91287,0.6666,0.50029,2
0.75666,0.46228,0.79522,0.7903,0.12533,0.83387,0.12263,0.54773,0.83018,0.08477,0.62926,0.2106,0.539,0.87348,0.37133,0.20496,0.2128,6
0.22085,0.60963,0.21218,0.31332,0.69711,0.38873,0.4868,0.13201,0.29716,0.90943,0.38966,0.86672,0.38825,0.24281,0.59293,0.71043,0.089802,3
0.46346,0.25258,0.79753,0.20137,0.2041,0.17199,0.70354,0.5952,0.66804,0.79638,0.16258,0.54704,0.25225,0.92243,0.28483,0.41069,0.58803,13
0.79253,0.20689,0.59437,0.45862,0.17176,0.9629,0.4906,0.20638,0.20436,0.45632,0.41528,0.557,0.86937,0.67133,0.21161,0.30054,0.13124,8
0.24936,0.44818,0.50832,0.83118,0.24877,0.73879,0.29214,0.5882,0.82603,0.54167,0.75016,0.12517,0.21398,0.25053,0.91204,0.16634,0.4129,7
0.50694,0.50692,0.91099,0.49751,0.12665,0.50071,0.50105,0.78538,0.29309,0.16316,0.62654,0.53396,0.20757,0.74376,0.4156,0.25286,0.25053,10
0.7884,0.20651,0.58363,0.4574,0.1629,0.9553,0.49663,0.21474,0.21416,0.45786,0.42589,0.54771,0.8581,0.66869,0.21439,0.28987,0.11951,8
0.5518,0.22612,0.1572,0.47578,0.49711,0.067462,0.68321,0.57249,0.030484,0.71347,0.85681,0.39582,0.46852,0.76558,0.17471,0.93041,0.54366,9
0.56317,0.1339,0.13226,0.51855,0.41253,0.11295,0.71672,0.45999,0.021964,0.67408,0.9217,0.38281,0.43263,0.85917,0.14608,0.99609,0.5376,9
0.7557,0.4621,0.79616,0.78857,0.12138,0.82949,0.12622,0.54249,0.828,0.082351,0.62346,0.21149,0.54628,0.86736,0.37762,0.21104,0.20824,6
0.79323,0.21222,0.58983,0.45301,0.16524,0.95922,0.49956,0.20631,0.2142,0.45277,0.42407,0.54693,0.86212,0.6659,0.20967,0.2971,0.1312,8
0.80085,0.2144,0.5806,0.45729,0.16422,0.9599,0.49331,0.20982,0.20487,0.4632,0.42328,0.5555,0.86373,0.66874,0.21215,0.29529,0.132,8
0.49683,0.50973,0.91356,0.50518,0.12833,0.50599,0.50027,0.78497,0.29822,0.16335,0.61832,0.53422,0.20527,0.74652,0.41754,0.24611,0.25495,10
0.50089,0.50602,0.91437,0.49959,0.12389,0.50743,0.50074,0.78715,0.29376,0.16721,0.62646,0.53653,0.20969,0.73578,0.41477,0.253,0.25357,10
0.91003,0.37248,0.37925,0.21326,0.17204,0.72772,0.14515,0.51885,0.87062,0.61498,0.86097,0.31361,0.88962,0.088914,0.75981,0.054285,0.036158,12
0.55752,0.17588,0.11781,0.52755,0.54832,0.056579,0.72126,0.52411,0.083165,0.71502,0.89392,0.38938,0.46452,0.71341,0.21804,0.90695,0.55845,9
0.24781,0.45581,0.51124,0.83563,0.24984,0.74383,0.2946,0.58095,0.83046,0.54518,0.74906,0.12336,0.20315,0.24964,0.91302,0.15882,0.41874,7
0.24779,0.4577,0.5035,0.83798,0.25077,0.74159,0.2922,0.58207,0.82807,0.5479,0.75558,0.13008,0.20521,0.24997,0.91449,0.16877,0.41938,7
0.50655,0.50891,0.91724,0.50344,0.12173,0.50436,0.49915,0.79466,0.29919,0.17291,0.61784,0.53808,0.21092,0.73572,0.42234,0.24712,0.25509,10
0.63827,0.92396,0.44952,0.89471,0.20484,0.012718,0.98099,0.55913,0.35994,0.79736,0.19764,0.13938,0.36945,0.90504,0.10659,0.57769,0.10495,11
0.24587,0.45697,0.50538,0.83453,0.2451,0.74687,0.29209,0.58152,0.82223,0.54137,0.75241,0.12964,0.20826,0.25791,0.91127,0.1659,0.41446,7
0.83499,0.75708,0.77373,0.69736,0.53596,0.58704,0.66525,0.40766,0.36426,0.6217,0.45143,1.0221,0.4969,0.75527,0.52143,0.11997,0.037804,0
0.17603,0.71233,0.58176,0.16008,0.79527,0.54623,0.18075,0.95742,0.74922,0.6475,0.092582,0.87909,0.19216,0.92032,0.058544,0.20953,0.44726,4
0.25388,0.45652,0.50702,0.8352,0.25153,0.74299,0.28481,0.58623,0.82367,0.53723,0.74889,0.12842,0.20701,0.25034,0.91265,0.16534,0.41208,7
0.12448,0.25078,0.7084,0.74927,0.41656,0.74975,0.24929,0.70619,0.29151,0.083359,0.7514,0.20854,0.12496,0.75005,0.9141,0.66712,0.49967,2
0.17105,0.7101,0.57315,0.17037,0.79691,0.53905,0.16026,0.95576,0.7375,0.67806,0.07739,0.86328,0.20869,0.93088,0.044966,0.21407,0.44946,4
0.2463,0.45453,0.5107,0.83505,0.24169,0.73656,0.28823,0.58376,0.8324,0.54425,0.75845,0.12555,0.20119,0.25684,0.91752,0.15939,0.41938,7
0.6909,0.92295,0.32743,0.86046,0.2099,0.075226,0.96905,0.56372,0.30839,0.71649,0.18011,0.12492,0.38229,0.85487,0.078408,0.61477,0.096525,11
0.89093,0.37374,0.32553,0.20179,0.16193,0.70435,0.094597,0.4894,0.85589,0.58615,0.84896,0.31678,0.866,0.058755,0.74278,0.053983,0.038955,12
0.88489,0.39215,0.32278,0.21015,0.15267,0.67819,0.084399,0.46191,0.81841,0.56021,0.79853,0.32031,0.86263,0.088858,0.7112,0.071686,0.068516,12
