@relation overlap_data_10-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33}

@data
0.55541,0.83664,0.28391,0.28045,0.28815,0.65767,0.055448,0.28642,0.64897,0.12633,0.43871,0.37259,0.55183,0.17296,0.099081,0.69334,0.04969,0.13043,0.12201,0.49339,0.39352,0.27816,0.16338,0.39858,0.27206,0.061702,0.65471,0.14106,25
0.67191,0.89616,0.057322,0.059062,0.22288,0.67427,0.60621,0.8358,0.94483,0.33063,0.39228,0.44938,0.60112,0.73623,0.61359,0.94792,0.38804,0.67309,0.38875,0.6692,0.61984,0.053667,0.67328,0.50028,0.66485,0.55383,0.168,0.83009,32
0.32511,0.66546,0.55676,0.27838,0.11068,0.4447,0.89291,0.82448,0.88982,0.38814,0.16831,0.66692,0.7746,0.94995,0.55958,0.61435,0.94675,0.83296,0.61306,0.9427,0.16579,0.055625,0.71473,0.27854,0.38904,0.27473,0.84217,0.17092,3
0.67236,0.67227,0.78326,0.67106,0.33455,0.50066,0.39471,0.94904,0.56072,0.28555,0.55636,0.7801,0.62096,0.72995,0.8392,0.16955,0.89633,0.057998,0.55621,0.057918,0.28318,0.058543,0.56278,0.73135,0.33439,0.50224,0.17512,0.6152,27
0.5482,0.83421,0.29064,0.28798,0.29467,0.64605,0.069147,0.26789,0.6775,0.11151,0.4179,0.39227,0.55051,0.16737,0.12835,0.66626,0.03844,0.098333,0.10133,0.50267,0.39402,0.2977,0.17144,0.42216,0.30843,0.064938,0.68556,0.16185,25
0.88802,0.31103,0.70836,0.45453,0.79437,0.37466,0.69298,0.58548,0.15709,0.65218,0.82113,0.41012,0.20528,0.77791,0.54866,0.50255,0.38561,0.1913,0.34831,0.68223,0.27836,0.10608,0.69187,0.11353,0.8509,0.20748,0.18503,0.0781,0
0.67399,0.67272,0.7868,0.66858,0.33646,0.49988,0.39796,0.94976,0.5612,0.28259,0.55544,0.78294,0.62747,0.73072,0.83773,0.1707,0.89423,0.058593,0.55547,0.056626,0.28317,0.062798,0.56125,0.73071,0.33646,0.50244,0.17325,0.62012,27
0.5619,0.85813,0.30159,0.29707,0.28343,0.68919,0.065651,0.29105,0.63938,0.11385,0.45622,0.38565,0.55063,0.17767,0.12572,0.66959,0.048485,0.093257,0.12904,0.51567,0.38032,0.25653,0.16734,0.36899,0.30017,0.051534,0.66967,0.19439,25
0.50128,0.61161,0.054931,0.10864,0.38506,0.33508,0.55865,0.056532,0.49633,0.49994,0.55655,0.2776,0.55453,0.55759,0.27702,0.49969,0.88343,0.66377,0.10962,0.77987,0.94181,0.89231,0.83429,0.8329,0.11166,0.66899,0.88597,0.72167,7
0.86887,0.4994,0.3268,0.61593,0.80913,0.3538,0.42725,0.13419,0.374,0.51535,0.29939,0.49223,0.76871,0.41909,0.95487,0.11293,0.69805,0.56084,0.47565,0.8834,0.20762,0.80641,0.066203,0.53494,0.88512,0.65199,0.43619,0.080947,6
0.53148,0.79657,0.28342,0.24885,0.29024,0.68431,0.090553,0.23935,0.66244,0.12846,0.42107,0.42525,0.52775,0.16355,0.066075,0.65037,0.065946,0.13587,0.076744,0.49894,0.38259,0.26904,0.22764,0.37778,0.2394,0.078151,0.66188,0.13275,25
0.54861,0.84127,0.27974,0.2776,0.27643,0.6687,0.052947,0.27545,0.66159,0.11359,0.44762,0.3811,0.55244,0.16675,0.10795,0.67178,0.048178,0.10683,0.11044,0.50735,0.38312,0.26915,0.16502,0.38629,0.27902,0.056276,0.66257,0.1636,25
0.055602,0.67131,0.16411,0.10973,0.71894,0.057113,0.88864,0.55737,0.50153,0.89716,0.87978,0.88036,0.1085,0.16803,0.72167,0.051928,0.66902,0.10769,0.057828,0.66723,0.048838,0.22163,0.49337,0.72441,0.1156,0.94373,0.83342,0.38944,1
0.16988,0.28496,0.84139,0.54585,0.93889,0.94012,0.15383,0.54061,0.94391,0.36917,0.15968,0.8723,0.21788,0.16414,0.17557,0.051997,0.56723,0.7277,0.21493,0.55503,0.060507,0.36684,0.72512,0.21643,0.27578,0.15805,0.20993,0.6227,12
0.27487,0.66828,0.16928,0.10789,0.11251,0.9485,0.16627,0.55446,0.6742,0.10746,0.21652,0.55086,0.16384,0.4327,0.11065,0.62026,0.16886,0.72258,0.2253,0.82822,0.49663,0.60355,0.22119,0.49803,0.66963,0.17275,0.27392,0.71993,15
0.38669,0.10281,0.41957,0.46122,0.35171,0.19725,0.49666,0.14957,0.66049,0.411,0.86036,0.94557,0.42263,0.86359,0.11773,0.65678,0.90037,0.52101,0.71554,0.73395,0.42418,0.51762,0.18517,0.17918,0.47595,0.83259,0.14357,0.75573,29
0.50039,0.61064,0.056405,0.11127,0.38793,0.33453,0.55759,0.057472,0.49808,0.50062,0.55533,0.2767,0.55565,0.55669,0.27563,0.50189,0.88811,0.66636,0.11165,0.77617,0.94327,0.89142,0.83658,0.83686,0.11163,0.66549,0.88916,0.72184,7
0.10437,0.5537,0.17201,0.7746,0.2176,0.5535,0.87542,0.93688,0.61287,0.95343,0.66545,0.048711,0.65169,0.55574,0.72058,0.061783,0.78101,0.38755,0.15573,0.83638,0.7835,0.31507,0.60436,0.60578,0.38805,0.33585,0.16818,0.82747,31
0.2756,0.66321,0.1638,0.1077,0.10816,0.94886,0.16728,0.56058,0.68276,0.11149,0.22366,0.55582,0.16808,0.43647,0.11566,0.61428,0.16335,0.72377,0.22376,0.8267,0.50061,0.60265,0.22699,0.495,0.66048,0.17286,0.28057,0.72062,15
0.672,0.67406,0.78757,0.66825,0.33379,0.50018,0.39758,0.94554,0.55916,0.28472,0.55484,0.7791,0.61992,0.72907,0.83932,0.16964,0.89206,0.056462,0.55683,0.056619,0.28075,0.063718,0.56508,0.72999,0.33654,0.50413,0.17143,0.61831,27
0.67249,0.89552,0.051117,0.056923,0.22031,0.67846,0.60368,0.83686,0.94627,0.33682,0.39242,0.44609,0.60393,0.73209,0.6132,0.94886,0.38556,0.67629,0.38951,0.66593,0.62098,0.057178,0.66924,0.49674,0.66225,0.55216,0.16198,0.82939,32
0.33219,0.67294,0.5525,0.29373,0.12579,0.45867,0.88318,0.83382,0.89532,0.39233,0.16256,0.67681,0.78483,0.95644,0.55325,0.61609,0.93725,0.83949,0.61271,0.94303,0.15874,0.065895,0.72071,0.29221,0.38917,0.28532,0.82594,0.16528,3
0.11102,0.67272,0.38664,0.94249,0.72384,0.2222,0.27756,0.38903,0.17293,0.94261,0.88825,0.43702,0.50012,0.10946,0.78395,0.064183,0.28325,0.2805,0.94255,0.77622,0.44356,0.11643,0.72456,0.33287,0.11135,0.33447,0.89335,0.66848,26
0.38976,0.13258,0.46487,0.45442,0.43112,0.22913,0.51796,0.12259,0.67155,0.40204,0.89926,0.95222,0.37775,0.84427,0.12477,0.67485,0.93752,0.55804,0.72121,0.78965,0.45862,0.59391,0.17757,0.17464,0.50647,0.76612,0.16775,0.7109,29
0.50048,0.05515,0.49612,0.27402,0.54808,0.71682,0.56202,0.056633,0.88707,0.33331,0.61913,0.50249,0.22083,0.76577,0.90348,0.1113,0.86697,0.94754,0.61647,0.49581,0.94939,0.11098,0.054944,0.45216,0.73036,0.22256,0.72403,0.65879,17
0.50309,0.05621,0.50229,0.27443,0.5519,0.71929,0.56639,0.065629,0.8879,0.32543,0.62369,0.49731,0.21929,0.768,0.90355,0.11249,0.86535,0.94876,0.60807,0.49831,0.94517,0.11122,0.056091,0.45322,0.73078,0.21831,0.72341,0.6587,17
0.56904,0.60592,0.5027,0.70278,0.5532,0.36115,0.26346,0.40008,0.047171,0.90831,0.17617,0.64048,0.25054,0.80577,0.50364,0.3676,0.60157,0.3033,0.39434,0.67676,0.13816,0.64204,0.45415,0.91252,0.64266,0.75104,0.34743,0.22952,13
0.82374,0.70573,0.96967,0.69432,0.40502,0.31875,0.18753,0.37329,0.50228,0.52384,0.75308,0.046673,0.79156,0.0076246,0.041198,0.63099,0.35354,0.62478,0.55683,0.53449,0.26163,0.52183,0.31513,0.49369,0.8334,0.13706,0.69766,0.58767,22
0.10974,0.53888,0.14055,0.78574,0.22429,0.55902,0.85973,0.97788,0.61135,0.98566,0.63595,0.06982,0.70487,0.56505,0.654,0.048036,0.807,0.41143,0.16287,0.81504,0.83353,0.3329,0.59163,0.59858,0.38806,0.31631,0.12954,0.88727,31
0.33153,0.66392,0.5554,0.2807,0.10896,0.43777,0.89196,0.83975,0.89079,0.39002,0.16821,0.66896,0.77855,0.94699,0.55493,0.6084,0.94049,0.83376,0.60933,0.94696,0.16803,0.054739,0.72049,0.2798,0.38902,0.27839,0.83487,0.17199,3
0.22962,0.11043,0.77477,0.65169,0.32881,0.10026,0.74052,0.66187,0.32819,0.76247,0.38793,0.10804,0.34251,0.22607,0.22691,0.32261,0.38193,0.66891,0.16701,0.10779,0.72198,0.38615,0.55148,0.39254,0.5004,0.17456,0.16668,0.38113,4
0.44603,0.84801,0.33179,0.1132,0.89384,0.21739,0.94869,0.67297,0.44287,0.50424,0.39322,0.22278,0.7258,0.058853,0.21969,0.16715,0.10576,0.94294,0.4979,0.50529,0.059629,0.050402,0.73246,0.49396,0.50363,0.72399,0.43866,0.4941,24
0.6664,0.89682,0.055542,0.051051,0.22254,0.67902,0.61152,0.83332,0.9493,0.33546,0.38923,0.44001,0.60729,0.73338,0.61489,0.94687,0.38889,0.67858,0.38697,0.66588,0.61821,0.05448,0.67052,0.49953,0.66459,0.55391,0.16448,0.83082,32
0.3354,0.45276,0.83698,0.94999,0.87592,0.71617,0.94027,0.66126,0.78622,0.67065,0.71858,0.45868,0.77951,0.93563,0.52853,0.77444,0.66777,0.16422,0.82839,0.60912,0.33246,0.1118,0.27971,0.33196,0.42868,0.062554,0.22268,0.94395,14
0.12628,0.28521,0.85363,0.52346,0.92831,0.9295,0.12159,0.55092,0.91755,0.35025,0.15947,0.91579,0.16221,0.17559,0.11555,0.043307,0.47838,0.69724,0.25716,0.52975,0.0094177,0.38127,0.73118,0.26993,0.31735,0.21513,0.19378,0.6182,12
0.32667,0.43627,0.8374,0.96167,0.90313,0.7059,0.94471,0.64796,0.77477,0.68264,0.73003,0.44168,0.78291,0.94451,0.56227,0.76534,0.66324,0.16404,0.82824,0.61633,0.33167,0.11802,0.26334,0.33439,0.43362,0.059608,0.21969,0.94656,14
0.39107,0.10533,0.44564,0.44177,0.43858,0.22573,0.50268,0.11455,0.67379,0.38363,0.88749,0.92279,0.39496,0.82421,0.10797,0.71564,0.95408,0.56308,0.72551,0.79074,0.43394,0.59785,0.16269,0.16507,0.5007,0.77027,0.16636,0.71713,29
0.55571,0.83857,0.27586,0.27996,0.28032,0.67359,0.056245,0.27759,0.66399,0.11204,0.44582,0.38668,0.55583,0.16668,0.11102,0.66876,0.053962,0.11011,0.11079,0.50214,0.38582,0.27583,0.1661,0.38751,0.2782,0.05558,0.67022,0.16822,25
0.45182,0.96718,0.27363,0.18108,0.73226,0.058171,0.12088,0.39618,0.51328,0.74504,0.69261,0.83397,0.83569,0.12554,0.27916,0.96337,0.29218,0.51559,0.13221,0.39524,0.7187,0.95098,0.39189,0.45155,0.72952,0.45755,0.28296,0.8281,23
0.10675,0.66463,0.38307,0.94505,0.71752,0.22119,0.28077,0.38843,0.16809,0.94926,0.89641,0.44652,0.49881,0.11134,0.77389,0.054626,0.28095,0.27826,0.94169,0.78076,0.44635,0.10749,0.72192,0.33164,0.11024,0.33265,0.89282,0.67012,26
0.50034,0.05555,0.49641,0.27288,0.54817,0.7168,0.56252,0.055854,0.88664,0.33373,0.61913,0.50193,0.22078,0.76523,0.90326,0.11101,0.86744,0.9469,0.61629,0.49559,0.94946,0.11109,0.054385,0.45155,0.72988,0.22341,0.7246,0.6587,17
0.55238,0.83456,0.27709,0.28103,0.27728,0.66764,0.05828,0.27686,0.66455,0.10905,0.4542,0.38819,0.54815,0.16968,0.11394,0.66496,0.046792,0.10702,0.11428,0.50277,0.37368,0.27101,0.1696,0.38951,0.2783,0.048799,0.65919,0.17661,25
0.44086,0.45858,0.49726,0.09352,0.95726,0.86786,0.53767,0.46371,0.5386,0.43798,0.51301,0.27891,0.66129,0.8834,0.84804,0.59613,0.46679,0.39012,0.44929,0.11978,0.1214,0.35924,0.6545,0.57597,0.59518,0.45053,0.49198,0.84545,18
0.4511,0.84816,0.33336,0.10881,0.88524,0.22448,0.95182,0.66987,0.43998,0.49532,0.38901,0.22369,0.72032,0.059572,0.21557,0.17106,0.11201,0.94334,0.50359,0.50561,0.059644,0.054747,0.73347,0.50004,0.50019,0.72149,0.44701,0.49961,24
0.4426,0.84199,0.33155,0.1153,0.88956,0.22695,0.94334,0.67081,0.44011,0.4956,0.38801,0.22662,0.71843,0.059824,0.22044,0.16193,0.10659,0.93985,0.50173,0.50389,0.054091,0.060125,0.72782,0.49955,0.50253,0.72444,0.44338,0.49716,24
0.11158,0.6665,0.39857,0.94561,0.72484,0.22235,0.27913,0.38777,0.16642,0.9496,0.89255,0.44751,0.4989,0.1081,0.77647,0.063211,0.27632,0.2724,0.94505,0.77728,0.44982,0.11455,0.72085,0.32987,0.1117,0.33168,0.88775,0.66911,26
0.28117,0.66112,0.16041,0.11278,0.1163,0.94644,0.16874,0.55796,0.67619,0.11616,0.2176,0.55284,0.17341,0.44142,0.11309,0.61275,0.16777,0.71735,0.22514,0.83587,0.49958,0.60848,0.2198,0.49897,0.66082,0.17259,0.28186,0.72537,15
0.51487,0.051721,0.49306,0.28021,0.53311,0.70129,0.55378,0.064029,0.90713,0.35916,0.6316,0.4833,0.23019,0.76996,0.92642,0.097934,0.87328,0.94184,0.60343,0.51574,0.95043,0.12867,0.04615,0.45236,0.72518,0.23535,0.73415,0.66941,17
0.72242,0.44948,0.61358,0.94521,0.3957,0.72667,0.5631,0.1202,0.22622,0.39215,0.78535,0.33776,0.60875,0.90194,0.5586,0.11319,0.95174,0.11473,0.38894,0.28378,0.94503,0.11332,0.16884,0.78295,0.28143,0.16843,0.058012,0.28286,2
0.28116,0.65954,0.16989,0.10846,0.11296,0.94541,0.16881,0.55136,0.67384,0.11357,0.22172,0.55066,0.16941,0.43916,0.10996,0.61896,0.16471,0.7197,0.22304,0.8302,0.49861,0.60726,0.21702,0.49763,0.66988,0.16179,0.28091,0.72509,15
0.67279,0.67163,0.78602,0.67104,0.33559,0.50025,0.39533,0.94675,0.5605,0.28319,0.55934,0.77836,0.61955,0.73115,0.84027,0.17072,0.89446,0.06048,0.55624,0.057783,0.28056,0.062374,0.56214,0.73345,0.33446,0.5032,0.17276,0.61895,27
0.67158,0.67086,0.79004,0.66838,0.33677,0.49995,0.39907,0.94693,0.56343,0.29018,0.55529,0.77884,0.61891,0.7291,0.83863,0.1761,0.89217,0.060188,0.55691,0.056306,0.28003,0.063722,0.56104,0.73184,0.33479,0.50279,0.16996,0.61727,27
0.72425,0.45378,0.61385,0.94464,0.3921,0.7258,0.56182,0.11734,0.22326,0.39136,0.78282,0.33768,0.6106,0.90552,0.5588,0.11306,0.95081,0.1144,0.38848,0.28435,0.94591,0.11164,0.16911,0.78206,0.2836,0.17136,0.056776,0.28167,2
0.64828,0.89251,0.78032,0.29929,0.62529,0.27823,0.19981,0.17477,0.60015,0.29036,0.69026,0.85374,0.54681,0.96448,0.18311,0.9625,0.97128,0.39253,0.81221,0.42508,0.53227,0.60488,0.3499,0.78217,0.83663,0.11789,0.83399,0.57666,33
0.17202,0.5588,0.93437,0.65527,0.057591,0.90334,0.82735,0.96667,0.6712,0.10538,0.33642,0.6018,0.10574,0.57146,0.77472,0.22859,0.16325,0.34423,0.74126,0.94777,0.88975,0.89805,0.21673,0.67747,0.77878,0.71968,0.87858,0.60758,10
0.3694,0.14529,0.43407,0.47035,0.41529,0.25621,0.50341,0.09697,0.67521,0.40678,0.89785,0.93606,0.374,0.86975,0.14473,0.65399,0.96244,0.56779,0.72681,0.82063,0.44912,0.58817,0.20771,0.16787,0.52314,0.76593,0.10969,0.75938,29
0.33031,0.66209,0.55643,0.27554,0.11405,0.4405,0.89214,0.83965,0.88777,0.39281,0.17186,0.66799,0.77739,0.94652,0.55266,0.60565,0.93988,0.83256,0.60455,0.94325,0.17441,0.05588,0.71566,0.27448,0.38791,0.27774,0.83047,0.16505,3
0.11283,0.66744,0.3847,0.94461,0.72782,0.22665,0.27213,0.3918,0.17156,0.94293,0.89996,0.44448,0.49613,0.10715,0.77711,0.054937,0.27981,0.27477,0.94442,0.77675,0.44272,0.10598,0.72173,0.3317,0.10904,0.3372,0.88737,0.66808,26
0.33247,0.44017,0.83305,0.96066,0.89812,0.713,0.93734,0.65994,0.7816,0.66906,0.71248,0.44772,0.77393,0.93823,0.55634,0.76815,0.65507,0.16896,0.83613,0.60822,0.329,0.11561,0.28041,0.33508,0.4446,0.063192,0.2211,0.93782,14
0.12772,0.34157,0.31392,0.76076,0.52823,0.38296,0.9061,0.67409,0.41488,0.62345,0.1959,0.33618,0.49405,0.15722,0.88766,0.32186,0.35557,0.78385,0.46499,0.19392,0.046868,0.36835,0.65824,1.044,0.57745,0.067516,0.93708,0.054414,0
0.55389,0.61156,0.51041,0.73306,0.49444,0.37059,0.30998,0.38629,0.045126,0.95337,0.18925,0.66005,0.30148,0.78548,0.47516,0.39018,0.6017,0.28074,0.39062,0.6627,0.12834,0.63277,0.43298,0.87086,0.59861,0.7134,0.33924,0.21166,13
0.86911,0.48711,0.36621,0.54477,0.75584,0.39496,0.42559,0.14136,0.41577,0.50829,0.24134,0.46741,0.60545,0.37202,0.93351,0.11537,0.71987,0.62979,0.46582,0.93638,0.14146,0.87416,0.032159,0.60302,0.82558,0.71533,0.41764,0.18089,6
0.22762,0.78866,0.72102,0.058993,0.32817,0.83845,0.28199,0.43913,0.65737,0.83884,0.6185,0.78583,0.049595,0.88614,0.17523,0.66093,0.4938,0.048149,0.83022,0.83926,0.22872,0.17027,0.16956,0.89067,0.2862,0.33991,0.28132,0.72619,30
0.15281,0.21514,0.84008,0.60501,0.93311,0.95631,0.15434,0.52289,0.95328,0.35827,0.20055,0.92234,0.17652,0.17786,0.18758,0.059385,0.56155,0.76351,0.19986,0.58182,0.052905,0.34767,0.73996,0.20314,0.32593,0.12651,0.21397,0.60795,12
0.1142,0.55197,0.17179,0.77556,0.21831,0.54931,0.88727,0.95631,0.61464,0.95696,0.66647,0.056518,0.66755,0.55473,0.72414,0.053858,0.77424,0.39305,0.16553,0.83312,0.78609,0.33017,0.60598,0.61645,0.38678,0.33003,0.1696,0.83657,31
0.27696,0.72159,0.66634,0.27779,0.94375,0.60989,0.27693,0.88825,0.94155,0.1669,0.77764,0.16673,0.27816,0.77978,0.60888,0.60769,0.16588,0.27953,0.94171,0.61283,0.11142,0.055192,0.66248,0.27725,0.94442,0.27789,0.61153,0.054784,5
0.32867,0.44702,0.84348,0.94273,0.89427,0.72284,0.95062,0.65403,0.78063,0.67819,0.72765,0.43653,0.7678,0.93276,0.55572,0.77424,0.66464,0.16482,0.82654,0.61138,0.33691,0.10771,0.28159,0.33143,0.43067,0.054865,0.22539,0.94041,14
0.42917,0.11854,0.72868,0.80483,0.91703,0.056196,0.5732,0.34769,0.9259,0.22719,0.095558,0.56979,0.49879,0.45777,0.84402,0.37378,0.50309,0.38541,0.16482,0.8029,0.30189,0.47506,0.10261,0.77692,0.24723,0.78437,0.25931,0.3396,0
0.10288,0.21073,0.067402,0.56809,0.10488,0.098259,0.50227,0.1209,0.50105,0.1103,0.55934,0.055039,0.60461,0.3354,0.51238,0.44504,0.22714,0.166,0.61277,0.56186,0.90356,0.84013,0.93564,0.28608,0.56091,0.7717,0.6575,0.38913,8
0.16045,0.52404,1.0075,0.68359,0.4328,0.49618,0.62435,0.14895,0.67217,0.45747,0.086544,0.087081,0.56173,0.22135,0.74073,0.21165,0.39781,0.095331,1.0214,0.26269,0.56806,0.34193,0.93028,0.17935,0.339,0.45033,0.8593,0.89172,20
0.33636,0.45291,0.84026,0.94868,0.88574,0.72291,0.94631,0.66033,0.78638,0.67187,0.73778,0.44428,0.76597,0.93014,0.54331,0.77665,0.66216,0.16804,0.81001,0.60543,0.32912,0.10463,0.28923,0.33415,0.44416,0.057715,0.2266,0.9411,14
0.23193,0.77898,0.72682,0.059333,0.33211,0.83734,0.28234,0.44176,0.66301,0.82808,0.60835,0.77538,0.052359,0.89293,0.17153,0.66038,0.49307,0.046742,0.84125,0.83874,0.21894,0.17198,0.17469,0.89115,0.28136,0.33849,0.27477,0.72597,30
0.10673,0.66607,0.38595,0.94805,0.72566,0.21743,0.28024,0.38786,0.1653,0.94653,0.88913,0.44336,0.50144,0.10754,0.77966,0.057792,0.27486,0.27762,0.95031,0.7753,0.44365,0.11098,0.72045,0.33329,0.10828,0.33792,0.8958,0.66799,26
0.72377,0.45225,0.61347,0.94646,0.39215,0.72518,0.56396,0.11899,0.2239,0.39259,0.78473,0.33999,0.61025,0.90235,0.56054,0.11571,0.95121,0.11314,0.39064,0.28403,0.9446,0.1113,0.16784,0.78101,0.28103,0.16916,0.058677,0.28101,2
0.84407,0.54724,0.32406,0.60327,0.83735,0.34264,0.44206,0.17406,0.40421,0.49678,0.26351,0.50168,0.74569,0.44251,0.94986,0.13436,0.7667,0.53802,0.51161,0.97366,0.22213,0.82734,0.059623,0.56928,0.86905,0.66274,0.43989,0.10719,6
0.89159,0.55068,0.2665,0.59326,0.83953,0.38978,0.46361,0.14798,0.45152,0.46382,0.29568,0.55106,0.72395,0.41737,0.8233,0.15356,0.80737,0.53052,0.5178,0.9075,0.24382,0.84795,0.061583,0.55378,0.85845,0.6675,0.46709,0.12806,6
0.32915,0.44197,0.83521,0.95598,0.87872,0.71378,0.9322,0.65725,0.78054,0.68682,0.73416,0.44663,0.77347,0.93337,0.55802,0.77283,0.65506,0.16638,0.8265,0.60225,0.33009,0.10959,0.28625,0.33038,0.43791,0.058073,0.21798,0.9259,14
0.19406,0.51716,0.97543,0.70375,0.42437,0.4601,0.53967,0.092044,0.69038,0.49756,0.067356,0.013074,0.56638,0.32959,0.66379,0.22056,0.39596,0.043467,0.94586,0.34378,0.44915,0.25399,1.0242,0.28807,0.18753,0.35025,0.78293,0.88124,20
0.7221,0.45118,0.61285,0.94747,0.39372,0.72902,0.56398,0.12004,0.22455,0.39184,0.78343,0.33948,0.61127,0.90123,0.55785,0.11471,0.9517,0.11548,0.38892,0.28412,0.94357,0.11082,0.16858,0.78404,0.28133,0.17053,0.058079,0.28324,2
0.45765,0.36207,0.078212,0.89482,0.34589,0.62368,0.83335,0.73385,0.85834,0.4053,0.54055,0.11274,0.74656,0.20581,0.47991,0.92762,0.811,0.47558,0.3022,0.82575,0.81194,0.1365,0.25644,0.86992,0.82054,0.064028,0.59536,0.13586,19
0.61019,0.88572,0.95397,0.1774,0.96318,0.05816,0.84013,0.67354,0.33937,0.17279,0.5606,0.61942,0.5023,0.89026,0.73068,0.11499,0.50256,0.83288,0.33383,0.8976,0.44861,0.72965,0.61925,0.7176,0.72359,0.55768,0.8424,0.55964,21
0.57442,0.17111,0.40323,0.30205,0.55994,0.63918,0.40303,0.062824,0.8765,0.44383,0.59451,0.46283,0.16996,0.64469,0.90647,0.068015,1.0093,0.95865,0.54527,0.5102,0.99712,0.16164,0.057463,0.41372,0.69389,0.18198,0.63812,0.74756,17
