@relation overlap_data_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}

@data
0.25781,0.041087,0.49903,21
0.26772,0.047175,0.50315,21
0.28374,0.90051,0.48251,0
0.94357,0.2246,0.56581,12
0.70207,0.71006,0.11319,14
0.19972,0.30016,0.091652,3
0.31044,0.18889,0.4443,26
0.74431,0.54431,0.62047,23
0.94348,0.21937,0.56491,12
0.088999,0.15776,0.089618,27
0.4549,0.96565,0.66853,13
0.45548,0.96569,0.66445,13
0.13331,0.91163,0.087352,25
0.89897,0.90108,0.21049,7
0.74545,0.54639,0.62101,23
0.74278,0.54502,0.62093,23
0.13281,0.91332,0.090003,25
0.75498,0.086975,0.72116,10
0.44448,0.37747,0.26789,1
0.13151,0.90783,0.088423,25
0.67795,0.127,0.38041,6
0.14447,0.70935,0.032016,16
0.94343,0.22197,0.56193,12
0.75453,0.087644,0.72369,10
0.45609,0.96793,0.66726,13
0.49116,0.21613,0.40065,17
0.94006,0.21967,0.56552,12
0.31127,0.18871,0.44425,26
0.94325,0.22335,0.5678,12
0.01227,0.61365,0.90093,22
0.26974,0.045292,0.49354,21
0.88746,0.51225,0.5867,24
0.29882,0.41146,0.5434,18
0.010595,0.01061,0.51103,4
0.88121,0.55863,0.62254,19
0.5757,0.67845,0.24423,15
0.26488,0.047074,0.50497,21
0.011239,0.010988,0.51072,4
0.57653,0.67782,0.24402,15
0.94638,0.28907,0.035856,0
0.13323,0.90996,0.088344,25
0.58805,0.24389,0.72192,2
0.45537,0.96598,0.66808,13
0.012609,0.61237,0.90033,22
0.20032,0.72116,0.6103,5
0.38854,0.31085,0.91114,28
0.19324,0.2982,0.089954,3
0.70224,0.71376,0.11029,14
0.45593,0.96423,0.66305,13
0.8412,0.77735,0.87629,0
0.7015,0.71212,0.10968,14
0.26699,0.039646,0.49742,21
0.74442,0.54461,0.62302,23
0.30867,0.77557,0.3658,0
0.69063,0.11154,0.42242,9
0.1998,0.72196,0.61077,5
0.4019,0.29968,0.3669,20
0.9002,0.90062,0.21162,7
0.587,0.24459,0.72173,2
0.94304,0.22178,0.56579,12
0.46035,0.96399,0.66869,13
0.57704,0.6774,0.24556,15
0.69669,0.71425,0.10777,14
0.67635,0.1145,0.37029,6
0.31012,0.18951,0.44537,26
0.45693,0.96347,0.6689,13
0.69822,0.70859,0.10769,14
0.75611,0.087512,0.72099,10
0.57617,0.67782,0.24446,15
0.14237,0.70995,0.037174,16
0.44487,0.37762,0.26714,1
0.66909,0.12429,0.36616,6
0.58923,0.24392,0.72213,2
0.31028,0.18877,0.44388,26
0.29884,0.41053,0.54498,18
0.57718,0.67794,0.24591,15
0.45799,0.97122,0.66665,13
0.57655,0.67718,0.24357,15
0.94017,0.22376,0.56739,12
0.19926,0.72194,0.60946,5
0.44463,0.37762,0.26747,1
0.20062,0.72215,0.61014,5
0.26117,0.038729,0.49392,21
0.57806,0.67797,0.24477,15
0.29859,0.41243,0.54383,18
0.68941,0.11213,0.4236,9
0.70151,0.71012,0.11166,14
0.20064,0.72206,0.61053,5
0.74427,0.54493,0.62178,23
0.75132,0.086181,0.72065,10
0.57625,0.67866,0.24452,15
0.20072,0.7226,0.61007,5
0.75493,0.092536,0.7212,10
0.89983,0.90066,0.21262,7
0.13468,0.91208,0.089659,25
0.67055,0.11694,0.37448,6
0.85637,0.065947,1.074,0
0.13156,0.90757,0.090913,25
0.57736,0.67665,0.24588,15
0.30987,0.18832,0.44471,26
0.14442,0.70974,0.029422,16
0.69905,0.71471,0.11312,14
0.20203,0.30135,0.089775,3
0.45461,0.96613,0.66777,13
0.3997,0.30072,0.36686,20
0.19689,0.2969,0.087972,3
0.29906,0.41018,0.54459,18
1.0841,0.21929,0.38323,0
0.22543,0.32818,0.86888,0
0.67401,0.12159,0.36727,6
0.1988,0.30395,0.08791,3
0.70189,0.71329,0.11045,14
0.75512,0.090192,0.72426,10
0.89924,0.90056,0.21109,7
0.57843,0.67688,0.24539,15
0.44474,0.37785,0.26711,1
0.14274,0.70939,0.032858,16
0.44476,0.37741,0.26813,1
0.4444,0.3776,0.26773,1
0.13335,0.90982,0.088618,25
0.74965,0.089845,0.72033,10
0.010812,0.011337,0.51142,4
0.19983,0.72193,0.6108,5
0.27522,0.040111,0.50045,21
0.40069,0.30068,0.36918,20
0.13363,0.91144,0.084243,25
0.75125,0.091008,0.72064,10
0.88771,0.50991,0.58863,24
0.75427,0.086835,0.72069,10
0.38911,0.31056,0.91225,28
0.45535,0.96679,0.66798,13
0.69057,0.11224,0.42444,9
0.19802,0.30028,0.088511,3
0.8899,0.50956,0.58662,24
0.1437,0.70774,0.031334,16
0.27084,0.050825,0.49259,21
0.75485,0.087421,0.7236,10
0.94104,0.22114,0.56955,12
0.44465,0.37754,0.2676,1
0.57634,0.67829,0.24403,15
0.31092,0.18963,0.4451,26
0.19984,0.30079,0.08973,3
0.6975,0.70666,0.10902,14
0.70322,0.70386,0.1081,14
0.88794,0.51023,0.58621,24
0.011949,0.011136,0.51059,4
0.19599,0.30246,0.092578,3
0.44479,0.37739,0.26719,1
0.13212,0.91185,0.087742,25
0.74368,0.54364,0.62398,23
0.4529,0.96546,0.66806,13
0.48687,0.17636,0.98676,11
0.89924,0.90088,0.21083,7
0.47743,0.33295,0.30013,8
0.75426,0.086033,0.72378,10
0.44456,0.37748,0.26771,1
0.67551,0.1193,0.37009,6
0.31031,0.18789,0.44424,26
0.19988,0.72157,0.61052,5
0.57672,0.67656,0.2447,15
0.94229,0.22198,0.56533,12
0.01396,0.61331,0.90022,22
0.88811,0.50982,0.58753,24
0.20022,0.72218,0.61032,5
0.88018,0.55678,0.62179,19
0.75618,0.08714,0.72503,10
0.13464,0.91091,0.088584,25
0.47685,0.33322,0.30063,8
0.75566,0.090447,0.71891,10
0.67538,0.11954,0.37379,6
0.7408,0.5435,0.6224,23
0.31168,0.18916,0.44356,26
0.88851,0.50987,0.58633,24
0.57614,0.67774,0.24347,15
0.26859,0.033346,0.50441,21
0.19935,0.72233,0.61114,5
0.45505,0.9654,0.66468,13
0.45717,0.96608,0.66713,13
0.67755,0.1282,0.37927,6
0.57688,0.67611,0.24446,15
0.26589,0.047048,0.50029,21
0.19984,0.72185,0.61082,5
0.31114,0.1886,0.44437,26
0.13237,0.91018,0.089782,25
0.70028,0.70856,0.11171,14
0.58835,0.24425,0.72204,2
0.38816,0.31075,0.91113,28
0.088869,0.15563,0.08881,27
0.57584,0.67725,0.24455,15
0.74479,0.54507,0.62643,23
0.74471,0.54104,0.62258,23
0.13062,0.9056,0.08891,25
0.45538,0.96503,0.6669,13
0.58797,0.24495,0.72286,2
0.13207,0.9118,0.086216,25
0.89968,0.90103,0.21134,7
0.19965,0.722,0.61166,5
0.011206,0.011259,0.51187,4
0.19985,0.72157,0.60996,5
0.40122,0.30064,0.36832,20
0.30002,0.41146,0.54339,18
0.70154,0.71413,0.11057,14
0.13157,0.90814,0.088872,25
0.30029,0.41244,0.54417,18
0.75566,0.087107,0.72333,10
0.9453,0.21944,0.57168,12
0.70053,0.70815,0.11054,14
0.48524,0.17546,0.98767,11
0.4445,0.37743,0.26761,1
0.69057,0.11285,0.42204,9
0.29861,0.41027,0.54396,18
0.26395,0.048006,0.49781,21
0.44473,0.37765,0.26803,1
0.45746,0.96921,0.66804,13
0.93913,0.2236,0.56697,12
0.40021,0.3011,0.36745,20
0.089065,0.15496,0.089914,27
0.67838,0.11801,0.3808,6
0.69978,0.70903,0.10912,14
0.1318,0.9119,0.088199,25
0.31044,0.18841,0.44441,26
0.4545,0.96765,0.67196,13
0.5767,0.67755,0.24444,15
0.75521,0.085872,0.72054,10
0.89945,0.90101,0.21144,7
0.13427,0.90832,0.09081,25
0.27044,0.044162,0.49294,21
0.74991,0.092728,0.71999,10
0.31057,0.18794,0.44429,26
0.19965,0.72196,0.61025,5
0.94528,0.22139,0.56718,12
0.14474,0.70736,0.034222,16
0.13376,0.91005,0.089865,25
0.58749,0.24518,0.7221,2
0.57652,0.67856,0.24362,15
0.26716,0.046474,0.49788,21
0.19885,0.30139,0.088769,3
0.013366,0.61485,0.89973,22
0.13344,0.91111,0.089733,25
0.57587,0.67777,0.24608,15
0.69174,0.11211,0.42315,9
0.48902,0.17936,0.98383,11
0.13112,0.91309,0.089323,25
0.44461,0.37782,0.26781,1
0.67006,0.12064,0.37287,6
0.44466,0.37769,0.26739,1
0.70614,0.71493,0.11264,14
0.94237,0.2203,0.57034,12
0.68919,0.11225,0.422,9
0.31165,0.18908,0.44405,26
0.94434,0.22329,0.56583,12
0.57657,0.67662,0.2436,15
0.45286,0.96587,0.66682,13
0.75438,0.08738,0.72614,10
0.44455,0.37761,0.26752,1
0.74535,0.54382,0.62414,23
0.31137,0.18884,0.44545,26
0.70344,0.70976,0.11072,14
0.65906,0.11722,0.37078,6
0.74581,0.54375,0.62215,23
0.88409,0.62199,0.55128,0
0.88739,0.5106,0.58803,24
0.89867,0.90102,0.21098,7
0.29857,0.41162,0.54361,18
0.94044,0.22324,0.57059,12
0.010339,0.011799,0.51079,4
0.44459,0.37754,0.26789,1
0.087885,0.15584,0.089338,27
0.74368,0.54587,0.62036,23
0.20039,0.3004,0.089531,3
0.45602,0.96328,0.66614,13
0.44458,0.37761,0.26737,1
0.3882,0.31074,0.91137,28
0.30035,0.41225,0.54405,18
0.26653,0.040023,0.51047,21
0.19952,0.72136,0.61081,5
0.30125,0.41069,0.54548,18
0.89934,0.90085,0.21109,7
0.26755,0.04652,0.48385,21
0.70402,0.70999,0.1114,14
0.20479,0.30225,0.090864,3
1.1204,0.69245,0.034918,0
0.88919,0.51117,0.58891,24
0.20068,0.72145,0.61129,5
0.011798,0.011284,0.51089,4
0.40015,0.30028,0.36634,20
0.89996,0.90071,0.21196,7
0.70002,0.71553,0.10628,14
0.19918,0.30164,0.088649,3
0.29938,0.412,0.54454,18
0.14385,0.7066,0.03422,16
0.69002,0.112,0.42308,9
0.7013,0.70388,0.11463,14
0.19977,0.7225,0.61126,5
0.45881,0.96653,0.66467,13
0.086582,0.15466,0.085511,27
0.75571,0.091851,0.72047,10
0.88958,0.51231,0.58691,24
0.44444,0.37757,0.26767,1
0.44448,0.37775,0.26764,1
0.09099,0.15327,0.089261,27
0.49076,0.21314,0.40021,17
0.947,0.22022,0.56432,12
0.66333,0.74025,0.57214,0
0.67169,0.12219,0.37648,6
0.88725,0.50964,0.58623,24
0.6723,0.12612,0.37309,6
0.20039,0.72269,0.61122,5
0.69886,0.70999,0.10904,14
0.26714,0.042726,0.50307,21
0.70017,0.71037,0.10845,14
0.88834,0.51146,0.58642,24
0.49022,0.21329,0.40044,17
0.44482,0.37762,0.26731,1
0.68909,0.11186,0.42288,9
0.31173,0.18804,0.44419,26
0.31089,0.18842,0.44443,26
0.1364,0.90994,0.087727,25
0.69002,0.11234,0.42542,9
0.45405,0.96144,0.66595,13
0.57678,0.67887,0.24466,15
0.44456,0.37761,0.26752,1
0.89911,0.90064,0.21183,7
0.70156,0.71231,0.11204,14
0.26636,0.043791,0.4963,21
0.74397,0.54517,0.62086,23
0.45548,0.96441,0.67038,13
0.4569,0.96806,0.66578,13
0.74235,0.5438,0.62087,23
0.011982,0.61447,0.90124,22
0.19797,0.30071,0.090109,3
0.57811,0.67612,0.24518,15
0.74568,0.5425,0.62245,23
0.31115,0.18898,0.44528,26
0.74967,0.086621,0.72102,10
0.13383,0.9085,0.087343,25
0.13319,0.90858,0.090176,25
0.011648,0.011379,0.51164,4
0.4446,0.37792,0.2675,1
0.264,0.041281,0.49552,21
0.75513,0.090608,0.72119,10
0.30068,0.41016,0.54432,18
0.19937,0.72212,0.61116,5
0.13088,0.91088,0.087883,25
0.743,0.54446,0.62385,23
0.47728,0.33295,0.29995,8
0.29908,0.41182,0.54422,18
0.31067,0.18924,0.44405,26
0.13329,0.90738,0.086834,25
0.88762,0.51043,0.58658,24
0.75403,0.090153,0.72005,10
0.1481,0.71349,0.034414,16
0.27127,0.05605,0.50298,21
0.75048,0.086877,0.71908,10
0.19775,0.30152,0.08815,3
0.45704,0.96906,0.66698,13
0.69933,0.70776,0.10749,14
0.94118,0.22346,0.56328,12
0.13552,0.90852,0.087248,25
0.13373,0.90898,0.088769,25
0.74231,0.54389,0.62189,23
0.5772,0.67656,0.24391,15
0.44471,0.37762,0.26763,1
0.94379,0.22017,0.56172,12
0.012752,0.61407,0.89946,22
0.31153,0.18928,0.44529,26
0.89961,0.90168,0.21136,7
0.49026,0.21345,0.40072,17
0.74504,0.54422,0.62314,23
0.13252,0.91009,0.089494,25
0.75448,0.087124,0.72423,10
0.012238,0.61332,0.90056,22
0.9433,0.22064,0.56743,12
0.94167,0.22141,0.56327,12
0.31058,0.18948,0.44503,26
0.19952,0.30003,0.089143,3
0.19932,0.72274,0.61077,5
0.44472,0.37772,0.26761,1
0.67636,0.12947,0.37695,6
0.75409,0.090514,0.71975,10
0.13343,0.90635,0.086597,25
0.13311,0.90878,0.089878,25
0.29938,0.41019,0.54496,18
0.30097,0.40978,0.54375,18
0.74301,0.54325,0.62244,23
0.45216,0.96337,0.67147,13
0.47719,0.33272,0.30005,8
0.68317,0.12226,0.38283,6
0.74377,0.54413,0.62224,23
0.49097,0.21248,0.40209,17
0.94766,0.22236,0.56649,12
0.70332,0.71285,0.1092,14
0.69854,0.71089,0.10311,14
0.39957,0.29947,0.36657,20
0.75099,0.084786,0.71977,10
0.13388,0.90855,0.086623,25
0.31168,0.18804,0.44469,26
0.8876,0.51087,0.58822,24
0.58858,0.2445,0.72205,2
0.88771,0.51177,0.58899,24
0.4447,0.3778,0.26727,1
0.57846,0.6761,0.24431,15
0.31033,0.18816,0.44513,26
0.13787,0.91095,0.088324,25
0.91274,0.15233,0.53294,0
0.44464,0.37743,0.2675,1
0.70434,0.70811,0.10861,14
0.4447,0.37747,0.26729,1
0.48678,0.17629,0.98536,11
0.75456,0.086813,0.72049,10
0.2676,0.045572,0.49995,21
0.088369,0.15464,0.087687,27
0.74572,0.54718,0.62141,23
0.26834,0.049493,0.49849,21
0.44459,0.37745,0.26721,1
0.67192,0.12054,0.37359,6
0.88939,0.51052,0.5862,24
0.57695,0.67865,0.24573,15
0.94628,0.2226,0.56844,12
0.19934,0.72155,0.61062,5
0.40048,0.29896,0.36603,20
0.93889,0.22411,0.56696,12
0.44455,0.3775,0.26716,1
0.19972,0.72214,0.61048,5
0.44503,0.37748,0.26741,1
0.31055,0.18836,0.44354,26
0.75153,0.084879,0.72352,10
0.47714,0.3329,0.29856,8
0.19999,0.72168,0.60984,5
0.70052,0.71051,0.10924,14
0.44472,0.37795,0.26723,1
0.14321,0.71336,0.035073,16
0.011383,0.011789,0.51228,4
0.74343,0.54124,0.6236,23
0.45524,0.96801,0.66981,13
0.26389,0.045991,0.49563,21
0.19775,0.29944,0.086269,3
0.13422,0.90689,0.090579,25
0.4004,0.2998,0.3665,20
0.19965,0.30016,0.089299,3
0.2009,0.29999,0.086986,3
0.13347,0.90712,0.089081,25
0.5782,0.67718,0.24427,15
0.68435,0.11324,0.37657,6
0.45639,0.97022,0.66789,13
0.2067,0.3011,0.083781,3
0.44462,0.3777,0.26743,1
0.088605,0.1556,0.088953,27
0.70117,0.70322,0.10965,14
0.45761,0.96571,0.66915,13
0.45498,0.96633,0.66816,13
0.26396,0.044823,0.49663,21
0.47665,0.33244,0.29958,8
0.20135,0.30941,0.089523,3
0.44468,0.37755,0.26794,1
0.57651,0.6788,0.24598,15
0.45741,0.96413,0.66742,13
0.94617,0.21968,0.56607,12
0.44437,0.37747,0.26737,1
0.74405,0.54429,0.62336,23
0.66556,0.1217,0.36897,6
0.09616,0.15069,0.09077,27
0.7502,0.08766,0.71919,10
0.74533,0.53998,0.623,23
0.89916,0.90061,0.21112,7
0.31142,0.18887,0.44531,26
0.57629,0.37141,0.43148,0
0.31085,0.18845,0.4449,26
0.44475,0.37753,0.26768,1
0.13267,0.9105,0.088509,25
0.70026,0.713,0.1112,14
0.45594,0.96244,0.66819,13
0.947,0.222,0.56324,12
0.19982,0.30021,0.089007,3
0.13111,0.91054,0.086892,25
0.75172,0.087417,0.72104,10
0.19983,0.72196,0.61083,5
0.69926,0.71069,0.10869,14
0.13371,0.91043,0.090292,25
0.94514,0.22426,0.56742,12
0.14251,0.70898,0.033727,16
0.26511,0.042598,0.49489,21
0.13653,0.90898,0.089171,25
0.69249,0.11257,0.42336,9
0.34253,0.80845,0.29844,0
0.13336,0.91041,0.087289,25
0.68222,0.12492,0.37805,6
0.87974,0.55708,0.62373,19
0.74303,0.5447,0.62059,23
0.39989,0.29908,0.36631,20
0.57707,0.67798,0.24434,15
0.889,0.51092,0.58722,24
0.40044,0.30045,0.36738,20
0.13566,0.90696,0.090099,25
0.69787,0.71118,0.11331,14
0.94337,0.22419,0.56944,12
0.75094,0.087459,0.72334,10
0.19891,0.30057,0.089311,3
0.69077,0.11191,0.42336,9
0.39871,0.3,0.36778,20
0.88757,0.51074,0.58819,24
0.67097,0.11198,0.37119,6
0.94149,0.21999,0.56618,12
0.74523,0.5438,0.62383,23
0.19963,0.7209,0.61098,5
0.88785,0.51005,0.58895,24
0.13201,0.91029,0.089057,25
0.25866,0.077358,0.44719,0
0.30994,0.18784,0.44366,26
0.086544,0.15819,0.088666,27
0.13597,0.90911,0.086233,25
0.67899,0.12877,0.376,6
0.74543,0.54438,0.62235,23
0.75166,0.087108,0.71961,10
0.94216,0.22176,0.56611,12
0.44449,0.37815,0.26716,1
0.010215,0.011166,0.51068,4
0.7043,0.71248,0.11479,14
0.30093,0.41207,0.54494,18
0.13061,0.90888,0.091334,25
0.69801,0.71538,0.11187,14
0.20015,0.30078,0.091066,3
0.14389,0.71325,0.033419,16
0.31163,0.18785,0.44354,26
0.58599,0.24363,0.72234,2
0.88775,0.51129,0.58824,24
0.57688,0.67758,0.2451,15
0.69976,0.70935,0.1146,14
0.70014,0.71199,0.11229,14
0.44506,0.37755,0.26776,1
0.88023,0.55727,0.62113,19
0.70337,0.71443,0.11119,14
0.12957,0.90761,0.090973,25
0.13104,0.91156,0.086707,25
0.19936,0.72169,0.60946,5
0.5765,0.67725,0.24574,15
0.94477,0.21754,0.56729,12
0.75136,0.087385,0.71938,10
0.57798,0.67647,0.24573,15
0.74389,0.54398,0.62459,23
0.088087,0.15608,0.088651,27
0.13012,0.91205,0.087452,25
0.3105,0.18816,0.44428,26
0.19988,0.29771,0.089085,3
0.44447,0.37758,0.26763,1
0.31001,0.18878,0.44425,26
0.13,0.91117,0.089797,25
0.19834,0.29867,0.088386,3
0.74316,0.54365,0.62264,23
0.88889,0.51019,0.58623,24
0.75457,0.091372,0.71927,10
0.94563,0.22403,0.56742,12
0.3888,0.31095,0.91175,28
0.20657,0.16324,0.08545,0
0.94188,0.22178,0.56556,12
0.30014,0.40994,0.54347,18
0.58862,0.24447,0.72207,2
0.75136,0.086353,0.72554,10
0.57664,0.67663,0.2447,15
0.19884,0.72186,0.6097,5
0.31082,0.1885,0.44547,26
0.7446,0.54285,0.62405,23
0.26824,0.041211,0.4977,21
0.19975,0.7223,0.61059,5
0.13541,0.90726,0.091756,25
0.70297,0.70957,0.10726,14
0.45263,0.96724,0.66677,13
0.74953,0.089946,0.72535,10
0.89928,0.90052,0.21112,7
0.19999,0.72184,0.61095,5
0.8989,0.90026,0.21145,7
0.2002,0.72243,0.61015,5
0.010629,0.011107,0.51212,4
0.20041,0.72117,0.61138,5
0.75416,0.091507,0.72098,10
0.26759,0.043829,0.50162,21
0.75418,0.086063,0.72414,10
0.13156,0.91004,0.090378,25
0.44448,0.37752,0.267,1
0.4447,0.3775,0.26739,1
0.48516,0.17499,0.99266,11
0.45263,0.96342,0.66417,13
0.14535,0.71133,0.030742,16
0.19871,0.29872,0.092135,3
0.68986,0.11475,0.42272,9
0.48923,0.1745,0.99501,11
0.67092,0.12008,0.37955,6
0.67034,0.12062,0.37989,6
0.66514,0.11637,0.37482,6
0.26693,0.043273,0.49491,21
0.6813,0.12726,0.37773,6
0.4449,0.37746,0.26728,1
0.20309,0.3065,0.085948,3
0.38888,0.31123,0.91133,28
0.74454,0.54365,0.62158,23
0.20039,0.30053,0.089548,3
0.44473,0.37743,0.26757,1
0.13408,0.90916,0.089461,25
0.31121,0.18896,0.44541,26
0.88866,0.51104,0.58849,24
0.20549,0.29752,0.086,3
0.44483,0.37758,0.26744,1
0.88951,0.50972,0.5864,24
0.692,0.1124,0.42383,9
0.31019,0.18796,0.44474,26
0.44434,0.37736,0.26712,1
0.68868,0.11273,0.42352,9
0.57802,0.67839,0.2455,15
0.75135,0.087347,0.72102,10
0.19752,0.29496,0.092317,3
0.75584,0.091554,0.72335,10
0.75595,0.090726,0.72374,10
0.74535,0.54419,0.62396,23
0.74255,0.54393,0.62317,23
0.57635,0.67762,0.24399,15
0.31154,0.18814,0.44523,26
0.19963,0.72191,0.61079,5
0.088937,0.1553,0.088843,27
0.44449,0.3775,0.26723,1
0.26111,0.043004,0.50276,21
0.19892,0.30342,0.087602,3
0.45954,0.96558,0.66726,13
0.13372,0.91101,0.087783,25
0.38871,0.31223,0.91193,28
0.68937,0.11169,0.42191,9
0.13389,0.91058,0.089452,25
0.31015,0.18863,0.44515,26
0.45599,0.96587,0.66968,13
0.30108,0.41089,0.54346,18
0.31007,0.1891,0.44528,26
0.89955,0.90028,0.21112,7
0.75435,0.093414,0.72526,10
0.88858,0.51234,0.58681,24
0.45458,0.97076,0.66628,13
0.70462,0.70614,0.10828,14
0.75178,0.087671,0.72453,10
0.010287,0.011041,0.5118,4
0.19886,0.72118,0.6115,5
0.70279,0.70925,0.11786,14
0.57821,0.67676,0.24521,15
0.18973,0.16707,0.057478,0
0.57828,0.67622,0.24592,15
0.44446,0.37792,0.26768,1
0.13524,0.9111,0.08769,25
0.011274,0.011042,0.51192,4
0.57786,0.67647,0.24468,15
0.13307,0.90772,0.090186,25
0.010639,0.01038,0.51105,4
0.85627,0.21247,0.29457,0
0.27057,0.046501,0.49441,21
0.57717,0.67828,0.24508,15
0.74371,0.53849,0.62216,23
0.45897,0.96847,0.66945,13
0.75486,0.087587,0.72097,10
0.45358,0.96792,0.66707,13
0.13368,0.91007,0.088673,25
0.26658,0.046413,0.49889,21
0.88074,0.55608,0.62284,19
0.30067,0.41157,0.5441,18
0.7021,0.71434,0.11077,14
0.13392,0.91291,0.088304,25
0.69159,0.11181,0.42559,9
0.44494,0.37744,0.26732,1
0.74707,0.54407,0.62231,23
0.57727,0.67714,0.24574,15
0.57579,0.67759,0.24615,15
0.27113,0.04713,0.49859,21
0.26739,0.046261,0.50369,21
0.31004,0.18828,0.44495,26
0.45238,0.96598,0.66981,13
0.31177,0.18918,0.44425,26
0.26059,0.043314,0.49885,21
0.57619,0.67715,0.24607,15
0.012103,0.61428,0.89985,22
0.19917,0.72249,0.61076,5
0.45345,0.96202,0.66744,13
0.29928,0.4111,0.54431,18
0.70683,0.70954,0.11315,14
0.19937,0.72265,0.6112,5
0.088313,0.15518,0.088901,27
0.74304,0.54559,0.62224,23
0.89979,0.90188,0.21157,7
0.4445,0.37755,0.26778,1
0.45616,0.9641,0.66815,13
0.70262,0.70997,0.11051,14
0.13253,0.90927,0.089092,25
0.44452,0.37745,0.26764,1
0.012402,0.61264,0.89954,22
0.13353,0.90877,0.087331,25
0.20021,0.72269,0.61093,5
0.7047,0.70704,0.11151,14
0.26529,0.044861,0.49394,21
0.19772,0.30215,0.093306,3
0.88045,0.55648,0.62256,19
0.88904,0.51002,0.58855,24
0.57687,0.67879,0.24422,15
0.5878,0.24396,0.72207,2
0.47726,0.33308,0.30043,8
0.45768,0.96387,0.66538,13
0.010744,0.010879,0.51175,4
0.2614,0.044398,0.49993,21
0.13192,0.9106,0.088458,25
0.70328,0.70269,0.11452,14
0.68964,0.11273,0.42213,9
0.39986,0.30056,0.36594,20
0.011881,0.010792,0.51136,4
0.19981,0.30024,0.08902,3
0.74156,0.54373,0.62241,23
0.31047,0.18943,0.44399,26
0.13349,0.91063,0.089582,25
0.57789,0.67715,0.24598,15
0.94408,0.22011,0.56736,12
0.94127,0.22089,0.56786,12
0.75167,0.087425,0.7252,10
0.88902,0.51069,0.58836,24
0.31171,0.18825,0.44469,26
0.39881,0.29901,0.368,20
0.30991,0.18807,0.44515,26
0.70146,0.71006,0.11053,14
0.75493,0.086895,0.7204,10
0.75176,0.091426,0.72325,10
0.88828,0.51231,0.58821,24
0.19915,0.30027,0.0871,3
0.20144,0.2492,0.4168,0
0.30997,0.18817,0.44359,26
0.57727,0.67741,0.24621,15
0.44504,0.37764,0.26756,1
0.090241,0.15589,0.08908,27
0.88737,0.51133,0.58723,24
0.69554,0.50121,0.10104,0
0.2628,0.046813,0.50334,21
0.20008,0.7208,0.61116,5
