@relation dens-diff_data_9-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@data
0.74798,0.44781,0.61159,0.11527,0.93802,0.021668,0.16276,0.3815,0.38627,0.66214,0.55553,0.44444,0.72599,14
0.5024,0.4743,0.39272,0.72648,0.47508,0.53296,0.67051,0.30712,0.69851,0.83612,0.089665,0.88793,0.48014,15
0.22112,0.55279,0.3305,0.19285,0.94296,0.88314,0.027188,0.24946,0.75216,0.83393,0.78095,0.96726,0.6081,16
0.72019,0.54311,0.063208,0.87089,0.44699,0.03933,0.91496,0.48116,0.88883,0.11955,0.14155,0.79125,0.55154,5
0.24744,0.49908,0.8348,0.77902,0.30464,0.61079,0.19245,0.94479,0.25129,0.50097,0.72304,0.39124,0.91533,17
0.36374,0.6682,0.86316,0.86113,0.57829,0.61077,0.22093,0.33217,0.19531,0.77805,0.85966,0.41459,0.91978,9
0.50563,0.47292,0.3936,0.7227,0.47317,0.53218,0.66974,0.30845,0.69773,0.83591,0.087767,0.88957,0.47729,15
0.85812,0.37605,0.97745,0.68025,0.065571,0.052214,0.18446,0.57895,0.55265,0.32677,0.15237,0.23141,0.34804,13
0.22182,0.55062,0.32946,0.19483,0.93982,0.88328,0.026479,0.2492,0.75029,0.83357,0.78709,0.96635,0.61105,16
0.36867,0.6667,0.86402,0.87841,0.57431,0.59655,0.21378,0.34881,0.19057,0.78619,0.85774,0.41191,0.93021,9
0.72003,0.88531,0.69331,0.22251,0.58434,0.11018,0.41803,0.58283,0.75203,0.89043,0.44672,0.61015,0.97271,2
0.16747,0.47159,0.74984,0.74904,0.77794,0.83388,0.83296,0.77804,0.80297,0.66684,0.33386,0.83244,0.72305,4
0.36173,0.66916,0.8632,0.86397,0.58328,0.60937,0.22159,0.33335,0.18975,0.77655,0.86205,0.4137,0.92086,9
0.44821,0.917,0.95972,0.86761,0.11518,0.1445,0.094236,0.59786,0.43397,0.28271,0.048548,0.26955,0.57174,8
0.16863,0.46936,0.75146,0.74652,0.77593,0.83454,0.82992,0.77463,0.80413,0.66813,0.33178,0.83482,0.72816,4
0.22169,0.55073,0.33403,0.19357,0.94182,0.88116,0.028178,0.25081,0.74736,0.83035,0.7839,0.96433,0.6107,16
0.85559,0.39057,0.98556,0.6275,0.080634,0.042031,0.18345,0.55978,0.53585,0.3322,0.17853,0.22098,0.34867,13
0.50436,0.47284,0.39485,0.72402,0.47274,0.53234,0.66874,0.30786,0.69756,0.8366,0.087855,0.88826,0.47616,15
0.66787,0.58994,0.22156,0.061585,0.71044,0.16077,0.73581,0.63044,0.084104,0.36357,0.2178,0.32068,0.032915,10
0.50319,0.47428,0.39212,0.72388,0.473,0.5315,0.66945,0.31083,0.69615,0.83567,0.087218,0.88808,0.47647,15
0.50458,0.47633,0.39264,0.7228,0.4731,0.53407,0.67069,0.30871,0.69602,0.83905,0.087863,0.89069,0.47774,15
0.47324,0.38944,0.52714,0.19533,0.1412,0.71839,0.1132,0.079804,0.55501,0.27674,0.61952,0.83224,0.72741,12
0.47322,0.38107,0.51834,0.18825,0.14149,0.72065,0.11667,0.093739,0.55836,0.2833,0.60121,0.83631,0.73706,12
0.50773,0.4743,0.39438,0.72477,0.47293,0.53422,0.66931,0.30841,0.69877,0.83686,0.087694,0.88883,0.47682,15
0.50365,0.47709,0.39283,0.72416,0.473,0.53211,0.6689,0.30856,0.69943,0.83769,0.086327,0.88853,0.47723,15
0.24768,0.4994,0.8302,0.77879,0.30651,0.61032,0.19589,0.94242,0.24839,0.49905,0.72307,0.39158,0.91798,17
0.50626,0.47469,0.39295,0.72475,0.47415,0.53031,0.66947,0.31129,0.69804,0.83545,0.087577,0.88867,0.47678,15
0.71826,0.55108,0.053678,0.88749,0.47399,0.024818,0.91657,0.47055,0.86336,0.11008,0.14018,0.80481,0.55897,5
0.22158,0.54807,0.3318,0.19208,0.94367,0.8816,0.031322,0.24828,0.74547,0.83131,0.78293,0.96448,0.61242,16
0.36253,0.66604,0.86267,0.86206,0.58037,0.60837,0.22206,0.33286,0.19431,0.77956,0.86314,0.41543,0.91767,9
0.16482,0.46976,0.75046,0.75058,0.77833,0.83246,0.83192,0.78414,0.80862,0.66399,0.33593,0.83186,0.71936,4
0.88254,0.39665,0.96783,0.6359,0.043328,0.039448,0.20449,0.53476,0.52112,0.3134,0.18398,0.21846,0.34417,13
0.52959,0.83376,0.52579,0.21912,0.77699,0.7263,0.33629,0.16667,0.22333,0.2489,0.47521,0.61674,0.96824,3
0.16569,0.46836,0.7554,0.74678,0.77649,0.83544,0.83236,0.77683,0.80065,0.6678,0.33497,0.83326,0.72179,4
0.50404,0.47251,0.39315,0.72571,0.47321,0.53173,0.6705,0.3083,0.69807,0.8371,0.08793,0.88801,0.47721,15
0.21958,0.54988,0.33047,0.19725,0.94126,0.88001,0.027,0.2494,0.74869,0.83219,0.78515,0.97005,0.61195,16
0.53221,0.82963,0.53007,0.22087,0.77646,0.72918,0.33326,0.16962,0.22247,0.25107,0.4741,0.61358,0.97328,3
0.75214,0.44396,0.61104,0.11222,0.94729,0.029631,0.16677,0.38755,0.39212,0.664,0.55613,0.44219,0.72603,14
0.85804,0.37622,0.97458,0.65864,0.034109,0.057609,0.19409,0.56309,0.52298,0.34186,0.2024,0.22019,0.33647,13
0.46134,0.37749,0.49881,0.20021,0.1321,0.73463,0.10611,0.088453,0.55246,0.27482,0.64979,0.8397,0.74133,12
0.75013,0.44331,0.61015,0.11237,0.94303,0.02535,0.16716,0.38941,0.38534,0.66572,0.55357,0.44462,0.72747,14
0.25108,0.49911,0.82994,0.77679,0.30417,0.61444,0.19291,0.94607,0.24875,0.49722,0.72015,0.38883,0.91565,17
0.25143,0.5024,0.83133,0.77699,0.30447,0.61043,0.19581,0.94457,0.24847,0.49901,0.72251,0.39182,0.91775,17
0.72009,0.88552,0.69284,0.22378,0.58384,0.11013,0.41631,0.58326,0.75184,0.89008,0.44398,0.60853,0.9736,2
0.38566,0.3278,0.64031,0.56863,0.07929,0.8339,0.88124,0.34866,0.58392,0.57841,0.81509,0.68846,0.085107,11
0.7179,0.55024,0.05629,0.8804,0.46264,0.023646,0.91286,0.46991,0.86142,0.11381,0.13771,0.80649,0.55522,5
0.50312,0.47426,0.39294,0.72297,0.4741,0.53136,0.67017,0.3076,0.69648,0.83537,0.09215,0.88887,0.47625,15
0.16412,0.46497,0.73514,0.75238,0.78318,0.84023,0.83343,0.77096,0.80339,0.66927,0.33155,0.84033,0.72684,4
0.24821,0.50151,0.83065,0.77666,0.30443,0.61056,0.19585,0.94466,0.24832,0.4988,0.72418,0.38811,0.91592,17
0.75161,0.44707,0.60678,0.11102,0.94525,0.025357,0.16926,0.38988,0.38914,0.66376,0.55127,0.44368,0.7296,14
0.24818,0.50336,0.83373,0.77669,0.30291,0.61264,0.19349,0.942,0.25152,0.49906,0.71972,0.38796,0.91845,17
0.71429,0.54125,0.067382,0.86336,0.47013,0.017481,0.91473,0.46745,0.85213,0.12181,0.14652,0.83145,0.56601,5
0.47461,0.36373,0.56548,0.20312,0.14865,0.72843,0.1191,0.091199,0.56932,0.25517,0.62902,0.85164,0.72356,12
0.7204,0.88685,0.69267,0.22317,0.58392,0.11045,0.41688,0.58301,0.75214,0.88981,0.44426,0.60957,0.97258,2
0.38049,0.33169,0.63436,0.57841,0.081511,0.82968,0.89441,0.34305,0.57362,0.58065,0.80071,0.69751,0.081598,11
0.72081,0.55171,0.055632,0.88531,0.47188,0.027203,0.91605,0.47245,0.86073,0.11057,0.13836,0.80519,0.56094,5
0.74929,0.89657,0.68206,0.29391,0.58138,0.086312,0.43596,0.58546,0.78352,0.94001,0.50665,0.59477,0.96387,2
0.74882,0.44551,0.60961,0.11063,0.94573,0.028275,0.16693,0.38839,0.38926,0.66572,0.55571,0.44409,0.72634,14
0.73993,0.45143,0.60877,0.11216,0.94895,0.022765,0.16279,0.38187,0.38722,0.65228,0.56205,0.44887,0.72489,14
0.22299,0.55143,0.32874,0.1956,0.94153,0.88409,0.029786,0.25051,0.74661,0.83323,0.78483,0.96446,0.61062,16
0.72066,0.89203,0.69493,0.22766,0.58752,0.10898,0.41913,0.57774,0.7376,0.88818,0.43367,0.60951,0.95724,2
0.72104,0.88678,0.69276,0.23124,0.57586,0.12745,0.41891,0.58547,0.75379,0.87532,0.45695,0.62612,0.9714,2
0.36647,0.66865,0.85295,0.86181,0.57953,0.61262,0.21406,0.32885,0.18879,0.78284,0.87445,0.41904,0.91015,9
0.72158,0.56196,0.064775,0.89303,0.48082,0.029906,0.91629,0.48198,0.8432,0.1122,0.14492,0.79571,0.55507,5
0.22072,0.55134,0.33,0.19536,0.94055,0.88059,0.031049,0.24845,0.74871,0.83523,0.78492,0.969,0.60949,16
0.025203,0.49572,0.41674,0.028323,0.55273,0.058981,0.4102,0.88981,0.67049,0.4209,0.8141,0.3876,0.63961,6
0.25281,0.49952,0.83483,0.77961,0.30431,0.61028,0.19505,0.94623,0.24904,0.50092,0.72074,0.38776,0.91825,17
0.89206,0.36978,0.9721,0.63642,0.048925,0.044813,0.18351,0.55673,0.52697,0.33188,0.16841,0.23855,0.3412,13
0.64611,1.1368,0.61023,0.17454,0.02388,0.10983,0.27783,0.44255,0.13231,0.86188,0.84517,0.72077,0.81307,0
0.50339,0.47547,0.39273,0.72529,0.47507,0.53422,0.66892,0.30894,0.69807,0.83534,0.088559,0.88963,0.47867,15
0.24868,0.50124,0.83144,0.78066,0.30354,0.61286,0.19348,0.94225,0.25091,0.50088,0.72043,0.38874,0.91771,17
0.50655,0.47403,0.39269,0.72387,0.47544,0.53201,0.66986,0.30829,0.69788,0.83586,0.086209,0.88992,0.4771,15
0.7149,0.86829,0.68547,0.18848,0.59089,0.082302,0.46467,0.5807,0.72933,0.8918,0.44189,0.62504,1.0141,2
0.47348,0.41761,0.5293,0.19786,0.16478,0.7274,0.10353,0.10174,0.5616,0.26527,0.63571,0.83806,0.72535,12
0.17783,0.85685,0.21333,0.47905,0.98883,0.99222,0.87105,0.31249,0.30279,0.68651,0.12004,0.90302,0.64706,0
0.50459,0.47354,0.39444,0.72487,0.47433,0.53241,0.66874,0.30803,0.69968,0.83587,0.086455,0.88893,0.47627,15
0.50334,0.47831,0.39319,0.72533,0.47263,0.53392,0.67024,0.30776,0.6994,0.83525,0.091036,0.88851,0.47791,15
0.24821,0.50139,0.83476,0.77961,0.30688,0.61276,0.19607,0.94547,0.24823,0.49816,0.72014,0.39115,0.91894,17
0.24849,0.5022,0.8334,0.77661,0.30664,0.61392,0.19579,0.94466,0.25175,0.49884,0.72324,0.3912,0.91523,17
0.24739,0.50126,0.83351,0.77536,0.30696,0.61067,0.1929,0.94486,0.25087,0.4981,0.72346,0.38816,0.91776,17
0.24832,0.50138,0.83391,0.77626,0.30709,0.6106,0.19347,0.94572,0.24853,0.50117,0.72091,0.39174,0.91844,17
0.50037,0.37491,0.53125,0.16792,0.15106,0.70277,0.13402,0.078578,0.56018,0.2881,0.57578,0.85407,0.75261,12
0.22085,0.55122,0.32882,0.19543,0.94292,0.88015,0.029051,0.24957,0.75055,0.83134,0.78158,0.96664,0.61035,16
0.39462,0.33511,0.64013,0.59301,0.08886,0.8278,0.88557,0.33477,0.58689,0.5935,0.80573,0.69534,0.084053,11
0.16808,0.469,0.75056,0.75076,0.77595,0.82643,0.83424,0.78413,0.80779,0.66867,0.33545,0.83491,0.72101,4
0.24878,0.49946,0.83114,0.77974,0.30653,0.61062,0.19517,0.9447,0.25188,0.49873,0.71921,0.39153,0.91994,17
0.45024,0.91793,0.95723,0.84912,0.11654,0.12946,0.074326,0.59813,0.43425,0.27067,0.048428,0.27357,0.55794,8
0.69607,0.8985,0.68592,0.22862,0.57526,0.11589,0.42913,0.59095,0.73845,0.88922,0.44615,0.61175,0.98107,2
0.5034,0.47505,0.39178,0.72402,0.47415,0.5324,0.67029,0.30913,0.69941,0.83694,0.086071,0.88776,0.47652,15
0.026988,0.49652,0.41717,0.031178,0.55448,0.05305,0.41498,0.88717,0.67238,0.41889,0.81354,0.38649,0.6363,6
0.50673,0.47355,0.39436,0.72446,0.47544,0.5351,0.67009,0.30727,0.69696,0.8357,0.088169,0.88853,0.47852,15
0.027409,0.49789,0.41705,0.026487,0.55332,0.053693,0.41592,0.88879,0.66828,0.41724,0.80945,0.39264,0.63425,6
0.21887,0.55087,0.33102,0.19554,0.93921,0.88403,0.02889,0.24978,0.74972,0.83304,0.78646,0.96409,0.60803,16
0.027095,0.79921,0.32166,0.11164,0.46215,0.50299,0.58495,0.615,0.68821,0.096993,0.95824,0.40012,0.20387,0
0.72701,0.86853,0.67834,0.21113,0.58262,0.099818,0.42942,0.58066,0.76075,0.89181,0.44712,0.61789,0.98403,2
0.52884,0.8341,0.53322,0.21676,0.77134,0.72477,0.33455,0.16485,0.22148,0.24616,0.47524,0.61349,0.97278,3
0.7316,0.54008,0.061387,0.87012,0.47092,0.025286,0.91889,0.46244,0.8678,0.10468,0.14563,0.784,0.56315,5
0.030913,0.49444,0.41978,0.027769,0.55648,0.053598,0.40981,0.88735,0.66842,0.42172,0.80889,0.3862,0.63555,6
0.83827,0.64117,0.15643,0.52803,0.75318,0.90383,0.50943,0.17705,0.17835,0.60659,0.50633,0.17581,0.53646,1
0.7444,0.44225,0.60957,0.10798,0.94054,0.025567,0.17116,0.38851,0.39387,0.66205,0.56386,0.44596,0.73045,14
0.36926,0.66713,0.85498,0.86104,0.57545,0.597,0.2179,0.33431,0.19885,0.76883,0.8621,0.4195,0.92608,9
0.48328,0.37676,0.51023,0.19807,0.15824,0.70787,0.093666,0.073233,0.53924,0.27025,0.60437,0.84017,0.73403,12
0.22555,0.54876,0.33184,0.19148,0.94134,0.8828,0.028071,0.24883,0.74844,0.83234,0.78495,0.96839,0.61099,16
0.50199,0.47377,0.39181,0.72418,0.47517,0.53265,0.66932,0.30755,0.70059,0.83675,0.090014,0.88878,0.47899,15
0.72121,0.55421,0.054189,0.88577,0.46868,0.028358,0.91797,0.47352,0.85946,0.10836,0.14006,0.80671,0.55982,5
0.7473,0.44616,0.6112,0.1109,0.94781,0.02913,0.17086,0.3865,0.39153,0.66457,0.55607,0.4424,0.72803,14
0.35862,0.67148,0.86279,0.86221,0.5756,0.60824,0.22083,0.33612,0.19187,0.78017,0.86132,0.4192,0.91719,9
0.24826,0.49865,0.83459,0.77657,0.30318,0.61034,0.19557,0.9464,0.24919,0.50065,0.71969,0.39152,0.91839,17
0.16797,0.47357,0.74783,0.75318,0.78107,0.8338,0.83333,0.7755,0.80551,0.66881,0.3289,0.83401,0.72283,4
0.50591,0.47817,0.39285,0.72284,0.47499,0.53294,0.66971,0.30772,0.69753,0.83708,0.090507,0.88888,0.47827,15
0.50634,0.47419,0.39616,0.7263,0.47288,0.53224,0.6692,0.30873,0.69549,0.83565,0.087895,0.88854,0.47601,15
0.72439,0.56042,0.058931,0.8875,0.47989,0.029341,0.91161,0.47094,0.85608,0.11177,0.12668,0.79708,0.55954,5
0.38666,0.33211,0.6381,0.58393,0.085066,0.83618,0.88532,0.32849,0.57743,0.58293,0.80121,0.69227,0.078539,11
0.24874,0.50117,0.83348,0.77906,0.30639,0.61056,0.19334,0.94475,0.25119,0.50139,0.72323,0.38873,0.91913,17
0.028585,0.49421,0.41342,0.023834,0.55743,0.053488,0.41437,0.89016,0.66697,0.41842,0.80592,0.38704,0.63239,6
0.72577,0.55229,0.050611,0.87671,0.48322,0.034097,0.90838,0.45524,0.84947,0.10979,0.11846,0.79845,0.55163,5
0.16312,0.47696,0.75249,0.7486,0.77809,0.84275,0.84541,0.7572,0.79919,0.66945,0.34324,0.83878,0.71694,4
0.85079,0.41338,0.97207,0.64283,0.053914,0.072825,0.18303,0.55449,0.52163,0.31798,0.20943,0.22232,0.3054,13
0.74928,0.44488,0.6098,0.11141,0.94611,0.027834,0.167,0.38863,0.38917,0.66489,0.55543,0.44452,0.72631,14
0.25067,0.50253,0.83138,0.77639,0.30362,0.61316,0.19241,0.94244,0.25147,0.499,0.72354,0.39068,0.91837,17
0.21939,0.55112,0.33392,0.19204,0.94055,0.88009,0.029571,0.2473,0.74819,0.83239,0.78142,0.96696,0.61346,16
0.50478,0.47513,0.39248,0.72436,0.47314,0.53289,0.66917,0.30812,0.69628,0.83616,0.088029,0.88895,0.47575,15
0.47895,0.39172,0.52931,0.19425,0.14792,0.71834,0.10772,0.07595,0.56206,0.27507,0.61647,0.83428,0.72454,12
0.44061,0.40889,0.74592,0.80964,0.6004,0.7426,0.23497,0.58633,0.75898,0.62419,0.51856,0.44114,0.91814,0
0.45799,0.91139,0.95641,0.84045,0.11653,0.14779,0.076776,0.59522,0.43004,0.2837,0.067049,0.26794,0.55582,8
0.72785,0.55905,0.055156,0.88767,0.47673,0.031017,0.91561,0.48106,0.85782,0.1121,0.12904,0.81027,0.55439,5
0.92272,0.38233,0.97902,0.64037,0.060564,0.045604,0.19563,0.59266,0.53475,0.32476,0.20656,0.23194,0.3463,13
0.03059,0.32412,0.036094,0.4542,0.093141,0.62825,0.54891,0.23214,0.81065,0.64356,0.57457,0.76808,0.68354,7
0.21958,0.55131,0.3322,0.19269,0.94087,0.88462,0.026284,0.24772,0.74541,0.83127,0.78353,0.96643,0.61016,16
0.2258,0.55236,0.33098,0.19558,0.94208,0.88217,0.028996,0.25143,0.74868,0.83267,0.78275,0.96575,0.6088,16
0.36137,0.66726,0.86217,0.85806,0.58247,0.60937,0.22415,0.33274,0.19271,0.78017,0.86272,0.41566,0.91832,9
0.43845,0.91606,0.94512,0.85848,0.10147,0.13462,0.073705,0.59913,0.45017,0.26836,0.060471,0.27218,0.55862,8
0.53106,0.83529,0.52794,0.22221,0.77906,0.72192,0.32931,0.16402,0.22512,0.24793,0.47435,0.6162,0.96866,3
0.72074,0.55041,0.054616,0.88608,0.46606,0.033615,0.91223,0.47265,0.85775,0.11367,0.13607,0.80573,0.56283,5
0.24874,0.50173,0.83364,0.77704,0.3064,0.61015,0.19128,0.9453,0.25227,0.49675,0.72289,0.39116,0.9156,17
0.75358,0.44692,0.61086,0.12163,0.94016,0.029427,0.16526,0.39273,0.38638,0.66208,0.56891,0.44397,0.72664,14
0.35221,0.67045,0.8581,0.86338,0.57823,0.60772,0.22404,0.33345,0.1993,0.77847,0.85593,0.41108,0.91225,9
0.02391,0.31973,0.039431,0.45681,0.082189,0.63956,0.53268,0.21295,0.78385,0.63689,0.59252,0.71776,0.67917,7
0.16153,0.47593,0.75053,0.7466,0.77408,0.83684,0.8321,0.77815,0.80382,0.66908,0.33643,0.8317,0.72338,4
0.83,0.65594,0.18288,0.53037,0.74365,0.89556,0.48345,0.18179,0.13981,0.62448,0.49824,0.16298,0.52159,1
0.16679,0.47118,0.74936,0.74953,0.77825,0.83406,0.83336,0.77896,0.80438,0.66645,0.33288,0.83279,0.72254,4
0.3543,0.6703,0.86205,0.87076,0.58516,0.61674,0.21626,0.34389,0.20474,0.78063,0.86495,0.42068,0.91547,9
0.34984,0.665,0.8609,0.8742,0.58283,0.62599,0.22739,0.34602,0.18513,0.77879,0.85671,0.40599,0.92023,9
0.84449,0.39819,0.98094,0.65648,0.051871,0.046032,0.18797,0.57408,0.56972,0.3283,0.23422,0.22958,0.33367,13
0.24868,0.4989,0.83074,0.77664,0.30754,0.61334,0.19348,0.94446,0.24852,0.49846,0.72029,0.39196,0.91581,17
0.8694,0.3626,0.94333,0.6304,0.027002,0.051314,0.18478,0.57782,0.5259,0.33165,0.17892,0.24034,0.35512,13
0.75126,0.45693,0.61323,0.11831,0.93885,0.030198,0.17129,0.3857,0.38429,0.66329,0.56238,0.44721,0.72675,14
0.87098,0.39049,0.95666,0.64933,0.080116,0.077321,0.21726,0.58701,0.53644,0.34127,0.19356,0.21925,0.33004,13
0.74962,0.44867,0.61066,0.10759,0.94762,0.028888,0.17044,0.38724,0.38895,0.66462,0.55494,0.44052,0.72918,14
0.24867,0.50187,0.83098,0.77916,0.30654,0.61259,0.19293,0.94274,0.25226,0.49829,0.72061,0.38856,0.91852,17
0.71767,0.55847,0.062195,0.88542,0.47095,0.025271,0.91891,0.47336,0.86244,0.10985,0.13961,0.80795,0.55544,5
0.43693,0.92928,0.94356,0.84877,0.10579,0.14856,0.076061,0.59925,0.44689,0.27242,0.059834,0.27071,0.57327,8
0.72188,0.88444,0.69684,0.22813,0.58378,0.11919,0.42013,0.58251,0.74657,0.88969,0.44835,0.60983,0.96882,2
0.36228,0.67245,0.87164,0.85574,0.58908,0.61303,0.23132,0.33611,0.19435,0.78399,0.86372,0.42562,0.92995,9
0.47095,0.3637,0.54786,0.21356,0.12584,0.72269,0.096921,0.065002,0.53344,0.30814,0.64011,0.84624,0.70247,12
0.75175,0.44395,0.61312,0.11264,0.94412,0.028158,0.1685,0.39047,0.38967,0.66464,0.55538,0.44371,0.72296,14
0.67494,0.58776,0.26008,0.098342,0.73184,0.17621,0.75598,0.68553,0.077296,0.40645,0.21663,0.32217,0.020229,10
0.50566,0.475,0.39241,0.72444,0.47404,0.53287,0.66898,0.31089,0.69626,0.83583,0.087438,0.88829,0.47642,15
0.22016,0.54981,0.33111,0.19147,0.93891,0.88037,0.026347,0.25135,0.74851,0.8313,0.7872,0.96599,0.609,16
0.22546,1.0685,0.19546,0.38281,0.73333,0.22137,0.94599,0.49998,0.82247,0.2848,1.007,0.85497,0.52575,0
0.24784,0.49895,0.83105,0.7793,0.30457,0.6104,0.19342,0.94548,0.24908,0.50169,0.71991,0.38849,0.9179,17
0.74954,0.44643,0.60879,0.10895,0.94726,0.025932,0.16649,0.38747,0.38728,0.6658,0.55499,0.44302,0.7261,14
0.32027,0.79566,1.0994,0.43073,0.83719,0.50309,0.40542,0.36018,0.74385,0.91782,0.39524,0.92273,1.0125,0
0.47411,0.38079,0.52165,0.18586,0.14036,0.72274,0.11507,0.08263,0.55435,0.27617,0.60622,0.81889,0.71772,12
0.22545,0.55385,0.33013,0.19616,0.94313,0.88292,0.027943,0.2472,0.74741,0.83362,0.78555,0.96432,0.61114,16
0.25167,0.4982,0.83432,0.77569,0.30682,0.61072,0.19341,0.94684,0.24892,0.50122,0.72297,0.38858,0.91765,17
