@relation dens-diff_data_15-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.19969,0.014984,0.93274,0.41586,0.048495,0.90187,1
0.15333,0.74035,0.52204,0.19129,0.89608,0.15403,12
0.19983,0.017307,0.93124,0.41736,0.050783,0.90107,1
0.59011,0.91875,0.57661,0.052052,0.84878,0.11204,13
0.15114,0.25039,0.71257,0.55092,0.21869,0.36716,14
0.96661,0.48321,0.2497,0.5504,0.05004,0.33382,11
0.72093,0.51862,0.94195,0.07829,0.35556,0.79944,6
0.74796,0.98404,0.76392,0.015737,0.36634,0.88295,4
0.15099,0.2479,0.71617,0.54972,0.21412,0.3615,14
0.66747,0.43299,0.57903,0.23578,0.84605,0.067018,9
0.58312,0.91324,0.58168,0.051412,0.85342,0.11926,13
0.58034,0.91112,0.57799,0.053199,0.84671,0.1156,13
0.74891,0.98303,0.76523,0.017034,0.36454,0.88395,4
0.15076,0.73407,0.50153,0.17868,0.89801,0.1581,12
0.96637,0.4836,0.24967,0.54979,0.050115,0.33313,11
0.16837,0.72755,0.52856,0.1815,0.88723,0.16407,12
0.16513,0.73643,0.52505,0.17565,0.89586,0.15564,12
0.66779,0.43253,0.58553,0.2328,0.8504,0.068057,9
0.15688,0.7335,0.51304,0.18797,0.87975,0.14959,12
0.71545,0.51729,0.94955,0.083478,0.34572,0.80035,6
0.74995,0.98477,0.76675,0.01509,0.36667,0.882,4
0.72147,0.69338,0.16969,0.16934,0.18308,0.85143,3
0.69616,0.84964,0.63577,0.63268,0.36639,0.2996,7
0.20073,0.016147,0.93201,0.4155,0.050367,0.90289,1
0.1542,0.71926,0.51424,0.16683,0.88905,0.14839,12
0.96615,0.48371,0.24963,0.55026,0.049888,0.33392,11
0.19815,0.017478,0.933,0.41722,0.051865,0.90214,1
0.15481,0.74141,0.51844,0.181,0.8952,0.13473,12
0.70103,0.85206,0.63423,0.63338,0.36555,0.29824,7
0.95636,0.5258,0.67756,0.12783,0.22383,0.26818,2
0.71625,0.5184,0.94989,0.082006,0.35142,0.8016,6
0.71591,0.52009,0.95642,0.07046,0.34627,0.79333,6
0.38508,0.7817,0.93307,0.40215,0.56321,0.37914,10
0.13974,0.72333,0.51567,0.1795,0.91243,0.12425,12
0.6659,0.43442,0.58106,0.23407,0.84894,0.064403,9
0.77348,0.58622,0.81061,0.016098,0.27634,0.68543,0
0.34777,0.071981,0.41398,0.1531,0.93404,0.43019,8
0.71649,0.51681,0.94975,0.083453,0.34961,0.80067,6
0.19933,0.016353,0.93412,0.4166,0.051171,0.90072,1
0.15697,0.72391,0.5289,0.19687,0.90431,0.15987,12
0.017073,0.31595,0.69855,0.33387,0.41585,0.24922,15
0.3469,0.069914,0.41358,0.15358,0.92798,0.42982,8
0.15992,0.72817,0.5217,0.18178,0.88115,0.15363,12
0.15206,0.24901,0.71365,0.54762,0.21352,0.36461,14
0.74996,0.98212,0.76526,0.017443,0.36684,0.88308,4
0.38471,0.78235,0.93023,0.39645,0.56772,0.38428,10
0.74775,0.98088,0.76231,0.01454,0.36723,0.88069,4
0.95335,0.51726,0.68894,0.12311,0.206,0.25487,2
0.35453,0.070518,0.41153,0.15228,0.92785,0.43516,8
0.58184,0.91785,0.57861,0.047371,0.85293,0.11652,13
0.19941,0.015542,0.93279,0.41543,0.051913,0.90333,1
0.14862,0.73793,0.50227,0.16676,0.92645,0.15751,12
0.14593,0.72375,0.50336,0.18938,0.88941,0.14577,12
0.97323,0.53345,0.68815,0.10789,0.23282,0.25072,2
0.70039,0.84752,0.63341,0.6301,0.36732,0.30002,7
0.70551,0.8507,0.63688,0.63252,0.36766,0.30132,7
0.75028,0.9812,0.76794,0.016854,0.3695,0.88276,4
0.15166,0.73242,0.52031,0.18524,0.87807,0.15729,12
0.19983,0.016632,0.9338,0.41738,0.048544,0.90361,1
0.68732,0.082863,0.77314,0.83643,1.0343,0.75714,0
0.58933,0.91384,0.58252,0.04854,0.84333,0.1168,13
0.75034,0.98149,0.76641,0.016931,0.36569,0.88204,4
0.74925,0.98245,0.76459,0.016864,0.36708,0.88179,4
0.19957,0.01831,0.93412,0.41668,0.050597,0.9025,1
0.19876,0.017167,0.93161,0.41608,0.051428,0.9016,1
0.14623,0.24511,0.71511,0.54754,0.21726,0.36494,14
0.70044,0.84793,0.63149,0.63384,0.36723,0.3004,7
0.70052,0.84965,0.63228,0.63614,0.36698,0.30144,7
0.7494,0.98365,0.76809,0.015039,0.36737,0.88374,4
0.90039,0.16674,0.34832,0.20026,0.15075,0.2996,5
0.34765,0.070863,0.41863,0.14521,0.92833,0.43019,8
0.96837,0.53764,0.68208,0.11438,0.23126,0.26173,2
0.71343,0.51654,0.95441,0.077722,0.34916,0.80178,6
0.15239,0.25115,0.71741,0.54927,0.21823,0.36854,14
0.75,0.98314,0.76591,0.019833,0.37096,0.88294,4
0.58641,0.9149,0.58524,0.051736,0.84877,0.1171,13
0.89842,0.16567,0.35175,0.19976,0.14961,0.29732,5
0.15778,0.73994,0.50822,0.19444,0.90386,0.14682,12
0.89748,0.16628,0.34766,0.19696,0.14889,0.29768,5
0.6951,0.8105,0.58954,0.16828,0.75689,0.13297,0
0.71831,0.5165,0.95068,0.082422,0.35068,0.79888,6
0.71264,0.51282,0.95191,0.088594,0.34477,0.79154,6
0.90186,0.15441,0.35885,0.20146,0.15218,0.30506,5
0.58477,0.91242,0.58506,0.047859,0.8491,0.11867,13
0.19919,0.01617,0.93175,0.41554,0.048268,0.90178,1
0.14878,0.7144,0.49322,0.17391,0.88897,0.17046,12
0.14592,0.72298,0.51425,0.18885,0.89634,0.15683,12
0.017715,0.31701,0.6988,0.33394,0.41565,0.24953,15
0.13516,0.73434,0.51268,0.17596,0.88733,0.13975,12
0.18239,0.11463,0.55761,0.12977,0.35422,0.75839,0
0.35226,0.062,0.41996,0.14639,0.92807,0.43669,8
0.2006,0.016403,0.93401,0.41682,0.048418,0.90314,1
0.19893,0.018665,0.93137,0.41759,0.051758,0.90438,1
0.74953,0.98334,0.76363,0.018586,0.36807,0.88188,4
0.20136,0.017044,0.93262,0.41849,0.050146,0.90143,1
0.15852,0.73416,0.51416,0.16892,0.89359,0.14052,12
0.15142,0.7462,0.52576,0.18131,0.88737,0.13387,12
0.14725,0.25254,0.7173,0.55162,0.21584,0.36238,14
0.15047,0.74513,0.52685,0.19105,0.89803,0.14329,12
0.71623,0.51663,0.95001,0.083485,0.34933,0.80027,6
0.71511,0.51432,0.94828,0.083775,0.35088,0.80101,6
0.69985,0.8497,0.63313,0.63341,0.36569,0.30314,7
0.75125,0.9831,0.76473,0.017486,0.36516,0.88313,4
0.19952,0.016539,0.93383,0.41754,0.051721,0.90205,1
0.34814,0.069785,0.41892,0.14598,0.93253,0.42915,8
0.75104,0.981,0.76407,0.016847,0.36596,0.88242,4
0.75017,0.9819,0.76663,0.017468,0.36625,0.88181,4
0.15199,0.7215,0.45416,0.34264,0.4118,0.8375,0
0.15699,0.25362,0.71671,0.55319,0.21842,0.37281,14
0.74998,0.97982,0.76349,0.015864,0.3663,0.88428,4
0.89313,0.1659,0.3462,0.20297,0.14573,0.3026,5
0.14941,0.71946,0.51205,0.17121,0.89168,0.16005,12
0.96634,0.48338,0.24983,0.55006,0.050168,0.3337,11
0.54948,0.25387,0.15419,0.41288,0.93847,0.69619,0
0.19953,0.016178,0.9316,0.41689,0.048113,0.90147,1
0.6661,0.43256,0.58565,0.23228,0.85355,0.069413,9
0.96602,0.53923,0.68719,0.12232,0.2348,0.25145,2
0.35185,0.064617,0.41491,0.15444,0.93328,0.43602,8
0.96583,0.48292,0.25051,0.54968,0.049526,0.33313,11
0.34619,0.062718,0.41866,0.14647,0.9277,0.42941,8
0.15094,0.24656,0.71667,0.54979,0.21499,0.36736,14
0.053366,0.45853,0.26453,0.077306,0.11166,0.45298,0
0.69948,0.84679,0.63385,0.63048,0.3672,0.30175,7
0.080236,0.42522,0.033487,0.94171,0.62242,0.050729,0
0.19761,0.017755,0.93027,0.41647,0.050991,0.90419,1
0.69979,0.84803,0.63199,0.63343,0.36632,0.29823,7
0.37696,0.35273,0.77999,0.94004,1.1926,0.67495,0
0.66532,0.43299,0.58397,0.23196,0.85034,0.066553,9
0.13554,0.73181,0.51756,0.1671,0.90854,0.16056,12
0.584,0.90836,0.58252,0.04962,0.84849,0.12672,13
0.018088,0.31629,0.69895,0.33199,0.41726,0.24884,15
0.66932,0.43146,0.58262,0.23339,0.85016,0.06602,9
0.9662,0.48357,0.24932,0.55029,0.049463,0.33303,11
0.66819,0.4352,0.58135,0.23336,0.85378,0.064932,9
0.14889,0.24603,0.71356,0.54922,0.22018,0.36303,14
0.96589,0.48336,0.24965,0.5495,0.049768,0.33312,11
0.38059,0.7813,0.93169,0.39877,0.56653,0.38181,10
0.016742,0.31742,0.70007,0.33281,0.41659,0.24973,15
0.20088,0.0181,0.93161,0.41487,0.048463,0.90295,1
0.20096,0.017319,0.93122,0.41813,0.049197,0.9006,1
0.75103,0.98278,0.76511,0.017853,0.3679,0.88065,4
0.74941,0.98193,0.76485,0.018471,0.36717,0.88281,4
0.74892,0.98419,0.76848,0.016707,0.3651,0.88286,4
0.75291,0.98271,0.76649,0.013712,0.365,0.88385,4
0.19882,0.015215,0.93243,0.41699,0.048335,0.90301,1
0.88631,0.75445,0.57458,0.56093,0.28755,0.19286,0
0.3473,0.062337,0.42051,0.15463,0.92811,0.43706,8
0.34434,0.063422,0.41347,0.15236,0.92865,0.43576,8
0.017719,0.31612,0.69954,0.33378,0.41602,0.25012,15
0.15488,0.71773,0.5149,0.18436,0.90025,0.15931,12
0.72337,0.69429,0.16599,0.16563,0.17966,0.84484,3
0.7174,0.51759,0.9457,0.081871,0.34925,0.80298,6
0.71652,0.51572,0.95588,0.085849,0.34974,0.79573,6
0.19922,0.016924,0.93063,0.41696,0.051951,0.90147,1
0.34564,0.064132,0.42135,0.15281,0.92635,0.42934,8
0.3524,0.070349,0.41241,0.15167,0.92733,0.42644,8
0.15049,0.73511,0.51389,0.19209,0.90622,0.16109,12
0.16672,0.71098,0.52206,0.19683,0.8993,0.15789,12
0.20138,0.018059,0.93238,0.41603,0.050635,0.90407,1
0.75339,0.98496,0.76615,0.015518,0.36385,0.88093,4
0.38002,0.78428,0.92931,0.39977,0.56674,0.38527,10
0.15007,0.25762,0.71658,0.55045,0.21891,0.36868,14
0.15828,0.73533,0.50515,0.18,0.9019,0.15374,12
0.20059,0.015815,0.93188,0.41623,0.048972,0.9025,1
0.58551,0.91053,0.58741,0.051142,0.85253,0.11925,13
0.38493,0.78301,0.93426,0.40138,0.56732,0.38238,10
0.58426,0.91191,0.57486,0.05004,0.84704,0.11726,13
0.69995,0.84954,0.63296,0.63235,0.36751,0.30214,7
0.71883,0.51457,0.95165,0.084466,0.3471,0.79812,6
0.75063,0.98283,0.76579,0.016225,0.36853,0.88367,4
0.96796,0.52991,0.68584,0.12049,0.23174,0.25653,2
0.89877,0.16686,0.35023,0.19964,0.14972,0.29979,5
0.58417,0.91601,0.58679,0.046561,0.85215,0.115,13
0.7517,0.98362,0.7671,0.017428,0.36577,0.88102,4
0.38196,0.78344,0.93131,0.40112,0.56705,0.3873,10
0.69822,0.84863,0.63469,0.63092,0.36535,0.30119,7
0.96611,0.48387,0.24981,0.55006,0.049881,0.33293,11
0.38271,0.78414,0.93095,0.39787,0.56358,0.38442,10
0.75141,0.98253,0.76521,0.01484,0.36686,0.88086,4
0.16887,0.7311,0.49756,0.16549,0.89693,0.15809,12
0.69713,0.84818,0.63095,0.63448,0.36319,0.30058,7
0.7184,0.69538,0.16531,0.16843,0.18421,0.8469,3
0.66755,0.43404,0.58523,0.23587,0.84979,0.060186,9
0.20053,0.017532,0.93364,0.41614,0.050533,0.90104,1
0.71339,0.51307,0.94963,0.082829,0.35408,0.80443,6
0.19752,0.014852,0.93276,0.41665,0.049272,0.90324,1
0.71645,0.51819,0.95276,0.076813,0.35204,0.80424,6
0.72184,0.51788,0.95757,0.082266,0.35628,0.79865,6
0.5856,0.91483,0.5838,0.050653,0.84589,0.11754,13
0.20114,0.018621,0.93091,0.41847,0.049267,0.90193,1
0.19821,0.01535,0.93206,0.41574,0.048341,0.90389,1
0.71408,0.69703,0.16495,0.16972,0.1839,0.84632,3
0.19787,0.017944,0.93111,0.4167,0.049248,0.90178,1
0.70094,0.85005,0.63426,0.63364,0.36788,0.30147,7
0.67439,0.43198,0.58212,0.23207,0.84952,0.066983,9
0.715,0.51118,0.95673,0.084574,0.34804,0.7943,6
0.19831,0.017869,0.93378,0.41684,0.050241,0.90171,1
0.15677,0.73332,0.52584,0.17808,0.88529,0.15548,12
0.66939,0.43363,0.58057,0.22922,0.85182,0.066779,9
0.67012,0.43217,0.58413,0.23204,0.85206,0.067019,9
0.20143,0.017296,0.93288,0.41668,0.050262,0.90424,1
0.015378,0.31684,0.69752,0.33294,0.41716,0.25043,15
0.3551,0.06922,0.41421,0.15176,0.9259,0.42955,8
0.14806,0.25397,0.71401,0.55175,0.21409,0.37081,14
0.58445,0.91561,0.58204,0.048016,0.84764,0.11874,13
0.70169,0.85257,0.63421,0.63358,0.36695,0.30299,7
0.71736,0.51108,0.94612,0.085653,0.34943,0.80293,6
0.020009,0.16506,0.45867,0.78331,0.80329,0.68402,0
0.66775,0.43401,0.57874,0.23309,0.85061,0.062493,9
0.96629,0.48311,0.24969,0.54936,0.049993,0.33363,11
0.96597,0.48382,0.24939,0.55075,0.049972,0.33353,11
0.35221,0.07304,0.41921,0.14726,0.92497,0.43602,8
0.71558,0.69284,0.16769,0.16746,0.18609,0.8528,3
0.20062,0.016558,0.93288,0.4184,0.04971,0.9018,1
0.96622,0.48349,0.24986,0.55008,0.050018,0.33406,11
0.016241,0.31677,0.69877,0.3341,0.4149,0.24957,15
0.75124,0.98171,0.76318,0.017206,0.36838,0.88134,4
0.38237,0.78113,0.9338,0.39867,0.56889,0.38403,10
0.66857,0.43293,0.58122,0.2298,0.85039,0.064501,9
0.96665,0.51651,0.70379,0.11317,0.23564,0.2489,2
0.34669,0.069261,0.42154,0.14764,0.93415,0.4356,8
0.75264,0.98301,0.76651,0.015328,0.36705,0.88146,4
0.14933,0.24908,0.71336,0.54907,0.21505,0.36479,14
0.71859,0.69596,0.16747,0.16788,0.18256,0.84606,3
0.20072,0.01651,0.93283,0.41762,0.048732,0.90396,1
0.67035,0.43175,0.5826,0.23211,0.85105,0.059941,9
0.74942,0.98254,0.76584,0.015363,0.36734,0.88054,4
0.71861,0.5201,0.95169,0.083584,0.35004,0.80208,6
0.66923,0.43493,0.58402,0.23128,0.84879,0.0662,9
0.96596,0.48329,0.25018,0.54972,0.050033,0.33287,11
0.19865,0.015951,0.9322,0.41583,0.048912,0.90192,1
0.35218,0.069069,0.41422,0.14542,0.93789,0.43719,8
0.74889,0.98229,0.76462,0.018074,0.36933,0.88185,4
0.67419,0.19976,0.52268,0.46253,0.017542,0.37004,0
0.719,0.69633,0.16387,0.17168,0.18819,0.85192,3
0.1539,0.24966,0.7196,0.55201,0.21807,0.36805,14
0.58398,0.91477,0.58007,0.045026,0.84601,0.11942,13
0.15648,0.73591,0.51933,0.1724,0.90287,0.13253,12
0.75107,0.98157,0.76567,0.016504,0.36715,0.88347,4
0.74073,0.35147,0.4813,0.94218,0.42548,0.11029,0
0.59614,0.55287,0.34359,0.4051,0.6229,0.28523,0
0.75019,0.98176,0.76404,0.015411,0.36503,0.88083,4
0.58355,0.91527,0.57675,0.047617,0.84529,0.11683,13
0.7507,0.98318,0.76659,0.017354,0.36562,0.88384,4
0.74914,0.98447,0.76559,0.014498,0.36753,0.88131,4
0.14586,0.75139,0.50253,0.2029,0.91273,0.17233,12
0.75022,0.98366,0.76527,0.015943,0.36745,0.88395,4
0.20076,0.018119,0.93107,0.41828,0.050237,0.90197,1
0.38125,0.78141,0.93096,0.40007,0.56571,0.3825,10
0.71583,0.52056,0.95023,0.081835,0.34963,0.80084,6
0.30133,0.60824,0.17343,0.39473,0.12321,0.40855,0
0.20029,0.016676,0.93335,0.41636,0.050373,0.90344,1
0.966,0.48392,0.25052,0.55001,0.049895,0.33299,11
0.29871,0.20513,0.67689,0.72846,0.84122,0.36115,0
0.5846,0.91325,0.58542,0.051989,0.84281,0.11811,13
0.96615,0.48304,0.25015,0.55069,0.049934,0.33354,11
0.9809,0.533,0.68818,0.11909,0.22936,0.23685,2
0.71619,0.51269,0.95194,0.086724,0.34255,0.80253,6
0.71842,0.703,0.16609,0.16918,0.18695,0.84598,3
0.35297,0.069809,0.41366,0.15276,0.93328,0.43019,8
0.58333,0.91599,0.58559,0.046909,0.8469,0.12077,13
0.96679,0.48308,0.24998,0.54974,0.049881,0.33356,11
0.96915,0.53163,0.68627,0.11693,0.23274,0.25168,2
0.38924,0.4103,0.7444,0.016667,0.53686,0.1265,0
0.71303,0.70071,0.16788,0.1636,0.18724,0.85163,3
0.97809,0.53928,0.69624,0.11984,0.22698,0.25303,2
0.017646,0.31753,0.69916,0.33347,0.41477,0.2498,15
0.58389,0.91261,0.58019,0.041171,0.84769,0.11755,13
0.58332,0.90934,0.57635,0.051632,0.84749,0.11504,13
0.34795,0.069881,0.41429,0.14631,0.92553,0.42973,8
0.38089,0.7827,0.9305,0.39688,0.56467,0.38499,10
0.71526,0.52068,0.95234,0.083611,0.349,0.8009,6
0.58315,0.91692,0.58501,0.047657,0.84972,0.11705,13
0.74934,0.98382,0.76556,0.018308,0.36739,0.88017,4
0.16672,0.728,0.5178,0.18949,0.88119,0.1399,12
0.19872,0.018537,0.93188,0.41531,0.049747,0.90235,1
0.15583,0.72456,0.50919,0.18177,0.90532,0.15272,12
0.96605,0.48349,0.24945,0.55077,0.049786,0.33372,11
0.15167,0.24989,0.71339,0.54703,0.21963,0.36276,14
0.66746,0.43481,0.58232,0.23208,0.84938,0.069958,9
0.19871,0.018222,0.93218,0.41682,0.049324,0.90261,1
0.5825,0.91176,0.58195,0.047083,0.84941,0.11193,13
0.66674,0.43318,0.5852,0.23404,0.85133,0.066492,9
0.1979,0.01559,0.93262,0.4173,0.051875,0.90378,1
0.66924,0.43399,0.58127,0.23096,0.85,0.069328,9
0.74768,0.98381,0.76382,0.017856,0.36688,0.88,4
0.66932,0.43853,0.58591,0.23375,0.85312,0.06527,9
0.75067,0.98162,0.76498,0.013258,0.36617,0.88221,4
0.66595,0.43425,0.58193,0.23061,0.85238,0.069157,9
0.5798,0.90902,0.58435,0.049726,0.84553,0.12132,13
0.9661,0.48313,0.25042,0.54997,0.049799,0.33361,11
0.75118,0.98423,0.76446,0.01653,0.36765,0.88206,4
0.58363,0.91135,0.57793,0.056146,0.8505,0.12052,13
0.15323,0.24753,0.71679,0.55032,0.21737,0.36692,14
0.75049,0.9812,0.76672,0.017926,0.36543,0.88321,4
0.58335,0.9107,0.57942,0.048127,0.84621,0.11961,13
0.41609,0.12197,0.61987,0.34843,0.85947,0.65193,0
0.71695,0.51647,0.94994,0.083971,0.34974,0.80034,6
0.66732,0.43158,0.58263,0.2347,0.85159,0.065161,9
0.58021,0.90806,0.57717,0.052674,0.8452,0.12096,13
0.48432,0.72596,0.41808,0.49937,0.48157,0.72153,0
0.75068,0.98482,0.76778,0.015364,0.36864,0.88398,4
0.71521,0.51755,0.94881,0.084783,0.34962,0.80009,6
0.96623,0.48323,0.24989,0.54985,0.050027,0.33266,11
0.69948,0.84941,0.63329,0.63447,0.36802,0.30157,7
0.71113,0.51926,0.94959,0.081562,0.34416,0.78794,6
0.96605,0.48369,0.24985,0.55024,0.049432,0.3332,11
0.71735,0.51643,0.94992,0.084048,0.34856,0.80235,6
0.69681,0.85202,0.63251,0.63049,0.3664,0.29965,7
0.05386,0.03478,0.16532,0.58196,0.019615,0.47533,0
0.96496,0.53189,0.69608,0.11699,0.2315,0.26017,2
0.71644,0.51662,0.94982,0.083548,0.34919,0.80044,6
