@relation dens-diff_data_13-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
0.17112,0.48602,0.26112,0.66536,0.16004,0.93771,0.4777,0.53002,0.8681,0.48668,0.6941,0.41916,0.81163,0.54049,0.27862,0.44476,6
0.96879,0.97182,0.39806,0.26604,0.63412,0.067839,0.69471,0.90053,0.12895,0.86707,0.6312,0.4334,0.73139,0.36766,0.23366,0.80208,4
0.23434,0.15154,0.53375,0.44454,0.82858,0.50371,0.016448,0.66009,0.81719,0.41445,0.38943,0.02505,0.64558,0.89607,0.70191,0.47433,14
0.96905,0.96744,0.3987,0.26642,0.63468,0.067432,0.69919,0.89927,0.13387,0.86691,0.63423,0.43322,0.73326,0.36772,0.23357,0.79851,4
0.90243,0.84063,0.38674,0.73599,0.68803,0.43438,0.78104,0.4543,0.42061,0.95953,0.64688,0.53356,0.70758,0.31485,0.51973,0.45639,12
0.39507,0.7966,0.83488,0.96532,0.23611,0.53217,0.87006,0.73477,0.36896,0.56867,0.93648,0.26455,0.70237,0.46591,0.66271,0.59657,10
0.43526,0.56794,0.16499,0.30289,0.83061,0.069714,0.6305,0.83554,0.76764,0.30085,0.49808,0.63645,0.83262,0.33232,0.50126,0.49732,5
0.96776,0.96548,0.40042,0.26796,0.63065,0.06731,0.69773,0.89917,0.1331,0.86722,0.63423,0.43323,0.73266,0.36477,0.2327,0.79911,4
0.20188,0.22714,0.60333,0.93344,0.86314,0.13393,0.93641,0.5646,0.93366,0.29801,0.83704,0.70046,0.59619,0.83541,0.29933,0.63264,15
0.17601,0.54746,0.19942,0.75532,0.54012,0.52737,0.58403,0.95719,0.97405,0.90131,0.21683,0.37516,0.93609,0.41582,0.75766,0.80699,19
0.4315,0.335,0.32936,0.93982,0.43629,0.94066,0.030322,0.46948,0.2383,0.52651,0.8675,0.26328,0.30396,0.80067,0.46878,0.59264,16
0.17728,0.52584,0.19673,0.76788,0.52908,0.50206,0.56971,0.94037,0.95954,0.91019,0.20121,0.38739,0.93364,0.40539,0.73861,0.76603,19
0.81803,0.92838,0.85897,0.51606,0.39157,0.53172,0.15931,0.075948,0.028027,0.36608,0.89696,0.25216,0.93357,0.86642,0.33136,0.84348,20
0.40231,0.33232,0.40183,0.79923,0.67107,0.068957,0.70281,0.79662,0.90118,0.36336,0.86554,0.4638,0.83661,0.13156,0.064844,0.034949,11
0.96732,0.96447,0.39853,0.26859,0.63359,0.066715,0.69946,0.89914,0.13215,0.86755,0.63112,0.42946,0.73512,0.36767,0.23361,0.8012,4
0.50928,0.63359,0.49518,0.3377,0.75498,0.49739,0.90922,0.73358,0.63314,0.55141,0.608,0.54726,0.17536,0.75683,0.62959,0.41986,13
0.40083,0.79735,0.8319,0.97095,0.23512,0.53292,0.8702,0.73918,0.36654,0.56835,0.93562,0.26691,0.69972,0.47036,0.66644,0.59844,10
0.43056,0.43643,0.83328,0.099366,0.1342,0.1003,0.56683,0.86328,0.23263,0.95792,0.40003,0.93515,0.40022,0.034262,0.36315,0.49883,17
0.96652,0.97177,0.40225,0.26157,0.63034,0.068203,0.6984,0.90302,0.13752,0.86135,0.63565,0.42561,0.73665,0.36187,0.2331,0.79937,4
0.3997,0.33583,0.40267,0.79989,0.66855,0.065871,0.70208,0.80109,0.9018,0.3611,0.8639,0.46881,0.83452,0.13214,0.068664,0.03339,11
0.36655,0.26618,0.30025,0.43146,0.46657,0.56226,0.84683,0.90095,0.4361,0.60227,0.26984,0.67012,0.33452,0.40007,0.39316,0.89924,3
0.029892,0.061644,0.40055,0.56291,0.662,0.59352,0.53366,0.11061,0.57717,0.92747,0.86769,0.90147,0.7007,0.030786,0.76015,0.92807,1
0.026556,0.072682,0.40117,0.57007,0.66945,0.59438,0.52625,0.10342,0.56186,0.93999,0.87367,0.89072,0.69382,0.038615,0.7595,0.93966,1
0.25077,0.17731,0.56746,0.45782,0.83979,0.54934,0.037906,0.65236,0.8619,0.42142,0.4395,0.047342,0.66673,0.90357,0.76637,0.47546,14
0.83322,0.19987,0.1664,0.89957,0.23397,0.23366,0.33265,0.73213,0.36621,0.80077,0.066593,0.96577,0.53271,0.4663,0.033204,0.06668,2
0.037196,0.061199,0.38989,0.55952,0.67114,0.60327,0.52581,0.092896,0.56884,0.93958,0.87388,0.89335,0.70825,0.038801,0.76552,0.92826,1
0.396,0.33313,0.39981,0.80291,0.66736,0.06978,0.70332,0.79643,0.90595,0.36534,0.86535,0.46708,0.83535,0.13441,0.064218,0.034635,11
0.11085,0.11645,0.034123,0.94265,0.038393,0.63607,0.58403,0.81476,0.88622,0.88049,0.3778,0.51989,0.43755,0.79199,0.46117,0.51902,0
0.42812,0.57314,0.16441,0.29839,0.83283,0.069587,0.63379,0.83288,0.77051,0.29411,0.50554,0.63325,0.83822,0.33168,0.49974,0.50286,5
0.96871,0.072455,0.70438,0.79728,0.7715,0.3779,0.60002,0.043938,0.83513,0.039972,0.68249,0.86784,0.23554,0.80985,0.47363,0.57434,9
0.039381,0.069357,0.39114,0.57064,0.65872,0.60261,0.53435,0.096914,0.56129,0.9304,0.8677,0.89379,0.71131,0.043175,0.7701,0.93717,1
0.43253,0.56706,0.16816,0.29769,0.83598,0.066822,0.63362,0.83226,0.76694,0.29983,0.50087,0.63605,0.83129,0.33422,0.50195,0.49971,5
0.028878,0.062526,0.39246,0.55911,0.67207,0.60065,0.52742,0.096561,0.56137,0.93102,0.87512,0.90533,0.69953,0.028868,0.75371,0.92726,1
0.87496,0.03452,0.3253,0.83268,0.13715,0.73297,0.49986,0.60752,0.029131,0.26071,0.38962,0.69223,0.51647,0.39472,0.6702,0.37588,18
0.43753,0.57215,0.1637,0.29438,0.8363,0.069352,0.63762,0.82647,0.76789,0.30094,0.49974,0.63524,0.83469,0.33417,0.4925,0.50183,5
0.80678,0.92793,0.86586,0.51424,0.40959,0.53077,0.1506,0.072112,0.035034,0.364,0.90747,0.26877,0.93209,0.87352,0.3344,0.82079,20
0.97189,0.96528,0.40186,0.26682,0.63346,0.065553,0.69837,0.89921,0.13302,0.86652,0.63387,0.43974,0.73516,0.3692,0.23293,0.80395,4
0.87316,0.033803,0.33205,0.83289,0.1256,0.75153,0.50624,0.59941,0.032271,0.26438,0.39555,0.69336,0.50402,0.40436,0.68555,0.37716,18
0.027955,0.060599,0.39322,0.56145,0.66812,0.60188,0.53389,0.093217,0.56894,0.93964,0.87508,0.89176,0.70969,0.036617,0.75919,0.93819,1
0.86819,0.02249,0.33429,0.84592,0.13441,0.74368,0.49854,0.5977,0.023499,0.26973,0.39908,0.70293,0.50041,0.39523,0.66988,0.3639,18
0.43183,0.44355,0.84219,0.1189,0.12563,0.094825,0.57728,0.84944,0.22134,0.95125,0.39703,0.9417,0.42118,0.0624,0.36594,0.50774,17
0.31696,0.54885,0.50591,0.24021,0.65192,0.42133,0.805,0.67425,0.57831,0.51857,0.64097,0.36139,0.086594,0.67804,0.4621,0.45073,13
0.029631,0.06916,0.39427,0.56983,0.67216,0.60648,0.5254,0.10496,0.57253,0.93141,0.87495,0.89431,0.69862,0.036233,0.76701,0.92501,1
0.39507,0.79489,0.83252,0.96822,0.2355,0.53037,0.87036,0.73931,0.36814,0.56751,0.93727,0.26492,0.69814,0.46917,0.66887,0.60007,10
0.96784,0.96556,0.40094,0.2652,0.63124,0.066944,0.70026,0.90222,0.135,0.87095,0.6349,0.43467,0.73414,0.37205,0.23468,0.79628,4
0.91672,0.84059,0.44207,0.72987,0.7223,0.43323,0.77188,0.46122,0.46425,0.97767,0.6819,0.55736,0.72477,0.28874,0.50273,0.47505,12
0.96554,0.085293,0.70361,0.7969,0.77382,0.38302,0.59681,0.040344,0.83534,0.047287,0.679,0.87056,0.23944,0.81558,0.48038,0.57532,9
0.90041,0.86497,0.42964,0.73417,0.70046,0.43032,0.77095,0.46396,0.46984,0.95997,0.67136,0.57683,0.70045,0.29876,0.49883,0.46736,12
0.067303,0.67141,0.53849,0.074619,0.9395,0.80163,0.5675,0.33884,0.13359,0.27018,0.2377,0.80418,0.8403,0.40013,0.80127,0.068569,7
0.42595,0.57394,0.17209,0.30282,0.8338,0.06814,0.63881,0.84287,0.76858,0.30597,0.50036,0.63438,0.83519,0.33154,0.49885,0.49595,5
0.40226,0.33215,0.40365,0.80208,0.66709,0.069872,0.6988,0.79742,0.90355,0.36296,0.86542,0.46734,0.83219,0.13328,0.068233,0.032379,11
0.070321,0.67252,0.5367,0.067985,0.93711,0.80049,0.56722,0.33811,0.13344,0.27192,0.23853,0.8031,0.83953,0.40108,0.80125,0.068899,7
0.43588,0.56454,0.17106,0.29657,0.83024,0.070839,0.63219,0.83426,0.76861,0.30231,0.50005,0.63651,0.83446,0.33286,0.49536,0.50264,5
0.83373,0.20154,0.16541,0.899,0.23392,0.23537,0.33279,0.73335,0.3651,0.7989,0.067303,0.96325,0.53433,0.46684,0.030367,0.067493,2
0.16811,0.53024,0.19665,0.76717,0.54534,0.51371,0.57261,0.95205,0.96012,0.91641,0.20352,0.36252,0.93551,0.39904,0.73459,0.77597,19
0.40068,0.79893,0.83377,0.97021,0.23717,0.53134,0.87443,0.73441,0.36785,0.56954,0.9353,0.26963,0.69912,0.46457,0.66892,0.60047,10
0.038196,0.061392,0.39282,0.56435,0.66866,0.58945,0.52472,0.094557,0.56332,0.94061,0.87702,0.8928,0.70192,0.028889,0.75549,0.92629,1
0.070153,0.67352,0.54152,0.071683,0.93769,0.80645,0.56747,0.33794,0.13372,0.27277,0.23714,0.80715,0.84046,0.40109,0.80241,0.070407,7
0.78392,0.91905,0.88059,0.50518,0.39105,0.55032,0.19936,0.0576,0.039981,0.36695,0.89527,0.25455,0.90238,0.84683,0.33396,0.84081,20
0.4327,0.56619,0.16708,0.30287,0.83439,0.066026,0.63275,0.83077,0.76533,0.29974,0.49964,0.63213,0.83321,0.33331,0.50001,0.50024,5
0.42985,0.33736,0.33057,0.93701,0.43658,0.93673,0.0357,0.47015,0.24069,0.53389,0.8592,0.27016,0.30381,0.80391,0.47008,0.59686,16
0.43026,0.43694,0.83287,0.099834,0.13429,0.10009,0.56629,0.86251,0.23297,0.95821,0.40048,0.93437,0.39998,0.03349,0.36428,0.49879,17
0.80203,0.94455,0.8604,0.51241,0.40174,0.53464,0.16562,0.068914,0.034877,0.36894,0.90498,0.26158,0.93256,0.86554,0.33175,0.83257,20
0.0699,0.67124,0.5373,0.070989,0.93967,0.80231,0.56694,0.33949,0.13422,0.27058,0.2367,0.80347,0.84124,0.40252,0.80066,0.07001,7
0.40066,0.331,0.39878,0.80092,0.6666,0.067722,0.69779,0.79617,0.90545,0.36281,0.86106,0.46535,0.83294,0.13437,0.064054,0.036198,11
0.24734,0.13597,0.53811,0.43395,0.81799,0.53406,0.018208,0.67292,0.82832,0.42607,0.39861,0.038218,0.61952,0.90045,0.71682,0.46443,14
0.86752,0.030524,0.33966,0.8385,0.12678,0.73529,0.50466,0.59782,0.033935,0.26235,0.39149,0.68679,0.50145,0.40231,0.67571,0.36787,18
0.20403,0.23543,0.61068,0.93488,0.86383,0.13288,0.93832,0.56479,0.93228,0.29971,0.83274,0.69978,0.5987,0.83629,0.29903,0.63145,15
0.39733,0.80035,0.82878,0.96721,0.23815,0.53292,0.8719,0.73492,0.36523,0.57104,0.93881,0.26609,0.70125,0.46732,0.66891,0.59629,10
0.43601,0.56666,0.16364,0.29377,0.83709,0.071704,0.63302,0.82532,0.76504,0.30342,0.50303,0.63549,0.84094,0.33223,0.50006,0.50188,5
0.4282,0.43096,0.84094,0.094793,0.13452,0.098193,0.56428,0.86916,0.22813,0.96025,0.39666,0.94079,0.38843,0.030503,0.36481,0.49893,17
0.034461,0.77526,0.74418,0.59987,0.84259,0.69787,0.33333,0.73708,0.84936,0.59533,0.13681,0.83308,0.46943,0.5129,0.9372,0.08321,0
0.89791,0.8747,0.42621,0.7524,0.70157,0.44,0.74802,0.46517,0.46994,0.95889,0.6783,0.55255,0.70224,0.30085,0.5088,0.46005,12
0.86044,0.041565,0.33205,0.83127,0.12987,0.7428,0.50607,0.60054,0.033106,0.27104,0.38652,0.70094,0.49109,0.40059,0.68228,0.36369,18
0.96505,0.077002,0.70257,0.79488,0.76985,0.37778,0.59962,0.041202,0.8444,0.043555,0.68108,0.86604,0.23459,0.81143,0.47903,0.5768,9
0.42987,0.33581,0.33769,0.92999,0.43644,0.93875,0.036773,0.46151,0.23948,0.53333,0.86836,0.2688,0.30157,0.80229,0.46314,0.60298,16
0.1612,0.4856,0.27405,0.66189,0.16139,0.94615,0.47753,0.54019,0.86999,0.50278,0.69016,0.43523,0.81104,0.52806,0.25724,0.43065,6
0.97026,0.96751,0.39915,0.26629,0.63446,0.067935,0.69862,0.89722,0.13395,0.86653,0.63372,0.43216,0.7337,0.3648,0.23059,0.79726,4
0.87992,0.034776,0.34261,0.83316,0.13284,0.73735,0.50913,0.59972,0.024495,0.26583,0.39909,0.68862,0.50505,0.40061,0.67771,0.37088,18
0.39636,0.79652,0.83537,0.97054,0.23424,0.53537,0.87175,0.73569,0.36565,0.56978,0.93756,0.26774,0.70217,0.46392,0.66395,0.59653,10
0.96538,0.96246,0.40562,0.26713,0.63386,0.069403,0.69763,0.89672,0.12898,0.86066,0.6305,0.44059,0.73097,0.36806,0.22731,0.79474,4
0.83363,0.19871,0.16604,0.9013,0.23488,0.23183,0.33129,0.73517,0.36369,0.80001,0.067027,0.96561,0.53243,0.46679,0.0308,0.066218,2
0.43432,0.56981,0.16386,0.29333,0.8407,0.066927,0.63163,0.83669,0.76664,0.30424,0.50463,0.63545,0.83553,0.32587,0.50445,0.5026,5
0.87947,0.031095,0.33272,0.8355,0.13046,0.74225,0.50111,0.60468,0.032312,0.25761,0.40748,0.7047,0.50212,0.39014,0.66545,0.37643,18
0.80211,0.93461,0.86652,0.50013,0.39983,0.53353,0.1665,0.0683,0.032272,0.36646,0.90582,0.26703,0.93295,0.86695,0.33482,0.8314,20
0.5096,0.46824,0.20352,0.46991,0.40183,0.038283,0.45052,0.30362,0.63887,0.57294,0.075218,0.50471,0.78396,0.46281,0.88717,0.22556,8
0.31248,0.61699,0.46618,0.26969,0.69072,0.38373,0.85066,0.67415,0.62299,0.49796,0.64081,0.35431,0.077377,0.68663,0.46386,0.44055,13
0.30147,0.68994,0.52583,0.24489,0.7041,0.44954,0.76782,0.73597,0.67547,0.57637,0.54915,0.45261,0.098688,0.73301,0.44432,0.43277,13
0.44074,0.43402,0.83569,0.097057,0.14021,0.11318,0.56569,0.84905,0.2388,0.95421,0.40751,0.94295,0.40973,0.021994,0.37418,0.50432,17
0.41095,0.712,0.54706,0.20592,0.67896,0.45838,0.92554,0.81488,0.60755,0.61351,0.6228,0.3801,0.15501,0.69112,0.55123,0.50504,13
0.17437,0.54257,0.18529,0.76909,0.53976,0.50621,0.57395,0.9304,0.9868,0.91629,0.22576,0.36209,0.93368,0.42043,0.73745,0.76976,19
0.33394,0.59959,0.4403,0.1518,0.6728,0.37283,0.84493,0.72602,0.57124,0.56764,0.63705,0.35144,0.11793,0.61352,0.40414,0.44055,13
0.15955,0.49983,0.27754,0.67709,0.1739,0.95439,0.46084,0.54485,0.8707,0.50238,0.69268,0.42564,0.79804,0.52897,0.26002,0.42176,6
0.40151,0.33213,0.40177,0.80464,0.66954,0.067956,0.70366,0.79837,0.90181,0.36703,0.86603,0.46292,0.83163,0.13315,0.068649,0.031162,11
0.18425,0.52106,0.21861,0.79596,0.52414,0.49073,0.56667,0.9403,0.9834,0.91151,0.18339,0.3418,0.93883,0.41037,0.71961,0.76913,19
0.8267,0.44269,0.83981,0.60274,0.16802,0.52952,0.10357,0.34468,0.76109,0.64846,0.33791,0.11398,0.81175,0.49063,0.61751,0.29959,0
0.42984,0.56626,0.16781,0.29775,0.83398,0.066819,0.61929,0.83809,0.76635,0.29499,0.50692,0.63374,0.83545,0.33399,0.49393,0.49924,5
0.16159,0.50216,0.27431,0.67488,0.15957,0.93247,0.46223,0.54071,0.85606,0.48873,0.70801,0.43596,0.81261,0.5415,0.26255,0.43029,6
0.45047,0.42844,0.83554,0.093978,0.13439,0.094466,0.58106,0.8565,0.24038,0.95947,0.41936,0.94649,0.40704,0.019419,0.32947,0.51452,17
0.96848,0.96646,0.39983,0.26695,0.63307,0.066803,0.69922,0.89881,0.1326,0.86593,0.63344,0.43414,0.73368,0.36603,0.23341,0.80047,4
0.17369,0.49652,0.27488,0.66631,0.16905,0.93092,0.4643,0.53965,0.8714,0.48793,0.70612,0.43629,0.80079,0.54262,0.2733,0.4402,6
0.8265,0.20028,0.16603,0.89177,0.22654,0.23607,0.33185,0.73367,0.36554,0.79731,0.067274,0.96902,0.52977,0.46759,0.038285,0.064171,2
0.80164,0.93413,0.86332,0.50395,0.40685,0.53584,0.16665,0.07075,0.035943,0.36783,0.91449,0.26505,0.93184,0.8672,0.32539,0.82401,20
0.96754,0.97284,0.39485,0.26866,0.62824,0.064728,0.69752,0.89319,0.13797,0.86851,0.63332,0.42919,0.72994,0.36678,0.23567,0.80164,4
0.068959,0.67366,0.53668,0.071123,0.93943,0.80318,0.5669,0.33762,0.1347,0.26969,0.23738,0.80368,0.83981,0.40252,0.80098,0.069103,7
0.40153,0.33377,0.40188,0.80138,0.66886,0.066456,0.70206,0.79901,0.90549,0.36569,0.86477,0.46458,0.83453,0.13212,0.063746,0.033715,11
0.96723,0.96854,0.40281,0.26601,0.63214,0.067733,0.70087,0.89751,0.13275,0.86471,0.63427,0.43311,0.7314,0.36509,0.23425,0.80066,4
0.39939,0.33455,0.39861,0.79811,0.67107,0.068232,0.6995,0.80214,0.90101,0.36577,0.86679,0.46478,0.83114,0.13506,0.064031,0.034917,11
0.39768,0.7939,0.83049,0.97211,0.23467,0.53255,0.87166,0.73405,0.3688,0.56986,0.93779,0.27011,0.70466,0.4703,0.66478,0.59886,10
0.39912,0.79897,0.82925,0.97074,0.23518,0.5349,0.87079,0.73339,0.3695,0.56802,0.93533,0.26533,0.70344,0.46685,0.66195,0.59912,10
0.30991,0.61315,0.48608,0.22185,0.69354,0.39952,0.83212,0.71322,0.57172,0.50847,0.58359,0.34714,0.060523,0.69604,0.42628,0.47914,13
0.37726,0.58198,0.51398,0.096501,0.6454,0.42031,0.84806,0.67592,0.68466,0.49712,0.57249,0.35815,0.032679,0.69786,0.37343,0.40336,13
0.86886,0.024591,0.33254,0.83653,0.13788,0.74042,0.50676,0.60114,0.022161,0.26229,0.39778,0.70522,0.50096,0.39074,0.6819,0.36585,18
0.030642,0.072146,0.40038,0.57717,0.65941,0.60391,0.52456,0.09653,0.56323,0.93112,0.86433,0.8905,0.70859,0.028409,0.76625,0.92617,1
0.96548,0.071826,0.70392,0.79518,0.76942,0.37872,0.60113,0.043376,0.84262,0.039367,0.6869,0.86735,0.23773,0.80817,0.47673,0.57587,9
0.80492,0.9353,0.86682,0.49511,0.39655,0.53236,0.16511,0.069283,0.035112,0.36617,0.90455,0.26362,0.92959,0.86965,0.33554,0.8325,20
0.43277,0.56726,0.1662,0.30103,0.83439,0.066266,0.63421,0.83224,0.76678,0.3003,0.49994,0.63367,0.83308,0.3337,0.49966,0.50023,5
0.79512,0.92857,0.87703,0.49665,0.40946,0.5202,0.17396,0.061757,0.036919,0.36521,0.89789,0.25503,0.93864,0.85652,0.32131,0.81733,20
0.8335,0.20081,0.16599,0.89956,0.23441,0.23344,0.33306,0.73191,0.36638,0.8004,0.066167,0.96634,0.53342,0.46626,0.033348,0.067043,2
0.39658,0.33529,0.39804,0.80005,0.6683,0.064917,0.7031,0.79928,0.90139,0.36531,0.8636,0.4672,0.83174,0.13036,0.064004,0.031434,11
0.96747,0.96973,0.39832,0.26671,0.62945,0.067733,0.6979,0.89732,0.13573,0.86858,0.6334,0.43449,0.73074,0.36578,0.23384,0.79942,4
0.43039,0.43641,0.83298,0.099793,0.13371,0.099988,0.56625,0.86269,0.23284,0.95822,0.40031,0.93442,0.40026,0.033308,0.36411,0.49871,17
0.96782,0.96615,0.40006,0.26659,0.6332,0.066445,0.69906,0.89929,0.13335,0.86669,0.63348,0.43408,0.7334,0.36608,0.23329,0.80007,4
0.037358,0.070409,0.40323,0.56013,0.66785,0.60693,0.52625,0.10371,0.57139,0.93766,0.86839,0.90114,0.6995,0.037269,0.7664,0.93513,1
0.44078,0.43238,0.8408,0.11161,0.12902,0.1066,0.57737,0.8638,0.24715,0.96837,0.40127,0.93544,0.38759,0.035993,0.36093,0.49511,17
0.86834,0.030905,0.32922,0.83499,0.12518,0.74258,0.51016,0.60657,0.03155,0.26801,0.3981,0.69388,0.50877,0.4025,0.66871,0.37299,18
0.80614,0.94426,0.87226,0.49709,0.38991,0.5291,0.15772,0.066741,0.037571,0.36008,0.90124,0.25879,0.94409,0.87599,0.32681,0.82649,20
0.34808,0.63476,0.52828,0.2034,0.67669,0.47282,0.83688,0.81112,0.6153,0.56893,0.64996,0.43732,0.071626,0.67857,0.45297,0.49486,13
0.79861,0.94027,0.86648,0.49489,0.38515,0.53529,0.16038,0.059761,0.0283,0.36547,0.9072,0.25636,0.93469,0.86663,0.33721,0.83534,20
0.39561,0.79618,0.83108,0.97191,0.2334,0.53155,0.87283,0.73873,0.36777,0.57084,0.93828,0.26747,0.70246,0.46932,0.66344,0.59956,10
0.42853,0.43792,0.83244,0.099714,0.13471,0.099524,0.56574,0.86188,0.23376,0.95724,0.39754,0.93425,0.40017,0.033774,0.36218,0.49758,17
0.82995,0.1968,0.16658,0.89966,0.23382,0.23259,0.33179,0.73104,0.36877,0.80077,0.066077,0.96465,0.53121,0.4644,0.032851,0.063296,2
0.96808,0.96601,0.40048,0.26646,0.63407,0.066954,0.69947,0.89917,0.13275,0.86673,0.63302,0.43385,0.73337,0.366,0.23319,0.80001,4
0.39558,0.80025,0.83143,0.97104,0.23538,0.53025,0.87264,0.73387,0.36615,0.57185,0.93297,0.26569,0.70159,0.46464,0.66484,0.59649,10
0.86603,0.03588,0.32825,0.83445,0.12902,0.74701,0.48987,0.60225,0.044299,0.25351,0.41179,0.69996,0.51704,0.40646,0.67271,0.37527,18
0.43209,0.56902,0.16802,0.29859,0.8333,0.067939,0.63227,0.83325,0.76788,0.29851,0.50165,0.63269,0.83331,0.33283,0.4994,0.5015,5
0.96643,0.97489,0.39609,0.25923,0.63635,0.068207,0.69519,0.89316,0.1372,0.87567,0.63762,0.43506,0.73683,0.36014,0.23782,0.80576,4
