@relation dens-diff_data_7-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
0.84925,0.8606,0.46073,0.5987,0.94637,0.34747,0.41973,0.59731,0.32806,0.34175,0.60659,0.45891,0.75416,0.7308,0.80024,0.86447,0.065697,0.19794,0.85088,0.48632,0.056855,9
0.06533,0.30631,0.86586,0.18447,0.59545,0.33695,0.85937,0.37878,0.5315,0.19457,0.48417,0.75499,0.35767,0.87702,0.52029,0.68923,0.24298,0.82876,0.14157,0.59674,0.78904,7
0.073682,0.34712,0.86986,0.25372,0.60389,0.3057,0.81872,0.40526,0.53711,0.22283,0.48556,0.67317,0.27561,0.88587,0.54338,0.6887,0.26054,0.81898,0.11585,0.50991,0.80926,7
0.93389,0.93732,0.26574,0.53672,0.33607,0.33569,0.94189,0.069496,0.065861,0.60301,0.26187,0.2023,0.068725,0.39843,0.66653,0.33695,0.13495,0.27265,0.069607,0.86445,0.80302,27
0.40023,0.80858,0.13223,0.20541,0.59801,0.52654,0.33444,0.72937,0.33278,0.66092,0.26737,0.73314,0.66424,0.19519,0.063776,0.80056,0.80228,0.46524,0.26689,0.32835,0.67249,1
0.80225,0.27062,0.40485,0.67678,0.13919,0.66136,0.27472,0.86564,0.075975,0.34138,0.072286,0.54661,0.47246,0.53298,0.13445,0.87944,0.93103,0.67222,0.67223,0.54129,0.13559,12
0.19979,0.33535,0.93078,0.33185,0.26343,0.60039,0.6709,0.86431,0.39748,0.20429,0.86576,0.332,0.73427,0.86195,0.39903,0.92919,0.66561,0.064894,0.79887,0.40252,0.92938,10
0.80036,0.066235,0.13578,0.8747,0.33962,0.7991,0.93559,0.066401,0.26267,0.33482,0.32932,0.93364,0.46897,0.87701,0.32947,0.94264,0.93617,0.80105,0.46712,0.66909,0.27123,6
0.80285,0.066929,0.13345,0.87227,0.33052,0.80428,0.93938,0.069592,0.26325,0.33468,0.3312,0.93522,0.47003,0.87318,0.33228,0.93956,0.9436,0.79786,0.47221,0.66917,0.26694,6
0.93455,0.93832,0.26556,0.5384,0.3352,0.33203,0.93696,0.069097,0.068968,0.60713,0.2651,0.20022,0.065572,0.40256,0.66338,0.33392,0.13112,0.27002,0.070254,0.86453,0.80385,27
0.80246,0.27527,0.40965,0.67733,0.1429,0.66375,0.27126,0.86676,0.080864,0.33733,0.068241,0.55068,0.47274,0.53449,0.13793,0.87746,0.93082,0.6719,0.67333,0.54767,0.13427,12
0.61094,0.57991,0.86346,0.20564,0.071161,0.39942,0.6613,0.25895,0.26666,0.7994,0.268,0.53113,0.86955,0.3764,0.45974,0.4007,0.31992,0.19435,0.47601,0.80799,0.25476,22
0.80367,0.064061,0.13752,0.87782,0.33519,0.80241,0.93878,0.063194,0.26585,0.33422,0.33313,0.93484,0.46925,0.87089,0.33413,0.93736,0.9401,0.80144,0.47301,0.66801,0.26352,6
0.72211,0.11644,0.58684,0.25417,0.054755,0.46006,0.79133,0.07911,0.61166,0.81416,0.45897,0.25682,0.40747,0.94181,0.54438,0.86367,0.32828,0.81894,0.85013,0.28045,0.34075,16
0.87539,0.73728,0.80235,0.20936,0.33609,0.85911,0.14849,0.64843,0.87328,0.87359,0.19222,0.67935,0.47869,0.21551,0.3391,0.59526,0.31812,0.20196,0.21258,0.19912,0.79986,5
0.62178,0.59922,0.86492,0.20022,0.085617,0.4009,0.66725,0.27204,0.26118,0.80857,0.27365,0.52144,0.85682,0.40092,0.46534,0.38736,0.32303,0.19984,0.45418,0.80842,0.27034,22
0.33643,0.65081,0.86683,0.20869,0.67195,0.2729,0.53077,0.59089,0.86847,0.20226,0.87778,0.40131,0.74105,0.39427,0.39077,0.34517,0.33678,0.92958,0.1984,0.72638,0.9269,23
0.80208,0.27044,0.40693,0.67955,0.14141,0.66497,0.27666,0.86735,0.07432,0.33659,0.068293,0.55298,0.47199,0.53357,0.13446,0.87862,0.93195,0.67208,0.67118,0.54174,0.13458,12
0.59802,0.9433,0.91739,0.17428,0.054206,0.25969,0.066731,0.77898,0.59736,0.19578,0.37138,0.86701,0.6015,0.86505,0.45444,0.52772,0.67302,0.32031,0.272,0.73132,0.53099,24
0.14622,0.8302,0.81945,0.55196,0.96122,0.14523,0.74926,0.87797,0.40939,0.7241,0.28085,0.60939,0.60626,0.36288,0.76982,0.54869,0.13605,0.20773,0.15642,0.91367,0.14467,18
0.46546,0.8453,0.93281,0.12891,0.46935,0.60353,0.25078,0.87282,0.92129,0.70173,0.73673,0.84824,0.58332,0.25587,0.45236,0.2471,0.61691,0.53845,0.2483,0.1236,0.15361,21
0.33946,0.65773,0.87094,0.20197,0.67165,0.27409,0.52877,0.59432,0.88126,0.21271,0.89142,0.40257,0.73657,0.38141,0.39472,0.32712,0.32189,0.9384,0.19835,0.74001,0.91152,23
0.036295,0.28679,0.82496,0.16208,0.57283,0.33937,0.87192,0.38731,0.52492,0.20126,0.4318,0.70829,0.37079,0.82044,0.56293,0.70163,0.22916,0.78481,0.1265,0.60425,0.86098,7
0.16142,0.82861,0.82439,0.54326,0.95637,0.14398,0.75567,0.88274,0.41396,0.72825,0.27999,0.61023,0.6031,0.35266,0.76011,0.54853,0.1404,0.20678,0.15079,0.91891,0.14038,18
0.11353,0.33123,0.95443,0.14331,0.57095,0.37016,0.84417,0.40234,0.52149,0.1538,0.45152,0.78976,0.30257,0.83199,0.52304,0.73471,0.22809,0.86072,0.089825,0.6145,0.83464,7
0.21192,0.27317,0.39562,0.51941,0.92547,0.8746,0.4315,0.1295,0.52369,0.41803,0.54552,0.72592,0.14196,0.45855,0.12578,0.075963,0.53933,0.59817,0.33966,0.7883,0.46922,11
0.19891,0.33011,0.93644,0.33429,0.26434,0.6045,0.6711,0.86381,0.40463,0.2046,0.86994,0.33564,0.73101,0.85723,0.3988,0.92314,0.66645,0.068522,0.80082,0.40286,0.93421,10
0.83838,0.12773,0.41725,0.40107,0.81089,0.40898,0.68475,0.26312,0.47854,0.5579,0.4508,0.39471,0.89599,0.31639,0.39402,0.54379,0.52818,0.71137,0.20013,0.71479,0.55121,25
0.13494,0.67006,0.19768,0.8021,0.66855,0.33645,0.80015,0.13098,0.068468,0.13181,0.86371,0.13655,0.80432,0.20283,0.66557,0.3314,0.79483,0.46282,0.13469,0.33722,0.86974,19
0.63446,0.59798,0.88947,0.19869,0.074977,0.39503,0.65649,0.27699,0.25623,0.79758,0.2714,0.5464,0.86836,0.37093,0.45176,0.40593,0.35005,0.20893,0.4806,0.7848,0.30394,22
0.41101,0.32616,0.074899,0.59562,0.7765,-0.035408,-0.05972,0.56059,0.42371,0.43715,0.075929,-0.16571,0.61297,1.0319,0.15058,0.93885,0.71395,0.70301,0.70587,0.93496,0.6565,2
0.81301,0.13477,0.47024,0.7356,0.13307,0.4657,0.26996,0.92579,0.3374,0.33791,0.60359,0.54062,0.87161,0.86483,0.19645,0.47291,0.39371,0.32829,0.26082,0.94099,0.59904,29
0.81368,0.13169,0.47238,0.74318,0.13499,0.47479,0.26579,0.92603,0.33818,0.33691,0.61319,0.53042,0.87078,0.86767,0.20033,0.47696,0.39744,0.33533,0.2683,0.93632,0.59816,29
0.05873,0.67488,0.66049,0.45821,0.13817,0.19369,0.26046,0.074882,0.71408,0.33719,0.45837,0.46103,0.53734,0.52203,0.26256,0.51818,0.72687,0.33907,0.06254,0.78835,0.3945,3
0.80619,0.070874,0.13451,0.87162,0.33751,0.8047,0.9426,0.067385,0.26206,0.33238,0.33407,0.93219,0.46784,0.87171,0.32724,0.94131,0.94168,0.80262,0.475,0.6676,0.26622,6
0.53528,0.47625,0.45727,0.73634,0.87048,0.40537,0.52593,0.93259,0.80842,0.34414,0.81294,0.20821,0.06826,0.071627,0.93401,0.064756,0.075985,0.19654,0.46578,0.86481,0.59173,15
0.80382,0.065679,0.13349,0.87277,0.33601,0.79962,0.93686,0.070223,0.26732,0.33454,0.33091,0.9302,0.47046,0.87343,0.33381,0.9372,0.94474,0.80247,0.4733,0.67176,0.26606,6
0.061827,0.34572,0.86553,0.20207,0.59077,0.32208,0.86804,0.39224,0.5335,0.20162,0.47644,0.75132,0.33898,0.85079,0.52763,0.72088,0.26824,0.80293,0.13029,0.60755,0.78453,7
0.39711,0.80744,0.13443,0.2001,0.59887,0.53389,0.33646,0.72647,0.33906,0.65404,0.26985,0.73364,0.66119,0.19788,0.066432,0.80381,0.80813,0.47079,0.26873,0.33072,0.67445,1
0.84747,0.85895,0.46949,0.58613,0.94036,0.33275,0.40053,0.59368,0.33183,0.34115,0.61184,0.47302,0.74648,0.75264,0.7891,0.8548,0.064367,0.19619,0.86629,0.47357,0.065942,9
0.80424,0.27424,0.40495,0.67806,0.14094,0.66452,0.27736,0.86669,0.075538,0.33638,0.067706,0.54662,0.47061,0.53457,0.13612,0.87373,0.93455,0.66893,0.6727,0.54422,0.13576,12
0.13566,0.66749,0.19693,0.79766,0.66467,0.33104,0.79932,0.1313,0.062663,0.13188,0.86284,0.13585,0.80479,0.19842,0.66551,0.33481,0.79589,0.46339,0.13829,0.33539,0.86678,19
0.47097,0.81497,0.93314,0.12089,0.46809,0.61846,0.2616,0.81212,0.97384,0.7432,0.73367,0.85592,0.62512,0.26382,0.455,0.272,0.61052,0.53736,0.24787,0.109,0.13923,21
0.1315,0.66615,0.19778,0.80162,0.66875,0.33494,0.79833,0.13607,0.06932,0.12993,0.86298,0.13585,0.80427,0.19713,0.67052,0.335,0.80017,0.46444,0.13613,0.33579,0.87123,19
0.8629,0.73349,0.80205,0.19934,0.33205,0.86356,0.13087,0.66622,0.86774,0.87189,0.20307,0.66738,0.46622,0.20099,0.33341,0.59718,0.33291,0.1985,0.19953,0.1993,0.80177,5
0.13106,0.6665,0.19741,0.7958,0.66798,0.33119,0.79913,0.13408,0.068909,0.13174,0.87011,0.13541,0.80415,0.2019,0.66453,0.33797,0.79676,0.46294,0.13148,0.32961,0.86985,19
0.26961,0.33904,0.67968,0.40198,0.54116,0.27035,0.74845,0.93872,0.93465,0.20458,0.34196,0.0703,0.48004,0.27417,0.60532,0.13719,0.47775,0.87673,0.20218,0.60578,0.87864,8
0.60065,0.95121,0.94839,0.19182,0.094249,0.25445,0.065455,0.78493,0.6034,0.18788,0.38991,0.8671,0.59944,0.86559,0.44122,0.5371,0.65878,0.31519,0.24365,0.72701,0.51831,24
0.13441,0.67043,0.20187,0.80295,0.66898,0.33601,0.80371,0.13591,0.069299,0.13209,0.86699,0.13165,0.80414,0.19765,0.67182,0.33163,0.79989,0.4636,0.13591,0.33504,0.86965,19
0.26911,0.34018,0.67812,0.40314,0.54354,0.26837,0.74103,0.93873,0.93408,0.20183,0.33914,0.067796,0.48119,0.27693,0.60491,0.14471,0.4717,0.87482,0.20195,0.60838,0.87479,8
0.3507,0.66551,0.85429,0.21636,0.65878,0.26492,0.52565,0.59918,0.87248,0.20543,0.87461,0.3891,0.72326,0.40399,0.39334,0.34522,0.33606,0.93829,0.19618,0.73168,0.92772,23
0.20381,0.33328,0.93006,0.3379,0.2626,0.59932,0.6692,0.87025,0.39908,0.20177,0.86547,0.33191,0.73617,0.85769,0.39926,0.92713,0.66951,0.065086,0.79287,0.39674,0.92972,10
0.26052,0.30236,0.19785,0.44797,0.92944,0.1496,-0.0076774,0.67046,0.6821,0.41685,0.10211,0.1477,0.49823,0.783,0.075494,0.9119,0.57487,0.77209,0.68075,0.83181,0.97487,2
0.80275,0.27235,0.40512,0.67366,0.14218,0.66394,0.27701,0.86826,0.073038,0.33744,0.069016,0.54917,0.46992,0.5349,0.13797,0.87817,0.93014,0.67266,0.6748,0.5406,0.13541,12
0.070292,0.67021,0.66962,0.46222,0.13753,0.19535,0.26044,0.062466,0.73608,0.33729,0.46655,0.47656,0.52447,0.53581,0.2635,0.52471,0.72497,0.34136,0.053641,0.80211,0.39287,3
0.93308,0.93526,0.26612,0.53469,0.34002,0.33154,0.94135,0.070861,0.066783,0.60042,0.26606,0.20406,0.063785,0.39842,0.66213,0.33381,0.13622,0.26631,0.064437,0.86937,0.80372,27
0.71576,0.20552,0.3728,0.53795,0.84952,0.42348,0.60226,0.21018,0.32277,0.49451,0.43935,0.44771,0.78143,0.27669,0.50438,0.55191,0.54783,0.69849,0.12895,0.51108,0.61592,25
0.055206,0.65323,0.67603,0.45933,0.12966,0.19424,0.27364,0.061386,0.723,0.32588,0.45406,0.46455,0.53784,0.52679,0.26456,0.53197,0.73525,0.32551,0.075637,0.79301,0.39599,3
0.86754,0.72486,0.80344,0.19445,0.3393,0.86081,0.13239,0.66623,0.86898,0.86486,0.19693,0.6633,0.45873,0.19898,0.328,0.59612,0.33514,0.20784,0.20857,0.20146,0.79789,5
0.3476,0.66591,0.86663,0.20561,0.67997,0.26296,0.52215,0.59767,0.85399,0.1922,0.86862,0.4014,0.72681,0.39527,0.39622,0.33163,0.32529,0.93564,0.21302,0.7366,0.92677,23
0.59102,0.60172,0.875,0.21183,0.064087,0.39976,0.65368,0.26046,0.25977,0.80125,0.26294,0.54253,0.86268,0.39689,0.46432,0.39659,0.34076,0.20892,0.47424,0.8062,0.26882,22
0.66679,0.80192,0.93774,0.19931,0.86298,0.59311,0.40169,0.27173,0.06517,0.39316,0.26701,0.73872,0.13627,0.20013,0.34045,0.47032,0.13862,0.81492,0.91719,0.93155,0.20131,13
0.47172,0.80611,0.91941,0.15514,0.45691,0.60269,0.26224,0.80544,0.92723,0.73408,0.70431,0.86007,0.61528,0.28279,0.44989,0.26707,0.58857,0.52118,0.2543,0.11474,0.13359,21
0.575,0.058971,0.69509,0.2246,0.57263,0.65097,0.29584,0.38383,0.70698,0.78674,0.37467,0.72872,0.77758,0.31683,0.067513,0.49534,0.93146,0.15859,0.063689,0.8616,0.6745,0
0.57861,0.94474,0.92281,0.20066,0.060132,0.26955,0.052066,0.79791,0.61881,0.20112,0.38845,0.85515,0.6169,0.86632,0.46206,0.52742,0.67862,0.32851,0.25741,0.72469,0.54656,24
0.80817,0.2701,0.40746,0.67884,0.13835,0.66055,0.27662,0.86932,0.082853,0.33788,0.067053,0.5494,0.47162,0.53304,0.13612,0.88094,0.93034,0.66936,0.67108,0.54577,0.1351,12
0.25921,0.12479,0.46503,0.39242,0.13822,0.85947,0.72042,0.66094,0.34053,0.93694,0.26332,0.27296,0.070464,0.26036,0.79744,0.47258,0.26003,0.060863,0.060282,0.88045,0.14042,31
0.24124,0.45176,-0.0018053,0.38858,0.83676,0.22939,-0.036941,0.43976,0.65017,0.24971,-0.036019,0.08383,0.51207,0.96618,0.3468,1.1982,0.57208,0.84755,0.6942,0.71134,0.97591,2
0.80467,0.27173,0.40758,0.67913,0.13843,0.66505,0.27835,0.86738,0.074006,0.33585,0.068278,0.54783,0.47255,0.53551,0.13352,0.87522,0.92972,0.66946,0.67083,0.54468,0.13398,12
0.032185,0.26973,0.89489,0.16177,0.59082,0.31772,0.91198,0.34142,0.42263,0.21061,0.39814,0.67561,0.45998,0.90923,0.47266,0.69954,0.23759,0.83993,0.13453,0.63235,0.81611,7
0.80863,0.13526,0.4638,0.73453,0.12997,0.4716,0.27146,0.92946,0.3358,0.33249,0.60321,0.53515,0.86853,0.8667,0.1949,0.46887,0.39578,0.32893,0.26924,0.94247,0.5991,29
0.061685,0.66014,0.6611,0.46081,0.13874,0.19498,0.25241,0.062849,0.72595,0.3357,0.45392,0.47246,0.53898,0.52162,0.2713,0.51509,0.72721,0.3399,0.059717,0.80203,0.39252,3
0.20249,0.33366,0.93057,0.3385,0.2617,0.60424,0.66593,0.86903,0.40045,0.20608,0.86895,0.33503,0.73185,0.8629,0.39613,0.92311,0.66844,0.070429,0.79814,0.40003,0.93185,10
0.12918,0.66993,0.19583,0.79641,0.66792,0.32856,0.79715,0.12962,0.070337,0.13538,0.86404,0.13109,0.80375,0.20146,0.6696,0.33508,0.79694,0.4634,0.13122,0.3315,0.87056,19
0.15716,0.82378,0.81541,0.54895,0.95301,0.14071,0.75004,0.87272,0.41508,0.72318,0.26976,0.62015,0.60555,0.3476,0.7619,0.54623,0.13428,0.20338,0.14943,0.91522,0.14012,18
0.19974,0.32901,0.93499,0.33159,0.2656,0.59898,0.6711,0.86687,0.40476,0.2055,0.87161,0.33351,0.73073,0.85703,0.40296,0.93053,0.66406,0.068152,0.79389,0.40367,0.93292,10
0.14876,0.82282,0.81708,0.54837,0.96228,0.14272,0.7582,0.88142,0.41148,0.72689,0.26746,0.62114,0.61407,0.34956,0.77114,0.55471,0.13859,0.2025,0.1623,0.91535,0.13664,18
0.80355,0.066914,0.13561,0.87132,0.33783,0.80369,0.9358,0.068649,0.26642,0.33543,0.32737,0.93407,0.46849,0.87129,0.32918,0.94471,0.94475,0.8054,0.46642,0.67012,0.27083,6
0.049401,0.3291,0.85681,0.20004,0.60496,0.34115,0.88401,0.40226,0.53337,0.1689,0.44826,0.75714,0.36519,0.84174,0.51622,0.74331,0.25351,0.78338,0.14515,0.57372,0.76622,7
