@relation close_data_17-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29}

@data
0.84282,0.86406,0.28431,0.70459,0.56035,0.57018,0.46909,0.0098973,0.66588,0.58043,0.36579,0.91945,22
0.65354,0.40138,0.28526,0.46146,0.88798,0.30129,0.089572,0.035867,0.29166,0.046655,0.20903,0.43821,10
0.089974,0.67866,0.70898,0.15119,0.46794,0.68413,0.66671,0.15798,0.59242,0.36288,0.68062,0.88414,26
0.41279,0.25356,0.66435,0.24577,0.9164,0.57757,0.16907,0.25131,0.073559,0.49538,0.58346,0.2464,3
0.58518,0.7448,0.088244,0.58724,0.58404,0.33188,0.58328,0.58474,0.16432,0.83032,0.49367,0.33579,11
0.49727,0.24656,0.67662,0.58659,0.66163,0.32576,0.41381,0.16399,0.095399,0.50033,0.17043,0.58058,17
1.0446,0.48459,0.5177,0.7826,0.61668,1.1034,0.62117,0.56242,0.89597,0.44859,0.70649,0.56023,24
0.44811,0.082939,0.8532,-0.16146,1.0112,0.11636,0.35719,-0.090079,0.91048,0.8913,0.81491,0.72136,16
0.58395,0.75296,0.079368,0.58491,0.58728,0.33454,0.57175,0.58232,0.15993,0.82462,0.49925,0.33374,11
0.36076,0.81031,0.49713,0.78363,0.39642,0.84773,0.44052,0.53393,0.94075,0.32599,0.22218,0.78639,2
0.33322,0.17354,0.081544,0.25317,0.91637,0.081201,0.17143,0.18526,0.66839,0.74712,0.91822,0.16118,19
0.40716,-0.072974,0.39829,0.17688,0.24008,0.035658,0.19377,0.14893,0.59507,0.89514,0.54837,1.0193,20
0.79394,0.33458,0.21636,0.42475,0.84723,0.28592,0.60564,0.49107,0.27378,0.90124,0.36124,0.30085,6
0.247,0.33223,0.74691,0.83415,0.41366,0.75333,0.33107,0.91708,0.58461,0.83758,0.25261,0.086538,29
0.74372,0.091781,0.58709,0.25021,0.7572,0.84003,0.9041,0.33114,0.82725,0.080521,0.26467,0.17729,23
0.47393,0.96096,0.60981,0.70521,0.31625,0.8136,0.50282,0.73912,0.85309,0.059806,0.57604,0.91463,2
0.57312,0.49787,0.91903,0.089991,0.3284,0.081697,0.34163,0.16185,0.66927,0.5817,0.58025,0.84198,27
0.93222,0.74584,0.66417,0.25553,0.41857,0.50214,0.91599,0.83267,0.16792,0.75695,0.096144,0.25782,15
0.74282,0.083691,0.57332,0.24592,0.75229,0.83397,0.91956,0.31971,0.8357,0.083029,0.25506,0.16765,23
0.8495,0.34858,0.29147,0.22909,0.62104,0.26044,0.35307,0.69972,0.48185,0.54994,0.67839,0.84888,12
0.72931,0.35416,0.27921,0.38051,0.82613,0.26515,0.60373,0.52163,0.28641,0.88564,0.34209,0.36081,6
0.41795,0.086091,0.16722,0.49507,0.50003,0.25148,0.4992,0.4148,0.7481,0.25092,0.24335,0.50284,25
0.13783,0.046909,0.14416,0.78765,0.29699,0.11222,0.4194,0.23142,0.75457,0.50645,0.068884,0.48957,18
0.32621,0.16964,0.085353,0.2566,0.90578,0.075953,0.16873,0.16819,0.66211,0.75552,0.91765,0.16328,19
0.086417,0.25145,0.66487,0.16326,0.58229,0.50704,0.92416,0.41626,0.16765,0.65842,0.74945,0.91957,1
0.33511,0.90707,0.25271,0.1586,0.91336,0.41824,0.50656,0.40856,0.67371,0.24769,0.32987,0.83264,9
0.32953,0.16188,0.082185,0.25357,0.90791,0.072872,0.16971,0.17807,0.66484,0.74088,0.91117,0.15549,19
0.91814,0.73774,0.66463,0.24975,0.41909,0.50287,0.92341,0.83563,0.17058,0.74514,0.076388,0.24836,15
0.18114,0.63601,0.39421,0.90845,0.28264,0.8723,0.27868,0.5577,0.92611,0.12197,0.50528,1.0376,2
0.89702,0.36344,0.30059,0.22688,0.59348,0.29712,0.345,0.72858,0.57964,0.56509,0.74119,0.9673,12
0.58493,0.75418,0.084459,0.58423,0.58781,0.33267,0.58286,0.58638,0.16521,0.83621,0.49961,0.33425,11
0.15791,0.10508,0.14848,0.82749,0.30955,0.1207,0.4287,0.21655,0.74386,0.53406,0.043778,0.48487,18
0.60928,0.48271,0.30339,0.41522,0.96788,0.32402,0.10277,0.10229,0.34605,0.13826,0.13876,0.43035,10
0.32519,0.16898,0.078534,0.24981,0.92339,0.085888,0.1641,0.16795,0.66945,0.75615,0.92294,0.17341,19
0.25814,0.091342,0.37049,0.18445,0.20821,0.17666,0.031181,0.097532,0.5868,0.81349,0.54618,0.97098,20
0.33985,0.91973,0.24081,0.15266,0.92031,0.43106,0.49906,0.42089,0.66497,0.25528,0.33279,0.83007,9
0.4117,0.079314,0.16869,0.50331,0.49738,0.25231,0.49563,0.4179,0.74964,0.24775,0.25061,0.5065,25
0.92991,0.3241,0.19449,0.15426,0.53239,0.28021,0.37091,0.73887,0.50669,0.62238,0.7545,0.90156,12
0.032092,0.57047,0.84415,0.16654,0.43847,0.71512,0.55177,0.087629,0.57412,0.33719,0.64981,0.60416,26
0.95325,0.33568,0.26277,0.10853,0.65992,0.25391,0.33,0.70828,0.5311,0.54467,0.79698,0.95125,12
0.57826,0.75547,0.084187,0.5863,0.57989,0.33753,0.58308,0.58726,0.15814,0.83022,0.49986,0.33347,11
0.28639,0.32581,0.68512,0.79275,0.38461,0.74358,0.36958,0.89759,0.63993,0.78166,0.28547,0.083699,29
0.78422,0.79724,0.82288,0.22139,0.45647,0.79545,0.50216,0.95337,0.31846,0.18638,0.72589,0.46435,28
0.73481,0.096431,0.58052,0.24681,0.75385,0.82671,0.92088,0.31813,0.83206,0.082949,0.24728,0.17417,23
0.76383,0.32769,0.22083,0.41933,0.88406,0.26348,0.66668,0.45484,0.23132,0.87093,0.35526,0.33342,6
0.5836,0.75649,0.083684,0.58459,0.57948,0.34178,0.58333,0.58666,0.17123,0.83685,0.50376,0.33736,11
0.52396,0.39142,0.36061,0.30519,0.93929,0.80347,0.61513,0.47404,0.87691,0.22923,0.79314,0.89693,14
0.94888,0.32993,0.26698,0.20671,0.56101,0.24189,0.37949,0.71784,0.57299,0.56844,0.71906,0.92491,12
0.49514,0.24585,0.66556,0.58491,0.66894,0.32968,0.41505,0.16391,0.080813,0.49597,0.15881,0.58902,17
0.75246,0.091595,0.57248,0.25176,0.74754,0.84496,0.9215,0.33285,0.83047,0.080021,0.24626,0.17397,23
0.33052,0.15866,0.091824,0.24763,0.91817,0.085032,0.17283,0.1514,0.66976,0.76215,0.91876,0.16395,19
0.7781,0.75762,0.88512,0.20219,0.50198,0.79213,0.5895,0.91841,0.28955,0.11058,0.72266,0.51398,28
0.33084,0.16535,0.084516,0.2395,0.92173,0.085345,0.16445,0.17266,0.67193,0.75685,0.90628,0.16833,19
0.48253,1.0808,0.14131,0.70445,0.35386,0.51624,0.68672,0.13591,0.36518,0.78902,0.44154,0.59919,22
0.76125,0.084988,0.58378,0.24947,0.74794,0.835,0.90307,0.33381,0.82769,0.082684,0.26286,0.16342,23
0.33793,0.90659,0.25598,0.17045,0.9132,0.41667,0.49101,0.41575,0.6718,0.25098,0.32925,0.84346,9
0.66318,0.58494,0.49334,0.083139,0.16367,0.25146,0.83366,0.66909,0.75325,0.41765,0.079853,0.91556,21
0.87201,0.31852,0.26666,0.21647,0.62575,0.25067,0.36942,0.68149,0.50932,0.64998,0.74719,0.95634,12
0.57974,1.0718,0.21372,0.61856,0.22272,0.69435,0.18812,0.39037,0.5233,0.76447,0.36389,0.4567,22
0.7454,0.085646,0.58771,0.25793,0.74751,0.8261,0.90631,0.33979,0.8417,0.078595,0.24923,0.16432,23
0.41452,0.086389,0.1682,0.49614,0.49467,0.25398,0.49785,0.41663,0.74998,0.24776,0.2507,0.49512,25
0.58441,0.33793,0.20302,0.59309,0.45721,0.97862,0.59168,0.12813,0.40951,0.52281,0.51347,0.21199,4
0.58153,0.50522,0.91119,0.081849,0.33519,0.081528,0.334,0.16928,0.66721,0.57998,0.58703,0.83819,27
0.59406,0.918,0.83776,0.83473,0.492,0.33557,0.16603,0.74273,0.33678,0.75605,0.17113,0.33827,7
0.68034,0.92482,0.33919,0.60916,0.33168,0.56891,0.51845,0.31764,0.38898,0.66144,0.42497,0.75718,22
0.33178,0.16965,0.083009,0.25546,0.9118,0.081016,0.16562,0.16542,0.66558,0.75159,0.9122,0.17037,19
0.33062,0.16592,0.095921,0.24305,0.91428,0.088515,0.17783,0.16428,0.66866,0.74774,0.90345,0.16875,19
0.32392,0.16775,0.084909,0.24142,0.92614,0.08282,0.18039,0.16341,0.67322,0.74617,0.91937,0.16804,19
0.59183,0.50674,0.92167,0.08696,0.32723,0.08411,0.33785,0.1631,0.66185,0.57684,0.58091,0.83054,27
0.75363,0.60879,0.4278,0.44307,0.86672,0.21189,0.88704,0.31924,0.61676,0.53998,0.39315,0.65827,8
0.58867,0.75366,0.082801,0.58203,0.58337,0.34099,0.5873,0.57733,0.16708,0.83474,0.49524,0.32964,11
0.91351,0.75145,0.66612,0.24925,0.40671,0.50053,0.92065,0.832,0.16538,0.75034,0.082286,0.24559,15
0.9309,0.17602,0.27223,0.20164,0.99451,0.56697,0.60075,0.062009,0.98929,0.82957,0.96708,0.79684,16
0.33265,0.91653,0.25089,0.16381,0.91748,0.41053,0.50572,0.41377,0.6625,0.24738,0.33146,0.83327,9
0.93193,0.75688,0.66754,0.25792,0.42517,0.51048,0.92485,0.84029,0.15521,0.74665,0.090336,0.24876,15
0.58378,0.49437,0.9223,0.088239,0.33704,0.09133,0.33291,0.16221,0.66889,0.5831,0.57701,0.84158,27
0.41253,0.25313,0.66579,0.25002,0.91008,0.58075,0.16177,0.24653,0.08071,0.49505,0.5836,0.25543,3
0.41204,0.25554,0.66853,0.24951,0.91226,0.58799,0.16982,0.25069,0.080471,0.49678,0.59009,0.25602,3
0.50654,0.25326,0.65197,0.58334,0.67046,0.33856,0.41752,0.16628,0.089665,0.4995,0.15363,0.58934,17
0.31305,0.17153,0.084765,0.24761,0.91683,0.071779,0.17034,0.17226,0.67176,0.75295,0.916,0.17269,19
0.41261,0.25698,0.67128,0.25823,0.91002,0.57874,0.17343,0.24517,0.090742,0.49925,0.58453,0.24499,3
0.6659,0.83445,0.70887,-0.026065,0.45631,0.98032,0.71254,0.94294,0.098671,0.14641,0.91898,0.34422,28
0.5567,0.4105,0.29167,0.34615,0.94346,0.8793,0.54759,0.5313,0.85888,0.24214,0.84761,0.96604,14
0.66144,0.87645,0.35691,0.60094,0.34528,0.5162,0.44841,0.31959,0.4761,0.67514,0.46442,0.75443,22
0.7539,0.075131,0.58674,0.26235,0.74697,0.84374,0.90597,0.33144,0.83017,0.084075,0.24929,0.1611,23
0.084101,0.25139,0.66025,0.16342,0.57915,0.49832,0.92123,0.4132,0.17098,0.67233,0.74777,0.92127,1
0.74428,0.081129,0.57886,0.24896,0.75714,0.84181,0.91666,0.33556,0.83314,0.070641,0.25558,0.15229,23
0.92393,0.74746,0.66177,0.25477,0.4225,0.5084,0.9131,0.83481,0.17377,0.74423,0.076505,0.24423,15
0.33427,0.5848,0.75421,0.41031,0.66604,0.91809,0.58327,0.33275,0.33976,0.58723,0.66737,0.49867,13
0.41887,0.0819,0.17268,0.50057,0.50017,0.25597,0.49389,0.41092,0.75476,0.25148,0.25371,0.50209,25
0.59855,0.38379,0.1267,0.52022,0.39466,0.92345,0.58583,0.03348,0.38152,0.47561,0.44714,0.29716,4
0.58613,0.49872,0.90619,0.081493,0.33244,0.083983,0.33271,0.16229,0.6705,0.58503,0.57798,0.84042,27
0.86367,0.085505,0.69758,0.20517,0.65272,0.48573,0.60604,0.026422,1.1491,1.0161,0.65855,0.42792,16
0.33766,0.90893,0.25043,0.15999,0.91521,0.40852,0.50123,0.40957,0.66632,0.24214,0.33845,0.83975,9
0.58249,0.75263,0.082594,0.58479,0.58739,0.33371,0.58691,0.58854,0.16846,0.83119,0.4993,0.3386,11
0.94013,0.35312,0.28369,0.16935,0.62297,0.262,0.28251,0.77456,0.56074,0.62497,0.72469,0.9218,12
0.15182,0.059274,0.19069,0.85765,0.33887,0.062602,0.45381,0.27805,0.70544,0.52979,0.061194,0.46014,18
0.73917,0.091723,0.57671,0.25137,0.76119,0.83414,0.91363,0.32834,0.84,0.082369,0.24538,0.16745,23
0.58931,0.75179,0.083822,0.58675,0.58372,0.33856,0.58454,0.58626,0.16338,0.83389,0.49753,0.33426,11
0.2177,0.053447,0.41105,0.14962,0.21664,0.20035,0.095041,0.10997,0.67101,0.88881,0.49556,0.90032,20
0.33628,0.90326,0.25213,0.16639,0.90306,0.4101,0.5013,0.42327,0.66826,0.25575,0.33013,0.83166,9
0.57763,0.75791,0.081171,0.58742,0.5842,0.33434,0.57946,0.58112,0.16975,0.83457,0.49808,0.32881,11
0.57418,0.92146,0.83418,0.83255,0.4992,0.33565,0.16164,0.75323,0.32921,0.75244,0.16303,0.33087,7
0.77314,1.1723,0.10616,0.69448,0.15861,0.090985,0.79585,0.82196,0.25001,0.57174,0.56662,0.43948,0
-0.010946,0.4301,0.49737,0.065356,0.31672,0.22216,0.019642,-0.036681,0.57311,0.65541,0.61089,0.78674,20
0.4131,0.24573,0.66451,0.24862,0.91691,0.58791,0.17501,0.24684,0.086979,0.49962,0.5816,0.2514,3
0.67934,0.58586,0.5056,0.084297,0.19321,0.27792,0.77277,0.66401,0.73685,0.39168,0.071903,0.96228,21
0.75221,0.084003,0.58873,0.24372,0.75037,0.83925,0.90769,0.35237,0.84132,0.077558,0.24612,0.17211,23
-0.080053,0.54994,0.58237,0.13297,0.51688,0.80956,0.45498,0.10141,0.45327,0.34041,0.57624,0.80731,26
0.60628,0.44792,0.29766,0.37685,0.90658,0.88078,0.58119,0.52983,0.82377,0.2502,0.82321,0.89438,14
0.29279,-0.05542,0.33539,0.047518,0.15234,0.30208,0.04216,0.14362,0.75328,1.025,0.44113,0.94339,20
0.84487,0.38198,0.22166,0.13704,0.64197,0.24596,0.27756,0.69112,0.45971,0.6424,0.74931,0.9184,12
0.54568,0.39956,0.38799,0.30857,0.93944,0.80194,0.5753,0.48432,0.82143,0.2597,0.86321,0.93902,14
0.54068,0.32437,0.16063,0.57135,0.4442,0.92558,0.58551,0.051877,0.38171,0.47409,0.43533,0.28894,4
0.18197,0.60852,0.62008,0.78188,0.26529,0.81831,0.33321,0.74178,0.8331,0.1742,0.17329,0.8089,2
0.57961,0.50039,0.91737,0.088401,0.33668,0.085541,0.33505,0.15514,0.66817,0.58652,0.58435,0.8345,27
0.11264,-0.012974,0.35727,0.085458,0.48707,0.035805,0.056508,0.14565,0.64269,0.9067,0.50978,1.057,20
0.18445,0.5983,0.73609,0.068554,0.4059,0.73624,0.61183,0.039739,0.49144,0.45208,0.62598,0.78521,26
0.88999,1.0538,0.74654,0.041861,0.28407,0.81301,0.53836,0.9245,0.20661,0.35407,0.77437,0.46786,28
0.0026947,0.21788,0.29609,0.16541,0.22668,0.16809,0.22719,-0.038454,0.63104,0.91321,0.72268,0.80342,20
0.58442,0.75861,0.087927,0.5858,0.58582,0.33584,0.58545,0.58678,0.1611,0.83571,0.49717,0.32638,11
0.96262,0.32439,0.21075,0.2182,0.61186,0.26085,0.30617,0.70755,0.5481,0.63061,0.7717,0.94558,12
0.58513,0.50029,0.9194,0.086026,0.33949,0.077077,0.32959,0.1686,0.66392,0.58256,0.58159,0.83652,27
0.54868,0.42999,0.36603,0.29299,0.96653,0.83158,0.60568,0.49052,0.81469,0.29025,0.83259,0.89347,14
0.74563,0.087227,0.59556,0.2452,0.75064,0.84168,0.90969,0.33471,0.84268,0.10086,0.24994,0.17103,23
0.70618,1.0713,0.20048,0.57304,0.42063,0.66485,0.50103,0.23859,0.30827,0.93527,0.40534,0.67343,22
0.32954,0.58143,0.74652,0.41547,0.65901,0.91823,0.58623,0.3288,0.33825,0.5883,0.66398,0.49381,13
0.95851,0.49495,0.53791,0.83039,0.54432,0.85378,0.66864,0.45201,0.78318,0.42737,0.80834,0.79248,24
0.22893,0.62304,0.17079,0.24852,0.15275,0.74456,0.779,0.81076,0.73975,0.65194,0.68498,0.08511,0
0.4097,0.25083,0.66965,0.24795,0.90965,0.59411,0.16969,0.25727,0.078519,0.50139,0.58245,0.24996,3
0.60261,-0.03191,0.26845,0.15955,0.056061,-0.06981,0.085814,0.064331,0.70757,1.0871,0.69664,0.96525,20
0.50384,0.25533,0.66785,0.57517,0.66435,0.34434,0.40937,0.16749,0.086297,0.50477,0.17494,0.59043,17
0.34024,0.16822,0.086866,0.25621,0.9198,0.070696,0.1602,0.16558,0.67917,0.75083,0.92679,0.15915,19
0.33377,0.58264,0.75266,0.41707,0.66608,0.91657,0.58278,0.33306,0.33405,0.58451,0.6658,0.50012,13
0.56569,0.91516,0.38841,0.69905,0.21549,0.79631,0.36128,0.49623,0.28411,0.76771,0.34684,0.73249,22
0.63491,0.9269,0.27509,0.62263,0.38789,0.55956,0.53728,0.26349,0.38373,0.68427,0.40053,0.76849,22
0.89688,0.25496,0.87004,0.24036,0.93932,0.38018,0.46585,0.13076,0.88383,0.77995,0.66258,0.60943,16
0.41294,0.25002,0.67759,0.24423,0.91928,0.58561,0.17197,0.24552,0.077423,0.49821,0.58386,0.25451,3
0.34238,0.91167,0.24771,0.16304,0.91944,0.41392,0.49784,0.41011,0.65983,0.24912,0.33473,0.83132,9
0.19215,0.06853,0.20047,0.81251,0.34902,0.088078,0.43767,0.2795,0.72208,0.49062,0.11396,0.50196,18
0.16858,0.04997,0.14771,0.84189,0.30627,0.058958,0.45652,0.23403,0.70856,0.4752,0.089378,0.47966,18
0.25229,0.33155,0.74406,0.83616,0.40853,0.74992,0.32972,0.91541,0.5903,0.83459,0.24872,0.081219,29
0.43016,0.67519,0.45883,0.71254,0.15312,0.64059,0.31219,0.26519,0.36938,0.62889,0.50715,0.63518,22
0.33023,0.17191,0.083392,0.24924,0.92512,0.089646,0.16843,0.17045,0.67768,0.76362,0.90949,0.17104,19
0.9604,0.2892,0.28063,0.22319,0.58838,0.22411,0.38236,0.71284,0.53711,0.61875,0.76151,0.89071,12
0.58353,0.75347,0.080764,0.58474,0.58498,0.33758,0.5878,0.58767,0.16555,0.83333,0.4966,0.33156,11
0.91402,0.28378,0.29602,0.21698,0.60512,0.20185,0.30221,0.70736,0.48428,0.53808,0.78399,0.87963,12
0.75305,0.32103,0.23207,0.44542,0.81621,0.27092,0.61432,0.45634,0.22031,0.88054,0.34233,0.36407,6
0.2668,0.73918,0.46888,0.76198,0.41824,0.84062,0.53755,0.59951,0.95018,0.15219,0.24051,0.88704,2
0.58858,0.92042,0.8426,0.83153,0.50476,0.33207,0.16765,0.74833,0.33461,0.75726,0.17119,0.32818,7
0.33887,0.15598,0.085249,0.24836,0.91932,0.099783,0.1741,0.15548,0.66671,0.7542,0.92093,0.15949,19
0.58853,0.93017,0.82682,0.84029,0.50341,0.32528,0.16484,0.73977,0.33435,0.75533,0.17053,0.32761,7
0.49575,0.24379,0.66285,0.57818,0.66466,0.3409,0.41572,0.16425,0.085044,0.50322,0.17465,0.5819,17
0.81478,1.0066,0.22351,0.43431,0.33646,0.61079,0.47816,0.27851,0.51223,0.67315,0.41794,0.85851,22
0.32055,0.17446,0.080568,0.25204,0.91404,0.085471,0.16698,0.16511,0.66913,0.75054,0.91955,0.15835,19
0.32873,0.58299,0.75101,0.42043,0.67621,0.90507,0.57547,0.32885,0.33058,0.58982,0.65797,0.51112,13
0.20301,0.052172,0.17966,0.81865,0.35014,0.11185,0.40434,0.26627,0.73661,0.51752,0.085631,0.48576,18
0.94955,0.29075,0.2968,0.1869,0.63749,0.22505,0.36962,0.72969,0.52028,0.63572,0.70044,0.90845,12
0.58765,0.75338,0.091848,0.57773,0.58271,0.34031,0.58339,0.58193,0.17421,0.82857,0.4969,0.3284,11
0.7446,0.068682,0.58378,0.24646,0.74791,0.83645,0.91842,0.32828,0.83243,0.092042,0.23926,0.16498,23
0.66636,0.88031,0.4656,0.56866,0.29585,0.54446,0.48631,0.29702,0.4343,0.63207,0.42704,0.83256,22
0.33355,0.57752,0.75212,0.42296,0.65905,0.9183,0.57598,0.33574,0.33613,0.57317,0.66247,0.49631,13
0.33919,0.15663,0.083176,0.25547,0.92563,0.088704,0.15702,0.16003,0.6697,0.75775,0.91459,0.15398,19
0.34004,0.17138,0.08732,0.24202,0.90539,0.080843,0.16562,0.16581,0.66616,0.75084,0.91759,0.16174,19
0.60814,0.30736,0.20268,0.58386,0.37001,0.92157,0.59509,0.13522,0.43269,0.53259,0.51102,0.22629,4
0.59502,0.50624,0.92356,0.090795,0.33598,0.084515,0.3337,0.17367,0.67487,0.5819,0.57119,0.83426,27
0.8173,0.97501,0.48179,0.95415,0.40608,0.74054,0.51662,0.32276,0.37387,0.6203,0.34257,0.81417,22
0.41544,0.08622,0.16732,0.50388,0.49362,0.25024,0.50208,0.42095,0.74462,0.24992,0.24603,0.49196,25
0.63476,0.36663,0.18569,0.59852,0.40462,0.94744,0.60346,0.059051,0.42515,0.52259,0.4996,0.23409,4
0.58967,0.50289,0.92257,0.08437,0.33211,0.079955,0.33037,0.16965,0.66026,0.57575,0.56345,0.83304,27
0.4847,1.0836,0.22271,0.57874,0.20402,0.70735,0.49019,0.2504,0.18074,0.2503,0.5749,0.61646,22
0.32686,0.90973,0.24751,0.16715,0.91856,0.42178,0.49636,0.42086,0.6629,0.25285,0.3382,0.83368,9
0.15705,0.0899,0.16523,0.79336,0.3587,0.060874,0.44743,0.26519,0.76378,0.47995,0.058413,0.45433,18
0.92333,0.74955,0.67415,0.24611,0.41456,0.49499,0.92055,0.83998,0.16533,0.75469,0.074254,0.24778,15
0.17462,0.67022,0.76744,0.51707,0.54867,0.77604,0.40461,0.34509,0.6999,0.38312,0.67905,0.89183,0
0.75081,0.082799,0.57763,0.2523,0.75388,0.83259,0.91382,0.32471,0.83339,0.08914,0.24768,0.17635,23
0.32933,0.90806,0.2459,0.15634,0.91755,0.41658,0.49236,0.4176,0.66456,0.24347,0.33955,0.83258,9
0.92254,0.74002,0.67126,0.24269,0.41737,0.50622,0.914,0.8375,0.17677,0.75402,0.076556,0.24446,15
0.49958,0.24888,0.66638,0.5909,0.66243,0.32714,0.42518,0.16592,0.09064,0.50237,0.16773,0.58577,17
0.90506,0.75261,0.6606,0.24463,0.41796,0.50303,0.91719,0.80989,0.17013,0.75139,0.076092,0.23675,15
0.8456,0.23965,0.7288,0.037838,0.99355,0.20461,0.59358,-0.028316,0.89616,0.75743,0.7682,0.89323,16
0.58779,0.74369,0.079199,0.58807,0.58247,0.32983,0.58758,0.58518,0.16478,0.83474,0.49553,0.33523,11
0.18644,0.073854,0.19704,0.78946,0.34983,0.081271,0.40468,0.26786,0.72298,0.50158,0.12161,0.49395,18
0.49426,0.8567,0.42453,0.57719,0.18366,0.66124,0.40285,0.19071,0.41902,0.71194,0.37161,0.72301,22
0.59132,0.92184,0.8328,0.84578,0.50296,0.33107,0.16965,0.74387,0.33191,0.74648,0.17501,0.32509,7
