@relation close_data_8-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}

@data
0.70062,0.69014,0.71806,1.0858,0.7318,0.18128,0.24989,0.60263,0.46445,0.81352,0.93603,0.77998,0.34785,0.44525,0.4477,26
0.86742,0.27407,0.72316,0.36883,-0.027313,0.39744,0.38385,-0.045256,0.84704,1.0588,0.73892,0.514,0.81902,0.49809,-0.01374,14
0.15195,0.94038,0.59627,0.93197,0.23882,0.86432,0.56333,0.43016,0.86685,0.82376,0.34803,0.67214,0.14481,0.73298,0.93009,28
0.89544,0.77936,0.55934,0.44455,0.65787,0.33728,0.44418,0.11276,0.65877,0.33664,0.33104,0.55101,0.22017,0.77967,0.77478,15
-0.2591,0.98659,0.34738,0.95839,0.19667,1.1539,0.66167,0.071709,1.1339,0.9544,0.3057,0.69092,0.18979,0.50605,0.9664,28
0.87768,0.21803,0.2174,0.09499,0.89308,0.10985,0.8925,0.32622,0.86898,0.12227,0.24749,0.34305,0.44363,0.6404,0.12329,35
0.7707,0.66128,0.8918,0.33754,0.3031,0.78406,0.77835,0.42906,0.22842,0.54513,0.32421,0.55868,0.33609,0.11262,0.2238,17
0.44152,0.89739,0.090514,0.87349,0.28562,0.57236,0.70215,0.68057,0.57226,0.45992,0.7985,0.53471,0.64511,0.52399,0.67738,33
0.22163,0.11186,0.55587,0.89378,0.88056,0.66,0.66991,0.44728,0.45214,0.68033,0.89592,0.22183,0.44535,0.77735,0.11204,5
0.8606,0.80503,0.17808,0.6698,0.78525,0.13818,0.69541,0.37093,0.81425,0.72165,0.1604,0.93332,0.60898,0.80683,0.39164,6
0.77061,0.67,0.915,0.33673,0.36187,0.79988,0.77872,0.44734,0.20958,0.54243,0.33797,0.54178,0.3409,0.10134,0.19649,17
0.2491,0.53071,0.36179,0.11719,0.19163,0.66442,0.55196,0.52773,0.13912,0.42327,0.72428,0.21237,0.55205,0.50155,0.92442,27
0.56395,0.55356,0.21462,0.77879,0.88339,0.75454,0.75646,0.55695,0.3279,0.22698,0.79277,0.32506,0.89724,0.57421,0.65464,29
0.057208,1.0762,0.6057,1.2281,0.42752,0.74769,0.6967,0.44455,1.0434,0.66039,0.37668,0.92932,-0.083645,0.68215,0.6364,28
0.16913,0.11803,0.50228,0.86324,0.81826,0.61071,0.70151,0.47272,0.41612,0.70005,0.91196,0.078943,0.40336,0.79081,0.053956,5
1.0574,0.73095,0.54186,0.79904,0.65156,0.30479,0.29692,0.69665,0.045934,1.3919,1.1564,0.35453,0.55749,0.70376,-0.19156,26
0.89136,0.7602,0.58296,0.4846,0.62879,0.37615,0.41903,0.14569,0.75641,0.34346,0.35139,0.66796,0.20131,0.68925,0.78708,15
0.56203,0.53631,0.21566,0.78224,0.87236,0.75281,0.77579,0.56027,0.3369,0.19897,0.79181,0.33062,0.8432,0.5284,0.66257,29
0.17697,0.33145,0.48474,0.1065,0.44747,0.44387,0.80027,0.8535,0.28095,0.88558,0.31102,0.11065,0.51062,0.34165,0.12289,0
0.22193,1.1665,0.54071,1.0763,0.13377,0.29013,0.55101,0.69129,0.36313,0.61462,-0.29161,1.104,0.14174,0.25144,0.86257,22
0.71797,0.19534,0.89717,0.35146,0.24175,0.82643,0.32697,-0.26264,0.56964,1.1635,1.0122,0.40603,-0.08316,0.6994,0.26189,14
0.60983,1.1802,0.67702,1.0009,0.45432,0.12701,0.38054,0.62177,0.74305,0.9602,0.42149,0.42167,0.73128,0.057773,0.48232,26
0.78532,0.31409,0.43121,0.2251,0.21375,0.33986,0.44964,0.77693,0.10444,0.86091,0.45664,0.78865,0.68081,0.53006,0.89746,21
0.86769,0.65931,0.90105,0.81245,0.18406,0.24871,0.90546,0.18948,0.10925,0.082401,0.095657,0.52048,0.70982,0.20327,0.60659,24
0.74765,0.68088,0.89818,0.34546,0.33069,0.79663,0.78609,0.50217,0.28693,0.55363,0.33408,0.55113,0.32458,0.10885,0.21315,17
0.80718,0.83932,0.19172,0.66964,0.79396,0.17876,0.74788,0.33674,0.81508,0.68986,0.14844,0.91629,0.56755,0.83087,0.41479,6
0.62931,0.24168,0.60829,0.32231,0.90712,0.52518,0.53622,0.28673,0.25031,0.77892,0.65089,0.23453,0.91828,0.61392,-0.064016,12
0.78605,0.25019,0.89831,0.21888,0.77434,0.13514,0.90278,0.76012,0.67468,0.64456,0.19779,0.21118,0.7816,0.65653,0.55192,25
0.78519,0.33791,0.41788,0.19121,0.24429,0.3284,0.44351,0.76583,0.11378,0.87985,0.45645,0.78869,0.64893,0.55349,0.87302,21
0.13532,0.94205,0.63584,0.86364,0.25396,0.86016,0.57918,0.44232,0.86497,0.81381,0.33621,0.61087,0.10537,0.76842,0.92616,28
-0.15419,1.0673,0.34474,0.37724,0.63684,0.48249,0.25342,0.76055,0.14327,0.47186,0.46902,0.93601,0.68351,0.15477,0.3609,4
0.92323,0.98391,0.77404,0.75816,0.33234,0.18689,0.17106,0.49171,0.25257,1.1165,0.80132,0.43577,0.60004,0.64415,0.345,26
0.75955,0.49248,0.8979,0.75419,0.43932,0.12536,0.59335,0.70739,0.04439,0.87209,0.16865,0.1607,0.58315,0.29092,0.21625,30
0.6629,0.36068,0.64465,0.51706,0.07871,0.62646,0.45073,-0.005894,0.88483,0.91122,0.86519,0.48147,0.43192,0.47707,0.31975,14
0.2525,0.37355,0.36891,0.71008,0.60684,0.23744,0.14773,0.39549,0.94103,0.39417,0.9224,0.23525,0.59266,0.15595,0.77055,8
0.86706,0.37999,0.7537,0.54427,0.39215,0.13101,0.59406,0.87125,0.10714,0.89104,0.06005,0.173,0.50789,0.42745,0.42196,30
0.78258,0.84071,0.56823,0.8417,0.45389,0.21095,0.73822,0.60219,-0.043542,0.7297,0.59149,0.54559,0.80499,0.27337,0.25894,26
0.28961,1.112,0.57438,0.69809,0.93628,0.63626,0.47962,0.65462,0.95765,1.0878,0.71305,1.3669,0.68572,0.093689,0.3831,22
0.22124,0.44691,0.44465,0.54435,0.70521,0.61141,0.70866,0.78753,0.76144,0.76514,0.35056,0.7996,0.10226,0.75613,0.35044,0
0.35719,0.93063,0.36883,0.4796,0.78673,0.56175,0.6606,0.46267,0.89945,0.50143,0.25102,0.71667,0.50987,0.76417,0.44388,18
0.33026,0.6859,0.20515,0.89199,0.31332,0.31995,0.87894,0.55947,0.89445,0.89973,0.78486,0.33785,0.34466,0.45819,0.65629,31
0.18518,0.5642,0.28461,0.075318,0.27981,0.7193,0.5842,0.56347,0.14705,0.46772,0.66828,0.20285,0.59653,0.51382,0.75756,27
0.34712,0.91827,0.36039,0.52846,0.76467,0.58275,0.62297,0.47924,0.90746,0.49704,0.29639,0.72228,0.55583,0.78433,0.43911,18
0.10539,0.11221,0.46365,0.2191,0.89489,0.76465,0.22205,0.32924,0.63184,0.76458,0.56147,0.65494,0.24154,0.21718,0.099415,3
0.84957,0.81466,0.17482,0.67391,0.78614,0.13434,0.70075,0.33735,0.82356,0.69192,0.14559,0.94095,0.57965,0.85928,0.39328,6
0.21992,0.5421,0.33146,0.11013,0.21818,0.65453,0.55202,0.5555,0.10078,0.43617,0.67058,0.22649,0.54692,0.55133,0.88223,27
0.23652,0.1534,0.65732,0.93372,0.86441,0.65302,0.67985,0.34743,0.5403,0.71422,0.88922,0.21299,0.48255,0.74987,0.17411,5
0.097493,0.12033,0.89773,0.4301,0.21683,0.45839,0.093126,0.11599,0.76962,0.41431,0.7702,0.43335,0.66236,0.11923,0.44964,9
0.29775,0.43796,0.76073,0.23649,0.87941,0.73553,0.84251,0.66708,0.1433,0.36781,0.42452,0.41838,0.54456,0.79457,0.34921,2
0.76135,0.20471,0.098703,0.62167,0.58144,0.44361,0.11448,0.76452,0.33458,0.91201,0.22112,0.35394,0.67131,0.88122,0.098565,37
0.61471,0.7561,0.42876,0.74452,0.23262,0.72017,0.75162,0.24333,-0.0404,0.91199,0.93916,0.15914,0.45337,0.8214,0.87106,10
0.21048,0.44384,0.10357,0.95728,0.4446,0.31906,0.77471,0.51409,0.54125,0.56408,0.75867,0.93766,0.27142,0.11887,0.11539,0
0.87295,0.67254,0.67515,0.32352,0.77478,0.22994,0.76753,0.10128,0.32941,0.79976,0.56059,0.8718,0.10947,0.58001,0.12126,11
0.35297,0.6831,0.23274,0.89703,0.34985,0.32593,0.89396,0.54764,0.88902,0.91145,0.76822,0.32936,0.33495,0.45015,0.65568,31
0.09327,0.10223,0.8731,0.44607,0.23425,0.444,0.11993,0.13015,0.76044,0.43054,0.7601,0.4078,0.6559,0.099402,0.4474,9
0.40373,0.53743,0.4554,0.71465,0.71903,0.14389,0.22202,0.29688,0.60814,0.49244,0.17006,0.52905,0.59995,0.29885,0.5897,38
0.37279,0.54611,0.58062,0.80112,0.7649,0.17816,0.25515,0.19892,0.48677,0.37964,0.13869,0.50205,0.59552,0.22855,0.55004,38
0.12779,0.92471,0.66209,0.88298,0.23483,0.86213,0.5606,0.44059,0.92716,0.77646,0.34743,0.64115,0.089416,0.83407,0.90594,28
0.11507,0.44519,0.65085,0.1218,0.44529,0.43361,0.4564,0.44653,0.095757,0.42563,0.1048,0.77656,0.33668,0.43648,0.66326,13
0.23717,0.61701,0.32516,0.10982,0.19746,0.66576,0.53851,0.592,0.13583,0.40613,0.62849,0.16194,0.60499,0.58923,0.94815,27
0.77009,0.21101,0.10762,0.61969,0.56381,0.46803,0.10891,0.78418,0.33782,0.90471,0.22477,0.33601,0.67781,0.89459,0.11873,37
0.12436,0.11002,0.43435,0.2194,0.88265,0.75384,0.22449,0.33162,0.67795,0.78686,0.54116,0.64034,0.21561,0.22566,0.11759,3
0.93505,0.8196,0.62619,1.1486,0.42974,0.025073,0.65914,0.65934,-0.022623,0.94018,0.79991,1.0667,0.38007,0.14751,0.20343,26
0.65565,0.59582,0.71325,0.74022,0.32993,0.93165,0.51672,0.44093,0.49491,0.91058,0.80308,0.58276,0.4944,0.10679,0.24219,0
0.10327,0.44038,0.66743,0.11442,0.44294,0.43513,0.44146,0.44438,0.11376,0.44121,0.11205,0.75981,0.33733,0.46263,0.67099,13
0.46063,0.44873,0.33147,0.21881,0.78325,0.31991,0.43958,0.33209,0.56229,0.79815,0.88986,0.54937,0.68516,0.126,0.66749,1
0.79703,0.32425,0.45578,0.20783,0.23264,0.3467,0.4572,0.74133,0.11597,0.88296,0.43553,0.80241,0.68074,0.57617,0.87764,21
0.39512,0.6635,0.73998,0.55629,-0.074158,0.41654,0.35324,-0.092091,0.98794,0.96688,1.0423,0.54208,0.85527,0.45264,0.28721,14
0.86576,0.60496,0.59511,0.70412,0.19224,0.72106,0.22833,0.54752,0.56627,1.1767,0.59236,0.81665,0.65634,0.58674,0.13495,26
0.48093,0.90361,0.11812,0.87123,0.31971,0.56262,0.62916,0.6306,0.58895,0.43889,0.75618,0.55453,0.64625,0.51265,0.69143,33
0.60831,0.27703,0.91502,0.28396,0.243,0.15967,0.92927,0.15506,0.58432,0.83391,0.90696,0.485,0.40331,0.1355,0.26472,34
0.57294,0.52565,0.48055,0.58342,0.43594,0.51529,0.45752,0.34204,0.78724,0.79263,0.42057,0.33914,0.084503,0.22765,0.65952,0
0.78639,0.22125,0.090673,0.66155,0.56335,0.42833,0.12004,0.77696,0.35083,0.87914,0.21761,0.36295,0.65236,0.8848,0.092179,37
0.4809,0.96813,0.15947,0.84914,0.30114,0.49451,0.63058,0.7085,0.63101,0.43852,0.71766,0.58724,0.71756,0.53533,0.65676,33
0.12225,0.10662,0.48043,0.2483,0.88534,0.77787,0.22428,0.3346,0.73886,0.76807,0.56675,0.64507,0.23086,0.23226,0.11506,3
0.88137,0.50852,0.10875,0.36116,0.45522,0.38991,-0.16346,0.55206,1.0884,1.2597,0.58105,0.20672,0.91858,0.68661,0.23828,14
0.79975,0.6655,0.92275,0.35699,0.33506,0.80492,0.76847,0.43848,0.22413,0.55134,0.341,0.55525,0.32711,0.13746,0.21674,17
0.50243,0.76865,0.38945,0.76067,0.11071,0.78234,0.7986,0.80439,0.46219,0.55005,0.39471,0.63928,0.8055,0.54276,0.46988,0
0.84881,0.50213,0.92026,0.89813,0.20583,0.3917,0.93422,0.096885,0.18963,0.027244,0.11233,0.48002,0.82738,0.1945,0.40768,24
0.94729,0.28766,0.64178,0.91883,0.40175,0.60399,0.79177,0.65146,0.34104,0.4773,0.56341,0.70314,0.13046,0.41603,0.6188,36
0.57465,0.587,0.22596,0.78595,0.88024,0.79325,0.75522,0.56806,0.34804,0.22949,0.78696,0.33187,0.89912,0.54675,0.64964,29
0.25568,0.34644,0.35547,0.74147,0.5906,0.2496,0.15498,0.36464,0.9637,0.34432,0.89626,0.26335,0.59086,0.13096,0.76134,8
0.13852,0.80245,0.57315,0.95315,-0.034537,1.2146,0.65418,0.27727,0.80182,0.72221,0.315,0.56704,0.099013,0.79108,0.79548,28
0.46126,0.48782,0.6797,0.84627,0.91951,0.064397,-0.071734,0.1328,0.69499,0.41272,0.22378,0.84084,0.64989,0.4478,0.40009,38
0.78039,0.67144,0.8908,0.33573,0.34486,0.78704,0.79683,0.46632,0.22048,0.55602,0.32905,0.57887,0.33346,0.1072,0.22231,17
0.55758,0.56421,0.79693,0.62725,0.42485,0.4468,0.76728,0.93,0.43274,0.43482,0.85663,0.53329,0.16305,0.10082,0.066645,16
0.55509,0.61184,0.76798,0.70104,0.47097,0.44059,0.7791,0.85369,0.42626,0.42532,0.85225,0.5049,0.17491,0.090664,0.11667,16
0.35146,0.89533,0.34703,0.49092,0.77947,0.56933,0.6638,0.46936,0.90445,0.50856,0.28666,0.69331,0.5279,0.79976,0.45216,18
0.085316,0.13405,0.44823,0.23479,0.88965,0.78363,0.21373,0.33955,0.67579,0.7656,0.5839,0.66264,0.22226,0.22398,0.12313,3
0.75859,0.64599,0.89597,0.34484,0.33169,0.79958,0.79499,0.44476,0.22508,0.54866,0.35401,0.55605,0.32626,0.12687,0.2383,17
0.22253,0.11513,0.5509,0.89403,0.87575,0.66071,0.6723,0.44751,0.45503,0.67841,0.89609,0.21868,0.44308,0.78222,0.11137,5
0.79246,0.35761,0.83102,0.77473,0.60185,0.49507,0.75264,0.11791,0.34471,0.24382,0.78614,0.66179,0.97613,0.59589,0.70238,32
0.77098,0.66674,0.89843,0.32751,0.32747,0.78884,0.77977,0.436,0.21595,0.55269,0.33524,0.54149,0.32721,0.10431,0.2397,17
0.19396,0.54599,0.33494,0.073276,0.18659,0.65012,0.56033,0.56519,0.094463,0.44977,0.68309,0.23839,0.59765,0.49925,0.91362,27
0.62166,-0.010603,1.0458,0.16254,0.69601,0.74381,-0.35819,0.20408,1.2522,0.87842,0.92556,0.79753,0.68965,0.61108,0.27482,14
0.86097,1.0231,0.64497,0.92411,0.74343,0.11507,0.42221,0.55939,0.06359,0.6929,0.24997,0.70119,0.36662,0.26563,0.56855,26
0.45761,0.88284,0.13795,0.8776,0.31534,0.52394,0.7035,0.63532,0.54334,0.46298,0.805,0.55924,0.67798,0.52289,0.65474,33
0.77739,0.21369,0.11924,0.65303,0.56019,0.44059,0.12345,0.77904,0.31057,0.88311,0.2221,0.35278,0.65066,0.88286,0.11128,37
0.475,0.79099,0.22583,0.9349,0.54539,0.090416,0.91551,0.54686,0.7514,0.21864,0.18493,0.66655,0.10087,0.75219,0.46657,0
0.25953,0.36179,0.37247,0.71742,0.59344,0.23293,0.15475,0.35702,0.93045,0.3544,0.91493,0.23572,0.57099,0.13401,0.7385,8
0.25048,0.35792,0.35628,0.72323,0.58805,0.24235,0.15421,0.38047,0.94358,0.32087,0.92484,0.22475,0.58833,0.12661,0.75387,8
0.85566,0.80839,0.16678,0.68458,0.80524,0.14839,0.70348,0.34591,0.83534,0.72042,0.1969,0.92432,0.57977,0.80075,0.40077,6
0.21983,0.5147,0.34767,0.11658,0.25244,0.64605,0.55004,0.56292,0.095097,0.43181,0.67159,0.19298,0.56957,0.56819,0.85999,27
0.38637,1.024,0.53672,0.76747,0.59712,0.24121,0.45497,0.81886,0.29741,0.61216,0.62513,0.7104,0.32672,-0.086326,0.52412,26
0.10017,0.12615,0.90351,0.42407,0.19717,0.44161,0.099176,0.095223,0.76695,0.44741,0.77948,0.45366,0.66111,0.1157,0.43589,9
0.1887,0.58546,0.3336,0.1319,0.16575,0.5618,0.55826,0.52289,0.17818,0.43669,0.68455,0.21154,0.51782,0.58483,0.90866,27
0.23067,0.72416,0.58672,0.72744,0.32,0.84401,0.57628,0.59457,0.85167,0.88236,0.43984,0.64928,0.029272,0.82612,0.60855,28
0.89224,0.22641,0.20901,0.10811,0.88435,0.11344,0.86815,0.33431,0.89848,0.10698,0.22266,0.32096,0.42669,0.66359,0.10446,35
0.17837,0.97322,0.69756,0.8691,0.27681,0.87711,0.60932,0.45071,0.87115,0.82034,0.37968,0.6289,0.17011,0.7489,0.91976,28
0.43019,0.83375,0.095214,0.92964,0.33148,0.65531,0.68276,0.6448,0.57236,0.44299,0.8322,0.5264,0.59186,0.58428,0.59589,33
0.20954,0.60689,0.33237,0.10979,0.21427,0.66632,0.58655,0.52612,0.11754,0.53158,0.68937,0.20291,0.52614,0.55976,0.89028,27
0.89368,0.67425,0.66756,0.3244,0.79026,0.21554,0.79378,0.106,0.34047,0.7745,0.5653,0.88011,0.10548,0.55462,0.089647,11
0.84499,0.64481,0.59544,0.27884,0.76282,0.28928,0.75976,0.071486,0.32751,0.79505,0.61575,0.88234,0.14688,0.53307,0.047203,11
0.78629,0.66765,0.8943,0.34754,0.33937,0.78975,0.77095,0.45186,0.19588,0.58307,0.34963,0.55379,0.31145,0.10322,0.20261,17
0.24063,0.94138,0.23984,0.25135,0.6078,0.39075,0.1868,0.56193,0.47058,1.2003,0.69541,0.49317,-0.029005,-0.15919,1.1039,22
0.28178,0.93389,0.60349,0.29091,0.60131,0.46715,0.11365,0.30581,0.51813,0.65475,0.64431,0.77516,0.10005,-0.052513,0.53186,22
0.75783,0.65782,0.89483,0.33168,0.32523,0.81264,0.78285,0.44663,0.21939,0.54265,0.34365,0.53065,0.33463,0.11039,0.22936,17
0.87181,0.68785,0.62544,0.38395,0.71373,0.23369,0.86354,0.10641,0.32978,0.75469,0.57849,0.87619,0.092485,0.57953,0.081984,11
0.5593,0.54048,0.79015,0.70497,0.50363,0.53116,0.75444,0.85247,0.46077,0.41332,0.90185,0.5825,0.2289,0.15279,0.062598,16
0.7798,0.35632,0.81888,0.78476,0.56216,0.4813,0.77128,0.13516,0.35111,0.23928,0.77929,0.66747,0.95717,0.61311,0.70807,32
0.95506,0.28923,0.61539,0.91297,0.37977,0.62047,0.79208,0.60407,0.38908,0.44655,0.55574,0.69554,0.14191,0.39282,0.62135,36
0.21853,0.11201,0.55213,0.89161,0.88236,0.65809,0.67046,0.4478,0.45358,0.67672,0.90363,0.2186,0.44303,0.77776,0.11239,5
0.76855,0.54515,0.47694,0.79258,0.20308,0.60778,0.80262,0.10309,0.29917,1.2374,1.1268,0.10175,0.47503,0.75155,0.62891,10
0.78384,0.21615,0.09594,0.65851,0.57077,0.43812,0.12316,0.76409,0.32743,0.84645,0.21027,0.34159,0.66672,0.89362,0.11851,37
0.40661,0.92891,0.10221,0.85289,0.34052,0.57516,0.66638,0.65945,0.5729,0.41632,0.78534,0.56935,0.67859,0.55153,0.66098,33
0.76555,0.66417,0.91734,0.33689,0.32929,0.80562,0.78474,0.45828,0.21644,0.56682,0.33868,0.56616,0.3147,0.10125,0.20191,17
0.36982,0.97634,0.38304,0.45935,0.78133,0.56487,0.634,0.48558,0.89303,0.57752,0.2505,0.69748,0.52439,0.78779,0.4569,18
0.10615,0.12769,0.4628,0.21416,0.84928,0.76396,0.21011,0.3312,0.63906,0.77853,0.57384,0.67072,0.23691,0.23682,0.10614,3
0.46993,0.88604,0.11825,0.87611,0.34549,0.56902,0.66332,0.67688,0.55757,0.45034,0.77288,0.55666,0.6781,0.54158,0.67526,33
0.83411,0.79645,0.16705,0.67537,0.77983,0.14312,0.69653,0.34655,0.79768,0.68833,0.14714,0.93093,0.57472,0.82469,0.42954,6
0.27493,0.35445,0.33792,0.7185,0.62462,0.23742,0.16598,0.34403,0.93891,0.32554,0.92893,0.24185,0.57322,0.14972,0.76398,8
0.78211,0.20626,0.86826,0.22962,0.77987,0.1016,0.8928,0.76652,0.66826,0.672,0.22442,0.22656,0.7694,0.66733,0.56188,25
0.2576,0.3483,0.33949,0.70539,0.58101,0.25333,0.13068,0.35448,0.95052,0.33843,0.92835,0.24339,0.62089,0.1572,0.74679,8
0.83087,0.22792,0.1051,0.6393,0.55004,0.45868,0.11155,0.76098,0.31768,0.90162,0.20503,0.31996,0.65356,0.90619,0.11026,37
0.85804,0.81354,0.19472,0.68624,0.79603,0.18895,0.7058,0.35079,0.83738,0.6847,0.1487,0.91329,0.59707,0.802,0.39619,6
0.78172,0.34584,0.44448,0.19998,0.21694,0.3199,0.45818,0.7582,0.12539,0.87681,0.45489,0.80354,0.67856,0.55149,0.89495,21
0.90877,0.76784,0.5645,0.44179,0.66531,0.33065,0.43478,0.10121,0.65489,0.33452,0.32773,0.54461,0.22213,0.77934,0.76114,15
0.44497,0.4593,1.0311,0.65275,0.031009,0.47814,0.71988,-0.045916,0.80993,1.1546,0.94266,0.80407,0.35332,0.49411,0.43339,14
0.40461,0.48701,0.70075,0.29374,1.0487,0.7013,0.96793,0.6439,0.013211,0.49033,0.59714,0.38277,0.65153,0.81889,0.41666,2
0.29982,0.48632,0.83678,0.22595,0.94937,0.76593,0.88308,0.69559,0.05705,0.46148,0.4562,0.34988,0.49379,0.74973,0.32394,2
0.92218,0.050988,0.4024,0.43088,0.21588,0.44659,0.01227,1.1386,0.13225,1.0675,-0.041236,0.38585,0.42515,0.41237,0.1097,30
0.23582,0.19213,0.59436,0.9636,0.856,0.74218,0.72548,0.5216,0.49275,0.66045,0.83767,0.23898,0.40236,0.77635,0.17094,5
0.57936,0.62144,0.78872,0.65786,0.43787,0.48028,0.77482,0.87928,0.42847,0.41346,0.85092,0.53175,0.20105,0.096204,0.12529,16
0.55791,0.25616,0.71264,0.9453,0.55097,0.76855,0.21757,0.13311,0.59799,1.0746,0.93472,0.13407,0.76092,0.76685,0.033409,14
0.45981,0.47845,0.33496,0.22263,0.77534,0.34166,0.41839,0.34297,0.55548,0.77281,0.89016,0.56421,0.6772,0.11497,0.69478,1
0.10825,0.093898,0.44328,0.227,0.89422,0.78213,0.19931,0.34321,0.67502,0.75098,0.55693,0.64455,0.22541,0.23452,0.12052,3
0.24304,1.0289,0.65697,0.94027,0.22876,0.92411,0.52387,0.37971,0.83198,0.64816,0.16068,0.43212,0.27158,0.84601,0.9623,28
0.39586,0.93477,0.35301,0.45887,0.78753,0.56402,0.62605,0.44134,0.89004,0.4833,0.27752,0.6717,0.52035,0.79201,0.44163,18
0.7701,0.64877,0.90191,0.34208,0.32649,0.76383,0.76381,0.45838,0.22654,0.53434,0.33052,0.55962,0.322,0.1142,0.23888,17
0.78055,0.18686,0.9253,0.22581,0.78019,0.12405,0.89029,0.76575,0.6895,0.68005,0.2324,0.18936,0.74315,0.67137,0.54706,25
