@relation close_data_20-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}

@data
0.10908,0.88611,0.41789,0.63958,0.70388,0.88254,0.53642,0.63168,0.51954,0.81948,0.23697,0.3491,0.81193,0.7863,0.7687,0.59881,0.44598,0.18854,0.36886,0.28369,0.81358,0.76726,0.53279,0.50863,0.16973,0.91349,0.88495,0.74682,0.72956,14
0.92852,0.3371,0.23926,0.52134,0.75563,0.79661,0.60941,0.82328,0.43087,0.085474,0.31377,0.057287,0.38535,0.71805,0.075002,0.46967,0.21184,0.17638,0.20306,0.23207,0.65976,0.55182,0.80017,0.32103,0.66374,0.53905,0.56609,0.24054,0.77842,24
0.3295,0.90307,0.88026,0.68338,0.7679,0.7846,0.91039,0.11854,0.24405,0.212,0.79968,0.32188,0.23025,0.32347,0.32904,0.21352,0.87431,0.86797,0.10329,0.22766,0.52831,0.21119,0.4486,0.76188,0.65917,0.34783,0.31205,0.7967,0.58891,5
0.47013,0.84839,0.3269,0.48649,0.16667,0.91054,0.4254,0.32161,0.24313,0.41865,0.74005,0.88504,0.022311,0.8668,0.47002,0.49296,0.69999,0.61011,0.78288,0.93958,0.80695,0.74683,0.56567,0.60081,0.0045139,0.37965,0.27843,-0.045958,0.32071,12
0.64884,0.61761,0.47174,1.0234,0.64754,0.74707,0.68559,0.6669,0.15909,0.6143,0.68602,0.3997,0.23877,0.33978,0.093521,0.63586,0.48916,0.8965,0.35539,0.13371,0.72032,0.064167,0.33172,0.18736,0.89188,0.88886,0.80426,0.20021,0.51139,19
0.58381,0.90836,0.08691,0.67981,0.87904,0.76328,0.86716,0.32416,0.09408,0.4356,0.22625,0.23706,0.53585,0.76473,0.89915,0.89919,0.57166,0.86293,0.57061,0.67749,0.54148,0.89087,0.087943,0.89458,0.20985,0.43199,0.89339,0.43348,0.22875,15
0.90262,0.44849,0.44443,0.5676,0.11382,0.33508,0.78844,0.10041,0.45105,0.22054,0.4414,0.33812,0.79447,0.67479,0.91712,0.78131,0.43771,0.78698,0.65053,0.56684,0.66484,0.55551,0.92196,0.21621,0.33331,0.66925,0.77455,0.78949,0.78767,2
0.090999,0.70684,0.58277,0.13826,0.86897,0.31711,0.25346,0.81356,0.77107,0.68385,0.37951,0.57893,0.024299,0.59016,0.56861,0.2362,0.89223,0.81095,0.97744,0.091832,0.039607,0.72473,0.92705,0.35963,0.35976,0.1212,0.94829,0.24906,0.36815,22
0.90052,0.484,0.39135,0.57331,0.15616,0.38327,0.7469,0.040363,0.43447,0.17208,0.44485,0.16425,0.79094,0.65269,0.96121,0.79097,0.57687,0.73713,0.73469,0.61031,0.60268,0.54819,1.0744,0.18549,0.25077,0.79161,0.82419,0.74576,0.80425,2
0.90351,0.28776,0.30559,0.54936,0.72081,0.86087,0.63912,0.84134,0.40561,0.12256,0.36355,0.10478,0.28919,0.65149,0.097001,0.42582,0.27719,0.19544,0.20117,0.23908,0.59536,0.52613,0.84077,0.31788,0.70226,0.52701,0.60453,0.25116,0.78671,24
0.89293,0.74247,0.09234,0.70662,0.077434,0.48705,0.40774,0.56751,0.18611,0.43024,0.5324,0.93222,0.64618,0.61505,0.23801,0.34069,0.80364,0.87135,0.41414,0.04261,0.65013,0.39786,0.76055,0.11187,0.62388,0.41949,0.71592,0.14352,0.11174,23
0.16768,0.1009,0.42011,0.28426,0.38247,0.38677,0.60226,0.47752,0.33134,0.80932,0.37028,0.81316,0.81009,0.17902,0.80244,0.88337,0.82367,0.2368,0.92137,0.32182,0.57699,0.84637,0.7105,0.34102,0.39675,0.42699,0.31172,0.56109,0.13861,16
0.54618,0.43159,0.65941,0.43847,0.46486,0.56595,0.91302,0.54688,0.34594,0.88543,0.43452,0.64311,0.32716,0.689,0.10426,0.69095,0.32472,0.23433,0.3474,0.23198,0.68675,0.57952,0.78764,0.54552,0.6438,0.86945,0.67456,0.32235,0.23212,11
0.030779,0.46526,0.70549,0.48484,0.30813,0.16163,0.74014,0.5283,0.34662,0.68542,0.24972,0.74371,0.63091,0.88772,0.42991,0.50135,0.79631,0.58746,0.74893,0.058429,0.56386,0.74322,0.090374,0.3152,0.16,0.87122,0.11998,0.42037,0.049474,3
0.57595,0.94507,0.22412,0.45307,0.26767,0.86684,0.34702,0.48344,0.11224,0.46587,0.8563,0.81317,0.11206,0.92911,0.49165,0.50331,0.62211,0.7559,0.7658,0.8483,0.68268,0.91141,0.67931,0.71935,0.14846,0.34075,0.24004,0.08897,0.35074,12
0.62683,0.2307,0.19778,0.87319,0.47795,0.50902,0.67698,0.9233,0.67465,0.13379,0.7309,0.30137,0.11813,0.21081,0.59154,0.13776,0.58884,0.1194,0.74201,0.40516,0.55045,0.46334,0.1463,0.85245,0.85926,0.46,0.58327,0.73286,0.83248,26
0.35724,0.59244,0.37086,0.31609,0.31031,0.1056,0.8003,0.23053,0.31545,0.31333,0.87723,0.90674,0.86334,0.9275,0.57225,0.11684,0.83915,0.77807,0.33551,0.78157,0.77898,0.1196,0.57838,0.41975,0.19879,0.89494,0.4571,0.20325,0.78651,18
0.66823,0.44062,0.68842,0.11837,0.8121,0.26219,0.30685,0.33075,0.26723,0.65971,0.4108,0.20862,0.54995,0.21889,0.73521,0.1393,0.70898,0.85946,0.9407,0.5077,0.50277,0.48038,0.72953,0.46011,0.61969,0.1482,0.53817,0.49861,0.13926,6
0.69563,0.37107,0.63951,0.11407,0.9124,0.1677,0.34268,0.3147,0.22384,0.69077,0.4179,0.26416,0.50079,0.28486,0.69218,0.10469,0.6503,0.86188,0.93585,0.46186,0.44568,0.49826,0.72533,0.42909,0.68906,0.12351,0.59062,0.37216,0.21889,6
0.74229,0.40525,0.68859,0.12801,0.12587,0.79552,0.69508,0.39794,0.33858,0.72612,0.58507,0.34718,0.85712,0.081543,0.091356,0.17299,0.39977,0.41294,0.19263,0.8075,0.090896,0.70111,0.22726,0.89412,0.91816,0.69805,0.59499,0.35815,0.052938,8
0.042794,0.87006,1.1389,0.59958,0.82863,0.078516,0.24221,0.56247,0.84785,0.67822,0.57457,0.35776,0.2893,0.36838,0.52807,0.44034,0.93268,0.70307,0.88026,0.17323,0.43825,0.96074,1.0769,0.30621,0.5373,0.54515,0.56306,0.47928,0.46871,22
0.57855,0.90895,0.094955,0.65298,0.87578,0.79078,0.87095,0.32013,0.10049,0.40872,0.2001,0.2107,0.57119,0.79133,0.87741,0.87153,0.53203,0.88339,0.58313,0.65196,0.57063,0.86111,0.12063,0.86716,0.2365,0.45181,0.86,0.43467,0.23578,15
0.12363,0.85996,0.66091,0.095609,0.76718,0.53131,0.73705,0.68127,0.59304,0.20792,0.8026,0.47401,0.51208,0.88232,0.81134,0.28085,0.71316,0.62242,0.55821,0.38551,0.097337,0.23575,0.02665,0.61698,0.28847,0.72814,0.16931,0.067896,0.98067,10
0.91151,0.35516,0.5319,0.38838,0.013481,0.26793,0.79425,-0.024071,0.37789,0.38292,0.47258,0.50008,0.6372,0.73438,1.0687,0.75543,0.37889,0.86771,0.75349,0.69946,0.61602,0.44383,1.0553,0.22377,0.44792,0.8152,0.82853,0.70366,0.86487,2
0.68839,0.089716,0.44923,0.58672,0.2167,0.067529,0.80713,0.41475,0.73282,0.45228,0.41897,0.75795,0.45513,0.86683,0.089347,0.48351,0.70005,0.49732,0.37843,0.71401,0.93281,0.85542,0.13691,0.15048,0.91494,0.37309,0.89472,0.27335,0.92596,4
0.25366,0.37476,0.36391,0.62032,0.48751,0.39679,0.63743,0.29204,0.78503,0.53828,0.013768,0.49619,0.086111,0.41593,0.71109,0.65824,0.41999,0.28873,0.3117,0.32177,-0.080262,-0.034147,0.68419,0.12286,0.16009,0.073892,0.96161,0.29265,0.074053,7
0.54678,0.53223,0.35027,0.82877,0.71598,0.70942,0.67315,0.61461,0.028502,0.52604,0.75057,0.38558,0.2977,0.28189,0.20651,0.65523,0.29539,0.79078,0.43581,0.087799,0.45399,0.16707,0.27522,0.072667,0.85873,0.68042,0.88054,0.23039,0.37635,19
0.10347,0.79975,0.57676,0.65793,0.11792,0.092013,0.67811,0.12333,0.23266,0.54411,0.42833,0.89293,0.53484,0.43806,0.12591,0.22786,0.7673,0.19747,0.20957,0.90198,0.57364,0.56673,0.68416,0.78044,0.33978,0.53879,0.32802,0.12706,0.12206,13
0.92442,0.61643,0.11582,0.77107,0.10099,0.42158,0.51085,0.53558,0.095546,0.4164,0.50705,0.79931,0.66805,0.46448,0.19393,0.30517,0.72283,0.80781,0.35966,0.082105,0.58796,0.34832,0.84158,0.11861,0.64097,0.34434,0.69474,0.069878,0.15436,23
0.97244,0.49269,0.48875,0.48361,-0.13011,0.2986,0.69379,0.035496,0.53221,0.32657,0.53812,0.58843,1.026,0.77312,1.0007,0.66437,0.52722,0.89278,0.65603,0.50568,0.64653,0.59511,1.063,0.16751,0.28518,0.71241,0.84342,0.96062,1.0053,2
0.35562,0.87896,0.90818,0.65698,0.80049,0.76948,0.89721,0.10083,0.23185,0.20939,0.76645,0.33902,0.23137,0.345,0.34873,0.2335,0.88073,0.89449,0.12744,0.2326,0.54605,0.23239,0.43296,0.75776,0.68746,0.34775,0.338,0.78367,0.56412,5
0.07929,0.36776,0.81678,0.51523,0.20963,0.28021,0.75936,0.55827,0.33153,0.76258,0.35436,0.68283,0.73287,0.89556,0.32607,0.59812,0.75481,0.61335,0.65836,0.21726,0.64197,0.75568,0.14906,0.32868,0.11443,0.92819,0.10654,0.40936,0.13171,3
0.59375,1.0059,0.19574,0.41664,0.22315,0.87941,0.39469,0.47091,0.18113,0.42221,0.78242,0.80817,0.11627,0.84265,0.47028,0.4184,0.70175,0.83054,0.79599,0.82899,0.67994,0.93821,0.68464,0.59456,0.15449,0.35731,0.18371,0.12645,0.34669,12
0.68006,0.4539,0.73766,0.20378,0.08802,0.75656,0.69743,0.48853,0.37024,0.83325,0.61219,0.34856,0.78685,0.10446,0.16955,0.056726,0.40747,0.33115,0.21842,0.79926,0.14261,0.77987,0.25197,0.91845,0.87711,0.66035,0.53054,0.42106,0.12786,8
0.79977,0.56875,0.20297,0.12961,0.82237,0.3451,0.68673,0.75965,0.65453,0.68482,0.21284,0.78591,0.86883,0.093057,0.12173,0.54535,0.20621,0.34535,0.656,0.52416,0.12123,0.12339,0.23136,0.88223,0.12611,0.21057,0.53645,0.78969,0.56099,25
0.098746,0.78953,0.54412,0.66221,0.09736,0.10155,0.67364,0.12935,0.23153,0.53633,0.42841,0.87375,0.56167,0.43141,0.09597,0.24227,0.78751,0.23084,0.20768,0.87304,0.54011,0.56858,0.64972,0.74525,0.34413,0.53267,0.32131,0.098699,0.1009,13
0.94201,0.81074,0.16404,0.75372,0.16156,0.44933,0.52585,0.53292,0.14472,0.52452,0.62187,0.95493,0.6595,0.61131,0.23731,0.32572,0.84578,0.8958,0.39306,0.18828,0.78055,0.43212,0.88295,0.15053,0.69675,0.49281,0.80483,0.15655,0.19206,23
0.35159,0.88461,0.88538,0.68638,0.76546,0.79502,0.87719,0.1196,0.23653,0.23237,0.78723,0.30885,0.23349,0.32454,0.34738,0.20428,0.90549,0.87811,0.11903,0.23453,0.52804,0.21179,0.44869,0.75892,0.68575,0.32318,0.32345,0.78369,0.54598,5
0.63853,0.40611,0.66394,0.12411,0.86998,0.21041,0.31844,0.30197,0.19593,0.62834,0.49707,0.17593,0.52076,0.22726,0.64903,0.15045,0.65468,0.80678,0.89881,0.45333,0.47551,0.46217,0.84006,0.43698,0.66048,0.10055,0.6177,0.38946,0.17302,6
0.5961,0.91127,0.23172,0.41784,0.13953,0.79715,0.38346,0.37653,0.23748,0.44347,0.74587,0.90493,0.074162,0.87333,0.37848,0.52396,0.70869,0.77525,0.96244,0.94482,0.73459,0.73659,0.76276,0.60001,0.30489,0.22557,0.28197,0.13914,0.34572,12
0.75072,0.38501,0.73057,0.1905,0.034256,0.76298,0.62469,0.42203,0.39006,0.75912,0.60686,0.29351,0.82852,0.12051,0.085203,0.090137,0.41432,0.43228,0.26846,0.76966,0.13375,0.69974,0.20218,0.92297,0.8909,0.67978,0.61042,0.41996,0.11389,8
0.53476,0.56802,0.53358,0.95981,0.63068,0.686,0.92361,0.5786,0.14193,0.56206,0.66253,0.43555,0.38999,0.40879,0.13138,0.65596,0.37924,0.91121,0.39472,0.14588,0.6677,0.2767,0.32658,0.12412,0.90846,0.7418,0.88163,0.022255,0.43763,19
0.23653,0.43594,0.53991,0.57695,0.57971,0.36119,0.58391,0.31426,0.80773,0.37658,0.07674,0.56137,0.044103,0.63618,0.6762,0.75005,0.34152,0.14619,0.38207,0.47173,0.090741,0.071071,0.69957,0.1947,0.12585,0.38445,0.88603,0.41015,0.2656,7
0.11935,0.77079,0.57435,0.68701,0.12435,0.1308,0.65371,0.12057,0.23229,0.53696,0.45906,0.86598,0.53824,0.45337,0.12786,0.21004,0.79679,0.22938,0.23162,0.87189,0.57178,0.57152,0.65109,0.77479,0.34059,0.50983,0.34701,0.098116,0.095931,13
0.18346,0.13242,0.42496,0.34377,0.30466,0.37533,0.53304,0.41167,0.39433,0.80052,0.38044,0.72173,0.74005,0.22892,0.69716,0.92466,0.70731,0.20859,0.92352,0.25833,0.54923,0.8596,0.65063,0.35847,0.43891,0.47243,0.28632,0.5833,0.13762,16
0.77172,0.56708,0.23804,0.1319,0.84188,0.31918,0.65618,0.78766,0.64079,0.64426,0.20839,0.75998,0.90134,0.13297,0.1321,0.54066,0.25364,0.30809,0.67622,0.57442,0.12255,0.11894,0.23548,0.90222,0.12086,0.23001,0.52285,0.74192,0.56541,25
0.69406,0.45358,0.72682,0.16213,0.85987,0.178,0.35273,0.33722,0.19096,0.70306,0.47954,0.18422,0.51918,0.24072,0.7106,0.1344,0.71753,0.91868,0.87613,0.48553,0.40615,0.49532,0.82239,0.51956,0.66305,0.12967,0.58418,0.45102,0.26135,6
0.60122,0.86966,0.28651,0.67586,0.2945,0.9994,0.55456,0.458,0.16385,0.50713,0.80109,0.90119,0.12866,0.98522,0.633,0.47587,0.52294,0.80105,0.83032,0.96552,0.8027,0.8501,0.63106,0.62584,-0.057515,0.35716,0.20258,0.13874,0.54641,12
0.46628,0.12165,0.65017,0.09649,0.90786,0.54814,0.44173,0.43535,0.34198,0.086855,0.90754,0.43309,0.54603,0.11959,0.45254,0.45723,0.2141,0.91002,0.89906,0.88333,0.35594,0.12562,0.41355,0.23103,0.44162,0.3223,0.45501,0.67444,0.58148,17
0.165,0.40515,0.65481,0.64262,0.20225,0.27816,0.74191,0.64373,0.26662,0.75061,0.4305,0.76318,0.71461,0.95976,0.42937,0.54384,0.86115,0.66878,0.60763,0.11002,0.75908,0.78926,0.21016,0.31312,0.21835,0.95027,0.18866,0.43671,0.061721,3
0.1016,0.77142,0.57546,0.68735,0.11788,0.13849,0.67201,0.12213,0.23491,0.5619,0.45432,0.89804,0.56678,0.42977,0.12028,0.21108,0.80677,0.25226,0.237,0.90014,0.57166,0.55045,0.65058,0.77193,0.34516,0.53865,0.34781,0.13106,0.097624,13
0.58667,0.29303,0.22821,0.90744,0.5298,0.4772,0.67392,0.8586,0.78058,0.14275,0.7238,0.16298,0.063876,0.22189,0.51655,0.16221,0.50947,0.10329,0.59571,0.40573,0.51827,0.42721,0.080696,0.83261,0.92182,0.44896,0.53998,0.80392,0.79795,26
0.71997,0.18897,0.086328,0.81059,0.82163,0.37491,0.96312,0.6683,0.93484,0.30474,0.12093,0.64686,0.82056,0.67274,0.29932,0.84377,0.66881,0.74538,0.17772,0.25204,0.28929,0.37308,0.90276,0.80136,0.32786,0.24776,0.86506,0.89933,0.50612,0
0.75618,0.10495,0.41493,0.59779,0.25182,0.14853,0.97517,0.42474,0.84956,0.51876,0.42935,0.75507,0.48712,0.84488,0.12439,0.43628,0.70509,0.33451,0.39292,0.75412,0.89453,0.80615,0.1773,0.073306,0.88461,0.30255,0.87603,0.20532,0.8809,4
0.11719,0.83539,0.45372,0.66612,0.75003,0.84232,0.6057,0.70729,0.51366,0.8201,0.22337,0.34366,0.77594,0.76754,0.7761,0.56553,0.46793,0.24833,0.33016,0.17365,0.78108,0.77338,0.51098,0.54563,0.23672,0.85499,0.85333,0.77225,0.71506,14
0.94315,0.22591,0.90752,0.86638,0.37377,0.90846,0.81111,0.92356,0.28575,0.17488,0.68513,0.68775,1.1457,0.52353,0.95503,0.31896,0.2914,0.32163,0.19634,0.72834,0.97901,0.68238,0.98942,0.52763,0.18618,0.38261,0.29352,0.077196,0.84809,27
0.25796,0.10029,0.46037,0.31612,0.35405,0.38186,0.54314,0.50756,0.33357,0.75455,0.3397,0.74203,0.73914,0.23601,0.7391,0.81764,0.70285,0.20714,0.93219,0.35517,0.53083,0.831,0.66557,0.33341,0.45089,0.51161,0.33959,0.50362,0.13825,16
0.060627,0.42187,0.76023,0.5188,0.25966,0.26304,0.62261,0.62394,0.31518,0.74067,0.25127,0.69212,0.73207,0.87829,0.26232,0.55114,0.72814,0.60526,0.62485,0.25179,0.54152,0.73653,0.12939,0.25243,0.15362,0.96551,0.086734,0.4404,0.064128,3
0.73865,0.47935,0.62054,0.28127,0.108,0.81722,0.63491,0.44508,0.33013,0.82867,0.55686,0.34745,0.81881,0.079394,0.11559,0.11433,0.44338,0.34701,0.22097,0.85638,0.12779,0.69527,0.19297,0.89856,0.86472,0.68336,0.62845,0.37333,0.050007,8
0.17219,0.87985,0.46165,0.74063,0.74836,0.83657,0.51284,0.5783,0.51165,0.83867,0.15363,0.33357,0.77741,0.92168,0.60418,0.54967,0.4612,0.31814,0.31912,0.21057,0.6379,0.6767,0.5314,0.45822,0.32965,0.86614,0.89659,0.63252,0.70141,14
0.43514,0.12468,0.63291,0.10299,0.8833,0.54286,0.42812,0.43467,0.34752,0.10465,0.88644,0.44917,0.55212,0.10462,0.45384,0.46548,0.2092,0.89003,0.90076,0.88899,0.31411,0.11764,0.42417,0.19194,0.44405,0.33868,0.47247,0.68213,0.54056,17
0.099273,0.78762,0.57233,0.66628,0.099782,0.12057,0.65377,0.10335,0.23641,0.563,0.45561,0.87313,0.56267,0.43284,0.090274,0.20987,0.79173,0.23585,0.20847,0.90453,0.55104,0.54778,0.65158,0.77107,0.34732,0.5202,0.31643,0.095461,0.10395,13
0.35241,0.88764,0.88404,0.68954,0.80367,0.75649,0.8978,0.10099,0.23788,0.23665,0.78179,0.33668,0.23912,0.34423,0.32174,0.2104,0.90792,0.90467,0.1017,0.23333,0.56855,0.21639,0.44888,0.76594,0.66694,0.35197,0.31763,0.7643,0.57382,5
0.7482,0.4495,0.62263,0.14126,0.82246,0.24659,0.33988,0.28804,0.29025,0.69666,0.45057,0.18275,0.55245,0.15345,0.65587,0.07104,0.66692,0.91606,0.91979,0.49969,0.44063,0.43812,0.83338,0.41089,0.68936,0.10522,0.56707,0.50365,0.21976,6
0.85139,0.69886,-0.030304,0.79987,0.12809,0.45613,0.51088,0.42643,0.17282,0.37664,0.39898,0.96645,0.67979,0.65896,0.1131,0.21648,0.77322,0.84024,0.3549,0.1055,0.62224,0.41117,0.64034,0.19723,0.65376,0.41846,0.73345,0.048768,0.28294,23
0.76609,0.73743,0.71033,-0.35569,0.078071,1.0491,0.81624,-0.012154,0.016723,0.063603,0.44805,1.6801,0.32238,0.28228,1.5644,0.36867,0.70891,0.40464,1.3227,0.35779,0.81,1.5279,0.55181,1.1567,0.35868,-0.18515,0.96704,-0.011092,-0.2273,12
0.24829,0.094397,0.38278,0.36685,0.30432,0.30138,0.49804,0.47146,0.28812,0.79236,0.36989,0.8105,0.74482,0.23735,0.73913,0.78865,0.79479,0.1443,0.84405,0.35949,0.51294,0.82924,0.69919,0.32806,0.49287,0.51185,0.29237,0.62089,0.12084,16
0.26264,0.58184,0.5228,0.36225,0.53095,0.27784,0.62573,0.091714,0.90026,0.36576,0.12742,0.62947,0.15921,0.55975,0.80294,0.75235,0.32744,0.13414,0.36798,0.48211,0.15576,0.032153,0.67364,-0.013459,0.060546,0.45993,0.67141,0.50051,0.34894,7
0.65152,0.57686,0.34906,0.92542,0.67038,0.53982,0.78005,0.68877,0.073239,0.57523,0.71251,0.37175,0.23516,0.40698,0.14499,0.7078,0.5937,0.88347,0.31766,0.24862,0.657,0.18923,0.39127,0.09885,0.92925,0.786,0.70863,0.047819,0.45053,19
0.83397,0.35106,0.21091,0.51167,0.83387,0.83357,0.65343,0.84829,0.46804,0.14451,0.33698,0.12271,0.3484,0.72361,0.12083,0.4029,0.15608,0.25572,0.14489,0.2022,0.65399,0.49765,0.71942,0.31704,0.71719,0.59489,0.46619,0.31109,0.7516,24
0.92825,0.56184,0.37994,0.52278,0.11054,0.42456,0.70231,0.058934,0.44007,0.33841,0.36322,0.35809,0.75715,0.68649,0.79938,0.84602,0.44479,0.76187,0.63809,0.60949,0.61064,0.46601,0.91946,0.21605,0.28748,0.62889,0.68658,0.77663,0.80016,2
0.34329,0.96538,0.28404,0.70923,0.1269,0.74112,0.11369,0.77754,0.73344,0.74806,0.22387,0.71792,0.56449,0.33016,0.33973,0.32621,0.13068,0.31232,0.10694,0.2033,0.31644,0.37546,0.49585,0.31108,0.45234,0.6935,0.75752,0.19331,0.27428,0
0.67506,0.45106,0.71433,0.12683,0.9197,0.23896,0.32598,0.35535,0.27421,0.63406,0.46465,0.21659,0.5251,0.26399,0.69803,0.12086,0.68313,0.82793,0.96384,0.44942,0.43222,0.41143,0.74407,0.4144,0.64926,0.072867,0.48544,0.51343,0.24531,6
-0.12225,0.46282,0.90421,0.30006,0.44766,0.69281,0.66738,0.30357,0.52479,0.55624,0.77835,0.73144,0.31777,0.91079,0.80557,0.035509,0.98841,0.47487,0.65468,0.18134,0.35643,0.077115,0.27816,0.98402,0.5059,0.79443,0.037332,0.082874,0.52939,10
0.80761,0.71212,0.10121,0.73756,0.12352,0.38198,0.57949,0.53786,0.28084,0.44138,0.51061,0.86754,0.5619,0.54711,0.20665,0.30891,0.75184,0.9194,0.25993,0.1098,0.67711,0.48239,0.74926,0.13211,0.61766,0.4596,0.80564,0.046251,0.22247,23
0.35675,0.075915,0.48592,0.79629,0.094293,0.83195,0.76251,0.11552,0.091652,0.77728,0.92861,0.22913,0.60067,0.13046,0.66274,0.80651,0.91842,0.68707,0.42209,0.66337,0.26441,0.65365,0.46276,0.25347,0.31197,0.91553,0.35442,0.53414,0.85968,20
0.34401,0.11041,0.3655,0.73485,0.11161,0.30735,0.65798,0.63213,0.63499,0.67673,0.22467,0.70087,0.12885,0.11354,0.53554,0.75737,0.92312,0.7456,0.76477,0.57544,0.52293,0.71925,0.63024,0.79996,0.34212,0.47847,0.85484,0.76723,0.62473,0
0.74303,0.068664,0.44557,0.53654,0.29014,0.073375,0.90741,0.43266,0.73677,0.48019,0.47039,0.73725,0.60179,0.86859,0.10055,0.41949,0.69519,0.40154,0.39516,0.63179,0.91579,0.82696,0.16955,0.16612,0.81197,0.34859,0.85816,0.19054,0.85785,4
0.76244,0.54196,0.2437,0.13488,0.86356,0.32296,0.68793,0.7861,0.67602,0.64988,0.21111,0.7629,0.88016,0.12792,0.088543,0.53827,0.19134,0.34484,0.67972,0.53378,0.10092,0.096855,0.2041,0.87831,0.12317,0.24352,0.53992,0.79548,0.53809,25
