@relation h-out_data_14-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute class {0,1,2,3,4,5}

@data
0.48475,0.025814,0.17208,0.8625,0.054162,0.65231,0.88172,0.53691,0.92406,0.012047,0.89377,0.015137,0.34303,0.9077,0.72248,0.79924,0.63868,0.51795,2
0.86122,0.85847,0.22544,0.74338,0.57595,0.92179,0.73945,0.63833,0.14994,0.71165,1.0214,0.27498,0.55362,0.4484,0.29243,0.93317,0.4436,0.025215,0
0.75013,0.43972,0.10413,0.094797,0.68221,0.67964,0.71854,0.97123,0.29111,0.61383,0.011861,0.45686,0.89451,0.44165,0.8703,0.76977,0.3583,0.17257,1
0.83372,0.88889,0.1127,0.54556,0.67912,0.040352,0.39319,0.18892,0.77749,0.61904,0.33542,1.1103,0.52295,0.37072,0.12495,0.83343,1.1215,0.5449,0
0.74324,0.44049,0.10248,0.086369,0.68014,0.68246,0.71909,0.97258,0.29147,0.61441,0.013955,0.45242,0.89259,0.44258,0.86919,0.77202,0.35702,0.17353,1
0.48186,0.026116,0.17258,0.8636,0.051331,0.6506,0.87802,0.53244,0.92116,0.0084692,0.88833,0.017223,0.3415,0.90132,0.71883,0.79803,0.64119,0.51741,2
0.946,0.029382,0.46818,0.36438,0.19018,0.37275,0.58272,0.80701,0.13478,0.52369,0.15507,0.53487,0.12638,0.54346,0.77036,0.24471,0.32833,0.40825,0
0.48071,0.029852,0.17102,0.86462,0.053971,0.65267,0.87522,0.53353,0.92094,0.012466,0.88664,0.008083,0.34621,0.90282,0.7273,0.7993,0.6362,0.51792,2
1.0445,0.65744,0.079369,0.20703,0.86225,0.92054,0.60987,0.48163,0.20307,0.892,0.53164,0.72801,0.48431,0.82127,0.46969,0.78379,1.0084,0.96268,0
0.7468,0.44018,0.10687,0.092378,0.67922,0.67999,0.72109,0.97356,0.29335,0.61379,0.013516,0.45327,0.89328,0.44029,0.86652,0.77381,0.35929,0.1729,1
0.74351,0.44143,0.10543,0.096244,0.67654,0.68168,0.72159,0.97677,0.29177,0.61345,0.016001,0.45325,0.89396,0.43694,0.86497,0.77404,0.35741,0.16945,1
0.90148,0.14817,0.47184,0.58458,0.43074,1.0315,0.079515,0.82165,0.74475,0.21955,0.11438,0.12793,0.068219,0.39653,0.43388,0.21244,0.53133,0.16774,0
0.48171,0.026796,0.17047,0.86319,0.054031,0.64817,0.87473,0.53448,0.91857,0.010085,0.89163,0.016043,0.34538,0.90192,0.72819,0.80444,0.6419,0.51427,2
0.74731,0.43712,0.10985,0.097301,0.67977,0.67918,0.72087,0.97345,0.29422,0.61931,0.017021,0.45478,0.89316,0.44502,0.86584,0.77911,0.36028,0.17246,1
0.41435,0.86745,0.039266,0.3041,0.97109,0.58655,0.013558,0.53089,0.92068,0.37029,0.81318,0.33495,0.45874,0.28799,0.65545,0.45245,0.074404,0.27906,3
0.19089,0.54336,0.4843,0.27374,0.16382,0.81352,0.11739,0.79153,0.4126,0.30028,0.54919,0.061031,0.75253,1.0882,0.19504,0.68097,0.52351,0.3251,0
1.0567,0.81231,0.30416,0.24774,0.082144,0.25889,0.90739,0.16817,0.63949,0.32128,0.22154,0.43159,0.3827,0.071226,0.064177,0.66385,0.48882,0.28991,0
0.029501,0.23679,0.22553,1.0574,0.26487,0.95496,0.031156,0.82559,0.81218,0.036163,0.75277,0.8351,0.21179,0.18063,0.92074,0.61453,0.14095,0.95977,0
0.74676,0.44038,0.10736,0.091116,0.68421,0.67977,0.72082,0.97499,0.29554,0.61458,0.01626,0.4528,0.89338,0.44007,0.86746,0.77398,0.35885,0.17208,1
0.59931,0.1313,0.90198,0.74147,0.35779,0.7261,0.78762,0.11982,0.014024,0.2009,0.75983,0.60712,0.30673,0.16539,0.69378,0.79573,0.65471,0.3088,0
0.37685,0.70074,0.88203,0.070488,0.25452,0.17399,0.40471,0.21459,0.65675,0.4943,0.52767,0.80026,0.52196,0.14027,0.27794,0.038405,0.65133,0.31052,5
0.74559,0.44119,0.10975,0.09655,0.67921,0.6804,0.71942,0.97444,0.2932,0.61061,0.01392,0.45441,0.89841,0.4386,0.86728,0.77072,0.36149,0.17427,1
0.4765,0.020688,0.17487,0.86675,0.047181,0.65662,0.87474,0.53683,0.91788,0.012428,0.89026,0.013846,0.34695,0.90461,0.72417,0.80055,0.63823,0.51919,2
0.8738,0.30662,0.4187,0.92252,0.54254,0.48677,0.48863,1.1196,0.4069,0.50797,0.4873,0.96435,0.097893,0.79787,0.95199,0.9603,0.27648,0.61025,0
0.48331,0.025028,0.17417,0.85748,0.051907,0.65614,0.87803,0.53316,0.91595,0.015869,0.89219,0.011395,0.34858,0.90283,0.72304,0.79937,0.63836,0.51637,2
0.47826,0.028573,0.17512,0.86588,0.048387,0.64467,0.87614,0.53585,0.91983,0.018317,0.88684,0.011901,0.34149,0.9031,0.72761,0.80268,0.6402,0.51893,2
0.74672,0.44339,0.10659,0.092756,0.68088,0.6792,0.71573,0.97553,0.29558,0.61397,0.010695,0.45348,0.88981,0.43611,0.8669,0.77864,0.35939,0.1732,1
0.41247,0.86304,0.041354,0.30878,0.97226,0.58539,0.014613,0.53855,0.92064,0.37381,0.81378,0.3308,0.45179,0.29556,0.65331,0.45285,0.079309,0.27842,3
0.47946,0.028916,0.17001,0.86301,0.05144,0.65282,0.881,0.53656,0.92364,0.013912,0.88878,0.015076,0.34758,0.9005,0.72721,0.79965,0.63808,0.51297,2
0.1754,0.70244,0.90266,0.31635,0.31784,0.4245,0.63779,0.28782,0.26725,0.81254,0.57496,0.19806,0.93487,0.33395,0.22681,0.040867,0.53088,0.89219,4
0.85274,1.0951,0.94842,0.5015,1.1199,0.14282,0.70418,0.87202,0.31552,0.44532,0.95824,0.69491,0.93704,0.42921,0.10811,0.15065,0.38146,0.45964,0
0.74763,0.43992,0.10744,0.092694,0.6791,0.68154,0.72,0.97327,0.29134,0.61333,0.01389,0.45298,0.89153,0.44039,0.86523,0.77403,0.35943,0.17173,1
0.48088,0.024353,0.17056,0.869,0.055199,0.65233,0.87483,0.53863,0.92124,0.010576,0.89407,0.010635,0.34802,0.90013,0.72474,0.79712,0.64019,0.51791,2
0.4847,0.029016,0.17022,0.86841,0.055531,0.65175,0.87729,0.53573,0.91928,0.0095129,0.89133,0.013046,0.34311,0.90174,0.72249,0.80598,0.63548,0.51435,2
0.17578,0.70008,0.9039,0.32402,0.32011,0.42643,0.64096,0.29203,0.26356,0.81205,0.57254,0.20019,0.93204,0.33303,0.22756,0.041998,0.53088,0.89335,4
0.74576,0.4387,0.10707,0.09173,0.67981,0.67965,0.72078,0.97034,0.29215,0.6138,0.012815,0.44968,0.89381,0.43885,0.86694,0.77764,0.36203,0.1721,1
0.37061,0.70644,0.87783,0.067916,0.25393,0.17361,0.40332,0.21437,0.65604,0.49024,0.53406,0.80172,0.52326,0.14563,0.2803,0.037374,0.65323,0.30524,5
0.27041,0.17828,0.25425,0.14979,0.76366,0.75498,0.17191,0.16388,0.38418,0.2348,0.099789,0.26002,0.011744,0.39236,0.022671,0.38647,0.57962,0.184,0
0.48403,0.024868,0.16934,0.8631,0.050603,0.65305,0.87962,0.53346,0.9176,0.014033,0.89248,0.016099,0.34524,0.90176,0.71959,0.80309,0.63975,0.52094,2
0.7418,0.44342,0.10273,0.093821,0.67362,0.68065,0.72,0.9767,0.29262,0.60996,0.014076,0.44899,0.89185,0.4391,0.86855,0.76855,0.35685,0.16874,1
0.48297,0.029472,0.17268,0.86724,0.054173,0.65247,0.88116,0.53298,0.92266,0.0095175,0.8959,0.012102,0.34739,0.90431,0.72159,0.7979,0.63828,0.51554,2
0.48045,0.02569,0.16804,0.8642,0.046071,0.65149,0.87774,0.53524,0.92084,0.0096764,0.88959,0.0098969,0.34835,0.9029,0.72487,0.80261,0.6357,0.51693,2
0.47855,0.02871,0.17453,0.86617,0.058562,0.65255,0.87837,0.53583,0.91992,0.0081,0.88859,0.0083197,0.34082,0.90387,0.72558,0.80057,0.64059,0.51689,2
0.48003,0.034689,0.17518,0.86819,0.056404,0.65171,0.87717,0.53794,0.92548,0.015922,0.8921,0.014832,0.348,0.90202,0.72627,0.80202,0.64105,0.51363,2
0.48336,0.02816,0.1719,0.86522,0.054985,0.6514,0.87679,0.5345,0.92062,0.017341,0.88939,0.015817,0.3482,0.90693,0.7261,0.80151,0.63322,0.51686,2
0.41454,0.86714,0.038318,0.30525,0.97264,0.58517,0.010984,0.53637,0.92542,0.37421,0.81387,0.33237,0.45182,0.29266,0.64945,0.45268,0.080778,0.27893,3
0.41232,0.86809,0.039555,0.30704,0.9751,0.58641,0.013825,0.53386,0.91943,0.37439,0.81353,0.33341,0.45429,0.2939,0.65201,0.45356,0.081562,0.27921,3
0.74696,0.44255,0.106,0.093711,0.68048,0.68102,0.7201,0.97306,0.29152,0.61535,0.014982,0.4535,0.89805,0.43882,0.8677,0.77438,0.36001,0.17545,1
0.40821,0.87033,0.03714,0.30503,0.97243,0.58902,0.010987,0.53124,0.9171,0.37515,0.81863,0.33525,0.44905,0.29429,0.65577,0.45463,0.078772,0.28784,3
0.74695,0.44178,0.10755,0.096505,0.67422,0.67552,0.71957,0.96963,0.29435,0.61326,0.015069,0.45842,0.89719,0.43493,0.86517,0.77182,0.35888,0.17381,1
0.4814,0.025176,0.17129,0.86399,0.050075,0.65061,0.87835,0.53668,0.91945,0.015764,0.89234,0.015796,0.34599,0.90612,0.72214,0.80403,0.63805,0.51526,2
0.63657,1.0826,0.58698,0.14312,0.71121,0.095545,0.13341,0.35635,0.2101,0.39604,0.040957,0.43065,0.90814,0.44448,0.34858,0.50919,0.11904,0.50605,0
0.74505,0.44689,0.10833,0.091439,0.68028,0.68027,0.72353,0.97014,0.29537,0.61779,0.0084696,0.45697,0.89701,0.43989,0.86603,0.77568,0.36396,0.1739,1
0.74611,0.43859,0.10693,0.095609,0.67943,0.68324,0.71455,0.97215,0.29855,0.61159,0.013377,0.4518,0.88872,0.44039,0.86267,0.77303,0.35915,0.17176,1
0.1731,0.70355,0.90849,0.32244,0.31947,0.42529,0.64003,0.29335,0.26629,0.81375,0.57047,0.1981,0.93435,0.33475,0.22149,0.038843,0.53697,0.89597,4
0.74767,0.43901,0.1038,0.091958,0.68019,0.68184,0.7209,0.97069,0.29523,0.61347,0.015075,0.45238,0.89054,0.44164,0.868,0.77721,0.36298,0.17143,1
0.75059,0.44277,0.10869,0.090206,0.67501,0.67532,0.71828,0.97395,0.293,0.61872,0.025702,0.45242,0.89276,0.43536,0.8669,0.77208,0.36003,0.17397,1
0.74542,0.44248,0.10634,0.094747,0.67948,0.68158,0.72042,0.97524,0.29451,0.61431,0.014394,0.4543,0.89467,0.43739,0.86643,0.7759,0.3603,0.17259,1
0.74663,0.4401,0.10659,0.092692,0.67928,0.67945,0.71968,0.97308,0.29287,0.61419,0.012875,0.45413,0.89408,0.43964,0.86438,0.77336,0.35946,0.17411,1
0.41282,0.86817,0.040551,0.30433,0.97653,0.5879,0.01285,0.53309,0.92507,0.37292,0.81364,0.33089,0.45318,0.29409,0.65393,0.45141,0.079361,0.27742,3
0.48171,0.029383,0.1711,0.86912,0.053488,0.65554,0.87867,0.53646,0.9211,0.013692,0.88638,0.010012,0.34498,0.90253,0.72537,0.80083,0.63964,0.51333,2
0.41023,0.86742,0.038971,0.30783,0.97404,0.58216,0.014948,0.53117,0.91991,0.37424,0.8124,0.33481,0.45434,0.29362,0.65362,0.4525,0.076998,0.28155,3
0.7478,0.44082,0.10724,0.096219,0.67471,0.68292,0.72148,0.96744,0.29195,0.61038,0.012823,0.45332,0.89381,0.44366,0.86315,0.7727,0.35585,0.1743,1
0.41703,0.86874,0.040782,0.30705,0.97172,0.58685,0.014932,0.53176,0.92516,0.37061,0.81233,0.33193,0.45757,0.28955,0.65625,0.45243,0.077091,0.27958,3
0.47641,0.026223,0.17265,0.86567,0.052747,0.65242,0.87774,0.53914,0.91667,0.013848,0.89266,0.0085186,0.34802,0.90035,0.72415,0.80244,0.64053,0.51452,2
0.74878,0.44043,0.10534,0.095284,0.67465,0.67921,0.72089,0.97315,0.29546,0.61257,0.011477,0.45266,0.89488,0.4371,0.86684,0.77048,0.35814,0.17655,1
0.47863,0.027548,0.17342,0.8662,0.053549,0.65376,0.87799,0.53279,0.92654,0.012472,0.8875,0.013423,0.34711,0.90279,0.72423,0.80201,0.63473,0.51659,2
0.47964,0.026223,0.17386,0.86823,0.048483,0.65219,0.87724,0.5345,0.92138,0.014598,0.88921,0.012879,0.34835,0.9031,0.72805,0.80519,0.63739,0.51551,2
0.47883,0.027756,0.1749,0.86477,0.051646,0.65615,0.88051,0.5365,0.92203,0.011354,0.89176,0.013356,0.34646,0.9084,0.72073,0.8008,0.64318,0.51801,2
0.747,0.44049,0.10576,0.09437,0.67925,0.67956,0.72121,0.97182,0.29414,0.61412,0.012547,0.45404,0.8919,0.44234,0.86569,0.77367,0.36012,0.17098,1
0.42606,0.86556,0.037277,0.30708,0.97466,0.58549,0.0082314,0.53672,0.91805,0.37228,0.81694,0.33678,0.45481,0.29024,0.64771,0.43999,0.084188,0.27618,3
0.48569,0.025836,0.17596,0.86387,0.056453,0.6511,0.87797,0.5326,0.91906,0.017416,0.8902,0.012739,0.34672,0.90188,0.73186,0.80026,0.6363,0.51564,2
0.41923,0.86496,0.039487,0.30443,0.96966,0.58754,0.014008,0.53516,0.92474,0.37824,0.81476,0.33128,0.44723,0.29292,0.65467,0.45414,0.079637,0.27846,3
0.4114,0.86805,0.041175,0.30546,0.97718,0.58824,0.013129,0.53631,0.92381,0.376,0.81143,0.32885,0.45646,0.29503,0.65101,0.45645,0.081703,0.28069,3
0.47945,0.021979,0.17072,0.86608,0.05111,0.65395,0.87639,0.53688,0.92315,0.015781,0.88909,0.014424,0.34319,0.90462,0.7223,0.79969,0.6373,0.51984,2
0.56285,0.37464,0.014683,0.81221,0.85343,0.47112,0.54525,0.86487,0.52419,0.18441,0.29868,0.76256,0.037352,0.4,0.22423,0.87435,0.25767,0.32886,0
0.47671,0.026064,0.17447,0.86303,0.052992,0.6505,0.8778,0.53654,0.91875,0.015693,0.89418,0.012545,0.34619,0.90623,0.72031,0.80481,0.6415,0.51826,2
0.41038,0.86343,0.043659,0.30937,0.97453,0.59549,0.0096309,0.53767,0.91848,0.37128,0.81502,0.32862,0.44759,0.29166,0.65756,0.44856,0.080262,0.28186,3
0.74391,0.43898,0.11025,0.091942,0.68253,0.68284,0.71799,0.97293,0.29391,0.61418,0.0097145,0.45499,0.89321,0.43859,0.86727,0.77174,0.36252,0.17523,1
0.74713,0.44,0.10541,0.095052,0.67754,0.68083,0.72017,0.97203,0.29445,0.61282,0.013977,0.45249,0.89264,0.43979,0.86707,0.77375,0.3591,0.17233,1
0.74453,0.43694,0.1068,0.094985,0.67817,0.68183,0.72074,0.97259,0.29254,0.61566,0.014351,0.45336,0.89305,0.44158,0.8658,0.77294,0.35928,0.17441,1
0.4854,0.03037,0.169,0.86512,0.054354,0.65536,0.87322,0.5345,0.91917,0.014058,0.89009,0.011278,0.34537,0.90361,0.7269,0.80067,0.63554,0.51749,2
0.74482,0.44059,0.10793,0.094457,0.68022,0.68295,0.72139,0.97468,0.29327,0.61429,0.01405,0.45407,0.89361,0.44005,0.86569,0.77588,0.36049,0.17249,1
0.4141,0.86626,0.038861,0.30899,0.97296,0.58566,0.014395,0.53446,0.91921,0.37302,0.81382,0.32996,0.45552,0.29244,0.65412,0.4529,0.078996,0.28084,3
0.47992,0.024468,0.16886,0.86676,0.05131,0.65031,0.87993,0.54106,0.91697,0.013055,0.89099,0.011638,0.34387,0.90062,0.72629,0.79649,0.63533,0.5188,2
0.74836,0.43824,0.1124,0.093453,0.68125,0.67963,0.71914,0.97507,0.29358,0.6168,0.011324,0.45486,0.89264,0.43857,0.86584,0.77069,0.36331,0.16936,1
0.74483,0.44082,0.10411,0.092775,0.68682,0.67815,0.72326,0.97123,0.28913,0.61348,0.013534,0.45389,0.89433,0.43797,0.86514,0.77751,0.35976,0.17497,1
0.40854,0.86592,0.037695,0.31005,0.97606,0.58207,0.013604,0.53166,0.91554,0.36712,0.81745,0.33262,0.46225,0.29267,0.64874,0.45555,0.080934,0.27869,3
0.74771,0.43928,0.10884,0.096954,0.67965,0.67839,0.72119,0.97216,0.2959,0.61408,0.014124,0.45348,0.89482,0.44052,0.86626,0.77562,0.35964,0.17509,1
0.096525,0.92294,0.15576,0.12558,0.59708,0.14282,0.51028,0.080523,0.64247,0.86728,0.64929,0.46332,0.74087,0.44104,0.19991,0.42799,0.39212,0.10371,0
0.74579,0.44178,0.10566,0.089627,0.67714,0.67881,0.71705,0.97289,0.29358,0.61214,0.0089023,0.45403,0.8931,0.44013,0.86856,0.77406,0.36095,0.17427,1
0.17371,0.70361,0.90278,0.32166,0.32098,0.42804,0.64419,0.29305,0.27029,0.81304,0.56932,0.19724,0.93153,0.33112,0.22672,0.037982,0.53004,0.88717,4
0.48115,0.025475,0.17473,0.8672,0.050826,0.65441,0.87552,0.53325,0.92098,0.014439,0.88559,0.0090687,0.34637,0.90738,0.72206,0.80013,0.63711,0.51567,2
0.17095,0.70441,0.90912,0.32024,0.32072,0.42904,0.63927,0.29456,0.26627,0.81531,0.5698,0.19752,0.9348,0.33406,0.22427,0.038789,0.53691,0.89298,4
0.41586,0.86631,0.039424,0.3017,0.96986,0.58955,0.015395,0.53322,0.92199,0.37062,0.8145,0.33627,0.45125,0.29639,0.65451,0.45015,0.086925,0.28194,3
0.41269,0.8663,0.043456,0.30714,0.97112,0.58768,0.013312,0.53051,0.92026,0.37292,0.81371,0.33203,0.45132,0.29139,0.65461,0.45344,0.078157,0.28062,3
0.74441,0.43612,0.10926,0.093342,0.67711,0.68111,0.72059,0.97269,0.2914,0.61336,0.010515,0.45386,0.89508,0.44127,0.86674,0.7721,0.35958,0.16961,1
0.74239,0.44009,0.1012,0.090432,0.67819,0.682,0.72128,0.97115,0.29222,0.61168,0.013827,0.45163,0.8929,0.44495,0.86738,0.77399,0.35712,0.17494,1
0.41443,0.8697,0.041204,0.30546,0.97296,0.58453,0.011296,0.53532,0.91869,0.37171,0.81302,0.33514,0.45338,0.29315,0.65457,0.44959,0.080231,0.28171,3
0.48086,0.025474,0.17192,0.86269,0.053498,0.65954,0.87311,0.53619,0.91978,0.0098315,0.88998,0.014209,0.35033,0.90392,0.72357,0.79807,0.63693,0.52151,2
0.41832,0.86659,0.038582,0.30952,0.97193,0.59276,0.011201,0.53476,0.91727,0.3729,0.81754,0.33034,0.46427,0.29123,0.6601,0.45195,0.08044,0.27611,3
0.74366,0.43553,0.10578,0.091976,0.6818,0.67869,0.72053,0.97312,0.292,0.60738,0.012784,0.45065,0.89873,0.44246,0.86326,0.77069,0.36246,0.17267,1
0.40721,0.86091,0.041741,0.29855,0.96781,0.58895,0.015639,0.55363,0.9181,0.3598,0.79914,0.32624,0.4386,0.29743,0.6436,0.45793,0.080707,0.27687,3
