@relation h-out_data_4-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.79966,0.0073387,0.54804,0.39269,0.74041,0.42956,0.77081,0.55527,0.77071,0.95517,0.31117,0.051627,0.60006,0.11135,5
0.038614,0.7211,0.76352,0.89985,0.57845,0.33347,0.83118,0.57462,0.74641,0.14124,0.14016,0.74659,0.49858,0.073291,4
0.60815,0.4067,0.87409,0.5475,0.34844,0.87474,0.85117,0.088955,0.11934,0.7573,0.22031,0.27459,0.17179,0.075669,9
0.80095,0.0069177,0.547,0.39454,0.74045,0.43015,0.76845,0.5557,0.77172,0.95664,0.31116,0.05304,0.59845,0.1115,5
0.57622,0.33799,0.80465,0.47045,0.76464,0.94708,0.96422,0.088649,0.99433,0.44942,0.40664,0.043958,0.20841,0.96416,2
0.35692,0.93579,0.10976,0.3165,0.087703,0.24667,0.3687,0.89662,0.39033,0.092799,0.75726,0.59243,0.4415,0.53083,0
0.33714,0.48105,0.31363,0.36725,0.97757,0.097264,1.0386,0.598,0.88519,0.52316,0.35255,0.73528,0.17086,0.55928,0
0.78546,0.096273,0.79153,0.84463,0.35543,0.67381,0.43692,0.71847,0.30336,0.53349,0.18559,0.36327,0.3102,0.385,7
0.052458,0.57094,0.30525,0.3193,0.72735,0.022726,0.5321,0.66126,0.081381,0.80865,0.54887,0.36309,0.080091,0.074586,6
0.2817,0.75586,0.84482,0.71834,0.89625,0.14834,0.34822,0.21511,0.36993,0.99284,0.3482,0.741,0.1701,0.34062,3
0.78464,0.096274,0.79161,0.8439,0.35449,0.67179,0.43969,0.71875,0.30454,0.53323,0.18504,0.36125,0.31039,0.38324,7
0.56977,0.33315,0.79925,0.46744,0.76477,0.94771,0.97084,0.088709,0.99229,0.45096,0.40773,0.043598,0.20734,0.96747,2
0.081427,0.88177,0.18491,0.71098,0.088852,0.9785,0.60747,0.22985,0.89606,0.037043,0.28124,0.17761,0.42208,0.47443,1
0.28179,0.75583,0.84516,0.71845,0.89652,0.14851,0.34768,0.21465,0.37008,0.99302,0.34829,0.74138,0.17019,0.34091,3
0.081394,0.88191,0.18488,0.71085,0.088915,0.97852,0.60749,0.22928,0.89638,0.03741,0.28125,0.17756,0.42205,0.47436,1
0.28183,0.75555,0.84487,0.71816,0.89642,0.14829,0.34817,0.21487,0.37038,0.99292,0.34827,0.74106,0.17029,0.34107,3
0.59623,0.83017,0.3578,0.30431,0.045544,0.81285,0.59141,0.83515,0.18071,0.015249,0.46512,0.86584,0.69577,0.6419,0
0.61631,0.34153,0.019962,0.76671,0.97879,0.13043,0.50732,0.84916,0.17527,0.015929,0.42152,0.46434,0.35572,0.20772,0
0.57028,0.33423,0.79949,0.4675,0.76523,0.94922,0.97017,0.088822,0.99148,0.45031,0.40768,0.044468,0.20725,0.96843,2
0.18318,0.30289,0.10294,0.45856,0.79394,0.64985,0.047189,0.49511,0.85288,0.65368,0.90022,0.24639,0.30388,0.52737,0
0.79974,0.0075587,0.54807,0.39286,0.74056,0.42952,0.77069,0.55522,0.77067,0.95513,0.31114,0.051941,0.59987,0.11128,5
0.78486,0.096352,0.79317,0.84403,0.35612,0.67446,0.43674,0.71851,0.30342,0.53249,0.18491,0.3624,0.31172,0.38483,7
0.28193,0.75598,0.84524,0.71818,0.89641,0.14816,0.3482,0.2148,0.37015,0.99295,0.34835,0.74115,0.17004,0.34108,3
0.050722,0.56981,0.30521,0.31892,0.72628,0.022174,0.53281,0.66059,0.082652,0.80864,0.54796,0.36358,0.080494,0.07427,6
0.28148,0.75577,0.84471,0.71822,0.89598,0.1484,0.34838,0.21526,0.37007,0.99287,0.34831,0.74146,0.17037,0.34107,3
0.051276,0.56982,0.30448,0.32086,0.72652,0.022157,0.53403,0.66023,0.080735,0.80783,0.54817,0.36388,0.082566,0.073566,6
0.44324,0.62648,0.29438,0.80047,0.69006,1.0611,0.025765,0.26275,0.057628,0.31285,0.82605,0.46431,0.18846,0.37431,0
0.052173,0.57008,0.30277,0.32021,0.72765,0.021162,0.53311,0.6603,0.080981,0.80811,0.54762,0.36398,0.080934,0.07322,6
0.013041,0.97855,0.46787,0.8469,0.49053,0.029405,0.46243,0.25465,0.24978,0.50258,0.18117,0.67945,0.52978,0.80623,0
0.050759,0.57172,0.30494,0.31946,0.72766,0.021869,0.53384,0.66159,0.082399,0.8089,0.5471,0.36356,0.080647,0.072861,6
0.28218,0.75578,0.84474,0.71831,0.89627,0.14846,0.34791,0.21511,0.37029,0.9931,0.3486,0.74144,0.1703,0.34095,3
0.045861,0.7236,0.76415,0.90255,0.5741,0.33393,0.82805,0.57403,0.74131,0.14046,0.13653,0.74856,0.49643,0.070883,4
0.60694,0.40775,0.87515,0.54762,0.3479,0.87364,0.85223,0.088301,0.11795,0.75551,0.2218,0.2734,0.17045,0.074344,9
0.28157,0.75597,0.84476,0.71849,0.89615,0.14852,0.3482,0.21482,0.37017,0.99284,0.34824,0.74132,0.17016,0.34084,3
0.60748,0.40726,0.87407,0.54794,0.34812,0.87417,0.85197,0.088844,0.11856,0.75551,0.22227,0.27397,0.17039,0.074116,9
0.12488,0.44831,0.34869,0.24236,0.26875,0.73334,0.77236,0.14506,0.88385,0.056011,0.76301,0.4101,0.74211,0.25158,0
0.050504,0.57011,0.30502,0.31874,0.72727,0.023142,0.53329,0.66006,0.082279,0.80843,0.54744,0.36287,0.081273,0.072898,6
0.56619,0.33642,0.80188,0.47363,0.76903,0.95339,0.97107,0.086358,0.9937,0.45174,0.41559,0.044553,0.20772,0.96311,2
0.48054,0.48171,0.37612,0.037988,0.8129,0.39661,0.65452,0.92221,0.53056,0.39094,0.75581,0.8329,1.0095,0.48222,0
0.28177,0.75612,0.84503,0.71856,0.89658,0.14844,0.34798,0.21515,0.37003,0.99308,0.34813,0.74122,0.17051,0.34096,3
0.70612,0.71577,0.2373,0.71176,0.26597,0.72757,0.014609,0.62484,0.48601,0.19829,0.55847,0.52615,0.049215,0.2644,0
0.23955,1.0216,0.36706,0.38782,0.66851,0.34423,0.89341,0.18034,0.17049,0.97973,0.58309,0.21632,0.52457,0.68965,0
0.56632,0.091133,0.94888,0.64342,0.92472,0.82085,0.89793,0.64722,0.47957,0.45351,0.31219,0.26221,0.63448,0.43391,0
0.28215,0.7559,0.84481,0.71809,0.89643,0.14817,0.34787,0.21483,0.37017,0.99314,0.34865,0.74137,0.17041,0.34105,3
0.7973,0.007481,0.54892,0.39188,0.74455,0.42971,0.77271,0.55439,0.76997,0.9545,0.31184,0.053805,0.60005,0.11226,5
0.045736,0.71785,0.76256,0.89535,0.57184,0.33376,0.82864,0.57761,0.74617,0.14116,0.1406,0.75018,0.49711,0.0749,4
0.79961,0.0075559,0.54735,0.39209,0.73983,0.4295,0.7705,0.55521,0.77077,0.95477,0.31157,0.05111,0.59981,0.11096,5
0.60683,0.40771,0.87491,0.54733,0.34682,0.87577,0.85007,0.089426,0.11756,0.75672,0.2215,0.27377,0.16994,0.072902,9
0.63197,0.65125,0.40181,0.81994,0.54501,0.51094,0.057586,0.3657,0.30108,0.8872,0.041239,0.50027,0.2823,0.65508,8
0.04602,0.71937,0.7586,0.89875,0.56859,0.332,0.82512,0.57238,0.74506,0.14099,0.14245,0.74784,0.49584,0.07161,4
0.28175,0.75604,0.84484,0.7181,0.89618,0.14809,0.34831,0.21484,0.37034,0.99311,0.34854,0.74122,0.17031,0.3406,3
0.34945,0.75194,0.074706,0.80604,0.91713,0.50147,0.91792,0.098583,0.21545,0.78471,0.43563,0.86007,0.044372,0.082673,0
0.56817,0.33733,0.80629,0.46959,0.76097,0.94633,0.97287,0.082886,0.99337,0.44677,0.41587,0.044837,0.20087,0.96908,2
0.60922,0.40787,0.87355,0.54776,0.34762,0.87506,0.85255,0.087533,0.11888,0.7558,0.22082,0.27486,0.17163,0.074645,9
0.79981,0.007484,0.5479,0.3927,0.74046,0.42924,0.77079,0.55499,0.77037,0.95525,0.31119,0.052091,0.60023,0.11102,5
0.081668,0.88166,0.18516,0.71085,0.08896,0.9783,0.60774,0.22965,0.89623,0.037054,0.28128,0.17777,0.42226,0.4746,1
0.79986,0.0073919,0.54809,0.39287,0.74066,0.42943,0.77074,0.55524,0.77067,0.95503,0.31115,0.051791,0.5997,0.11114,5
0.28941,0.023466,0.57595,0.080898,0.45412,1.0124,0.53249,0.97846,0.56313,1.0276,0.59371,0.87412,0.44421,0.75416,0
0.28182,0.75598,0.84506,0.71863,0.89631,0.14826,0.34795,0.21515,0.36999,0.99306,0.34845,0.74133,0.17011,0.34087,3
0.05262,0.57081,0.30346,0.32018,0.72566,0.022935,0.53284,0.65924,0.082167,0.80866,0.5487,0.36272,0.081688,0.074016,6
0.28176,0.75569,0.8447,0.71856,0.89623,0.14836,0.3483,0.21478,0.37002,0.9932,0.34823,0.74126,0.17059,0.34084,3
0.38488,0.7752,0.23957,0.15022,0.42446,0.95328,0.87945,0.20191,0.69051,0.67697,0.91652,0.30933,0.66067,0.71199,0
0.7989,0.0084046,0.54919,0.3937,0.74181,0.42858,0.7689,0.55389,0.77228,0.95616,0.31122,0.053449,0.60157,0.11209,5
0.28145,0.75612,0.84493,0.71865,0.89627,0.14802,0.34821,0.21507,0.37024,0.99316,0.34851,0.74122,0.17017,0.34086,3
0.60761,0.40808,0.87403,0.54789,0.34783,0.87481,0.85208,0.08911,0.11836,0.75523,0.22211,0.2731,0.17049,0.074287,9
0.52792,0.65937,0.75218,0.7958,1.0001,0.068957,0.85429,0.53985,0.29354,0.072311,0.041371,0.37189,0.91961,0.93029,0
0.79943,0.0078632,0.54844,0.39296,0.74093,0.42963,0.77068,0.55565,0.77083,0.95464,0.31127,0.051882,0.60002,0.11116,5
0.56929,0.33374,0.79955,0.46872,0.76554,0.94802,0.96963,0.089513,0.99096,0.45105,0.40662,0.046259,0.20596,0.97018,2
0.28164,0.75587,0.84498,0.71879,0.8963,0.14801,0.34838,0.21518,0.37022,0.99328,0.34844,0.74135,0.17017,0.34085,3
0.052129,0.57178,0.30288,0.31907,0.72516,0.023231,0.53401,0.66181,0.082813,0.8079,0.54842,0.36313,0.080283,0.072828,6
0.4769,0.74988,0.93991,0.4021,0.86131,0.29863,0.58814,0.2877,0.28839,0.44972,0.3159,0.29665,0.86819,0.92167,0
0.78605,0.094046,0.79183,0.84517,0.35561,0.67435,0.43762,0.71699,0.30313,0.53307,0.18596,0.3623,0.31,0.38452,7
0.78414,0.097092,0.79062,0.84715,0.35607,0.67366,0.43642,0.71761,0.30429,0.53417,0.18463,0.36327,0.31257,0.38733,7
0.2818,0.75569,0.84498,0.71857,0.89593,0.14844,0.34765,0.21477,0.37036,0.99313,0.34826,0.74104,0.17021,0.34096,3
0.62875,0.65135,0.40069,0.81975,0.54641,0.51184,0.058278,0.37079,0.30378,0.88777,0.044569,0.49627,0.28032,0.65839,8
0.081332,0.88149,0.18484,0.71089,0.088729,0.97855,0.60786,0.22953,0.89589,0.036996,0.28178,0.17744,0.42227,0.47403,1
0.045353,0.71787,0.76293,0.89731,0.5721,0.33409,0.82806,0.57668,0.74644,0.14135,0.14068,0.74932,0.49597,0.074083,4
0.090186,0.81119,0.42496,0.53244,1.1314,0.061474,0.97565,0.79429,0.68674,0.035553,0.30474,0.16394,0.81384,0.39561,0
0.89602,0.1751,0.28291,0.52371,0.13593,0.50993,0.64144,0.72946,0.26152,0.73682,0.89049,0.37733,0.85545,0.79285,0
0.044385,0.71844,0.76284,0.89598,0.57237,0.33394,0.82842,0.57714,0.74721,0.14041,0.14062,0.74995,0.49772,0.074113,4
0.56682,0.33381,0.80162,0.46933,0.76549,0.94691,0.97245,0.077193,0.98836,0.45454,0.40712,0.045612,0.21231,0.97434,2
0.044419,0.71566,0.76566,0.8966,0.568,0.33486,0.82662,0.57711,0.74931,0.13966,0.14033,0.74978,0.49686,0.075909,4
0.56628,0.3359,0.80147,0.46387,0.76016,0.95391,0.96769,0.086641,0.9954,0.44482,0.41368,0.056011,0.20539,0.96993,2
0.051309,0.57007,0.30498,0.31999,0.72615,0.023429,0.53366,0.65971,0.081269,0.808,0.54825,0.36324,0.080907,0.073993,6
0.26889,0.88857,0.3132,0.91127,0.34418,0.4741,0.81566,0.33976,0.33761,0.54917,0.84249,0.48263,0.49022,0.25071,0
0.052027,0.57189,0.3037,0.31847,0.72671,0.023306,0.53238,0.66047,0.082528,0.80876,0.54859,0.36346,0.080719,0.073363,6
0.28165,0.75563,0.84484,0.71838,0.89622,0.14806,0.34812,0.21472,0.3704,0.99284,0.3481,0.74122,0.17027,0.34056,3
0.26249,0.27085,0.79563,0.20767,0.31246,0.57731,0.4164,0.60553,0.34505,0.92258,0.2139,0.08822,0.47248,0.92441,0
0.78509,0.096128,0.79373,0.84451,0.35547,0.67206,0.43696,0.71806,0.30409,0.53338,0.18516,0.3633,0.30921,0.38468,7
0.92991,0.47016,0.30977,0.83838,0.65222,0.71576,0.086879,0.10306,0.1791,0.83716,0.41227,0.79195,0.343,0.58634,0
0.28168,0.75571,0.84508,0.71848,0.89603,0.14808,0.3481,0.21498,0.3705,0.99303,0.34831,0.74121,0.17051,0.34068,3
0.044689,0.71765,0.76292,0.89694,0.57143,0.33407,0.82805,0.57647,0.74645,0.14056,0.14116,0.75035,0.4982,0.074596,4
0.28195,0.75562,0.84456,0.71836,0.89612,0.14854,0.34804,0.21514,0.37013,0.99305,0.34841,0.74122,0.1706,0.34071,3
0.34774,0.045112,0.36625,0.87962,0.36013,0.95757,0.041516,0.49371,0.57655,0.41095,0.069958,0.97896,0.8266,1.0119,0
0.048291,0.71395,0.76184,0.89572,0.57211,0.33309,0.83298,0.5804,0.74731,0.14143,0.14363,0.74948,0.49843,0.073979,4
0.62745,0.6549,0.40414,0.80923,0.54486,0.51991,0.061948,0.36896,0.30528,0.89038,0.052715,0.4957,0.28385,0.65388,8
0.67369,0.78037,0.31929,0.73727,0.19577,0.34081,0.25574,0.081927,0.58929,0.95674,0.2109,0.64644,0.65803,0.23002,0
0.78583,0.095659,0.79219,0.84437,0.35642,0.67401,0.43692,0.71805,0.30361,0.5331,0.18499,0.36263,0.31191,0.38482,7
0.049068,0.72016,0.76495,0.89896,0.57097,0.33465,0.8296,0.57723,0.74887,0.14059,0.14115,0.74508,0.4928,0.080528,4
0.41496,0.44984,0.95177,0.60064,0.59013,0.60836,0.86525,0.80703,0.88739,0.45386,0.02255,0.2495,0.85631,0.41293,0
0.081038,0.88186,0.18538,0.71107,0.088814,0.97873,0.60774,0.22979,0.89616,0.037175,0.28148,0.17762,0.42185,0.47463,1
0.081603,0.8818,0.18515,0.7106,0.089262,0.97837,0.60742,0.22938,0.89638,0.037226,0.28133,0.17768,0.42193,0.47454,1
0.052705,0.57214,0.30351,0.32027,0.72594,0.022308,0.53373,0.66106,0.081083,0.80871,0.54936,0.36336,0.082252,0.073968,6
0.24207,1.1293,0.76289,0.37592,0.068669,0.68938,0.031078,0.40815,0.71473,1.0459,0.72843,0.71926,0.50153,0.9006,0
0.28191,0.75563,0.84532,0.71867,0.89615,0.14811,0.34801,0.21487,0.37015,0.99341,0.34814,0.74128,0.17017,0.34114,3
0.55597,0.82426,0.40378,0.018789,0.060994,1.0406,0.22862,0.83681,0.34252,0.21218,0.39526,0.49354,0.67763,0.045717,0
0.26063,0.31466,0.77957,0.41118,0.9284,0.28427,0.40594,0.053902,0.58011,0.19559,0.79123,0.44072,0.77136,0.090637,0
0.18202,0.27467,0.6144,0.73644,0.74932,0.17452,0.31441,0.014376,0.86484,0.17983,0.53709,0.99674,0.48239,0.13113,0
0.60699,0.40883,0.87353,0.54806,0.34777,0.87439,0.85273,0.089786,0.11819,0.75525,0.22085,0.27343,0.16995,0.074342,9
0.57457,0.33476,0.79359,0.46445,0.76693,0.94791,0.97629,0.083725,0.98835,0.44597,0.40423,0.041409,0.20744,0.96178,2
0.60803,0.40699,0.87364,0.54686,0.34927,0.87523,0.85164,0.089852,0.11916,0.75667,0.22255,0.27298,0.16883,0.073923,9
0.051148,0.57077,0.30284,0.32031,0.72736,0.021035,0.53247,0.6593,0.08155,0.8087,0.54915,0.36375,0.080332,0.073652,6
0.78489,0.096287,0.7927,0.84418,0.35586,0.6738,0.43706,0.71842,0.3035,0.53357,0.18521,0.36304,0.31111,0.38501,7
0.98297,0.576,0.37953,0.22003,0.34143,0.10947,0.21023,0.52884,0.69805,0.39804,0.40884,0.76244,0.94988,0.31272,0
0.050967,0.57118,0.30264,0.31961,0.72723,0.02129,0.53301,0.65954,0.08103,0.80829,0.54745,0.36331,0.081833,0.073339,6
0.052891,0.57196,0.30489,0.31956,0.72672,0.022512,0.53422,0.65925,0.080301,0.80825,0.54879,0.36345,0.080809,0.075288,6
0.2819,0.75577,0.84523,0.71843,0.8964,0.14787,0.34807,0.21479,0.37,0.99304,0.34816,0.74118,0.17025,0.34084,3
0.60646,0.4059,0.87511,0.54854,0.34815,0.87437,0.85194,0.089553,0.11743,0.75481,0.22219,0.2744,0.17039,0.072528,9
0.10895,0.96433,0.1924,1.0518,0.11883,0.65549,0.7812,0.15806,0.68772,0.48649,0.19669,0.72241,0.54041,0.30215,0
0.041998,0.71843,0.76477,0.89581,0.57513,0.33556,0.82551,0.57166,0.74336,0.14143,0.13257,0.74589,0.49839,0.069577,4
0.052683,0.57094,0.3026,0.3192,0.72618,0.022436,0.53402,0.66173,0.081678,0.81024,0.54971,0.36371,0.082627,0.074543,6
0.56549,0.33294,0.7996,0.4694,0.76498,0.94888,0.96902,0.088094,0.99165,0.4501,0.40419,0.046665,0.20661,0.97116,2
0.052535,0.57133,0.30267,0.32005,0.72694,0.023313,0.53383,0.66044,0.081677,0.80996,0.54876,0.36296,0.081916,0.073668,6
0.60776,0.40722,0.87431,0.54869,0.34754,0.87411,0.85261,0.088784,0.11859,0.75691,0.22287,0.27418,0.17039,0.074865,9
0.62724,0.65231,0.39826,0.81623,0.54606,0.5091,0.055813,0.37069,0.3004,0.8887,0.043951,0.49324,0.28151,0.66106,8
0.28176,0.75555,0.84519,0.71843,0.89625,0.14816,0.34789,0.21492,0.37052,0.99284,0.34819,0.74137,0.17011,0.34064,3
0.28161,0.75583,0.84467,0.71841,0.89629,0.14836,0.34818,0.21488,0.37026,0.99309,0.34836,0.74099,0.1702,0.3406,3
0.28175,0.75588,0.84456,0.7186,0.89648,0.14839,0.34791,0.21504,0.37023,0.99315,0.34838,0.74117,0.17057,0.34099,3
0.79997,0.0074346,0.54808,0.39285,0.74041,0.42958,0.77063,0.55503,0.77069,0.95542,0.31118,0.052024,0.59953,0.1109,5
0.056826,0.37623,1.1424,0.85703,0.076548,0.64192,0.23617,0.81554,0.27822,0.038569,0.64603,0.4194,0.40547,0.58077,0
0.78535,0.097633,0.79174,0.84665,0.35643,0.67401,0.43807,0.71845,0.30396,0.53295,0.1846,0.36419,0.31142,0.38367,7
0.042947,0.72123,0.76531,0.89888,0.57862,0.33622,0.82242,0.571,0.74511,0.13442,0.14281,0.74882,0.49908,0.064596,4
0.12058,0.16892,0.6334,0.73044,0.19637,1.0208,0.39594,0.63702,0.1113,0.15939,0.43818,0.16355,0.41282,0.79524,0
0.28149,0.75567,0.84491,0.71837,0.89625,0.14809,0.34783,0.21513,0.3702,0.99347,0.34816,0.74108,0.1704,0.34069,3
0.84741,0.83908,0.007761,0.22139,0.50594,0.58916,0.90006,0.64335,0.58051,0.65347,0.28171,0.092261,0.89493,0.33793,0
0.044398,0.71972,0.76046,0.89606,0.57218,0.33316,0.82716,0.57882,0.74599,0.14067,0.14146,0.75035,0.49757,0.073635,4
0.28165,0.7559,0.84515,0.71831,0.89624,0.14831,0.3482,0.21507,0.37022,0.99304,0.34842,0.74132,0.17,0.34091,3
0.6077,0.40704,0.87467,0.54807,0.3488,0.87485,0.85373,0.089248,0.11697,0.75628,0.22275,0.27293,0.17193,0.073759,9
0.28177,0.75601,0.84517,0.71863,0.89657,0.14851,0.3481,0.21494,0.3699,0.99322,0.34798,0.7413,0.17039,0.34098,3
0.80022,0.0072636,0.54702,0.39262,0.74067,0.4297,0.77039,0.55512,0.77086,0.9552,0.31182,0.052035,0.60007,0.11112,5
0.90964,0.23781,0.61895,0.71576,0.63827,0.51155,0.30516,0.049617,0.35877,0.08269,0.1418,0.033466,0.87529,0.054653,0
0.24652,0.070579,0.46598,0.6087,0.23869,0.079296,0.35808,0.52673,0.30483,0.34759,0.3162,0.58954,0.73202,0.87513,0
0.79982,0.0067325,0.54841,0.39288,0.73984,0.42988,0.77068,0.55557,0.77064,0.9553,0.31163,0.052246,0.59964,0.11153,5
0.52964,0.87491,0.58395,0.22428,0.35202,0.70883,0.43274,0.88052,0.63025,0.85416,0.64688,0.38397,0.73739,0.33043,0
0.79911,0.0073574,0.54831,0.3925,0.74047,0.42952,0.77052,0.55551,0.77047,0.95519,0.31083,0.051875,0.60027,0.11163,5
0.28176,0.75596,0.84482,0.71801,0.89602,0.14823,0.34827,0.2148,0.37003,0.99338,0.34858,0.74135,0.17026,0.34077,3
0.79871,0.0071008,0.54931,0.39418,0.74025,0.42962,0.7722,0.55449,0.77175,0.95524,0.31118,0.05079,0.59898,0.11135,5
0.28172,0.75594,0.84497,0.71852,0.89595,0.14825,0.34776,0.21471,0.37041,0.99314,0.34844,0.741,0.17024,0.34071,3
0.62805,0.65257,0.4012,0.81852,0.54748,0.51082,0.058285,0.36928,0.30165,0.89028,0.045049,0.49753,0.27798,0.65897,8
0.28178,0.75598,0.8449,0.71846,0.89638,0.14849,0.34821,0.21472,0.37004,0.99333,0.34856,0.74136,0.17042,0.34102,3
0.081518,0.88213,0.18485,0.71066,0.088835,0.97835,0.60781,0.22968,0.89613,0.037268,0.28142,0.17752,0.42187,0.47438,1
0.57205,0.33229,0.79955,0.46784,0.76599,0.95183,0.97157,0.088276,0.99539,0.4497,0.40666,0.042171,0.20906,0.96921,2
0.08168,0.882,0.18516,0.71066,0.088729,0.97841,0.60775,0.23006,0.89587,0.036717,0.2813,0.17756,0.42183,0.47417,1
0.050948,0.57096,0.30319,0.31891,0.72644,0.022331,0.53254,0.66076,0.082211,0.81024,0.54756,0.36465,0.081696,0.074093,6
0.79976,0.0073657,0.54818,0.39263,0.74057,0.4294,0.77086,0.55527,0.77067,0.9552,0.31121,0.05184,0.59996,0.11114,5
0.79985,0.0074514,0.54758,0.39253,0.74037,0.42945,0.77071,0.55546,0.77077,0.9551,0.31099,0.052149,0.6001,0.11141,5
0.58549,0.73214,0.38873,0.32575,0.62195,0.18073,0.0080248,0.43684,0.11809,0.90954,0.10424,0.87528,0.80649,0.41007,0
0.57993,0.17129,0.91729,0.26149,0.37131,0.18495,0.50061,0.37304,0.44198,0.26217,0.17562,1.025,0.70067,0.7824,0
0.051268,0.57008,0.30264,0.31898,0.72642,0.021285,0.53313,0.66016,0.081679,0.81022,0.54762,0.36333,0.081222,0.073733,6
0.6074,0.40713,0.87399,0.54783,0.34807,0.87422,0.85197,0.088881,0.11846,0.7553,0.22212,0.27409,0.17032,0.074067,9
0.60736,0.40746,0.87432,0.54799,0.34827,0.87424,0.85199,0.08892,0.11834,0.75533,0.22228,0.27402,0.17041,0.074087,9
0.052604,0.57123,0.30274,0.3193,0.72659,0.021266,0.53407,0.66118,0.080596,0.80786,0.54874,0.36447,0.080631,0.073717,6
0.28208,0.75582,0.8446,0.71853,0.89634,0.14797,0.34799,0.21479,0.36991,0.99329,0.34856,0.74103,0.17031,0.34068,3
0.28155,0.75543,0.84514,0.71847,0.89587,0.14846,0.34811,0.21472,0.36996,0.99295,0.34831,0.7411,0.17013,0.34118,3
0.47934,0.80285,0.64936,0.77691,0.66148,0.75316,0.36836,0.57029,0.45939,0.29402,0.88975,0.20742,0.28337,0.75394,0
0.78459,0.096332,0.7927,0.846,0.35597,0.6739,0.43714,0.71778,0.30312,0.53449,0.18572,0.36325,0.31017,0.38609,7
0.60751,0.40767,0.87392,0.54706,0.3482,0.87461,0.85243,0.087735,0.11981,0.7555,0.22305,0.27466,0.16931,0.074324,9
0.28175,0.75555,0.84492,0.71827,0.89627,0.1481,0.34806,0.21484,0.36998,0.99325,0.34803,0.74092,0.17019,0.34105,3
0.60178,0.71747,0.4311,0.66615,0.78252,0.28479,0.15425,0.55601,0.70562,0.15634,0.82435,0.62066,0.44387,0.45676,0
0.44925,0.67615,0.70473,0.86573,0.1251,0.52558,0.98846,0.25242,0.9267,0.41046,0.083394,0.092765,0.55347,0.031228,0
0.56814,0.33622,0.80101,0.46563,0.76499,0.94837,0.97086,0.089996,0.99318,0.45427,0.40739,0.042231,0.20868,0.97046,2
0.044808,0.71821,0.76389,0.89399,0.57156,0.33544,0.82908,0.5751,0.74701,0.14081,0.14076,0.75097,0.50162,0.075798,4
0.80902,0.93669,0.59151,0.67329,0.56926,0.73903,0.90967,0.09905,1.0221,0.83924,0.44854,0.0075278,0.44198,0.043068,0
0.044732,0.71705,0.76339,0.89653,0.57233,0.3332,0.829,0.57757,0.74729,0.14096,0.14173,0.74929,0.49778,0.074261,4
0.60646,0.4057,0.87597,0.5474,0.34768,0.87499,0.85369,0.089744,0.11839,0.75451,0.22212,0.27512,0.17112,0.07356,9
0.044844,0.71773,0.76327,0.89568,0.57218,0.33417,0.8278,0.57679,0.74597,0.14112,0.14052,0.74963,0.49826,0.074178,4
0.081502,0.88184,0.18515,0.71082,0.088615,0.97872,0.6081,0.22942,0.89637,0.036802,0.28157,0.17784,0.4223,0.47449,1
0.6068,0.40735,0.87411,0.54909,0.34833,0.87487,0.85186,0.088159,0.11782,0.75462,0.22307,0.27308,0.17009,0.075158,9
