@relation h-out_data_5-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
0.93383,0.92445,0.25866,0.11182,0.46294,0.87401,0.24725,0.68689,0.096761,0.93891,0.96088,0.021643,0.50202,0.41255,0.54266,0.43512,0.2059,0.92495,0.2962,0.46268,7
0.55724,0.66889,0.71277,0.98067,0.20272,0.52905,0.72764,0.43098,0.76603,0.41915,0.69128,0.24458,0.66482,0.23505,0.81508,0.085719,0.69322,0.20409,0.78054,0.17308,0
0.49796,0.96695,0.143,0.62602,0.44977,0.24609,0.2585,0.19138,0.49827,0.24088,0.94668,0.64136,0.078419,0.93506,0.23201,0.6107,0.96328,0.023922,0.82131,0.57591,4
0.81595,0.52331,0.62044,0.69444,0.20546,0.063337,0.28292,0.13724,0.55992,0.37336,0.10293,0.030542,0.62019,0.47244,0.35036,0.71688,0.51646,0.048366,0.091126,0.50896,0
0.21773,0.74369,0.21533,0.3551,1.0421,0.67822,0.77069,0.34985,0.65181,0.67601,0.33311,0.049473,0.054459,0.89324,0.084419,0.70523,0.81299,0.51315,0.68538,0.30577,0
0.94819,0.9239,0.25635,0.10259,0.46188,0.87157,0.25671,0.69218,0.10263,0.93629,0.9612,0.02565,0.49993,0.4103,0.55103,0.43592,0.20531,0.9222,0.2947,0.46176,7
0.051449,0.037699,0.65255,0.038222,0.21673,0.56448,0.064699,0.61512,0.39738,0.3718,0.81991,0.83368,0.23102,0.25636,0.090043,0.1157,0.70566,0.52605,0.29528,0.51308,5
0.76928,0.47498,0.73015,0.48785,0.66672,0.35937,0.7323,0.51302,0.75611,0.94927,0.038837,0.013127,0.67945,0.97458,0.11562,0.75658,0.69285,0.97521,0.090356,0.62817,3
0.50109,0.9669,0.14019,0.62897,0.45032,0.24229,0.25812,0.19375,0.50322,0.24452,0.94955,0.64193,0.078003,0.93231,0.23299,0.61501,0.9645,0.027079,0.82086,0.57467,4
0.050397,0.038029,0.65378,0.038737,0.21781,0.56391,0.063972,0.61461,0.39582,0.37195,0.81986,0.83353,0.23076,0.25471,0.089881,0.11399,0.70707,0.52593,0.2951,0.51229,5
0.27154,0.3012,0.30412,0.83374,0.36472,0.67966,0.5404,0.049381,0.86982,0.48773,0.1648,0.044132,0.55951,0.82242,0.087151,0.57201,0.51131,0.30436,0.75827,0.44178,2
0.9485,0.61518,0.51303,0.17949,0.012995,0.96131,0.73099,0.038496,0.35855,0.88527,0.44904,0.82014,0.89891,0.31999,0.20476,0.70484,0.89793,0.14104,0.69378,0.29466,1
0.50227,0.96648,0.13997,0.63179,0.44525,0.24116,0.25445,0.19364,0.49837,0.24124,0.94518,0.64145,0.079161,0.93246,0.23224,0.61107,0.95907,0.024122,0.81804,0.57811,4
0.94147,0.62035,0.51632,0.1789,0.013765,0.96491,0.73554,0.036275,0.35766,0.88935,0.45388,0.81998,0.8989,0.31776,0.19985,0.69827,0.89775,0.14468,0.69751,0.28786,1
0.76926,0.4737,0.73044,0.48661,0.66602,0.36005,0.73133,0.51304,0.75472,0.94988,0.037939,0.013097,0.68029,0.97441,0.11499,0.75533,0.69075,0.97534,0.089136,0.62873,3
0.70148,0.56921,1.0729,1.1423,0.10457,0.18958,0.56445,0.051299,0.20297,0.75641,0.71715,0.12965,0.31367,0.84418,0.60705,0.08173,0.32244,0.32153,1.0561,0.8052,0
0.21389,0.59664,0.3411,0.73761,0.38582,0.62216,0.83392,0.24344,0.36342,0.93407,0.91589,0.76239,0.9753,1.1847,0.18574,0.024406,0.29808,0.33259,0.15823,0.060856,0
0.27779,0.32538,0.29592,0.85004,0.38416,0.67098,0.54176,0.04403,0.87046,0.49902,0.18258,0.031353,0.5521,0.85353,0.066232,0.58494,0.52357,0.30969,0.78803,0.44387,2
0.94702,0.61738,0.5139,0.17731,0.011,0.96089,0.72985,0.038364,0.36045,0.8853,0.44743,0.81954,0.89735,0.31885,0.20504,0.70302,0.89648,0.13844,0.693,0.29569,1
0.050686,0.038361,0.65339,0.039116,0.21871,0.5641,0.062875,0.61508,0.39768,0.37175,0.81918,0.8338,0.23052,0.25677,0.090536,0.11508,0.70559,0.52495,0.29559,0.51264,5
0.35719,1.0444,0.31749,0.2396,0.054695,0.81562,0.31039,0.53703,0.83102,0.37828,0.028456,0.013451,0.32985,0.94811,0.31057,0.14122,0.93136,0.24695,0.52193,0.60743,0
0.2713,0.32815,0.31132,0.85264,0.38079,0.68355,0.5566,0.043711,0.87351,0.50554,0.16049,0.03577,0.56972,0.84712,0.090193,0.57208,0.51168,0.31463,0.77811,0.43728,2
0.43672,1.2647,0.97721,0.15979,0.98453,0.077697,0.69756,0.92496,0.28598,0.040322,0.85159,0.43611,0.51309,0.19017,1.1541,0.6479,0.059875,0.15019,0.58278,0.72787,0
0.77034,0.47375,0.73197,0.48732,0.66507,0.36296,0.73224,0.51254,0.75354,0.9496,0.039982,0.014439,0.68221,0.97217,0.11559,0.75703,0.68898,0.96784,0.09604,0.62785,3
0.9457,0.61168,0.51185,0.18033,0.013713,0.96278,0.72423,0.035372,0.35314,0.88328,0.45241,0.82665,0.90047,0.3202,0.20186,0.70425,0.89455,0.14287,0.6962,0.29577,1
0.4087,0.22234,0.021891,0.9388,0.036686,1.023,0.011889,0.40517,0.075363,0.98918,0.44959,0.022095,0.69552,0.36445,0.3526,0.41932,0.98589,1.0449,0.24364,0.26126,0
0.94898,0.61508,0.51222,0.17942,0.011936,0.96112,0.73159,0.039055,0.35952,0.88443,0.44845,0.81935,0.89843,0.32041,0.2051,0.70442,0.89755,0.14062,0.69248,0.29499,1
0.051155,0.039346,0.65332,0.038053,0.21853,0.56431,0.063789,0.61576,0.39818,0.37162,0.81935,0.83315,0.23086,0.25684,0.089456,0.11519,0.70627,0.52491,0.2951,0.51209,5
0.76999,0.47522,0.73107,0.48707,0.66658,0.35881,0.73088,0.5131,0.75561,0.94907,0.038378,0.011908,0.67957,0.97447,0.11522,0.75673,0.69222,0.97458,0.090166,0.62777,3
0.50143,0.96693,0.14031,0.62616,0.44915,0.24531,0.25522,0.19133,0.49812,0.24136,0.95111,0.64127,0.079007,0.93485,0.23192,0.61244,0.961,0.022545,0.81847,0.57423,4
0.9512,0.61005,0.52272,0.17266,0.010193,0.95852,0.73031,0.038657,0.35732,0.88573,0.45333,0.82119,0.90478,0.32238,0.20451,0.70513,0.90015,0.14063,0.69301,0.29207,1
0.95159,0.9242,0.25325,0.096465,0.46199,0.87061,0.25664,0.69533,0.10539,0.93216,0.96368,0.026778,0.50409,0.4104,0.54877,0.43453,0.20677,0.92627,0.29568,0.46043,7
0.50129,0.96241,0.14016,0.63011,0.44715,0.24218,0.2549,0.19028,0.50115,0.24393,0.95047,0.64216,0.077998,0.93226,0.22851,0.61512,0.96438,0.027265,0.81867,0.5758,4
0.94864,0.61569,0.51231,0.17965,0.012573,0.96148,0.73158,0.038181,0.35947,0.88472,0.44898,0.82001,0.89848,0.32043,0.20493,0.70493,0.89772,0.14144,0.69362,0.29478,1
0.34114,0.766,0.40892,0.57554,0.36912,0.70316,0.73632,0.74792,0.85383,0.7536,0.57779,0.8259,0.24112,0.90451,0.84689,0.1834,0.26459,0.20379,0.12715,0.77867,0
0.50131,0.96148,0.13891,0.62638,0.44582,0.24498,0.25835,0.1889,0.49852,0.24447,0.94473,0.6379,0.078447,0.93522,0.22936,0.61259,0.96391,0.02384,0.81829,0.57504,4
0.29654,0.32388,0.32097,0.84859,0.39907,0.70315,0.54952,0.048719,0.87536,0.50552,0.17476,0.0052951,0.57572,0.83936,0.085799,0.58208,0.5288,0.29449,0.77739,0.44568,2
0.28008,0.32548,0.32655,0.84488,0.39912,0.69918,0.55308,0.059074,0.87515,0.49732,0.16896,0.051356,0.56982,0.84267,0.083443,0.60929,0.5059,0.32977,0.77722,0.43438,2
0.75954,0.84707,1.0255,0.1425,0.91665,0.6727,0.1994,0.27201,0.2469,0.61734,0.12255,0.038467,0.33245,1.0029,0.23518,0.18487,0.78877,0.037176,0.27401,0.54084,0
0.26921,0.29454,0.30526,0.84924,0.3853,0.66993,0.54029,0.049424,0.85426,0.4876,0.16077,0.028675,0.56137,0.84402,0.085436,0.5758,0.51382,0.28765,0.77941,0.44118,2
0.94212,0.89995,0.54467,0.51338,0.3329,0.53068,0.77934,0.89805,0.67075,0.39118,0.63393,0.10314,0.093106,0.50654,0.43081,0.29185,0.36645,0.074831,0.28785,0.71177,0
0.94201,0.92388,0.25616,0.10195,0.46072,0.87129,0.26112,0.68963,0.10187,0.93474,0.9609,0.026067,0.49904,0.4113,0.55405,0.43541,0.20532,0.9216,0.29492,0.45765,7
0.27973,0.30578,0.29847,0.85204,0.36999,0.67407,0.54315,0.058588,0.86878,0.50068,0.15373,0.021801,0.55662,0.85287,0.083805,0.57277,0.51936,0.32765,0.77192,0.42096,2
0.051801,0.039171,0.65253,0.03933,0.21784,0.56431,0.064166,0.61604,0.39785,0.37192,0.81942,0.83341,0.23119,0.25604,0.090549,0.11463,0.70588,0.52443,0.29588,0.51391,5
0.94858,0.61562,0.51207,0.17959,0.01267,0.96043,0.73159,0.037938,0.35916,0.88541,0.44878,0.82017,0.89845,0.31939,0.20511,0.70443,0.89731,0.14047,0.69337,0.29487,1
0.9453,0.92399,0.25617,0.1016,0.46289,0.87027,0.25737,0.69755,0.10416,0.93842,0.96091,0.025801,0.50407,0.41011,0.55338,0.43613,0.20373,0.92487,0.29686,0.46074,7
0.38935,0.80233,0.48719,0.95117,0.77151,0.67006,0.58101,0.66618,0.4562,0.3873,0.25886,0.71043,0.60609,0.83142,0.44611,0.50687,0.46675,1.0045,0.91378,0.46872,0
0.77162,0.47402,0.73258,0.4889,0.66718,0.3588,0.73213,0.51314,0.75485,0.95044,0.038053,0.01256,0.68024,0.9743,0.1144,0.75509,0.6933,0.97625,0.087669,0.6294,3
0.4982,0.96279,0.14395,0.62931,0.44994,0.24487,0.25941,0.19363,0.4986,0.24525,0.94982,0.63906,0.078135,0.93484,0.22945,0.61536,0.96073,0.02752,0.81669,0.5795,4
0.39719,0.76679,0.86014,0.23605,0.36274,0.48175,0.77248,0.011825,0.12433,0.16056,0.8817,0.62591,0.72621,0.82542,0.59432,0.74465,0.04573,0.11319,0.16733,0.62493,0
0.77416,0.47281,0.72819,0.48743,0.66193,0.3616,0.72579,0.51263,0.75435,0.94586,0.036079,0.010085,0.67688,0.97391,0.11,0.75761,0.68843,0.98089,0.087277,0.62647,3
0.94733,0.92468,0.25958,0.10098,0.46272,0.87281,0.25705,0.69158,0.10073,0.937,0.96097,0.026921,0.5012,0.4131,0.55194,0.43645,0.20596,0.92311,0.29491,0.45938,7
0.28733,0.31717,0.30511,0.84573,0.38427,0.68128,0.54324,0.058052,0.8798,0.50506,0.17832,0.043391,0.56999,0.84694,0.082328,0.57639,0.507,0.3097,0.78265,0.43477,2
0.04428,0.21805,0.41534,0.30259,0.80115,0.022968,0.23733,0.076091,0.6501,0.92915,0.56532,0.92203,0.88913,0.72621,0.92755,0.55312,0.95199,0.77904,0.10708,0.26358,0
0.94684,0.61811,0.51414,0.17938,0.017402,0.96284,0.73632,0.039659,0.36007,0.88731,0.44987,0.82487,0.89545,0.32356,0.20756,0.70657,0.896,0.14182,0.69504,0.29845,1
0.77031,0.473,0.73045,0.48929,0.66681,0.35815,0.73288,0.51251,0.75554,0.94782,0.037403,0.013465,0.67801,0.97372,0.11654,0.75574,0.69305,0.97422,0.089887,0.62889,3
0.94954,0.61268,0.51264,0.17936,0.0088921,0.95659,0.73305,0.03864,0.35541,0.88035,0.44694,0.8168,0.89993,0.32363,0.20712,0.70361,0.89529,0.13781,0.69351,0.29331,1
0.052454,0.038979,0.65342,0.038443,0.21831,0.56451,0.064827,0.61579,0.39758,0.37106,0.81974,0.83299,0.23103,0.25502,0.089096,0.11554,0.70543,0.52517,0.29492,0.51356,5
0.94867,0.61555,0.51253,0.17936,0.012814,0.96106,0.73142,0.038412,0.35915,0.8851,0.44899,0.82006,0.89855,0.32033,0.20501,0.7046,0.89765,0.14095,0.69335,0.29508,1
0.94992,0.61457,0.50744,0.17619,0.0078041,0.9605,0.72966,0.03749,0.35829,0.88145,0.44288,0.81722,0.90261,0.31602,0.20538,0.70527,0.89629,0.13829,0.68985,0.29248,1
0.95062,0.92266,0.25759,0.10102,0.45842,0.87227,0.25151,0.69018,0.10247,0.94004,0.95478,0.02831,0.49976,0.40931,0.54889,0.43287,0.20226,0.91699,0.29316,0.45843,7
0.0511,0.037055,0.65495,0.038121,0.21752,0.56355,0.062925,0.61416,0.39789,0.3714,0.82062,0.83449,0.2311,0.25658,0.089823,0.11478,0.70495,0.52568,0.29588,0.51297,5
0.77261,0.47154,0.73502,0.48344,0.66382,0.35851,0.72463,0.51506,0.75553,0.95163,0.036372,0.018851,0.67719,0.9721,0.11872,0.75781,0.69281,0.97801,0.086049,0.62664,3
0.94879,0.6156,0.51256,0.17889,0.013759,0.96073,0.73126,0.039159,0.35857,0.88493,0.44876,0.81697,0.89899,0.32106,0.20332,0.7045,0.89845,0.14236,0.69444,0.29311,1
0.94785,0.61389,0.51147,0.1784,0.015224,0.96359,0.73158,0.037065,0.36084,0.88535,0.44845,0.82135,0.89643,0.32211,0.20485,0.70483,0.89694,0.14168,0.69061,0.29439,1
0.94757,0.6133,0.51174,0.17982,0.01395,0.96081,0.72928,0.037225,0.35804,0.88428,0.4501,0.8196,0.89959,0.32098,0.20477,0.70378,0.89875,0.14068,0.69539,0.29623,1
0.34231,0.13131,0.86117,0.21694,0.97887,0.87904,0.74059,0.055357,0.64636,0.05226,0.96586,0.62037,0.053715,0.96826,0.80992,0.10221,0.31176,0.61701,0.24222,0.89322,0
0.051612,0.038222,0.65451,0.039111,0.21732,0.56325,0.063813,0.61544,0.39714,0.37165,0.81913,0.83458,0.23111,0.25621,0.090472,0.11465,0.70651,0.52555,0.29509,0.51278,5
0.95038,0.92803,0.25653,0.10173,0.45946,0.87424,0.25558,0.69282,0.10296,0.93498,0.95818,0.024739,0.49894,0.40558,0.55377,0.43204,0.20731,0.9255,0.29092,0.46214,7
0.50125,0.96581,0.13928,0.62429,0.44664,0.24055,0.2539,0.19518,0.50096,0.24176,0.94977,0.63748,0.078189,0.93463,0.23206,0.61546,0.95991,0.027182,0.81748,0.57368,4
0.7147,0.075362,0.083022,0.086482,0.23579,0.11113,0.98209,0.77467,0.6507,0.37872,0.78197,0.09477,0.4261,0.76091,0.33669,0.31297,0.42315,0.72087,0.80697,0.94663,0
0.82549,0.53649,0.44507,0.67736,0.61986,0.52193,0.50128,0.58073,0.36597,0.48644,0.53385,0.39214,0.90174,0.4356,0.8179,0.055419,0.50166,1.0169,0.2972,0.58894,0
0.78488,0.84851,0.4779,0.19615,0.74367,0.49856,0.54217,0.73735,0.81919,0.34269,0.17485,0.74656,0.41704,0.93207,0.78966,0.012647,0.71214,0.48072,0.97774,0.16606,0
0.501,0.96575,0.14017,0.62599,0.45099,0.24229,0.25959,0.19056,0.49711,0.24637,0.95073,0.63898,0.078591,0.93175,0.22868,0.61626,0.96474,0.023605,0.81838,0.57882,4
0.76975,0.47482,0.73097,0.48726,0.66708,0.35898,0.73142,0.51253,0.75578,0.94886,0.038409,0.0128,0.67941,0.97431,0.11542,0.75648,0.69253,0.97486,0.089619,0.62817,3
0.77291,0.4721,0.73315,0.48835,0.66781,0.36235,0.7319,0.50792,0.75507,0.94829,0.035342,0.0069084,0.6845,0.97449,0.11528,0.75941,0.6894,0.97249,0.087915,0.62789,3
0.050654,0.039268,0.65409,0.038285,0.21726,0.56356,0.064685,0.61521,0.39671,0.37017,0.81983,0.8335,0.23125,0.25622,0.089283,0.11446,0.70524,0.52657,0.29575,0.51241,5
0.76959,0.47493,0.7313,0.48752,0.66898,0.35871,0.73291,0.51209,0.7561,0.94888,0.036943,0.011649,0.67997,0.97468,0.11564,0.75481,0.69173,0.97313,0.089165,0.62926,3
0.37162,0.089047,0.068199,0.75997,0.22037,0.4241,0.47718,0.05686,0.48815,0.027479,0.61312,0.014186,0.44938,1.009,0.97206,0.15864,0.83126,0.86407,0.13283,0.62843,0
0.50115,0.9672,0.14262,0.62627,0.45054,0.24518,0.25457,0.19133,0.50087,0.24604,0.94586,0.63792,0.078415,0.93218,0.22885,0.61605,0.96097,0.02868,0.82146,0.581,4
0.28382,0.31565,0.3031,0.84404,0.38639,0.67318,0.54252,0.050165,0.86858,0.49447,0.16887,0.032515,0.55304,0.8416,0.088137,0.5804,0.50972,0.30065,0.77253,0.43107,2
0.5028,0.96579,0.13957,0.63085,0.44511,0.24568,0.25432,0.18932,0.49779,0.24085,0.94971,0.63832,0.079803,0.93517,0.23205,0.61508,0.95852,0.028392,0.82089,0.57494,4
0.052117,0.038532,0.65341,0.037826,0.21764,0.56319,0.064151,0.61513,0.3966,0.37186,0.82034,0.83306,0.23056,0.25602,0.089025,0.11522,0.70627,0.52524,0.29599,0.51259,5
0.051715,0.038478,0.65347,0.039638,0.2187,0.56532,0.064986,0.61448,0.39766,0.37093,0.82033,0.83402,0.23261,0.2571,0.090095,0.1146,0.70437,0.52571,0.29509,0.51179,5
0.25477,0.30754,0.30713,0.85276,0.38967,0.67678,0.55826,0.045583,0.86836,0.48767,0.15597,0.049945,0.56798,0.83185,0.079656,0.56656,0.50044,0.30519,0.79108,0.43608,2
0.95153,0.61751,0.51565,0.18215,0.011923,0.95891,0.73341,0.038205,0.36146,0.88721,0.44818,0.81914,0.89879,0.32102,0.20854,0.70352,0.8979,0.1453,0.69225,0.29411,1
0.051693,0.038459,0.65374,0.038124,0.21677,0.56459,0.064318,0.61468,0.39741,0.37225,0.81924,0.83403,0.23156,0.25586,0.090245,0.11624,0.70504,0.5248,0.29444,0.51278,5
0.5013,0.96688,0.14365,0.62661,0.44963,0.24488,0.25372,0.19568,0.5009,0.24451,0.9492,0.63913,0.075689,0.93138,0.22951,0.61578,0.96467,0.027273,0.81845,0.57577,4
0.28549,0.80239,0.41529,0.27594,0.41302,0.97554,0.58671,0.88303,0.072887,1.0358,0.85825,0.22006,0.044072,0.8744,0.16017,0.84392,0.18348,0.5704,0.026747,0.45585,0
0.27118,0.32988,0.33413,0.86228,0.40122,0.69656,0.55313,0.04523,0.87316,0.4953,0.19438,0.027296,0.58599,0.86247,0.083853,0.57048,0.52043,0.3236,0.78859,0.43434,2
0.94849,0.61701,0.51275,0.1778,0.0113,0.95779,0.73053,0.044687,0.35797,0.88291,0.44734,0.81961,0.89712,0.31907,0.20306,0.70621,0.90023,0.13597,0.69136,0.2976,1
0.76879,0.47648,0.73083,0.48661,0.66757,0.35788,0.73293,0.51268,0.75649,0.9477,0.036925,0.013882,0.67806,0.97528,0.11544,0.75768,0.69265,0.97486,0.091926,0.6274,3
0.7696,0.47472,0.73061,0.48746,0.66673,0.35937,0.7326,0.51285,0.75575,0.94911,0.038816,0.012224,0.67964,0.97466,0.11483,0.75601,0.69303,0.97441,0.090333,0.62751,3
0.051095,0.037801,0.65348,0.038051,0.21725,0.56385,0.064009,0.61567,0.39708,0.37155,0.8191,0.83311,0.23133,0.2564,0.089611,0.11523,0.70674,0.5255,0.29478,0.51262,5
0.76924,0.47544,0.73165,0.47824,0.6596,0.35652,0.73327,0.50885,0.75009,0.95744,0.033092,0.0050947,0.68109,0.9835,0.11399,0.76018,0.69492,0.9778,0.093744,0.62661,3
0.76999,0.47521,0.73111,0.48736,0.66721,0.35866,0.73213,0.51215,0.75588,0.94934,0.038504,0.012345,0.67949,0.9742,0.11554,0.75636,0.6923,0.97439,0.089839,0.62818,3
0.83124,0.90916,0.96461,0.3664,0.6288,0.63219,0.057662,0.73105,0.31404,0.26711,0.62837,0.050954,0.9361,0.39322,0.27217,0.2192,0.026922,0.97623,0.30464,0.089682,0
0.051448,0.037759,0.65382,0.038614,0.21761,0.56362,0.064257,0.61561,0.39698,0.37215,0.81862,0.83357,0.23028,0.25715,0.089893,0.11522,0.70553,0.52592,0.29543,0.51298,5
0.9484,0.92349,0.25604,0.10285,0.46186,0.87159,0.2561,0.69198,0.10258,0.93667,0.96163,0.025769,0.50009,0.4103,0.55081,0.43585,0.20549,0.92235,0.29477,0.46174,7
0.76954,0.47503,0.7306,0.48733,0.66711,0.35905,0.73133,0.51255,0.75587,0.94882,0.038579,0.012855,0.67949,0.9746,0.11523,0.75645,0.69238,0.97486,0.089649,0.62816,3
0.94464,0.93062,0.25435,0.10052,0.45879,0.87602,0.25518,0.68791,0.10166,0.93953,0.95844,0.029026,0.49569,0.40524,0.55141,0.44006,0.20095,0.92526,0.29612,0.46494,7
0.27961,0.31609,0.29989,0.8444,0.37682,0.67922,0.54749,0.043575,0.87166,0.49658,0.16757,0.033402,0.56582,0.85205,0.074257,0.57063,0.51427,0.30498,0.77431,0.43522,2
0.94551,0.92547,0.25808,0.10037,0.45788,0.87138,0.2588,0.69539,0.10479,0.93312,0.96134,0.027088,0.50274,0.41202,0.54978,0.43368,0.20577,0.92366,0.29141,0.45655,7
0.57462,0.57068,0.096169,0.59503,0.038579,0.58734,0.112,0.41913,0.39027,0.91551,0.98747,0.12688,0.21545,0.69022,0.18748,0.3938,0.225,0.11928,0.62176,0.69727,0
0.76894,0.47428,0.73105,0.49012,0.66684,0.35851,0.73334,0.50921,0.75783,0.95129,0.038523,0.011968,0.68038,0.9728,0.11497,0.75537,0.6955,0.97418,0.086946,0.62694,3
0.50138,0.96305,0.14392,0.62977,0.4469,0.24118,0.25843,0.19416,0.50125,0.24402,0.95068,0.63901,0.07547,0.93189,0.23295,0.61149,0.95922,0.024666,0.81778,0.57953,4
0.94921,0.61278,0.51574,0.18035,0.011542,0.96136,0.73195,0.035667,0.3599,0.88621,0.44814,0.81911,0.89792,0.31926,0.20548,0.70581,0.89628,0.1401,0.69653,0.29566,1
0.57623,0.70769,0.17548,0.37228,0.30958,0.48314,0.12072,0.021784,0.2286,1.0259,0.59604,0.72702,0.9618,0.24608,0.3812,0.97779,0.59661,0.75096,0.53811,0.061501,0
0.94331,0.61702,0.50496,0.1801,0.014803,0.96391,0.72864,0.03965,0.35985,0.88428,0.44589,0.82104,0.89348,0.31969,0.20545,0.70655,0.90094,0.14063,0.69492,0.29065,1
0.33436,0.65555,0.91393,0.62458,0.41168,0.62017,0.51327,0.32162,0.14697,0.5559,0.39307,0.63741,0.59484,0.66533,0.4667,0.87423,0.40422,0.17413,0.39227,0.58956,0
0.2684,0.32506,0.31245,0.84295,0.37825,0.68794,0.55999,0.073388,0.8795,0.50773,0.16961,0.043562,0.55926,0.85006,0.10616,0.58692,0.51626,0.30659,0.77183,0.44462,2
0.26313,0.32339,0.29363,0.83138,0.37428,0.67279,0.53234,0.051398,0.85874,0.5,0.17417,0.028898,0.57902,0.84644,0.10327,0.56879,0.49254,0.30082,0.75872,0.4275,2
0.2937,0.32645,0.31551,0.85506,0.383,0.67585,0.55049,0.061253,0.85696,0.50564,0.16475,0.0376,0.56655,0.85118,0.10578,0.58232,0.51226,0.29672,0.78084,0.45007,2
0.57637,0.046379,0.78707,0.85826,1.0533,0.35718,0.63335,0.68068,0.61859,0.64604,0.26557,0.25476,0.45781,0.66365,0.41098,0.25152,0.45001,0.44872,0.71254,0.59128,0
0.48067,0.083048,0.38666,0.6489,0.012146,1.1416,0.45313,0.26844,0.035376,0.29452,0.038969,0.65497,1.0427,0.70897,0.30715,0.84866,0.55084,0.36793,0.58578,0.11589,0
0.54686,0.35615,0.39018,0.055057,0.053967,0.96892,0.2222,0.87706,0.55954,0.39349,0.75972,0.039397,0.5189,0.56754,0.41491,0.867,0.82722,0.65454,0.52014,0.72174,0
0.051536,0.038173,0.65389,0.03717,0.21657,0.56367,0.063875,0.6153,0.39746,0.37118,0.81907,0.83423,0.23092,0.25658,0.089526,0.1159,0.70543,0.5248,0.2957,0.51263,5
