@relation h-out_data_18-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class {0,1,2,3,4,5,6}

@data
0.25742,0.94376,0.97022,0.80673,6
0.12926,0.95228,0.91488,0.30869,0
0.25696,0.94376,0.97097,0.80675,6
0.8099,0.87427,0.96787,0.22521,0
0.67989,0.43072,0.68149,0.95367,3
0.67973,0.43106,0.68138,0.95393,3
0.25774,0.94351,0.97038,0.80668,6
0.18974,0.72946,0.33827,0.86667,4
0.18842,0.73056,0.3374,0.86677,4
0.48515,0.59243,0.17498,0.05117,1
0.67975,0.43059,0.68157,0.95388,3
0.33357,0.21682,0.79709,0.39744,0
0.67983,0.43065,0.68148,0.95368,3
0.67973,0.43072,0.68157,0.95375,3
0.69666,0.66995,0.31874,0.88158,0
0.86731,0.25057,1.1069,0.037417,0
0.25739,0.94405,0.97035,0.8068,6
0.41227,0.60279,0.52515,0.32468,0
0.89263,0.72947,0.51973,0.095674,5
0.57254,0.98161,0.37874,1.0615,0
0.25737,0.94405,0.96985,0.80642,6
0.25576,0.026772,1.0881,0.64402,0
0.18993,0.72967,0.33804,0.86653,4
0.65967,0.67594,0.4679,0.23634,0
0.18929,0.72924,0.33834,0.86658,4
0.25755,0.94469,0.97038,0.80671,6
0.71387,0.38176,0.64971,0.94378,0
0.25795,0.9438,0.96937,0.80526,6
0.67967,0.43037,0.68121,0.95383,3
0.24968,0.7414,0.64914,0.49081,0
0.25762,0.94396,0.97046,0.80648,6
0.17219,0.93535,0.50774,0.77622,0
0.52626,0.11124,0.30347,0.31123,0
0.052207,0.066433,0.81211,0.77811,0
0.93023,0.15555,0.27586,0.28836,0
0.97457,0.26757,1.1381,0.42906,0
0.064219,0.67616,0.49146,0.8762,2
0.73371,0.45404,0.63374,0.98269,0
0.06426,0.67636,0.4914,0.87594,2
0.67987,0.43066,0.68149,0.95363,3
0.2575,0.94439,0.97063,0.80611,6
0.67994,0.43053,0.68133,0.9536,3
0.67955,0.43089,0.68186,0.95381,3
0.25727,0.94331,0.97072,0.80732,6
0.48451,0.20412,0.26433,0.94847,0
0.18972,0.72878,0.339,0.86799,4
0.48515,0.59248,0.17482,0.051135,1
0.1903,0.73019,0.33749,0.86583,4
0.18947,0.72902,0.33773,0.86781,4
0.25752,0.94366,0.96961,0.80672,6
0.18907,0.72964,0.3393,0.86612,4
0.43892,0.91963,0.52532,0.26526,0
0.54442,0.11837,0.1818,0.84793,0
0.18983,0.72946,0.33805,0.8665,4
0.67983,0.43069,0.68147,0.9537,3
1.0113,0.90418,0.25268,0.45211,0
0.25749,0.94384,0.9702,0.80677,6
0.89275,0.72956,0.51987,0.095613,5
0.032288,0.15935,0.82167,0.54693,0
0.064276,0.67656,0.49111,0.87612,2
0.67981,0.43067,0.68149,0.95369,3
0.77036,0.67866,0.30524,0.835,0
0.25615,0.94491,0.97028,0.80667,6
0.26281,0.60226,0.92076,0.16443,0
0.19094,0.72899,0.33847,0.86682,4
0.25747,0.94384,0.97023,0.80678,6
0.18982,0.72949,0.33808,0.86679,4
0.48512,0.59246,0.17489,0.05126,1
0.25757,0.94415,0.97039,0.80671,6
0.55684,0.3652,0.45538,0.80017,0
0.90574,0.24381,0.35815,0.0069384,0
0.77611,0.35183,0.21908,0.55744,0
0.18976,0.72934,0.33828,0.86687,4
0.25754,0.94374,0.97045,0.80675,6
0.18924,0.73006,0.33823,0.86631,4
0.72911,0.29024,0.53471,0.3149,0
0.48505,0.59236,0.17488,0.051191,1
0.9756,0.42379,0.69655,0.24655,0
0.18968,0.72949,0.33826,0.86663,4
0.25754,0.9436,0.97018,0.80653,6
0.67978,0.43076,0.68143,0.95362,3
0.6798,0.43045,0.68068,0.95368,3
0.19026,0.72956,0.33779,0.86722,4
0.18971,0.72945,0.33825,0.86666,4
0.18995,0.72897,0.33802,0.86705,4
0.67982,0.43068,0.68149,0.95368,3
0.77048,0.88667,0.9479,0.36246,0
0.67984,0.43071,0.68155,0.95372,3
0.18917,0.72913,0.33794,0.8665,4
0.25779,0.94368,0.97068,0.80661,6
0.48521,0.59226,0.17484,0.051137,1
0.50482,0.10276,0.0495,0.21629,0
0.75434,0.047483,0.043295,0.35722,0
0.60943,0.2495,0.39241,0.78489,0
0.18977,0.72951,0.33828,0.86673,4
0.48504,0.59238,0.17494,0.05102,1
0.67978,0.43069,0.68148,0.95364,3
0.45305,0.22263,0.074144,1.0001,0
0.48507,0.59242,0.17489,0.051151,1
0.25751,0.94383,0.97013,0.8068,6
0.52766,0.079042,0.79321,0.48514,0
0.19006,0.72941,0.33825,0.86662,4
0.18936,0.72956,0.33744,0.86686,4
0.48527,0.59207,0.17496,0.051097,1
0.11484,0.51415,0.33098,0.63924,0
0.19057,0.72937,0.33811,0.86704,4
0.89274,0.7293,0.51977,0.095628,5
0.67997,0.43062,0.68153,0.95368,3
0.0091919,0.95798,0.89861,0.27227,0
0.67977,0.43065,0.68155,0.95364,3
0.48507,0.59248,0.17491,0.051067,1
0.83869,0.45608,0.11345,0.55566,0
0.25766,0.94352,0.97038,0.80654,6
0.19018,0.72945,0.33824,0.86667,4
0.25727,0.9439,0.97023,0.80731,6
0.19058,0.72972,0.33839,0.86544,4
0.68975,0.91749,0.5204,0.7111,0
0.18977,0.72921,0.33812,0.86663,4
0.6801,0.43072,0.68154,0.95362,3
0.19767,0.16376,0.5025,0.35607,0
0.48519,0.59258,0.17485,0.05118,1
0.25691,0.94369,0.9704,0.80696,6
0.90093,0.11811,0.42656,0.88595,0
0.18989,0.72935,0.33803,0.86633,4
0.5794,0.6006,0.86102,0.30573,0
0.055825,0.35159,0.3056,0.89776,0
0.54237,0.072424,0.0018943,0.66341,0
0.94836,0.57778,0.21516,0.074491,0
0.67979,0.43064,0.68149,0.95368,3
0.36706,0.31117,0.78221,0.088521,0
0.20657,1.0151,0.48057,0.81826,0
0.18935,0.72907,0.33853,0.86722,4
0.4852,0.59245,0.17504,0.051242,1
0.19056,0.72866,0.33881,0.86677,4
0.67976,0.43084,0.68153,0.95372,3
0.34733,0.21273,1.036,0.27353,0
0.25612,0.72871,0.51947,0.36151,0
0.1897,0.72949,0.33831,0.86658,4
0.064496,0.67652,0.49179,0.87617,2
0.88802,0.78876,0.044635,0.73718,0
0.25753,0.94386,0.97021,0.80702,6
0.48512,0.59241,0.17498,0.051228,1
0.26897,0.1276,0.38943,0.6015,0
0.050355,0.029284,0.5067,0.0065849,0
0.52447,0.11594,0.27929,1.0238,0
0.6798,0.43042,0.68152,0.95371,3
0.89279,0.72931,0.51981,0.095711,5
0.31631,0.39039,0.42287,0.90172,0
0.25747,0.94388,0.97008,0.80598,6
0.18978,0.72947,0.33826,0.86663,4
0.19014,0.72995,0.33762,0.8672,4
0.89272,0.72929,0.51983,0.095604,5
0.68001,0.43067,0.68142,0.95372,3
0.1899,0.72932,0.33864,0.86701,4
0.67959,0.43086,0.68147,0.95373,3
0.48019,0.69598,0.15818,0.03791,0
0.67963,0.43061,0.68147,0.95372,3
0.25814,0.94416,0.96945,0.8073,6
0.79764,0.45717,0.11525,0.19322,0
0.30411,0.63389,0.81393,0.13437,0
0.25755,0.94384,0.97021,0.80684,6
0.1898,0.72955,0.33824,0.86668,4
0.18964,0.72947,0.33827,0.8667,4
0.25711,0.94351,0.97059,0.80697,6
0.67945,0.43097,0.68119,0.95379,3
0.68003,0.43056,0.68143,0.95413,3
0.18899,0.72953,0.33831,0.86648,4
0.89273,0.72937,0.51986,0.095651,5
0.9103,0.90622,0.16562,0.27213,0
0.48509,0.59235,0.17489,0.05111,1
0.46357,0.98824,0.70711,0.811,0
0.046574,0.14831,0.66628,0.78602,0
0.25782,0.94404,0.97089,0.807,6
0.18974,0.72946,0.33826,0.86665,4
0.19001,0.72967,0.33787,0.86672,4
0.18997,0.72915,0.33867,0.86628,4
0.67972,0.43062,0.68137,0.9534,3
0.25705,0.94391,0.97032,0.80718,6
0.18964,0.72947,0.33846,0.86688,4
0.073762,0.38417,0.51663,0.53058,0
0.8927,0.72936,0.51978,0.09569,5
0.6796,0.4307,0.6814,0.95385,3
0.24211,0.80973,0.64761,0.20993,0
0.68001,0.43106,0.68121,0.95403,3
0.67969,0.43076,0.68127,0.95357,3
0.67967,0.43065,0.68166,0.95358,3
0.25719,0.94401,0.97046,0.80565,6
0.18947,0.72951,0.33834,0.86589,4
0.19027,0.72976,0.33877,0.866,4
0.064203,0.67647,0.49158,0.87663,2
0.18977,0.72945,0.33834,0.86667,4
0.25749,0.94357,0.97039,0.80679,6
0.48515,0.59248,0.17501,0.051146,1
0.18936,0.72979,0.33798,0.86661,4
0.18978,0.72906,0.33799,0.86699,4
0.18918,0.72992,0.33795,0.86666,4
0.051234,0.64624,0.13601,0.15478,0
0.18993,0.72944,0.33816,0.86661,4
0.18894,0.7307,0.3387,0.86691,4
0.71681,0.27144,0.97492,0.21943,0
0.25742,0.94381,0.96966,0.808,6
0.18985,0.72964,0.33825,0.86677,4
0.89276,0.72936,0.51984,0.095673,5
0.18951,0.72943,0.33809,0.86656,4
0.30812,0.13323,0.22939,0.1705,0
0.62121,0.17333,0.66935,0.32065,0
0.10413,0.78214,0.10331,0.35246,0
0.67997,0.43067,0.68162,0.95372,3
0.18996,0.72948,0.338,0.86761,4
0.25774,0.94364,0.96987,0.80676,6
0.18974,0.72942,0.33838,0.8668,4
0.67995,0.43088,0.68181,0.9538,3
0.1897,0.72962,0.33794,0.86698,4
0.064187,0.67639,0.49149,0.87643,2
0.63755,0.032276,0.33595,0.68193,0
0.18997,0.72941,0.33827,0.86667,4
0.25707,0.94241,0.96998,0.80641,6
0.25768,0.94563,0.97123,0.80669,6
0.25755,0.94372,0.97041,0.80668,6
1.0959,0.7502,0.072827,0.46486,0
0.1901,0.72947,0.33837,0.86676,4
0.77889,0.94489,0.78368,0.019843,0
0.67976,0.43061,0.68148,0.95336,3
0.67959,0.43046,0.6817,0.95386,3
0.18977,0.72945,0.33819,0.86657,4
0.74828,0.79033,0.047883,0.67536,0
0.89266,0.72949,0.51984,0.095787,5
0.48517,0.59235,0.17491,0.051077,1
0.18936,0.72916,0.33771,0.86594,4
0.18913,0.72971,0.33826,0.86681,4
0.7105,0.43581,0.76922,0.29456,0
0.89278,0.7294,0.51979,0.095678,5
0.44619,0.33903,0.21442,0.80302,0
0.67979,0.43112,0.68151,0.95362,3
0.67995,0.43056,0.68148,0.95368,3
0.67986,0.43068,0.68144,0.95371,3
0.3602,0.12112,0.47577,0.51432,0
0.89284,0.72941,0.51982,0.09581,5
0.18989,0.72942,0.33816,0.86668,4
0.25725,0.94335,0.97033,0.80725,6
0.67981,0.43066,0.68147,0.95368,3
0.6798,0.43067,0.6815,0.95366,3
0.6801,0.43105,0.6816,0.95332,3
1.0021,0.85112,0.88797,0.1955,0
0.53864,0.45988,0.97088,0.71821,0
0.48512,0.59228,0.17497,0.051181,1
0.1977,0.83904,0.47967,0.53731,0
0.064358,0.67626,0.4912,0.87634,2
0.026585,0.05507,0.55353,0.21907,0
0.2577,0.94343,0.96998,0.80676,6
0.67982,0.43068,0.68149,0.95369,3
0.16823,0.36188,0.19916,0.023736,0
0.20051,0.84675,0.41882,0.82367,0
0.18882,0.728,0.33789,0.86776,4
0.86663,0.1661,0.74796,0.40309,0
0.23342,1.1156,0.55958,0.14308,0
0.2062,0.088491,0.069039,0.53011,0
0.89245,0.72944,0.51977,0.095603,5
0.97309,0.59041,0.68088,0.62753,0
0.25661,0.94404,0.96997,0.80702,6
0.10461,0.68111,0.10278,0.22694,0
0.67972,0.4306,0.6815,0.95369,3
0.93664,0.50451,0.86968,0.79417,0
0.14107,0.15869,0.81489,0.43679,0
0.46423,0.66552,0.49097,0.59138,0
0.25727,0.94379,0.96968,0.80674,6
0.15893,0.78185,0.57713,0.44973,0
0.25755,0.94407,0.9701,0.80675,6
0.89272,0.72937,0.51988,0.095635,5
0.8018,0.58782,0.36446,0.56899,0
0.3292,0.55004,0.57792,0.27129,0
0.064477,0.67629,0.49164,0.87619,2
0.67974,0.43078,0.68149,0.95367,3
0.89264,0.72947,0.51982,0.09569,5
0.26873,0.81654,0.46446,0.47986,0
0.48505,0.59234,0.17489,0.051179,1
0.18964,0.72873,0.33834,0.86844,4
0.36513,0.63724,0.77921,0.59999,0
0.89275,0.72912,0.51984,0.095657,5
0.67968,0.43105,0.6814,0.95352,3
0.2577,0.94383,0.97036,0.8067,6
0.80994,0.65126,0.81169,0.56648,0
0.1899,0.72927,0.33835,0.86676,4
0.18969,0.72936,0.33836,0.86666,4
0.18937,0.72928,0.33821,0.86673,4
0.18963,0.72944,0.33781,0.86729,4
0.18784,0.54407,0.1118,0.28648,0
0.10946,0.44716,0.56996,0.61593,0
0.25771,0.94406,0.97043,0.80643,6
0.19627,0.10683,0.10528,0.56632,0
1.178,0.66325,0.22281,0.41481,0
0.19691,0.83373,0.33528,0.43266,0
0.25799,0.94495,0.97054,0.80674,6
0.052511,0.346,0.27813,0.52934,0
0.82577,0.55759,0.60321,0.58137,0
0.13322,0.47891,0.59689,0.26653,0
0.67972,0.43086,0.68125,0.9535,3
0.87204,0.17376,0.19711,0.27679,0
0.25785,0.94433,0.9705,0.80695,6
0.075559,0.15706,0.4515,0.83967,0
0.25828,0.94369,0.9702,0.80656,6
0.55425,0.25375,0.061706,0.94613,0
0.89269,0.72938,0.51972,0.095703,5
0.4852,0.59219,0.17493,0.051115,1
0.24292,0.15899,0.66656,0.71945,0
0.13356,0.29779,0.11218,0.78139,0
0.67974,0.43071,0.68144,0.95371,3
0.67979,0.43064,0.68151,0.95367,3
0.19,0.72947,0.33813,0.86669,4
0.25703,0.94296,0.97129,0.8074,6
0.89269,0.72943,0.52003,0.095636,5
0.67981,0.43065,0.68149,0.9536,3
0.18961,0.72965,0.33842,0.86667,4
0.67984,0.4307,0.68146,0.95369,3
0.18981,0.72911,0.33821,0.8666,4
0.064355,0.67643,0.49163,0.87627,2
0.67984,0.43067,0.68148,0.95369,3
0.037109,0.062283,0.44302,0.94359,0
0.67968,0.4306,0.68137,0.95362,3
0.44494,0.39584,0.82874,0.67024,0
0.80373,0.26161,0.1758,0.46462,0
0.48518,0.5924,0.17491,0.051287,1
0.67983,0.43067,0.68143,0.95372,3
0.48518,0.59247,0.17484,0.051228,1
0.18986,0.72999,0.33808,0.86668,4
0.68006,0.43094,0.68128,0.95352,3
0.67977,0.43067,0.68149,0.95368,3
0.67944,0.43077,0.68171,0.954,3
0.6799,0.43072,0.68151,0.95367,3
0.25704,0.94343,0.97,0.807,6
0.19033,0.72876,0.33882,0.86679,4
0.67976,0.4307,0.6815,0.95367,3
0.17681,0.053124,0.93139,0.81722,0
0.68003,0.43062,0.68153,0.95362,3
0.20122,0.68152,0.63796,0.07921,0
0.66863,0.039442,0.10761,0.43329,0
0.38769,0.016339,0.2569,1.0173,0
0.58988,1.1242,0.33932,0.37588,0
0.89275,0.72942,0.51982,0.095865,5
0.48509,0.59233,0.17493,0.051066,1
0.6339,0.50071,0.72019,0.44256,0
0.89271,0.7294,0.51985,0.095662,5
0.24631,0.73074,0.64856,0.051527,0
0.89269,0.72951,0.51997,0.095616,5
0.67987,0.43075,0.6814,0.95368,3
0.89266,0.72944,0.5199,0.095744,5
0.27347,0.38142,0.82349,0.25413,0
0.064218,0.67621,0.49197,0.87635,2
0.53154,0.75535,0.42922,0.64269,0
0.25788,0.94353,0.97029,0.80711,6
0.75526,0.012468,0.27039,0.14595,0
0.25727,0.94381,0.96997,0.80683,6
0.25736,0.94413,0.97043,0.80662,6
0.25765,0.94377,0.97048,0.80688,6
0.67982,0.43068,0.68149,0.95369,3
0.67991,0.43017,0.68218,0.95421,3
0.4852,0.59243,0.1748,0.051189,1
0.89288,0.72939,0.51986,0.095744,5
0.19734,0.64545,0.59632,0.91608,0
0.18953,0.72951,0.33841,0.8667,4
0.25712,0.94452,0.97003,0.80674,6
0.48497,0.5925,0.17496,0.051173,1
0.67967,0.43076,0.6815,0.9538,3
0.67934,0.43016,0.68176,0.95362,3
0.67986,0.43063,0.68146,0.95354,3
0.18965,0.72937,0.33832,0.86683,4
0.19042,0.72968,0.33842,0.86642,4
0.18955,0.72958,0.3381,0.86663,4
0.66381,0.17199,0.74372,0.62573,0
0.064261,0.67651,0.49173,0.87663,2
0.6798,0.4307,0.68147,0.95352,3
0.67961,0.43035,0.68136,0.95364,3
0.67985,0.4308,0.68152,0.95372,3
0.48517,0.59246,0.17485,0.051151,1
0.18979,0.7284,0.33792,0.86637,4
0.48518,0.5924,0.17497,0.05123,1
0.18954,0.72803,0.33862,0.86501,4
0.18944,0.72941,0.33837,0.86665,4
0.3377,0.97309,1.0096,0.84475,0
0.34367,0.669,0.31597,0.4584,0
0.67977,0.43052,0.68151,0.95408,3
0.257,0.9441,0.97004,0.80521,6
0.89262,0.72938,0.51981,0.095734,5
0.18986,0.72953,0.33812,0.86651,4
0.68003,0.43066,0.68144,0.95404,3
0.18837,0.72905,0.33846,0.86653,4
0.64443,0.72348,0.32595,0.44678,0
0.1903,0.72976,0.33885,0.86652,4
0.4162,0.25013,0.74608,0.27531,0
0.67978,0.4307,0.68153,0.95395,3
0.18989,0.72846,0.33652,0.86526,4
0.89277,0.72959,0.51991,0.095774,5
0.1897,0.72936,0.33806,0.86723,4
0.18972,0.72965,0.3383,0.86652,4
0.48516,0.59227,0.17496,0.051271,1
0.89279,0.72922,0.51993,0.095688,5
0.25596,0.94382,0.96966,0.80751,6
0.18982,0.72945,0.33853,0.86645,4
0.064131,0.6763,0.49196,0.87649,2
0.66679,1.1724,0.12134,0.7579,0
0.57954,0.82547,0.29078,0.47261,0
0.18957,0.72928,0.33849,0.86637,4
0.67981,0.43073,0.68146,0.95368,3
0.67977,0.43065,0.68133,0.95359,3
0.67985,0.43064,0.68153,0.95373,3
0.18919,0.72991,0.33822,0.86579,4
0.67995,0.43071,0.68141,0.95356,3
0.18924,0.72947,0.33801,0.86613,4
0.25674,0.94336,0.97091,0.80638,6
1.1217,0.66043,0.71456,0.87287,0
0.25753,0.94434,0.9705,0.80727,6
0.26084,0.65191,0.99338,0.82598,0
0.18982,0.72986,0.33844,0.86659,4
0.91083,0.48108,0.46857,0.44836,0
0.18899,0.72954,0.33822,0.86651,4
0.18987,0.72979,0.33794,0.8667,4
0.25755,0.94403,0.97032,0.80671,6
0.06482,0.67639,0.49167,0.87632,2
0.89269,0.72934,0.5197,0.095725,5
0.25738,0.94403,0.96944,0.80664,6
0.67999,0.43047,0.68142,0.95369,3
0.18934,0.72966,0.33765,0.86658,4
0.25775,0.94403,0.96987,0.80662,6
0.18931,0.72958,0.33808,0.86644,4
0.67985,0.43069,0.6815,0.95376,3
0.064401,0.67654,0.49186,0.87602,2
0.25779,0.94365,0.97086,0.80613,6
0.67987,0.43068,0.68152,0.9537,3
0.48332,0.65254,1.0384,0.27829,0
0.074986,0.72716,0.098964,0.20973,0
0.2571,0.94287,0.96974,0.80705,6
0.18943,0.73013,0.33804,0.86661,4
0.18975,0.72985,0.33868,0.86689,4
0.94381,0.88683,0.017566,1.0499,0
0.48515,0.59253,0.17478,0.051166,1
0.67988,0.4305,0.68154,0.9535,3
0.89266,0.72939,0.51988,0.09576,5
0.25779,0.9431,0.97038,0.80672,6
0.18941,0.72934,0.33829,0.86653,4
0.19041,0.72964,0.33815,0.86726,4
0.13751,0.61384,0.36276,0.52392,0
1.0366,0.44705,0.62246,0.10889,0
0.6798,0.43069,0.68147,0.95367,3
0.81489,0.011288,0.58855,0.33102,0
0.67982,0.43067,0.68149,0.95369,3
0.67978,0.43106,0.68151,0.95386,3
0.32613,0.9538,0.90102,0.041249,0
0.25752,0.94393,0.97019,0.80683,6
0.48519,0.59253,0.17495,0.051206,1
0.25728,0.94358,0.97037,0.80661,6
0.19008,0.72963,0.33819,0.86652,4
0.19053,0.7292,0.33846,0.86662,4
0.18611,0.48814,0.24067,0.57948,0
0.67986,0.43088,0.68145,0.95357,3
0.48531,0.59251,0.17498,0.051147,1
0.18971,0.72947,0.33835,0.86653,4
0.48519,0.59251,0.17504,0.051075,1
0.25743,0.94375,0.96992,0.80692,6
0.67995,0.43083,0.68152,0.95351,3
0.18992,0.72979,0.33867,0.86703,4
0.061419,0.13192,0.61615,0.86534,0
0.44747,0.81096,0.28322,0.26889,0
0.18971,0.7295,0.33827,0.86664,4
0.25718,0.94334,0.96999,0.80636,6
0.48519,0.59233,0.17486,0.05119,1
0.71137,0.0017242,0.4217,0.88162,0
0.78445,0.2716,0.24669,0.79532,0
0.18901,0.72913,0.33789,0.86776,4
0.89257,0.72952,0.51974,0.095651,5
0.064482,0.67657,0.49121,0.87614,2
0.62637,0.67222,0.77426,0.10117,0
0.7676,0.6089,0.12911,0.64767,0
1.0399,1.1042,0.39613,0.52829,0
0.19055,0.72954,0.33845,0.86624,4
0.67997,0.43055,0.68149,0.95348,3
0.18929,0.72933,0.33781,0.86653,4
0.67986,0.43086,0.68142,0.95387,3
0.25717,0.94391,0.97039,0.80686,6
0.18937,0.72924,0.33802,0.86697,4
0.89268,0.72951,0.51983,0.095771,5
0.25724,0.944,0.97024,0.807,6
0.25761,0.9443,0.97135,0.80531,6
0.81644,1.0166,0.16653,0.13473,0
0.19059,0.72993,0.33731,0.86614,4
0.064366,0.67612,0.49185,0.87633,2
0.25569,0.94423,0.96886,0.80629,6
0.19036,0.7294,0.33926,0.86572,4
0.19016,0.72866,0.33801,0.86665,4
0.18967,0.72939,0.33805,0.86691,4
0.25735,0.94385,0.97004,0.8066,6
0.63042,0.16615,0.63513,0.71977,0
0.18977,0.72935,0.33862,0.86671,4
0.67977,0.43044,0.68167,0.95402,3
0.18968,0.72919,0.33823,0.86661,4
0.38338,0.84284,0.62038,0.67488,0
0.19125,0.72995,0.33766,0.86691,4
0.67976,0.43084,0.68148,0.95382,3
0.33055,0.025926,0.87412,0.49922,0
0.17034,0.75251,0.44309,0.28865,0
0.010206,0.46771,0.24533,0.41337,0
0.18941,0.72907,0.33822,0.8672,4
0.67961,0.43069,0.68148,0.95362,3
0.25763,0.9438,0.97064,0.80686,6
0.25749,0.94387,0.97027,0.80681,6
0.19011,0.73062,0.33849,0.86628,4
0.18974,0.72943,0.33827,0.86663,4
0.25749,0.94345,0.97042,0.8072,6
0.67955,0.43084,0.68157,0.95359,3
0.97305,0.54694,0.50833,0.60118,0
0.2572,0.94371,0.97071,0.80643,6
0.67985,0.43066,0.68151,0.95365,3
0.22376,0.59418,0.28607,0.76326,0
0.25622,0.94279,0.97088,0.80401,6
0.67953,0.43058,0.68152,0.95356,3
0.18975,0.72942,0.33834,0.86664,4
0.67965,0.43061,0.68149,0.95362,3
0.86876,0.15319,0.0029457,0.75325,0
0.55717,0.35275,0.015275,0.93917,0
0.67966,0.4308,0.68138,0.95396,3
0.5669,0.65498,0.013827,0.89454,0
0.064377,0.67647,0.49164,0.87642,2
0.25747,0.94386,0.97025,0.80678,6
0.67984,0.43063,0.68132,0.95376,3
0.57569,0.30282,0.80477,0.30486,0
0.75873,0.85925,0.44573,0.25688,0
0.67977,0.43067,0.68141,0.95367,3
0.18973,0.72941,0.33826,0.86669,4
0.25663,0.9458,0.97029,0.80744,6
0.11778,0.28559,0.085277,0.36936,0
0.6798,0.43067,0.6814,0.95364,3
0.32073,0.10959,0.67102,0.75146,0
0.778,0.48637,0.79555,0.37499,0
0.18966,0.72976,0.33824,0.86625,4
0.23775,0.79015,0.76646,0.65499,0
0.48513,0.59243,0.17496,0.051128,1
0.67987,0.43075,0.68157,0.95355,3
0.18975,0.7295,0.3382,0.86667,4
0.67991,0.43076,0.68158,0.95367,3
0.18996,0.72983,0.33812,0.86646,4
0.67982,0.43068,0.68148,0.95369,3
0.89275,0.72931,0.5197,0.095728,5
0.19018,0.72947,0.33849,0.86687,4
0.67976,0.43067,0.68154,0.95374,3
0.67982,0.43067,0.68148,0.95365,3
0.21114,0.077502,0.75537,0.48229,0
0.25747,0.94384,0.97023,0.80677,6
0.18968,0.7292,0.33783,0.86679,4
0.37134,0.94822,0.85674,0.028114,0
0.67977,0.43067,0.68147,0.95358,3
0.48523,0.59243,0.17508,0.051277,1
0.56081,0.27107,0.2142,0.094178,0
1.0515,0.432,0.89311,0.69441,0
0.1899,0.72889,0.33894,0.86629,4
0.25687,0.94387,0.9707,0.8067,6
0.1891,0.72906,0.33784,0.86749,4
0.17011,0.8168,0.56966,0.50999,0
0.18959,0.72943,0.33829,0.86676,4
1.1362,0.077291,0.67117,0.49582,0
0.25699,0.94433,0.97064,0.80676,6
0.21761,0.69529,0.56752,0.94357,0
0.48522,0.59245,0.175,0.051259,1
0.25751,0.94393,0.97025,0.80666,6
0.51086,0.42822,0.62615,0.62144,0
0.72601,0.433,0.6397,0.47355,0
0.18974,0.72947,0.33828,0.86665,4
0.89285,0.72928,0.51977,0.095833,5
