@relation m-out_data_1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
0.36706,0.76727,0.97312,0.70567,0.48487,0.70026,0.85451,0.48433,0.17959,0.79106,0.11838,0.6401,0.79038,0.215,0.29875,0.35833,0.27033,0.8201,0.67035,0.1199,0.21468,0.66333,0.098062,0.45535,0.12473,0.36112,0.77892,0.50863,0.51162,0.062227,7
0.39509,0.19052,0.78876,0.062037,0.84992,0.55152,0.093758,0.66988,0.16038,0.54923,0.76067,0.91332,0.095085,0.58945,0.1618,0.067841,0.43211,0.85496,0.70429,0.85265,0.76423,0.73645,0.85614,0.94541,0.98068,0.39883,0.82114,0.96832,0.18289,0.037164,4
0.60797,0.091966,0.39446,0.24433,0.46319,0.36986,0.46135,0.79493,0.45856,0.035039,0.36602,0.97414,0.97248,0.21677,0.54443,0.54815,0.43082,0.46239,0.16116,0.34221,0.21663,0.51816,0.58409,0.58027,0.85664,0.12783,0.82428,0.12661,0.37076,0.91435,2
0.63373,0.59951,0.065507,0.04041,0.20721,0.69045,0.61026,0.15802,0.70133,0.72978,0.87946,0.27863,0.81725,0.88124,0.67011,0.79253,0.23468,0.3423,0.77918,0.79073,0.4501,0.30439,0.87796,0.39232,0.69275,0.30135,0.098211,0.30537,0.094625,0.98094,3
0.63569,0.60807,0.062703,0.030048,0.21526,0.69299,0.60095,0.14888,0.69868,0.72671,0.87494,0.27029,0.81886,0.87526,0.66872,0.78741,0.23196,0.33221,0.78579,0.78744,0.45163,0.30566,0.86955,0.39513,0.6892,0.30623,0.086246,0.30913,0.084602,0.97053,3
0.36494,0.75143,0.98037,0.70421,0.48062,0.69692,0.85444,0.47962,0.18054,0.78272,0.13682,0.62959,0.79151,0.20937,0.3072,0.36185,0.26426,0.82186,0.67359,0.11802,0.21279,0.66802,0.089995,0.46137,0.13021,0.36828,0.78563,0.50819,0.50791,0.066394,7
0.63257,0.60624,0.055335,0.032944,0.21612,0.69522,0.60949,0.15468,0.70144,0.72432,0.87659,0.27112,0.82118,0.86932,0.65478,0.79206,0.24072,0.33161,0.78678,0.77413,0.4555,0.30285,0.87589,0.39504,0.69861,0.3024,0.088762,0.29494,0.085072,0.96823,3
0.60629,0.091733,0.3959,0.24704,0.46383,0.37054,0.45915,0.79656,0.45597,0.039528,0.36634,0.97725,0.97149,0.21568,0.54806,0.54542,0.42838,0.45749,0.15643,0.34526,0.21568,0.52131,0.58283,0.57498,0.85615,0.12618,0.82944,0.12642,0.36896,0.91272,2
0.39905,0.18811,0.79196,0.063414,0.8548,0.5519,0.094599,0.67012,0.16082,0.54725,0.75964,0.91383,0.094508,0.58669,0.1628,0.064294,0.42962,0.85924,0.70605,0.85201,0.75862,0.73624,0.85028,0.94039,0.98111,0.3977,0.8205,0.9701,0.18552,0.033324,4
0.18521,0.24598,0.12163,0.64171,0.45483,0.06332,0.15178,0.06301,0.91426,0.76676,0.033279,0.060583,0.46377,0.51712,0.93595,0.81043,0.056877,0.36359,0.02541,0.85282,0.15124,0.72873,0.58133,0.73346,0.4802,0.27326,0.097022,0.97548,0.66798,0.086705,1
0.60527,0.093615,0.40123,0.2461,0.46253,0.36797,0.46019,0.7943,0.45513,0.037872,0.36671,0.97241,0.97039,0.21477,0.54811,0.54695,0.4319,0.46333,0.16339,0.3407,0.21795,0.51758,0.58616,0.57546,0.85426,0.12917,0.82262,0.12766,0.37426,0.91178,2
0.63379,0.602,0.058416,0.024283,0.21574,0.68666,0.59444,0.16078,0.69742,0.72531,0.87653,0.25696,0.81016,0.87251,0.67066,0.79388,0.23924,0.33269,0.78864,0.79126,0.45526,0.29901,0.87799,0.38831,0.70189,0.2905,0.087765,0.30292,0.09256,0.97868,3
0.086214,0.48304,0.90675,0.11808,0.78312,0.29754,0.70234,0.090635,0.21115,0.060958,0.27236,0.21345,0.6758,0.76184,0.51361,0.696,0.029669,0.24225,0.91026,0.29888,0.9474,0.89705,0.79174,0.93838,0.27512,0.364,0.32962,0.11868,0.35775,0.30184,5
0.39822,0.18848,0.79014,0.063248,0.85061,0.55192,0.095058,0.67001,0.1627,0.5531,0.76017,0.9138,0.094224,0.5882,0.15847,0.066199,0.43062,0.85847,0.70492,0.85306,0.75951,0.7366,0.85158,0.94011,0.98132,0.39534,0.82123,0.97146,0.18435,0.03675,4
0.60612,0.092058,0.39468,0.24509,0.46269,0.36753,0.45913,0.79645,0.45777,0.03482,0.36639,0.9734,0.97018,0.21724,0.54511,0.5462,0.43,0.45904,0.15908,0.3447,0.21561,0.51816,0.58488,0.57546,0.85714,0.12608,0.82228,0.12742,0.36816,0.91668,2
0.091467,0.48705,0.90712,0.12804,0.78999,0.30145,0.69863,0.091907,0.20974,0.059565,0.2762,0.20981,0.67349,0.76306,0.51267,0.70192,0.035167,0.24273,0.89847,0.29846,0.95056,0.90022,0.78828,0.93909,0.2682,0.36975,0.33441,0.1289,0.36365,0.30388,5
0.60601,0.093834,0.39418,0.25021,0.46437,0.36799,0.46294,0.8011,0.45551,0.036951,0.3651,0.97713,0.97092,0.21574,0.5425,0.54746,0.43761,0.463,0.15889,0.34181,0.21736,0.51643,0.58299,0.57611,0.86104,0.12899,0.82247,0.12743,0.37476,0.91254,2
0.60686,0.093543,0.39375,0.24819,0.46838,0.36994,0.46008,0.79977,0.45533,0.036649,0.36583,0.97612,0.97047,0.21695,0.54621,0.54844,0.43044,0.46053,0.15769,0.33932,0.21448,0.51617,0.5867,0.5773,0.85822,0.12636,0.82804,0.12612,0.36728,0.91362,2
0.084531,0.47801,0.90271,0.12596,0.78508,0.3037,0.70019,0.088791,0.21354,0.058028,0.26888,0.20904,0.66538,0.75471,0.51122,0.69515,0.029858,0.24039,0.90967,0.30242,0.95095,0.90029,0.78746,0.93846,0.27086,0.36661,0.33105,0.1232,0.35718,0.3025,5
0.58225,0.43595,0.92672,0.59042,0.0358,0.68424,0.35751,0.089454,0.40784,0.48809,0.59616,0.099151,0.39307,1.0248,0.3007,0.029823,0.74986,0.0342,0.64583,0.31544,0.44386,0.78067,0.90231,0.12568,0.068014,0.47926,0.23822,0.35531,0.38833,0.81296,0
0.35772,0.76166,0.96878,0.7006,0.48944,0.69909,0.84486,0.48483,0.18081,0.78654,0.11929,0.63081,0.78273,0.20487,0.29912,0.36805,0.275,0.82127,0.66879,0.12052,0.21728,0.65923,0.088413,0.45831,0.11705,0.36543,0.7796,0.52079,0.51433,0.063953,7
0.60677,0.092458,0.39389,0.24516,0.46271,0.36799,0.45874,0.79746,0.46085,0.036669,0.36644,0.97492,0.97105,0.21507,0.54996,0.55046,0.42899,0.46165,0.15924,0.34201,0.21721,0.51745,0.58556,0.57857,0.8581,0.1241,0.82663,0.12711,0.36657,0.91301,2
0.28155,0.83209,0.18542,0.93904,0.7043,0.85143,0.83569,0.38418,0.22272,0.64871,0.39686,0.68562,0.67418,0.4552,0.60252,0.76874,0.96864,0.81249,0.6503,0.89534,0.037519,0.5102,0.47999,0.14434,0.96071,0.35471,0.51772,0.14249,0.18834,0.6686,0
0.64266,0.6056,0.056315,0.026673,0.21052,0.69853,0.61259,0.15979,0.69756,0.72635,0.88077,0.27564,0.81926,0.88078,0.67491,0.80655,0.24235,0.33404,0.78596,0.78418,0.44954,0.30626,0.86898,0.39694,0.69626,0.3068,0.086729,0.307,0.089666,0.96463,3
0.60684,0.092994,0.39738,0.24672,0.46602,0.36617,0.46413,0.7993,0.45585,0.035623,0.3653,0.97542,0.97273,0.21496,0.54648,0.54853,0.43205,0.46075,0.15632,0.33852,0.22077,0.51633,0.5842,0.5824,0.85662,0.12593,0.82798,0.12943,0.37147,0.91512,2
0.21551,0.15254,0.64172,0.43243,0.48966,0.7289,0.60809,0.64054,0.5162,0.33892,0.27839,0.85415,0.70186,0.55452,0.97604,0.93783,0.49123,0.85543,0.3678,0.092881,0.070611,0.85417,0.43654,0.031876,0.18731,0.61429,0.19061,0.42343,0.27676,0.48912,6
0.18921,0.2409,0.11882,0.64522,0.45343,0.055592,0.14821,0.061431,0.90914,0.76643,0.03381,0.063702,0.45414,0.52486,0.9325,0.82221,0.061691,0.36323,0.037759,0.85019,0.15796,0.72073,0.57714,0.73023,0.49914,0.2756,0.094626,0.97906,0.66199,0.087259,1
0.096729,0.47569,0.90961,0.12258,0.79685,0.29632,0.69932,0.089326,0.20651,0.054944,0.27819,0.21634,0.65947,0.74969,0.50941,0.69486,0.033871,0.25224,0.90877,0.3001,0.94004,0.90886,0.78822,0.94141,0.27281,0.35789,0.33366,0.12208,0.35823,0.30556,5
0.76377,0.35966,1.011,0.029706,0.1771,0.50789,0.10587,0.35193,0.53325,0.65641,0.8509,0.68627,0.60552,0.24128,0.7732,0.12682,0.80957,0.78847,0.44134,0.088169,0.48022,0.28651,0.5441,0.74295,0.31204,0.87679,0.6515,0.06025,0.92755,0.8509,0
0.60628,0.093787,0.39378,0.24826,0.4614,0.36957,0.45934,0.79961,0.45719,0.03592,0.36448,0.97944,0.97214,0.21669,0.5519,0.54616,0.42973,0.464,0.15813,0.34155,0.21447,0.51875,0.58075,0.57575,0.86033,0.12932,0.82373,0.12841,0.36946,0.91359,2
0.60639,0.092656,0.39617,0.24455,0.46125,0.37038,0.45931,0.79872,0.45629,0.03803,0.36846,0.97511,0.97034,0.21674,0.54476,0.54587,0.43474,0.4599,0.15832,0.34068,0.21519,0.51747,0.58577,0.5759,0.86056,0.12585,0.82501,0.12497,0.37017,0.91502,2
0.63434,0.60367,0.063958,0.030908,0.21241,0.66655,0.60661,0.15039,0.69862,0.72606,0.87979,0.26881,0.82779,0.87843,0.66029,0.78224,0.24162,0.33362,0.79915,0.7936,0.45305,0.30491,0.87633,0.39143,0.69166,0.29572,0.094164,0.30937,0.096017,0.97382,3
0.18139,0.23848,0.12247,0.63589,0.45739,0.061449,0.15157,0.067937,0.91311,0.75995,0.029767,0.055345,0.45829,0.51307,0.93332,0.82095,0.066945,0.36985,0.038515,0.84609,0.15381,0.73157,0.57637,0.72413,0.48161,0.2654,0.095575,0.96956,0.67372,0.093992,1
0.64212,0.30961,0.17684,0.22044,0.73316,0.49957,0.86629,0.033936,0.63247,0.53486,1.061,0.029709,0.17557,0.31072,0.40794,0.20904,1.0238,0.55652,0.46685,0.21619,0.87032,0.83749,0.32065,0.54513,0.10894,0.80207,0.69222,1.112,0.83452,0.4624,0
0.17547,0.23354,0.12324,0.64473,0.46733,0.054582,0.15428,0.06363,0.91045,0.76883,0.026164,0.051042,0.45027,0.52166,0.93767,0.81802,0.06106,0.37353,0.032814,0.85427,0.15021,0.71769,0.57345,0.7378,0.47902,0.27272,0.087452,0.97146,0.66469,0.094239,1
0.36509,0.7523,0.95893,0.69043,0.47677,0.6986,0.85973,0.48208,0.17828,0.79123,0.11726,0.62839,0.79123,0.21136,0.30263,0.36017,0.27332,0.81971,0.6668,0.12107,0.21791,0.66552,0.096038,0.45521,0.12048,0.36159,0.78372,0.52037,0.52002,0.046642,7
0.60543,0.093495,0.39491,0.24625,0.46355,0.36928,0.46008,0.79877,0.45663,0.03275,0.36675,0.9727,0.97004,0.2206,0.54572,0.54677,0.43306,0.45889,0.15454,0.34057,0.21597,0.51577,0.58017,0.57788,0.85787,0.12524,0.82253,0.12765,0.36741,0.91232,2
0.084969,0.48839,0.90465,0.12319,0.79138,0.30359,0.698,0.088438,0.21102,0.061033,0.27509,0.21833,0.65948,0.75693,0.51048,0.69696,0.033966,0.2409,0.90727,0.3025,0.94156,0.90862,0.79444,0.93816,0.27724,0.35806,0.33008,0.12603,0.36581,0.30621,5
0.39679,0.18528,0.79144,0.0621,0.85293,0.55149,0.093511,0.66884,0.15461,0.54689,0.76224,0.91385,0.095097,0.58771,0.15931,0.064704,0.42973,0.85664,0.70679,0.85192,0.76178,0.73674,0.85104,0.93987,0.97818,0.39712,0.8201,0.9677,0.18623,0.037777,4
0.6362,0.60215,0.058598,0.02436,0.21413,0.69221,0.60536,0.15026,0.6921,0.72243,0.87879,0.27666,0.82216,0.87632,0.67015,0.7839,0.23977,0.33251,0.78352,0.78971,0.45048,0.29553,0.87763,0.39719,0.68397,0.31615,0.088139,0.30351,0.091217,0.96999,3
0.60618,0.094397,0.3953,0.245,0.4658,0.37256,0.46179,0.7959,0.45711,0.037769,0.3654,0.97313,0.9703,0.22219,0.54668,0.54622,0.43133,0.46078,0.15533,0.34297,0.21436,0.51618,0.58298,0.57651,0.85909,0.12811,0.82247,0.12789,0.36989,0.9145,2
0.08733,0.48847,0.9055,0.11778,0.78899,0.30602,0.70277,0.092325,0.21225,0.058413,0.26576,0.21249,0.66821,0.74846,0.51978,0.6952,0.029631,0.23789,0.91198,0.30018,0.93699,0.91469,0.78488,0.93903,0.26803,0.35434,0.33611,0.12411,0.36301,0.30058,5
0.60615,0.09425,0.39397,0.24519,0.46233,0.37462,0.46034,0.79512,0.45601,0.038257,0.36498,0.98292,0.97086,0.21512,0.54538,0.54577,0.42942,0.46205,0.16111,0.33692,0.21986,0.51763,0.58457,0.57812,0.85838,0.12522,0.8211,0.12627,0.3726,0.91364,2
0.6076,0.094054,0.39408,0.24463,0.46335,0.36894,0.46141,0.79764,0.45677,0.039641,0.36605,0.97575,0.97271,0.21912,0.54615,0.54508,0.43211,0.46188,0.1562,0.34228,0.21636,0.51746,0.57914,0.57751,0.85697,0.12415,0.83112,0.1301,0.37237,0.91513,2
0.091582,0.48327,0.91059,0.12061,0.7912,0.30724,0.69361,0.087655,0.21106,0.057798,0.27237,0.20493,0.66386,0.75932,0.51207,0.70448,0.026609,0.24232,0.90064,0.30707,0.94789,0.90832,0.78137,0.94613,0.27293,0.36129,0.34189,0.12293,0.35707,0.30409,5
0.21486,0.15612,0.6398,0.4358,0.48977,0.72684,0.60897,0.64234,0.5161,0.33812,0.27455,0.85225,0.70235,0.54852,0.97761,0.93679,0.49431,0.85599,0.36714,0.094344,0.064839,0.8521,0.43395,0.031473,0.1847,0.61811,0.18822,0.42409,0.27941,0.48783,6
0.60542,0.092423,0.39378,0.24564,0.46256,0.37275,0.46052,0.79975,0.45798,0.039601,0.36579,0.97384,0.9711,0.219,0.54818,0.54567,0.43197,0.45824,0.15529,0.34046,0.21405,0.51979,0.58441,0.57744,0.8568,0.125,0.82941,0.12573,0.37178,0.9124,2
0.18181,0.24512,0.11632,0.63771,0.4566,0.066963,0.14595,0.048736,0.91212,0.76204,0.032981,0.058923,0.45176,0.50304,0.93213,0.81525,0.060261,0.37208,0.033168,0.85245,0.15655,0.72097,0.57616,0.72667,0.48307,0.27461,0.091877,0.98082,0.66693,0.090896,1
0.093829,0.49189,0.9099,0.12277,0.7866,0.30157,0.68631,0.096255,0.21079,0.059171,0.29333,0.22526,0.66638,0.75601,0.51618,0.693,0.032634,0.2439,0.90425,0.30795,0.94571,0.91096,0.7898,0.93926,0.26709,0.35873,0.33229,0.12541,0.36254,0.31112,5
0.18246,0.24556,0.11386,0.64561,0.45708,0.056993,0.15623,0.063748,0.91205,0.76736,0.031072,0.068809,0.45656,0.51414,0.9401,0.82159,0.064323,0.36817,0.034988,0.85502,0.15444,0.74146,0.56646,0.73125,0.49305,0.2723,0.086765,0.97705,0.67179,0.10344,1
0.49173,0.85454,0.5211,0.56055,0.42971,0.08036,0.30431,0.73424,0.87762,0.17169,0.56007,0.18186,0.034306,0.094001,0.72366,0.841,0.57765,0.35385,0.71181,0.81346,0.50353,0.74874,0.63261,0.8002,0.35866,0.30327,0.74422,0.92297,0.76181,0.097977,0
0.17407,0.24286,0.11912,0.64251,0.4573,0.062407,0.16069,0.063292,0.91098,0.75824,0.030449,0.066636,0.45443,0.51595,0.93278,0.81404,0.059185,0.35669,0.041578,0.85252,0.1575,0.72804,0.56524,0.72796,0.48328,0.28127,0.083743,0.97065,0.66921,0.090563,1
0.63117,0.59807,0.054811,0.03368,0.21987,0.68538,0.60867,0.14332,0.69576,0.72898,0.87774,0.26979,0.81226,0.87982,0.6688,0.78767,0.235,0.33705,0.78739,0.78787,0.45279,0.30139,0.87834,0.38389,0.69362,0.31141,0.091962,0.30872,0.092308,0.96734,3
0.087469,0.48206,0.91315,0.11632,0.78284,0.30115,0.70001,0.089719,0.21147,0.059406,0.28359,0.21377,0.67272,0.76075,0.52081,0.69643,0.033383,0.25242,0.90822,0.29902,0.94557,0.90378,0.79165,0.9449,0.26723,0.36258,0.33797,0.12235,0.36163,0.30019,5
0.60681,0.094003,0.39412,0.24892,0.46104,0.36756,0.46147,0.79748,0.45627,0.03899,0.3661,0.9749,0.97056,0.21804,0.54439,0.54674,0.43074,0.45809,0.15683,0.33748,0.21377,0.5175,0.5842,0.57714,0.85968,0.12558,0.82085,0.13138,0.37139,0.91154,2
0.087634,0.48498,0.90125,0.12111,0.78414,0.29308,0.71148,0.092253,0.21253,0.06271,0.26633,0.20353,0.67054,0.75321,0.5173,0.68601,0.027549,0.2312,0.90548,0.30561,0.93947,0.90338,0.78983,0.94283,0.27574,0.36222,0.33631,0.11807,0.36643,0.30426,5
0.39744,0.18853,0.78663,0.064767,0.85439,0.55205,0.095466,0.67222,0.16515,0.54784,0.75971,0.91326,0.095121,0.58899,0.15808,0.063906,0.43212,0.85426,0.70938,0.85243,0.76103,0.73664,0.85289,0.94449,0.98056,0.39587,0.82019,0.97314,0.18665,0.038487,4
0.60701,0.091947,0.39605,0.2477,0.46459,0.37065,0.46032,0.79705,0.45738,0.035066,0.3676,0.97462,0.96994,0.22091,0.5443,0.54719,0.43215,0.46266,0.1573,0.34251,0.2177,0.51902,0.58806,0.5789,0.86685,0.12318,0.82124,0.12828,0.36629,0.91379,2
0.60502,0.092472,0.39387,0.24555,0.46847,0.37051,0.45993,0.80028,0.45541,0.040833,0.36592,0.973,0.97375,0.21575,0.54414,0.54618,0.43341,0.46057,0.15715,0.33975,0.22074,0.51715,0.5851,0.57537,0.85516,0.12605,0.82702,0.12665,0.36872,0.9118,2
0.39559,0.18847,0.79778,0.062932,0.85119,0.55178,0.092069,0.67055,0.15641,0.54606,0.7591,0.91413,0.095488,0.58843,0.15498,0.066287,0.42782,0.85625,0.7019,0.85395,0.76055,0.73346,0.85627,0.94113,0.98165,0.39758,0.82007,0.96954,0.1877,0.033426,4
0.39577,0.18939,0.79079,0.063608,0.85108,0.5524,0.095686,0.67165,0.15895,0.54726,0.7587,0.91317,0.098897,0.58715,0.16704,0.064049,0.43071,0.85537,0.70265,0.8506,0.76007,0.7369,0.85494,0.93866,0.97959,0.40066,0.82211,0.97043,0.18438,0.037798,4
0.085072,0.48116,0.90962,0.12369,0.78534,0.30088,0.69781,0.091628,0.21497,0.056432,0.26187,0.20726,0.67294,0.75861,0.51136,0.6933,0.035672,0.24305,0.90705,0.29754,0.94253,0.91203,0.7922,0.94282,0.2688,0.35903,0.3312,0.11659,0.3688,0.30258,5
0.17838,0.23416,0.11884,0.6386,0.45025,0.05624,0.1428,0.061139,0.91474,0.76697,0.024592,0.057185,0.46081,0.5081,0.9314,0.8204,0.065935,0.37165,0.031104,0.85237,0.14339,0.73116,0.5708,0.72651,0.4864,0.26914,0.09187,0.98064,0.6724,0.098931,1
0.39441,0.18859,0.78898,0.060513,0.85019,0.55448,0.09367,0.67337,0.15869,0.54687,0.76225,0.91488,0.097223,0.58971,0.16153,0.069732,0.43005,0.85455,0.70251,0.85433,0.75665,0.73617,0.85241,0.93813,0.9809,0.39657,0.81854,0.97164,0.18259,0.032853,4
0.18708,0.24069,0.10829,0.64497,0.46128,0.061482,0.1501,0.062128,0.9106,0.76042,0.0292,0.060533,0.45574,0.51126,0.93043,0.82086,0.063957,0.35901,0.025808,0.85635,0.15203,0.73294,0.57533,0.73669,0.48222,0.26172,0.093897,0.96978,0.66442,0.092643,1
0.35677,0.75821,0.96413,0.70189,0.48935,0.69809,0.84999,0.48604,0.18462,0.79159,0.12087,0.63949,0.79625,0.21195,0.29882,0.36462,0.2658,0.81938,0.66843,0.12237,0.20698,0.66756,0.091758,0.45672,0.12153,0.35903,0.78478,0.50698,0.51674,0.054279,7
0.39794,0.18667,0.7897,0.062202,0.85137,0.55132,0.094973,0.66768,0.15965,0.55288,0.76179,0.91467,0.10077,0.58506,0.15809,0.065026,0.42706,0.85902,0.70661,0.85023,0.75858,0.73613,0.85459,0.94207,0.98037,0.39428,0.82294,0.96999,0.18308,0.033424,4
0.6067,0.09251,0.39467,0.24658,0.46737,0.36639,0.45921,0.79713,0.45514,0.041043,0.36578,0.97298,0.97052,0.21836,0.54564,0.54537,0.43217,0.46694,0.15681,0.34331,0.21711,0.51673,0.58082,0.57657,0.85947,0.124,0.82499,0.12921,0.36885,0.9139,2
0.17025,0.55284,0.90272,0.81592,0.28189,0.32507,0.37828,0.55876,0.10776,0.032128,0.166,0.43756,0.7396,0.9674,0.056529,0.53968,0.59961,0.10723,0.34092,0.051511,0.22524,0.15305,0.48814,0.16596,1.0608,0.37016,0.56478,0.22776,0.88663,0.65759,0
0.63588,0.60373,0.063494,0.028584,0.21572,0.69173,0.59427,0.14249,0.69715,0.71866,0.8752,0.28078,0.82314,0.89706,0.66302,0.78302,0.23989,0.3351,0.78327,0.7898,0.45253,0.29679,0.8805,0.38775,0.69808,0.30958,0.089498,0.30386,0.092396,0.96854,3
0.39523,0.18507,0.7897,0.063193,0.85269,0.55124,0.093411,0.67224,0.15786,0.54646,0.76042,0.91407,0.10221,0.59208,0.16054,0.068961,0.42889,0.85407,0.70493,0.85192,0.76162,0.73425,0.85501,0.94232,0.979,0.39628,0.82069,0.96827,0.1841,0.033094,4
0.60527,0.091935,0.39511,0.24542,0.46781,0.37192,0.46124,0.79612,0.457,0.039376,0.36445,0.97671,0.97075,0.21973,0.54255,0.54562,0.43625,0.46456,0.15893,0.34127,0.21658,0.5166,0.58006,0.57545,0.85638,0.13083,0.82643,0.12524,0.36732,0.91546,2
0.60556,0.095258,0.39615,0.24717,0.46255,0.36746,0.46089,0.79956,0.45599,0.036602,0.36561,0.97343,0.97614,0.2169,0.54886,0.54898,0.42816,0.45989,0.15564,0.34181,0.2163,0.51895,0.58292,0.57485,0.85514,0.12501,0.82213,0.12929,0.37204,0.91353,2
0.36166,0.75608,0.96754,0.6934,0.48764,0.70017,0.85002,0.48125,0.18026,0.78768,0.12544,0.63257,0.78971,0.20886,0.31275,0.36183,0.27541,0.82132,0.66905,0.11923,0.20638,0.66629,0.092849,0.45667,0.1193,0.35546,0.78722,0.51725,0.5091,0.061921,7
0.19271,0.24494,0.11905,0.63895,0.45603,0.05982,0.14766,0.063706,0.90803,0.75828,0.026904,0.068559,0.4603,0.51833,0.93896,0.81891,0.054177,0.36604,0.023653,0.85168,0.15484,0.72965,0.57303,0.73563,0.48968,0.27138,0.089992,0.97093,0.66037,0.093018,1
