@relation m-out_data_19-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.91935,0.22574,0.49528,0.42848,0.85625,0.41616,0.492,0.52664,0.2372,0.97863,0.56358,0.75349,0.65787,0.86006,0.96,0.39833,0.28082,0.7664,0.16042,0.69476,0.59323,0.72628,0.96608,0.1425,0.35887,0.1082,0.86486,6
0.8081,0.072071,0.59828,0.69238,0.73706,0.90371,0.85607,0.025799,0.35561,0.81077,0.54612,0.26392,0.75927,0.54939,0.88155,0.40415,0.75809,0.66484,0.64463,0.59439,0.19154,0.525,0.92791,0.12001,0.28689,0.47497,0.90244,3
0.15081,0.67523,0.92868,0.7035,0.14163,0.46248,0.32939,0.66395,0.12327,0.92354,0.14603,0.77973,0.068793,0.70071,0.060366,0.26261,0.65122,0.59946,0.40065,0.31694,0.23909,0.016496,0.9525,0.68137,0.13267,0.78945,0.22385,10
0.80764,0.069888,0.59518,0.69239,0.73746,0.9059,0.85593,0.022415,0.35583,0.80897,0.54662,0.26313,0.76083,0.54716,0.88017,0.40558,0.75947,0.6654,0.64172,0.59788,0.1913,0.52481,0.92886,0.11989,0.28421,0.47493,0.90356,3
0.17193,0.69089,0.94844,0.73059,0.14676,0.47089,0.33639,0.66373,0.11657,0.89486,0.15196,0.80093,0.080738,0.71694,0.11742,0.27672,0.65593,0.62268,0.38798,0.29306,0.24308,0.015785,0.92993,0.67471,0.11064,0.81444,0.19562,10
0.85583,0.42689,0.25826,0.26281,0.38154,0.097404,0.33087,0.78913,0.82865,0.7413,0.40692,0.82697,0.88903,0.14162,0.47682,0.83632,0.40628,0.59445,0.40323,0.52386,0.80554,0.21569,0.022495,0.59122,0.35888,0.68734,0.45523,8
0.85574,0.42808,0.26147,0.25848,0.37792,0.095789,0.33337,0.79096,0.82568,0.74138,0.40114,0.82895,0.88307,0.14024,0.47236,0.83341,0.40127,0.5985,0.40255,0.5222,0.81226,0.21003,0.02312,0.59639,0.35702,0.69344,0.44973,8
0.11981,0.57258,0.85691,0.66548,0.66504,0.45314,0.45051,0.49953,0.024542,0.47406,0.47592,0.11985,0.16779,0.78829,0.95183,0.95104,0.97386,0.40316,0.61649,0.49907,0.54678,0.64466,0.64253,0.26318,0.025138,0.88239,0.09379,5
0.40757,0.14137,0.38264,0.7416,0.54277,0.52567,0.1657,0.76,0.29248,0.78659,0.46117,0.95096,0.11424,0.29596,0.88088,0.84781,0.91989,0.78268,0.56033,0.82773,0.10551,0.09253,0.54684,0.80795,0.19327,0.52555,0.95574,7
0.73781,0.85876,0.18973,0.026571,0.044807,0.38076,0.21519,0.64409,0.71107,0.54479,0.95865,0.093336,0.43161,0.94913,0.37728,0.098606,0.4083,0.78722,0.76,0.31135,0.02663,0.82459,0.66509,0.14239,0.23977,0.97826,0.69339,2
0.33019,0.85997,0.59399,0.78017,0.67088,0.25809,0.66636,0.64325,0.88427,0.14616,0.21734,0.7849,0.95077,0.28742,0.52371,0.75765,0.59793,0.378,0.66721,0.85082,0.45366,0.8784,0.3087,0.21147,0.28865,0.52202,0.50075,4
0.538,0.86719,0.77611,0.88416,0.99924,0.89432,0.952,0.13962,0.63831,0.02457,0.67954,0.40231,0.93344,0.072154,0.29869,1.076,0.79773,1.0588,0.021917,0.83741,0.34942,0.023971,0.87249,0.43119,0.13307,0.12953,0.22777,0
0.88626,0.59063,0.92277,0.26765,0.12159,1.1117,1.0139,0.34791,0.19286,0.79909,0.68701,0.21552,0.42485,0.91838,0.40051,0.72939,0.52683,0.17117,0.72836,0.78559,0.071114,0.20358,0.4214,0.41418,0.63627,0.023659,0.042489,0
0.41473,0.15267,0.38891,0.73262,0.56544,0.5289,0.17071,0.76651,0.29372,0.77993,0.4647,0.96959,0.11586,0.32221,0.89104,0.85852,0.92964,0.77633,0.57142,0.83772,0.10442,0.10755,0.54505,0.80202,0.21161,0.52088,0.9466,7
0.42728,0.14361,0.83342,0.16769,0.80873,0.64152,0.14534,0.022985,0.97576,0.16549,0.52419,0.47425,0.81236,0.14169,0.43122,0.73829,0.95443,0.71235,0.28678,0.80843,0.096338,0.6179,0.61811,0.1674,0.68746,0.14427,0.61696,9
0.40248,0.1394,0.37996,0.7286,0.54794,0.52373,0.16083,0.77851,0.29434,0.77121,0.45111,0.94873,0.11692,0.29771,0.87225,0.86206,0.9199,0.7786,0.57089,0.81811,0.084448,0.097249,0.54267,0.79837,0.19109,0.50876,0.94254,7
0.16009,0.66192,0.90693,0.73593,0.18315,0.47442,0.30082,0.68617,0.1126,0.90298,0.13556,0.77137,0.040157,0.69917,0.1158,0.29217,0.6565,0.59611,0.38453,0.29345,0.25042,0.034906,0.95339,0.6773,0.12842,0.77068,0.2341,10
0.17849,0.69903,0.933,0.72084,0.18282,0.46164,0.32742,0.63611,0.096411,0.90355,0.12815,0.77925,0.051155,0.73737,0.082007,0.25453,0.6602,0.60744,0.38511,0.32749,0.23218,0.019306,0.96156,0.68843,0.09364,0.7884,0.21276,10
0.90384,0.71468,0.83546,0.2369,0.09447,0.71351,0.73924,0.52293,0.71313,0.6677,0.71447,0.28462,0.42964,0.78907,0.45395,0.52414,0.97815,0.14104,0.80851,0.64175,0.25986,0.64138,0.57217,0.52215,0.64514,0.52537,0.85979,1
0.85447,0.43033,0.2616,0.26353,0.37966,0.095856,0.33079,0.78841,0.82329,0.74215,0.40293,0.83051,0.88815,0.13975,0.47753,0.83447,0.40507,0.5981,0.40569,0.52699,0.80905,0.21344,0.02419,0.5933,0.35483,0.69328,0.45546,8
0.1612,0.69001,0.92894,0.74232,0.16533,0.46531,0.33075,0.66526,0.11386,0.90928,0.14257,0.77904,0.047956,0.71729,0.09167,0.25735,0.64567,0.61621,0.37586,0.3134,0.23915,0.023718,0.94586,0.68658,0.11844,0.78049,0.22077,10
0.9305,0.23606,0.47795,0.42936,0.8531,0.43147,0.49663,0.52162,0.237,0.96717,0.56789,0.73608,0.66663,0.86096,0.95464,0.40247,0.28684,0.76273,0.1655,0.71341,0.59443,0.71072,0.94653,0.14258,0.35846,0.12038,0.8576,6
0.40392,0.1568,0.3837,0.74701,0.552,0.5155,0.15682,0.76414,0.28996,0.7966,0.46339,0.96811,0.13472,0.30442,0.88851,0.86383,0.92617,0.79852,0.56137,0.84638,0.10146,0.10287,0.54224,0.80956,0.18796,0.53626,0.9521,7
0.18387,0.68523,0.94772,0.75647,0.1695,0.49057,0.30291,0.6766,0.12544,0.90023,0.143,0.76866,0.042332,0.7124,0.11142,0.25347,0.64038,0.61501,0.37654,0.32523,0.2293,0.028992,0.95388,0.68849,0.10939,0.78067,0.21371,10
0.80859,0.072372,0.59684,0.68903,0.73792,0.90524,0.85855,0.023072,0.35759,0.81048,0.54882,0.26061,0.76061,0.54879,0.87936,0.40316,0.76009,0.66827,0.64416,0.59544,0.18956,0.52566,0.93064,0.11844,0.2863,0.47669,0.90522,3
0.42666,0.14347,0.83169,0.16787,0.81139,0.64135,0.1415,0.022864,0.97579,0.16599,0.52478,0.47668,0.80886,0.14157,0.43059,0.73754,0.95214,0.71682,0.287,0.81153,0.093654,0.61991,0.61775,0.1679,0.68978,0.14455,0.62014,9
0.93007,0.078743,0.48038,0.29319,0.85561,0.54928,0.38355,0.4139,0.12577,0.25279,0.56157,1.0843,0.85269,0.49976,0.4609,0.87007,0.30058,0.4449,0.70891,0.63512,0.47478,0.065958,0.74245,0.43883,0.56488,0.59501,0.048734,0
0.7398,0.85785,0.19267,0.025922,0.049201,0.3816,0.21206,0.63957,0.71169,0.54588,0.96043,0.096588,0.43118,0.95339,0.38196,0.096551,0.40536,0.78451,0.75563,0.31301,0.022638,0.82533,0.66466,0.14368,0.23929,0.97972,0.6918,2
0.56186,0.28194,0.26639,0.94788,0.1369,0.053554,0.5107,0.022817,0.16893,0.8184,0.11178,0.098923,0.55475,0.67868,0.29379,0.8674,0.18375,0.57942,0.77483,0.94376,0.97986,0.74979,0.99272,0.38968,0.21449,0.14035,0.090366,0
0.90545,0.25523,0.46723,0.44647,0.85594,0.44427,0.48736,0.50332,0.22712,0.95987,0.56241,0.72488,0.65658,0.87446,0.95665,0.41449,0.26614,0.74013,0.20005,0.69637,0.59246,0.71217,0.94432,0.15091,0.35719,0.12291,0.86004,6
0.16365,0.68491,0.93079,0.73734,0.16682,0.47282,0.33026,0.66358,0.11948,0.907,0.14381,0.78224,0.048233,0.71371,0.094337,0.26492,0.64428,0.61817,0.38221,0.30997,0.23884,0.026324,0.95053,0.68512,0.11814,0.78418,0.21313,10
0.17212,0.69383,0.90068,0.7451,0.17466,0.4678,0.31625,0.64679,0.14304,0.89789,0.16783,0.7648,0.055499,0.72376,0.091112,0.28167,0.67183,0.62997,0.36858,0.34405,0.22573,0.015186,0.95072,0.70615,0.10572,0.75864,0.2105,10
0.40029,0.14418,0.38915,0.74315,0.54862,0.52722,0.16788,0.75848,0.29079,0.79045,0.45609,0.9522,0.12253,0.30719,0.88295,0.86462,0.93428,0.787,0.5739,0.8377,0.10027,0.093477,0.54605,0.81374,0.19204,0.52027,0.9572,7
0.81119,0.070727,0.59685,0.68906,0.73947,0.90626,0.85822,0.023153,0.35541,0.80821,0.54888,0.26263,0.76228,0.54721,0.88177,0.4035,0.75989,0.66511,0.64155,0.59762,0.19189,0.52486,0.92867,0.11768,0.28439,0.4765,0.90542,3
0.33091,0.8591,0.59494,0.77908,0.67093,0.26153,0.66538,0.64114,0.88186,0.1455,0.21434,0.78337,0.95028,0.28326,0.52041,0.7596,0.59912,0.38293,0.67282,0.84839,0.45594,0.87868,0.30744,0.2127,0.29025,0.52227,0.49716,4
0.33417,0.85689,0.59754,0.77834,0.66683,0.26178,0.66839,0.64187,0.87885,0.14427,0.21588,0.78919,0.94742,0.2847,0.52203,0.75391,0.59423,0.38294,0.67166,0.84856,0.45453,0.88349,0.30825,0.21402,0.28918,0.52147,0.49627,4
0.33666,0.85613,0.59571,0.78167,0.6679,0.25946,0.66523,0.64201,0.87958,0.14581,0.21555,0.78933,0.94727,0.28472,0.52458,0.75667,0.59554,0.38018,0.66812,0.85041,0.45163,0.88012,0.31206,0.21557,0.28601,0.52184,0.49668,4
0.40628,0.14995,0.37992,0.74451,0.54996,0.50947,0.17003,0.76147,0.28222,0.79601,0.45089,0.94234,0.13319,0.31476,0.88909,0.85944,0.93358,0.78768,0.57634,0.84595,0.10497,0.10596,0.54703,0.81256,0.19742,0.52715,0.94903,7
0.42018,0.13574,0.39505,0.75374,0.56013,0.52973,0.17285,0.75216,0.30008,0.78325,0.43768,0.93984,0.12944,0.30942,0.89721,0.86432,0.9301,0.81552,0.55248,0.85755,0.11199,0.078955,0.5667,0.81204,0.21164,0.52486,0.93387,7
0.33491,0.86149,0.59424,0.77837,0.67001,0.25845,0.6707,0.64529,0.88335,0.147,0.21518,0.78614,0.95155,0.28646,0.52359,0.75965,0.5959,0.3815,0.67005,0.84753,0.45258,0.88081,0.31046,0.2126,0.28828,0.5237,0.50143,4
0.11818,0.57299,0.85746,0.6679,0.66799,0.45157,0.45087,0.49861,0.024709,0.4747,0.47753,0.11783,0.16755,0.78562,0.95367,0.95268,0.97322,0.4052,0.61574,0.50212,0.54825,0.64572,0.64148,0.26107,0.025127,0.88077,0.094419,5
0.81102,0.070295,0.59673,0.68966,0.73756,0.90378,0.85524,0.023047,0.35795,0.81089,0.54659,0.26264,0.75976,0.54938,0.87928,0.40414,0.76207,0.66763,0.64386,0.59515,0.18912,0.52343,0.93042,0.11811,0.28643,0.47651,0.90304,3
0.42662,0.14144,0.83083,0.1689,0.80837,0.64233,0.14401,0.022404,0.97878,0.1685,0.52462,0.47449,0.80955,0.14066,0.43219,0.74027,0.95103,0.7132,0.2865,0.80893,0.092261,0.61569,0.61802,0.16512,0.69075,0.1421,0.61685,9
0.33375,0.85911,0.5971,0.77901,0.66495,0.26306,0.66695,0.64385,0.87799,0.14616,0.2129,0.78727,0.94864,0.2881,0.52181,0.75733,0.59509,0.3789,0.6728,0.84821,0.45673,0.88394,0.31165,0.21472,0.285,0.52587,0.49559,4
0.93963,0.23844,0.47261,0.41961,0.85912,0.43199,0.49516,0.52965,0.23729,0.96408,0.57113,0.73076,0.66495,0.86295,0.95913,0.40109,0.29049,0.76122,0.16126,0.71695,0.59572,0.71265,0.9458,0.14641,0.365,0.11947,0.86708,6
0.80805,0.070716,0.59514,0.69152,0.73759,0.90354,0.85791,0.02542,0.35911,0.80838,0.54689,0.25948,0.75943,0.54964,0.88251,0.40359,0.76204,0.66706,0.6435,0.59519,0.18838,0.52219,0.93134,0.11827,0.28735,0.47655,0.90569,3
0.15961,0.68664,0.9259,0.741,0.16204,0.47093,0.3247,0.66239,0.1186,0.90613,0.14445,0.78735,0.045451,0.71334,0.09272,0.2564,0.64156,0.61885,0.37754,0.30812,0.23452,0.028881,0.95011,0.68584,0.11975,0.7895,0.2185,10
0.39551,0.1358,0.37647,0.73553,0.54221,0.5148,0.1578,0.75863,0.28731,0.78744,0.45279,0.9376,0.11014,0.29686,0.8772,0.85357,0.90756,0.78048,0.57373,0.82227,0.099768,0.097246,0.54617,0.80766,0.19642,0.51464,0.95445,7
0.16541,0.68579,0.9317,0.73933,0.16742,0.47322,0.33095,0.66488,0.11852,0.90798,0.14266,0.7821,0.048619,0.71316,0.093485,0.2601,0.64532,0.61749,0.38119,0.31145,0.23796,0.023808,0.94979,0.68599,0.11916,0.78527,0.21339,10
0.055955,0.54627,0.46754,0.14283,0.16437,0.66822,0.76193,0.80973,0.35056,0.11373,0.076611,0.34606,1.0071,0.59248,0.60139,0.55801,0.25082,0.39051,0.81688,0.22322,0.74957,0.23272,0.70405,0.48981,0.23001,0.83617,0.21647,0
0.29546,0.2805,0.49907,1.0254,1.0069,0.47882,0.57919,0.39361,0.4812,0.96655,0.14327,0.92017,0.05423,0.90921,0.50145,0.60105,0.18733,0.30292,0.85421,0.070005,0.053071,0.90743,0.93475,0.07442,0.3653,0.78518,0.52454,0
0.11789,0.57059,0.8554,0.66456,0.66516,0.4545,0.4513,0.50017,0.024579,0.47668,0.47527,0.11999,0.16598,0.7878,0.95348,0.95124,0.97448,0.40136,0.61869,0.49919,0.54824,0.64209,0.64118,0.26435,0.02272,0.88275,0.096468,5
0.4302,0.14522,0.83138,0.16745,0.8114,0.64204,0.14518,0.024659,0.97754,0.16793,0.5249,0.47681,0.81174,0.14195,0.43098,0.73844,0.95448,0.71689,0.28669,0.80918,0.0936,0.62005,0.61975,0.16532,0.68969,0.1407,0.61937,9
0.40414,0.13694,0.38094,0.74801,0.55014,0.52032,0.17009,0.76159,0.28341,0.78662,0.45531,0.95373,0.11652,0.3125,0.87986,0.85727,0.92863,0.79426,0.57224,0.83974,0.094326,0.10097,0.55358,0.81197,0.19026,0.52473,0.95514,7
0.12062,0.5707,0.85728,0.66525,0.66448,0.45163,0.45471,0.50251,0.02228,0.47422,0.47782,0.11758,0.16777,0.78546,0.95139,0.95314,0.97648,0.40359,0.61908,0.49936,0.54542,0.64502,0.6441,0.26127,0.025646,0.88053,0.097327,5
0.17012,0.68986,0.92545,0.73946,0.17584,0.45774,0.33334,0.67535,0.10929,0.92879,0.12933,0.80557,0.051043,0.69133,0.081432,0.27481,0.61817,0.597,0.3811,0.31254,0.22166,0.012114,0.94171,0.68585,0.087328,0.80482,0.19458,10
0.33395,0.86109,0.59568,0.78178,0.67091,0.26345,0.66535,0.64358,0.88072,0.14696,0.21249,0.78902,0.95014,0.28647,0.52558,0.75615,0.59887,0.37808,0.67041,0.85225,0.45763,0.87987,0.30742,0.2139,0.2851,0.52125,0.50072,4
0.11803,0.56947,0.85676,0.66481,0.66568,0.45431,0.4515,0.49911,0.02232,0.47404,0.47761,0.12108,0.16782,0.78533,0.9536,0.95019,0.97625,0.40349,0.61922,0.50164,0.54863,0.64429,0.64507,0.26134,0.02486,0.88061,0.096952,5
0.16273,0.23905,0.43037,0.57885,0.54849,0.096235,0.61763,0.74504,0.77989,0.47429,0.33756,0.39274,0.91088,0.6896,0.67981,0.17657,0.82936,0.3876,0.4458,0.7648,0.72082,0.43602,0.27195,0.28968,0.92992,0.3394,0.1871,0
0.16556,0.691,0.92566,0.74012,0.16815,0.47234,0.33203,0.66194,0.11837,0.90554,0.14188,0.78303,0.049783,0.71353,0.095578,0.26028,0.64318,0.61863,0.38193,0.31441,0.23646,0.023542,0.94894,0.68685,0.1212,0.7845,0.2132,10
0.94838,0.26066,0.46613,0.40921,0.83534,0.4286,0.46263,0.5372,0.26441,0.93817,0.55542,0.74569,0.64261,0.85417,0.94765,0.37782,0.29497,0.75314,0.16681,0.71824,0.60027,0.71789,0.93601,0.13852,0.34973,0.10266,0.85262,6
0.18424,0.25927,0.48133,0.81545,0.49652,0.55677,0.41872,0.52196,0.45521,0.87691,0.37926,0.28947,0.026637,0.26142,0.54375,0.80897,0.86556,0.68136,0.5709,0.24545,1.0495,0.65345,0.82428,0.4865,0.047823,0.50158,0.022171,0
0.40266,0.1141,0.38259,0.73351,0.54316,0.50301,0.16895,0.74844,0.27754,0.76717,0.45209,0.94056,0.10564,0.31313,0.86965,0.86787,0.9274,0.76873,0.56212,0.81836,0.083678,0.085236,0.54751,0.79901,0.17641,0.51365,0.94219,7
0.73894,0.85757,0.19145,0.022641,0.04609,0.3812,0.21487,0.64134,0.71537,0.54361,0.96047,0.096628,0.42643,0.95113,0.37679,0.092842,0.40205,0.78445,0.75778,0.30742,0.021482,0.82598,0.66491,0.14249,0.24126,0.9792,0.69507,2
0.33529,0.85544,0.59635,0.77848,0.665,0.26169,0.66707,0.64072,0.87833,0.14565,0.21699,0.78964,0.94635,0.28586,0.52191,0.76034,0.60016,0.38244,0.66967,0.84904,0.45148,0.88084,0.3073,0.21566,0.28863,0.52033,0.49959,4
0.40521,0.14692,0.37983,0.75201,0.55014,0.52279,0.16534,0.75975,0.28827,0.78959,0.45257,0.94993,0.12718,0.3207,0.87622,0.8682,0.9321,0.79709,0.57029,0.83348,0.096848,0.091385,0.5513,0.81405,0.18361,0.52586,0.94419,7
0.92472,0.93948,0.57762,0.29365,0.34753,0.23669,0.49326,0.69106,0.88931,0.23312,0.50546,0.54276,0.29132,0.36258,0.23851,0.047524,0.098413,0.083549,0.68172,0.94044,0.59517,0.3938,0.62317,0.63399,0.086624,0.056733,0.043835,0
0.33558,0.86086,0.59853,0.78182,0.66984,0.25867,0.66979,0.64187,0.87947,0.14136,0.21794,0.78681,0.95088,0.28491,0.52689,0.75424,0.59613,0.38406,0.6676,0.85298,0.4529,0.87941,0.31115,0.21186,0.28775,0.52552,0.49581,4
0.81034,0.070486,0.59665,0.69216,0.73733,0.90579,0.85793,0.022692,0.35808,0.80896,0.54664,0.26065,0.76054,0.549,0.87989,0.40315,0.75965,0.66813,0.64347,0.59771,0.1921,0.52518,0.93093,0.11801,0.28447,0.47494,0.90556,3
0.15336,0.69399,0.92678,0.73035,0.16585,0.46732,0.3306,0.66833,0.10605,0.92212,0.14258,0.79176,0.038418,0.71684,0.089375,0.25907,0.64691,0.61726,0.37938,0.31196,0.23937,0.013309,0.95151,0.68344,0.12537,0.79086,0.21971,10
0.3324,0.85666,0.59424,0.77863,0.66593,0.25777,0.6692,0.64594,0.88296,0.14691,0.21391,0.78912,0.94861,0.28809,0.52693,0.76023,0.59914,0.38405,0.67079,0.85199,0.45664,0.87995,0.30991,0.21119,0.28964,0.52184,0.50184,4
0.74089,0.85538,0.19146,0.025356,0.045383,0.37944,0.21453,0.63996,0.71592,0.54367,0.96253,0.093736,0.42612,0.94957,0.38268,0.092012,0.40337,0.78335,0.75842,0.31341,0.022528,0.82282,0.66594,0.14156,0.23799,0.97803,0.69626,2
0.93041,0.23682,0.47726,0.42924,0.85406,0.43056,0.49865,0.52211,0.23745,0.96571,0.56674,0.73804,0.66443,0.8608,0.95523,0.40224,0.28513,0.76087,0.16561,0.71248,0.59549,0.71109,0.94784,0.14293,0.35723,0.11872,0.85793,6
0.33256,0.85893,0.5939,0.77909,0.66587,0.26039,0.66521,0.64608,0.88072,0.14215,0.21543,0.78383,0.94768,0.28528,0.52668,0.75644,0.59919,0.37855,0.66826,0.85242,0.45284,0.88236,0.31275,0.21041,0.28415,0.52654,0.49605,4
0.82789,1.0595,0.089249,0.17734,0.6406,0.27048,0.12483,0.63512,0.5853,0.42267,0.38067,0.3139,0.33985,0.64791,0.15428,0.64451,0.5526,1.0702,0.7821,0.62666,0.071428,0.57426,0.17133,0.51331,0.29445,0.85902,0.93857,0
0.14977,0.6775,0.92736,0.73947,0.16289,0.48637,0.33585,0.66294,0.1348,0.90487,0.13729,0.78275,0.046458,0.71593,0.094801,0.27695,0.63069,0.61053,0.37092,0.31065,0.23759,0.027697,0.94704,0.67255,0.11252,0.80365,0.21636,10
0.12002,0.57104,0.85937,0.66749,0.6674,0.4517,0.45092,0.49945,0.022788,0.47401,0.47747,0.1181,0.16581,0.78707,0.95385,0.95121,0.9764,0.40571,0.61905,0.49928,0.546,0.64452,0.64492,0.26031,0.025736,0.88041,0.094521,5
0.87895,0.92936,0.21706,0.22174,0.70288,0.38537,0.79364,0.69344,0.79559,0.86689,0.20608,0.72774,0.52106,0.020022,0.76331,0.22274,0.096879,0.40199,0.82109,0.60222,0.51814,0.97046,0.53386,0.46397,0.028132,0.099891,0.43789,0
0.42902,0.14346,0.83155,0.16563,0.81062,0.64166,0.14394,0.024942,0.97488,0.16787,0.52519,0.47502,0.81225,0.14181,0.43014,0.73818,0.95392,0.71325,0.28472,0.80902,0.095858,0.61784,0.6181,0.16829,0.68757,0.14379,0.61966,9
0.11976,0.57254,0.86118,0.66504,0.66929,0.45051,0.45357,0.50159,0.024708,0.47778,0.47761,0.11982,0.16577,0.78734,0.95454,0.95374,0.9764,0.4027,0.61707,0.499,0.54662,0.64492,0.64247,0.26328,0.022042,0.88306,0.09417,5
0.40164,0.14435,0.37646,0.73494,0.54258,0.51163,0.1606,0.75424,0.29014,0.77712,0.44194,0.94647,0.11343,0.31633,0.8765,0.85759,0.92668,0.78077,0.57215,0.8326,0.093439,0.089743,0.54706,0.80682,0.19113,0.51872,0.95408,7
0.43069,0.14175,0.83455,0.16593,0.8109,0.64208,0.14457,0.025201,0.97773,0.16742,0.52179,0.47731,0.81006,0.14222,0.42745,0.7409,0.95213,0.71538,0.28654,0.81145,0.096442,0.61713,0.62048,0.16556,0.68983,0.14359,0.619,9
0.40381,0.14445,0.38488,0.73058,0.5515,0.52575,0.1661,0.76709,0.289,0.77939,0.45521,0.94538,0.11227,0.31139,0.87457,0.85167,0.92672,0.79143,0.57167,0.83102,0.093741,0.090568,0.53402,0.8036,0.19209,0.52104,0.9526,7
0.90439,0.71395,0.83611,0.23689,0.096081,0.71609,0.73749,0.5221,0.71557,0.66775,0.71473,0.28821,0.42794,0.78704,0.45193,0.52469,0.97797,0.14359,0.80816,0.6439,0.26102,0.64337,0.57292,0.52464,0.64528,0.52333,0.85754,1
