@relation m-out_data_6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
0.43479,0.02801,0.048594,0.6629,0.51185,0.72557,0.5639,0.6842,0.79428,0.3247,0.48838,0.9389,0.14465,0.80806,0.74889,0.71364,0.13248,0.86939,0.71857,0.24055,0.79407,0.82409,0.97157,0.34963,0.41368,2
0.85343,0.06116,0.59608,0.56261,0.029237,0.46215,0.9751,0.46025,0.35908,0.74301,0.15761,0.90301,0.022511,0.30842,0.051807,0.41241,0.89943,0.95155,0.8874,0.97209,0.35494,0.10691,0.28011,0.32804,0.8034,6
0.85733,0.048413,0.59312,0.57035,0.028173,0.45294,0.97245,0.46711,0.36084,0.75108,0.16014,0.89652,0.022823,0.30547,0.046627,0.4124,0.90578,0.95518,0.87601,0.97022,0.36484,0.097847,0.28383,0.33953,0.80435,6
0.97428,0.26058,0.52226,0.16275,0.47606,0.35549,0.45666,1.0456,0.66852,0.16215,0.19583,0.099664,0.79823,0.29628,0.50368,0.082544,0.50097,0.27837,0.073181,0.44586,0.61201,0.29564,0.51351,0.87443,0.77804,0
0.97488,0.94801,0.69466,0.66595,0.74269,0.79295,0.28118,0.3584,0.61395,0.4121,0.94745,0.177,0.58666,0.12714,0.97368,0.58918,0.46069,0.68954,0.18078,0.1291,0.25453,0.82251,0.027349,0.20643,0.41031,7
0.38656,0.25693,0.078421,0.61609,0.2289,0.30882,0.35536,0.45991,0.024037,0.56263,0.41212,0.40885,0.10495,0.38338,0.77104,0.8428,0.91998,0.28105,0.10135,0.15193,0.3864,0.53669,0.66765,0.71856,0.10355,1
0.71861,0.76755,0.049071,0.35788,0.25374,0.72037,0.92155,0.23203,0.74489,0.23153,0.48558,0.71901,0.46056,0.48907,0.31079,0.33432,0.56373,0.89479,0.30958,0.027587,0.40916,0.0786,0.38682,0.28022,0.40864,5
0.38299,0.25433,0.075044,0.61248,0.22928,0.30673,0.35575,0.45853,0.023295,0.56556,0.40958,0.41284,0.099799,0.38624,0.76893,0.84712,0.92103,0.28322,0.10154,0.15505,0.38519,0.53964,0.66746,0.71841,0.10124,1
0.85438,0.062226,0.58459,0.56472,0.021465,0.45746,0.9757,0.46451,0.35834,0.74666,0.15228,0.88702,0.029315,0.30628,0.052395,0.41319,0.89975,0.95105,0.87225,0.96695,0.35833,0.1068,0.28775,0.33992,0.79969,6
0.38635,0.25503,0.078801,0.61702,0.23184,0.30636,0.35932,0.46301,0.024419,0.5629,0.41252,0.40977,0.10129,0.38567,0.77068,0.84682,0.91951,0.28096,0.10179,0.1523,0.3828,0.54028,0.66754,0.71869,0.1014,1
0.59621,0.28013,0.74199,0.21951,0.77716,0.077955,0.40364,0.028616,0.25399,0.35625,0.30697,0.89696,0.17424,0.12268,0.48503,0.87822,0.87737,0.25477,0.74615,0.30002,0.3498,0.27906,0.60782,0.8212,0.53359,4
0.38645,0.25754,0.075558,0.61603,0.22868,0.30879,0.35669,0.46236,0.023537,0.56201,0.40905,0.41312,0.10485,0.38347,0.77096,0.84755,0.92106,0.28086,0.10133,0.15544,0.38732,0.53768,0.66475,0.71615,0.10016,1
0.70421,0.70431,0.27208,0.21436,0.44113,0.37207,0.021486,0.54697,0.26886,0.98796,0.52259,0.20091,0.04661,0.44261,0.54375,0.35978,0.65001,0.1126,1.0037,0.67575,0.96836,0.47484,0.55063,0.21686,0.22733,0
0.38283,0.25712,0.075232,0.61336,0.23152,0.30628,0.35941,0.46227,0.024456,0.56537,0.41231,0.41293,0.10007,0.382,0.76898,0.84657,0.92357,0.28341,0.10156,0.15289,0.38504,0.53707,0.66823,0.71589,0.099842,1
0.70514,0.76564,0.1644,0.49903,0.1746,0.53854,0.51315,0.53764,0.11197,0.5278,1.0664,0.38209,0.27057,0.66504,0.52855,0.42858,0.024037,0.69614,0.48586,0.29072,0.78089,0.62553,1.0771,0.4498,0.4249,0
0.69532,0.76733,0.48554,0.17815,0.53671,0.58957,0.41249,0.10379,0.71581,0.23198,0.053225,0.53707,0.22875,0.82281,0.12969,0.54187,0.075946,0.63889,0.97536,0.56476,0.81918,0.54011,0.74241,0.024597,0.79691,3
0.43961,0.02537,0.053363,0.66115,0.52056,0.71671,0.56591,0.69546,0.79155,0.33575,0.4841,0.9381,0.15398,0.82345,0.74901,0.71363,0.13114,0.86585,0.72197,0.24098,0.79986,0.81878,0.97411,0.35527,0.4095,2
0.97433,0.94628,0.69025,0.66876,0.74693,0.79497,0.28312,0.35664,0.61396,0.40958,0.94946,0.17712,0.5907,0.12992,0.97142,0.59179,0.4631,0.69146,0.18095,0.12666,0.25742,0.82004,0.024448,0.20586,0.41145,7
0.69262,0.76731,0.4861,0.18227,0.53654,0.59244,0.40905,0.10124,0.71508,0.22868,0.053907,0.53936,0.22798,0.82374,0.12942,0.53816,0.07584,0.63883,0.97295,0.56527,0.81959,0.54001,0.74596,0.024746,0.794,3
0.43571,0.022707,0.046529,0.66675,0.51605,0.71884,0.56794,0.68587,0.79461,0.32594,0.48994,0.94947,0.15337,0.81693,0.75029,0.71803,0.1299,0.8849,0.7157,0.23873,0.79607,0.82795,0.97517,0.35492,0.40635,2
0.58388,0.27519,0.73305,0.23105,0.77909,0.095648,0.41239,0.030335,0.24363,0.36126,0.30435,0.89898,0.18235,0.1263,0.49292,0.87014,0.87167,0.25255,0.73056,0.31099,0.36606,0.28671,0.61064,0.81876,0.54588,4
0.97908,0.95024,0.69075,0.6656,0.74529,0.79165,0.28055,0.3577,0.61696,0.40982,0.94749,0.17708,0.5871,0.12989,0.97153,0.59195,0.46024,0.6916,0.1776,0.12942,0.2553,0.82052,0.027286,0.20641,0.4105,7
0.38594,0.25766,0.078849,0.61591,0.2294,0.30851,0.36081,0.4622,0.02483,0.5651,0.40948,0.41261,0.10351,0.38583,0.77118,0.84463,0.92063,0.28526,0.1017,0.1549,0.38162,0.53776,0.66536,0.71916,0.10083,1
0.85266,0.04474,0.59059,0.56302,0.02272,0.45266,0.97133,0.46132,0.36509,0.74261,0.1629,0.89185,0.022975,0.31073,0.053886,0.40743,0.89943,0.94846,0.87855,0.96908,0.36347,0.10057,0.28075,0.33302,0.79748,6
0.97756,0.94642,0.69076,0.66556,0.74222,0.79574,0.28108,0.35782,0.61412,0.41006,0.94995,0.17765,0.5908,0.12685,0.9735,0.58902,0.46016,0.69464,0.17841,0.13017,0.25533,0.81909,0.027918,0.20371,0.40697,7
0.71643,0.7673,0.049219,0.3608,0.25547,0.71805,0.92429,0.22873,0.74484,0.23153,0.48629,0.71951,0.46043,0.48799,0.30881,0.33433,0.56318,0.89499,0.30602,0.026743,0.40846,0.079038,0.38716,0.283,0.41241,5
0.59134,0.28305,0.73615,0.23481,0.77281,0.073305,0.40987,0.026419,0.25274,0.35087,0.30176,0.90478,0.17815,0.13003,0.48521,0.86908,0.87535,0.25628,0.75094,0.30611,0.35894,0.29018,0.60849,0.80954,0.54947,4
0.59188,0.27518,0.74044,0.22706,0.77186,0.07718,0.4174,0.033058,0.26261,0.36051,0.30283,0.90167,0.17115,0.13538,0.49237,0.87726,0.87,0.26639,0.73959,0.31052,0.3655,0.28058,0.61073,0.81725,0.54228,4
0.97356,0.95067,0.69322,0.66532,0.74674,0.7956,0.28302,0.35845,0.61601,0.41219,0.9503,0.18078,0.58786,0.13026,0.97133,0.59269,0.46395,0.69139,0.17811,0.13029,0.2584,0.81981,0.026807,0.20402,0.41041,7
0.8569,0.050633,0.58848,0.5675,0.017849,0.4604,0.97565,0.46741,0.36588,0.74252,0.14331,0.89138,0.027728,0.30692,0.050942,0.42072,0.90136,0.9564,0.87403,0.96321,0.36203,0.10135,0.28376,0.33611,0.79398,6
0.40606,0.72702,0.5035,0.024455,0.40058,0.59245,0.62354,0.074047,0.11635,0.75444,0.27097,0.78681,0.65423,0.72549,0.61637,0.12856,0.17024,0.80985,0.077014,0.64918,0.65833,0.62898,0.48175,0.75921,0.57101,0
0.3819,0.25703,0.079242,0.61783,0.22929,0.30971,0.3573,0.45943,0.023737,0.56294,0.41242,0.40916,0.1049,0.38562,0.77134,0.84668,0.92312,0.2835,0.10134,0.15513,0.38527,0.53754,0.66878,0.71597,0.10357,1
0.44583,0.023855,0.042439,0.66332,0.5218,0.71681,0.56818,0.6917,0.79942,0.3322,0.48658,0.93971,0.14893,0.81223,0.74522,0.71598,0.12224,0.88198,0.71466,0.22749,0.78885,0.82909,0.96555,0.35313,0.40887,2
0.69554,0.76941,0.48558,0.17654,0.53901,0.59188,0.41222,0.10126,0.71575,0.23185,0.052417,0.53663,0.23221,0.8202,0.13062,0.54084,0.080408,0.63963,0.97354,0.56251,0.82191,0.53977,0.74343,0.024613,0.7921,3
0.58738,0.28498,0.73974,0.22653,0.77201,0.077561,0.40775,0.025505,0.25142,0.36627,0.306,0.89928,0.18369,0.12784,0.49036,0.87665,0.87511,0.25332,0.74649,0.30924,0.35962,0.27729,0.61126,0.81173,0.54914,4
0.97229,0.9482,0.69382,0.6687,0.74291,0.79512,0.28302,0.36086,0.61597,0.41232,0.94667,0.18052,0.58986,0.1258,0.97417,0.59266,0.46017,0.69339,0.17824,0.1294,0.25447,0.81914,0.02734,0.20701,0.40764,7
0.85845,0.046956,0.59179,0.55738,0.032345,0.45922,0.97749,0.46737,0.36176,0.7521,0.15037,0.88688,0.024641,0.31027,0.047226,0.40794,0.8972,0.95029,0.88539,0.97318,0.36008,0.10345,0.28424,0.33277,0.81248,6
0.69137,0.76669,0.48849,0.18086,0.53637,0.59244,0.41315,0.10065,0.71541,0.22831,0.048915,0.53726,0.23437,0.82039,0.12945,0.54089,0.074015,0.63908,0.97278,0.56458,0.81966,0.54011,0.74588,0.027167,0.79379,3
0.59292,0.28124,0.7393,0.23441,0.77102,0.072486,0.40981,0.022307,0.24704,0.36094,0.3015,0.89429,0.17857,0.13231,0.48706,0.88207,0.87722,0.24922,0.75236,0.29946,0.35489,0.27571,0.61011,0.8196,0.54233,4
0.97674,0.94812,0.69058,0.66872,0.74614,0.79685,0.28341,0.35754,0.6163,0.41176,0.94546,0.17763,0.58635,0.12668,0.97379,0.58945,0.46329,0.69066,0.17559,0.12648,0.25505,0.82034,0.026748,0.20631,0.41054,7
0.5961,0.28559,0.73678,0.23616,0.77343,0.077573,0.40903,0.016731,0.24738,0.35902,0.30828,0.91033,0.17397,0.12921,0.48746,0.87371,0.87249,0.25238,0.74511,0.30151,0.36347,0.28324,0.61033,0.81558,0.53927,4
0.71728,0.76994,0.052337,0.36011,0.25731,0.71828,0.92127,0.22806,0.74241,0.22931,0.48834,0.71892,0.46049,0.48843,0.3102,0.3324,0.56555,0.89762,0.3091,0.024403,0.40734,0.075832,0.38369,0.28069,0.40847,5
0.71382,0.76745,0.050227,0.36127,0.2585,0.7206,0.92529,0.23162,0.74162,0.23213,0.48934,0.71619,0.46354,0.488,0.30602,0.33149,0.56246,0.8977,0.30922,0.027026,0.40953,0.078416,0.38691,0.28358,0.40864,5
0.78673,0.80902,0.49753,0.81344,0.75361,0.18679,0.21736,0.26298,0.57887,0.4457,0.57002,0.90095,0.59592,0.10645,0.73903,0.99061,0.78783,0.20717,0.24125,0.47639,0.74864,0.52873,0.047186,0.74285,0.55874,0
0.71447,0.76531,0.054017,0.3619,0.25536,0.72074,0.9221,0.23236,0.74491,0.23162,0.48526,0.71676,0.46041,0.4883,0.30604,0.33442,0.56368,0.89544,0.30907,0.024321,0.409,0.077806,0.38331,0.28103,0.411,5
0.54858,0.62755,0.083418,0.081947,0.32382,0.46615,0.87503,0.49453,0.68311,0.17948,0.024603,0.6526,0.16654,0.90214,1.0006,0.054674,0.58135,0.23389,0.93906,0.63722,0.31241,0.26303,0.35215,0.052268,0.38532,0
0.4413,0.019416,0.052052,0.66399,0.51319,0.71498,0.56703,0.68997,0.79236,0.33037,0.4795,0.94462,0.15664,0.80897,0.7453,0.71578,0.12527,0.86918,0.71859,0.23134,0.7993,0.81865,0.9688,0.35326,0.4007,2
0.97352,0.95095,0.69028,0.66925,0.7429,0.79502,0.28393,0.3617,0.61364,0.41195,0.94596,0.18049,0.58747,0.12721,0.97017,0.59221,0.46401,0.69091,0.18031,0.12927,0.25829,0.81889,0.02447,0.20329,0.41063,7
0.97455,0.94775,0.69076,0.6649,0.74218,0.79248,0.28329,0.35844,0.614,0.40777,0.94945,0.17776,0.59011,0.12703,0.9713,0.59225,0.46335,0.6916,0.18108,0.12928,0.25939,0.82025,0.026467,0.20405,0.40807,7
0.38208,0.25695,0.077979,0.61392,0.22935,0.30623,0.36045,0.46245,0.026917,0.56288,0.40972,0.40932,0.10351,0.38616,0.77113,0.84639,0.91911,0.28336,0.10397,0.15276,0.38273,0.53731,0.66743,0.71482,0.1049,1
0.44271,0.02294,0.049222,0.66571,0.51833,0.71224,0.5659,0.68532,0.80614,0.3311,0.48308,0.9329,0.14588,0.81677,0.74737,0.71425,0.12915,0.86931,0.72727,0.23018,0.80459,0.82015,0.9722,0.36002,0.40204,2
0.97689,0.9472,0.68982,0.66795,0.74249,0.79585,0.27997,0.36046,0.61428,0.40998,0.94761,0.18049,0.58773,0.12943,0.97107,0.59258,0.46062,0.68957,0.17836,0.12951,0.25845,0.82356,0.027232,0.20625,0.41055,7
0.45034,0.022955,0.046731,0.66603,0.51977,0.71573,0.56825,0.69037,0.79577,0.32796,0.48847,0.94314,0.15396,0.81453,0.74248,0.71574,0.13124,0.87773,0.71218,0.23752,0.79449,0.81821,0.97651,0.35858,0.41724,2
0.59534,0.28002,0.74208,0.23086,0.76758,0.073295,0.40521,0.038966,0.26134,0.3648,0.31148,0.88843,0.18229,0.12026,0.49137,0.86998,0.87313,0.2591,0.73773,0.30356,0.36032,0.27719,0.60887,0.81598,0.5378,4
0.43902,0.027136,0.047986,0.66499,0.5184,0.71771,0.56253,0.68764,0.79707,0.32793,0.48573,0.93376,0.15604,0.81058,0.74176,0.72007,0.13109,0.8746,0.71809,0.2393,0.79663,0.82594,0.97375,0.36609,0.40278,2
0.97673,0.95107,0.6943,0.6679,0.74602,0.79308,0.28345,0.36224,0.614,0.41,0.94956,0.1782,0.59006,0.12637,0.97536,0.58921,0.46387,0.69091,0.17796,0.12685,0.25539,0.82259,0.027253,0.20237,0.40836,7
0.38345,0.25901,0.07602,0.61341,0.22858,0.3061,0.35997,0.46334,0.02754,0.56294,0.40914,0.41243,0.099711,0.38653,0.76867,0.84702,0.92327,0.28054,0.10349,0.15474,0.38615,0.54015,0.66866,0.71636,0.10333,1
0.44045,0.027153,0.051054,0.66182,0.51849,0.72185,0.56101,0.69623,0.79359,0.33085,0.4818,0.94237,0.16433,0.81663,0.75377,0.71633,0.13043,0.88027,0.72051,0.22307,0.78806,0.82308,0.97308,0.34814,0.40376,2
0.85278,0.052036,0.59405,0.5736,0.016041,0.45976,0.97343,0.46604,0.36355,0.75415,0.15632,0.89794,0.025209,0.31034,0.06122,0.41044,0.90573,0.9482,0.8744,0.97404,0.35534,0.09332,0.27625,0.34177,0.79467,6
0.38605,0.25778,0.077836,0.6165,0.23202,0.30865,0.35932,0.46304,0.027951,0.56571,0.40912,0.40954,0.10369,0.38562,0.77119,0.84709,0.92427,0.2815,0.10357,0.15247,0.38541,0.53769,0.66769,0.71853,0.099477,1
0.38279,0.2572,0.078067,0.61672,0.2283,0.30862,0.36008,0.46495,0.023754,0.56287,0.41186,0.4092,0.10374,0.3815,0.76733,0.8441,0.92295,0.2849,0.10177,0.15298,0.38505,0.53964,0.66881,0.71833,0.10571,1
0.43059,0.022745,0.051587,0.66543,0.51574,0.71499,0.56568,0.68894,0.79681,0.3297,0.48498,0.94302,0.16232,0.81446,0.74747,0.70864,0.1289,0.86892,0.70331,0.23524,0.79753,0.82291,0.97557,0.35626,0.41166,2
0.38564,0.25462,0.074409,0.61722,0.22956,0.30889,0.35542,0.46305,0.024686,0.56544,0.40919,0.40895,0.10106,0.38377,0.76802,0.84373,0.91995,0.28336,0.10492,0.15689,0.38264,0.53991,0.66446,0.71964,0.10339,1
0.74104,0.71471,0.6702,0.41722,0.9071,0.65905,0.85989,0.11281,0.86451,0.72235,0.25209,0.7116,0.29579,0.4839,0.46157,0.21787,0.59991,0.025262,0.24305,0.82715,0.76535,0.10882,0.89468,0.47295,0.11261,0
0.6928,0.76623,0.48849,0.17734,0.5386,0.58894,0.41193,0.10057,0.71567,0.23325,0.050381,0.53931,0.23352,0.82235,0.12944,0.54056,0.076051,0.64166,0.97327,0.56505,0.82255,0.53951,0.74576,0.026571,0.79343,3
0.59414,0.29014,0.73666,0.23129,0.76487,0.078194,0.40925,0.023822,0.25818,0.36581,0.3047,0.90543,0.17091,0.12835,0.48877,0.88129,0.87305,0.26004,0.75041,0.30498,0.36681,0.28436,0.60991,0.81436,0.53489,4
0.43888,0.014295,0.043588,0.6625,0.517,0.71716,0.5651,0.6956,0.80001,0.33823,0.47814,0.95003,0.15097,0.81394,0.74806,0.71672,0.12806,0.86396,0.7152,0.23079,0.80245,0.82103,0.98197,0.35223,0.40673,2
0.44081,0.023582,0.059278,0.65828,0.51679,0.72015,0.56668,0.69871,0.79931,0.33198,0.48399,0.93751,0.15992,0.81778,0.75677,0.72163,0.13132,0.87267,0.71929,0.23418,0.79496,0.82536,0.98085,0.357,0.40503,2
0.69213,0.76994,0.48797,0.17824,0.53581,0.59132,0.41336,0.10466,0.71835,0.22821,0.049208,0.54062,0.23197,0.8235,0.12921,0.53742,0.078194,0.63876,0.97568,0.56144,0.81817,0.53768,0.74689,0.024368,0.79345,3
0.38723,0.258,0.078134,0.61789,0.22788,0.30638,0.36082,0.4603,0.024646,0.56212,0.41204,0.40932,0.10542,0.38799,0.77079,0.84302,0.92057,0.27994,0.10067,0.1526,0.38295,0.53612,0.66318,0.71593,0.10352,1
0.71777,0.767,0.054055,0.35734,0.25734,0.72109,0.9219,0.22915,0.74245,0.22845,0.48829,0.71964,0.46485,0.48857,0.30587,0.33159,0.56362,0.89921,0.30967,0.027258,0.40831,0.077962,0.38611,0.2847,0.41106,5
0.97707,0.94825,0.69073,0.66519,0.74562,0.79515,0.28087,0.36083,0.61591,0.40928,0.95113,0.18051,0.58635,0.12925,0.97121,0.59265,0.46302,0.69564,0.17699,0.12604,0.25779,0.82049,0.026973,0.20629,0.40788,7
0.85116,0.049096,0.58893,0.57102,0.029821,0.46394,0.97697,0.46394,0.35877,0.74155,0.16118,0.89733,0.032045,0.30848,0.046595,0.41928,0.90666,0.95036,0.87077,0.9696,0.36462,0.10096,0.28413,0.33735,0.79698,6
0.38363,0.25494,0.075992,0.6128,0.22939,0.30597,0.35994,0.45794,0.026489,0.56274,0.41216,0.40981,0.10352,0.38356,0.76823,0.84645,0.92118,0.28049,0.10151,0.15534,0.38329,0.53702,0.66768,0.71863,0.099826,1
0.23983,0.97824,0.68758,0.53004,0.48141,0.3255,0.62095,1.1237,0.15607,0.16249,0.60735,0.83135,0.64354,0.69812,0.051558,0.78893,0.96088,0.23023,0.022157,0.19633,0.72437,0.035935,0.81903,0.39843,0.75555,0
0.58892,0.2856,0.73438,0.2199,0.76899,0.069255,0.40903,0.036078,0.2499,0.35875,0.30145,0.89977,0.17911,0.12748,0.4836,0.87226,0.87128,0.26269,0.74919,0.30509,0.36613,0.28878,0.61519,0.81465,0.54186,4
0.8523,0.050711,0.59184,0.5601,0.024732,0.45706,0.97562,0.46478,0.36483,0.74692,0.14909,0.89553,0.026255,0.30334,0.047531,0.41454,0.89624,0.94449,0.87672,0.96905,0.35305,0.094658,0.28213,0.34275,0.8028,6
0.38317,0.25686,0.078038,0.61609,0.22958,0.30884,0.35988,0.46288,0.026753,0.56494,0.4118,0.41163,0.10342,0.38279,0.77146,0.844,0.92462,0.28344,0.1014,0.15228,0.38215,0.54021,0.6678,0.71628,0.1034,1
0.2019,0.85153,0.37272,0.7987,0.72823,0.92328,0.11256,0.38164,0.35213,0.74772,0.81351,0.20018,0.51375,0.91553,0.52711,0.12517,0.19819,0.49927,0.39146,0.42442,0.58859,0.46087,0.5901,0.7928,0.60241,0
0.38666,0.25513,0.078787,0.61617,0.23154,0.3066,0.36009,0.46292,0.027491,0.56502,0.40729,0.4097,0.10343,0.38658,0.76691,0.84657,0.9206,0.28108,0.10064,0.15299,0.38265,0.54023,0.66816,0.71859,0.10342,1
0.97698,0.95015,0.69095,0.66512,0.74252,0.79503,0.28007,0.36036,0.61639,0.41258,0.94766,0.18102,0.5901,0.13119,0.97422,0.58812,0.4603,0.6949,0.18097,0.12958,0.25312,0.81876,0.02435,0.20313,0.41106,7
0.96649,0.23491,0.14797,0.80445,0.94872,0.72511,0.16616,0.30406,0.56841,0.78765,0.12316,1.0148,0.60188,0.3432,0.60466,0.59165,0.18426,0.89821,0.71798,0.74464,0.39751,0.40924,0.055329,0.38401,0.89714,0
0.69275,0.76909,0.48609,0.18092,0.53526,0.58814,0.41229,0.10087,0.71587,0.23163,0.053353,0.53742,0.23223,0.82062,0.12939,0.54195,0.078949,0.6392,0.97522,0.56047,0.81966,0.53745,0.74597,0.024447,0.79327,3
0.59078,0.28454,0.73766,0.24475,0.76995,0.078941,0.41094,0.02632,0.25692,0.35706,0.30233,0.90843,0.17997,0.12625,0.48396,0.88142,0.87526,0.25529,0.74409,0.30562,0.36208,0.28763,0.60124,0.82041,0.53728,4
0.43748,0.016724,0.056379,0.66224,0.51756,0.71905,0.56115,0.68806,0.80007,0.3323,0.48503,0.93803,0.15902,0.81395,0.74834,0.71804,0.12995,0.87086,0.72181,0.22793,0.80387,0.81857,0.98283,0.36428,0.4058,2
0.69156,0.76987,0.48512,0.17748,0.53953,0.5891,0.41175,0.10026,0.7188,0.22907,0.052597,0.53719,0.22858,0.82323,0.12726,0.5384,0.079429,0.63927,0.97348,0.56451,0.81838,0.53612,0.74611,0.026821,0.79206,3
0.97679,0.94654,0.69301,0.6661,0.74485,0.79517,0.28038,0.35834,0.6162,0.41241,0.95049,0.17838,0.5899,0.1305,0.97147,0.59329,0.46066,0.69141,0.17836,0.12979,0.25762,0.82036,0.028557,0.20365,0.40661,7
0.44225,0.018492,0.050108,0.65479,0.51775,0.7247,0.56542,0.68602,0.79543,0.32666,0.48271,0.93936,0.15492,0.80102,0.74922,0.71763,0.12287,0.88028,0.71799,0.22848,0.79797,0.81458,0.97066,0.36225,0.40179,2
0.58791,0.28219,0.73684,0.22905,0.77097,0.070422,0.41708,0.024729,0.25589,0.36086,0.3074,0.89542,0.18694,0.13269,0.48304,0.87142,0.87081,0.25571,0.73948,0.30584,0.36221,0.28253,0.61258,0.81683,0.54157,4
0.97467,0.95008,0.69102,0.66339,0.74222,0.7967,0.28316,0.35834,0.61284,0.40723,0.94729,0.18097,0.58705,0.12708,0.97371,0.59196,0.46301,0.69364,0.17738,0.12745,0.25462,0.82287,0.024591,0.20597,0.41068,7
0.71751,0.7662,0.050021,0.35998,0.25782,0.718,0.92159,0.22904,0.74278,0.2299,0.48587,0.71633,0.46321,0.4881,0.30845,0.33552,0.56349,0.89581,0.3096,0.026751,0.412,0.078211,0.38357,0.28001,0.41088,5
0.8525,0.052466,0.58416,0.57365,0.033037,0.46093,0.97697,0.46601,0.36118,0.74641,0.15838,0.89219,0.025588,0.30409,0.041211,0.40696,0.90104,0.95059,0.88292,0.97218,0.366,0.096243,0.28266,0.33876,0.79854,6
0.45022,0.030036,0.061436,0.65464,0.51484,0.72411,0.56997,0.68655,0.79606,0.32574,0.48878,0.93549,0.15535,0.81182,0.75325,0.71405,0.1224,0.87504,0.70403,0.2401,0.79666,0.82632,0.98053,0.35315,0.40508,2
0.67344,0.49963,0.12212,0.27533,0.74195,0.55325,0.69042,0.6747,0.80011,0.5001,0.3316,0.45551,0.74347,0.9164,0.38018,0.5029,0.29105,0.41522,0.5404,0.027392,0.7119,0.58008,0.023055,0.18929,0.40421,0
0.38066,0.25493,0.077783,0.61361,0.23146,0.30869,0.35643,0.46028,0.024761,0.56582,0.41215,0.40985,0.10522,0.38554,0.77155,0.84671,0.9234,0.2837,0.1011,0.15256,0.3856,0.5356,0.66568,0.71522,0.10437,1
