@relation m-out_data_7-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute class {0,1,2,3,4,5,6}

@data
0.95958,0.63634,0.67853,0.74243,0.89446,0.73434,0.74369,0.10918,0.59655,0.49727,2
0.32239,0.58096,0.72034,0.064319,0.64533,0.53731,0.70953,0.35492,0.79546,0.93561,3
0.62451,0.89593,0.36663,0.30167,0.50606,0.67872,0.047316,0.60257,0.86329,0.5302,4
0.96235,0.6369,0.67972,0.74148,0.89478,0.7341,0.74106,0.1088,0.59474,0.49759,2
0.49455,0.66665,0.7743,0.93511,0.053678,0.22602,0.699,0.94683,0.54852,0.90341,5
0.62464,0.8962,0.36748,0.30317,0.5058,0.67868,0.045153,0.60241,0.86351,0.53027,4
0.62665,0.89697,0.36589,0.30138,0.50478,0.67748,0.045171,0.60251,0.86339,0.5299,4
0.12896,0.56977,0.30102,0.15059,0.6558,0.98905,0.50543,0.57046,0.72037,0.36555,1
0.62449,0.89595,0.36684,0.3011,0.50606,0.67752,0.047082,0.60292,0.86415,0.52875,4
0.32255,0.58084,0.72036,0.064622,0.6452,0.53698,0.70927,0.35493,0.79571,0.93533,3
0.53234,0.85087,0.55218,0.75479,0.82942,0.85885,0.34605,0.58146,0.33565,0.72304,6
0.32273,0.58087,0.72038,0.064744,0.64518,0.53693,0.70945,0.35462,0.79567,0.93526,3
0.62527,0.89486,0.36719,0.30182,0.50529,0.67835,0.046239,0.6028,0.86375,0.53061,4
0.62444,0.89704,0.36634,0.30175,0.50662,0.6792,0.04486,0.60262,0.86379,0.53102,4
0.12911,0.56975,0.30086,0.15057,0.65579,0.9891,0.50489,0.56997,0.72056,0.36544,1
0.62484,0.89594,0.36846,0.30194,0.50566,0.67845,0.046094,0.60302,0.86398,0.53145,4
0.4949,0.66676,0.77432,0.93512,0.053573,0.22583,0.69917,0.94668,0.54819,0.90333,5
0.91716,0.62889,0.79213,0.11587,0.15239,0.7868,0.99741,0.63866,0.86521,0.0090608,0
0.21042,0.75743,0.038985,0.89277,0.21808,0.59631,0.17195,0.94242,0.85031,0.41177,0
0.47707,0.093954,0.62537,1.0382,0.72226,0.52656,0.72205,0.47103,0.88073,0.40761,0
0.129,0.5688,0.30095,0.15133,0.65618,0.98912,0.50553,0.5704,0.71897,0.36487,1
0.53023,0.85158,0.55261,0.75449,0.82952,0.85874,0.34795,0.58284,0.33551,0.72188,6
0.13019,0.56975,0.30125,0.15132,0.65645,0.98954,0.50452,0.56957,0.72094,0.36505,1
0.12967,0.57013,0.30219,0.15108,0.65554,0.98994,0.50609,0.57056,0.72147,0.36673,1
0.96027,0.63626,0.67997,0.74174,0.89416,0.73451,0.74169,0.10945,0.59504,0.49829,2
0.62488,0.89502,0.36743,0.30247,0.50481,0.68001,0.044262,0.60283,0.86378,0.53047,4
0.32283,0.58083,0.72059,0.06455,0.64549,0.53723,0.70954,0.35474,0.79576,0.93564,3
0.32257,0.58071,0.7204,0.064692,0.64544,0.5374,0.70961,0.35457,0.7958,0.93563,3
0.1288,0.57017,0.30133,0.15018,0.6553,0.98848,0.5034,0.56953,0.72129,0.36598,1
0.62536,0.8967,0.36659,0.30143,0.50581,0.67902,0.045637,0.6026,0.86474,0.53058,4
0.12862,0.57007,0.30142,0.15099,0.65579,0.98893,0.50654,0.57109,0.71962,0.36559,1
0.6247,0.89714,0.36687,0.3024,0.505,0.67786,0.044892,0.60235,0.86363,0.52873,4
0.32268,0.58073,0.72037,0.06424,0.6453,0.53723,0.70969,0.35452,0.79577,0.93545,3
0.12797,0.56939,0.30012,0.15212,0.65646,0.98961,0.50525,0.56945,0.72069,0.3655,1
0.32247,0.58078,0.72064,0.06441,0.64536,0.53693,0.70918,0.35452,0.79543,0.9357,3
0.62511,0.89638,0.36713,0.30133,0.50596,0.67897,0.045597,0.60212,0.86314,0.52882,4
0.62346,0.89556,0.3681,0.30272,0.50582,0.67905,0.044965,0.60231,0.86409,0.52895,4
0.32264,0.58077,0.7207,0.064719,0.64546,0.53725,0.7095,0.35492,0.79541,0.93534,3
0.49477,0.66672,0.77428,0.93536,0.053828,0.22595,0.69913,0.94662,0.54831,0.90322,5
0.6239,0.89584,0.36688,0.30195,0.50588,0.6778,0.047441,0.60286,0.8633,0.53187,4
0.53124,0.85109,0.55272,0.75491,0.83094,0.85914,0.34722,0.5822,0.33514,0.72261,6
0.95992,0.63669,0.68075,0.74227,0.89722,0.73307,0.74079,0.10937,0.59508,0.49817,2
0.32285,0.5811,0.72064,0.064502,0.64529,0.53742,0.70948,0.35495,0.79553,0.93522,3
0.62527,0.89726,0.36709,0.30172,0.50573,0.6786,0.046105,0.60469,0.86444,0.52939,4
0.53195,0.85061,0.55344,0.75404,0.83235,0.85887,0.34549,0.58266,0.33667,0.72283,6
0.53064,0.85144,0.55175,0.75494,0.83104,0.85905,0.34578,0.58183,0.3347,0.72191,6
0.62426,0.89543,0.36617,0.3016,0.5058,0.67827,0.044838,0.60201,0.86495,0.53015,4
0.6251,0.89616,0.36773,0.30238,0.50593,0.67936,0.045492,0.60197,0.86535,0.52836,4
0.12895,0.56965,0.30121,0.15042,0.65584,0.98916,0.50518,0.57025,0.72042,0.36552,1
0.32276,0.58098,0.72062,0.064672,0.6452,0.5372,0.70963,0.35475,0.79561,0.9357,3
0.49482,0.66711,0.77446,0.93506,0.053741,0.22578,0.69909,0.94647,0.5482,0.90328,5
0.1287,0.57039,0.30145,0.15021,0.65676,0.98807,0.50505,0.57012,0.72075,0.36567,1
0.32265,0.58115,0.72057,0.064643,0.64541,0.53725,0.70945,0.35493,0.79559,0.93519,3
0.95936,0.63675,0.6787,0.74202,0.89498,0.7339,0.74117,0.10918,0.59518,0.49772,2
0.50245,0.47282,0.16165,0.81061,0.11376,0.33123,0.49668,0.91949,0.54564,0.97088,0
0.62445,0.89559,0.36698,0.30235,0.5057,0.67905,0.045142,0.60252,0.86463,0.52855,4
0.12904,0.56962,0.3011,0.15115,0.65567,0.98915,0.5052,0.5704,0.72052,0.36592,1
0.62477,0.89641,0.3665,0.30254,0.50523,0.67865,0.046811,0.60209,0.8635,0.53049,4
0.011072,0.46603,0.78562,0.12179,0.24225,0.80778,1.0446,0.7358,0.55284,0.20673,0
0.32279,0.58095,0.72055,0.064608,0.64513,0.53706,0.70947,0.35479,0.79552,0.93542,3
0.95941,0.6374,0.67814,0.74164,0.895,0.7346,0.7414,0.10921,0.59463,0.49791,2
0.12886,0.56982,0.30073,0.15014,0.65637,0.98844,0.5047,0.56986,0.7208,0.36517,1
0.5297,0.85109,0.55158,0.75517,0.82939,0.8585,0.34582,0.58221,0.33459,0.72127,6
0.011318,0.34848,0.71829,0.40521,0.42228,0.17271,0.80671,0.35285,0.69027,0.23947,0
0.62387,0.89725,0.36673,0.3016,0.50566,0.67818,0.046277,0.60249,0.8636,0.53012,4
0.020501,0.2726,0.64046,0.8646,0.12643,0.29523,0.30342,0.93098,0.90715,0.50224,0
0.3227,0.58091,0.72053,0.064706,0.64509,0.53694,0.7093,0.35456,0.79552,0.93535,3
0.3226,0.5808,0.72036,0.064483,0.64514,0.53718,0.70921,0.35475,0.79587,0.93569,3
0.53088,0.85144,0.554,0.7546,0.8298,0.85926,0.34513,0.5832,0.33459,0.72188,6
0.95977,0.63817,0.67845,0.74167,0.89569,0.73375,0.74083,0.10889,0.5943,0.49916,2
0.53065,0.85124,0.55199,0.75388,0.83293,0.85922,0.34605,0.58262,0.33566,0.72363,6
0.53026,0.85074,0.55452,0.75419,0.82977,0.85933,0.34837,0.58127,0.336,0.72282,6
0.32244,0.58075,0.72054,0.064654,0.64552,0.53694,0.7092,0.35499,0.79579,0.9353,3
0.62392,0.89768,0.36681,0.30141,0.50595,0.6788,0.045901,0.60257,0.864,0.52901,4
0.044683,0.23344,0.38638,0.62352,0.88117,0.58722,0.51958,0.59024,0.24461,0.77674,0
0.32264,0.58112,0.72071,0.064236,0.6455,0.53719,0.7093,0.35468,0.79559,0.93563,3
0.12878,0.57026,0.30062,0.14981,0.65587,0.9903,0.50567,0.5705,0.71987,0.36537,1
0.12913,0.56973,0.30128,0.1504,0.65594,0.98926,0.50529,0.57016,0.7204,0.36549,1
0.12928,0.56867,0.30137,0.14922,0.65638,0.98888,0.50634,0.56898,0.7199,0.36629,1
0.12905,0.56945,0.3015,0.14984,0.65684,0.98936,0.50502,0.57083,0.72061,0.36568,1
0.12884,0.56954,0.30106,0.15071,0.65662,0.98897,0.50539,0.57062,0.7204,0.36547,1
0.12958,0.56976,0.30043,0.15017,0.65538,0.98875,0.50547,0.57034,0.72055,0.36598,1
0.5316,0.85193,0.55504,0.75495,0.8299,0.85892,0.34632,0.58296,0.33682,0.72324,6
0.6244,0.89556,0.368,0.30252,0.50534,0.67879,0.045233,0.60309,0.86399,0.52978,4
0.62587,0.89618,0.36758,0.30106,0.50541,0.67952,0.046623,0.60252,0.86493,0.53004,4
0.53165,0.85147,0.55324,0.75353,0.8283,0.8587,0.34629,0.58273,0.33515,0.72236,6
0.49468,0.66713,0.77449,0.93495,0.053585,0.22593,0.69898,0.9464,0.54851,0.90302,5
0.62445,0.89579,0.36655,0.30152,0.50617,0.67831,0.045617,0.60298,0.86311,0.52931,4
0.32265,0.58102,0.72031,0.064613,0.64509,0.53692,0.70956,0.35451,0.7958,0.93521,3
0.62424,0.89563,0.36753,0.3026,0.50576,0.67802,0.045638,0.6031,0.86402,0.52975,4
0.32251,0.58113,0.72044,0.064433,0.64541,0.53703,0.70954,0.35501,0.79554,0.93569,3
0.12912,0.56997,0.30122,0.15076,0.65568,0.98896,0.50552,0.57044,0.72028,0.36507,1
0.9611,0.63673,0.67975,0.74331,0.89762,0.73346,0.74129,0.10821,0.5965,0.49861,2
0.62492,0.89572,0.36643,0.30133,0.50499,0.67809,0.044704,0.60247,0.86362,0.53007,4
0.12919,0.56921,0.30095,0.15049,0.65554,0.98922,0.50506,0.57113,0.71998,0.36509,1
0.53098,0.85079,0.55232,0.75427,0.82941,0.8595,0.34626,0.58358,0.33593,0.72119,6
0.62405,0.89524,0.36627,0.30231,0.505,0.67901,0.04431,0.60211,0.86336,0.52909,4
0.532,0.85146,0.55267,0.75482,0.83147,0.85955,0.34612,0.58367,0.33605,0.72122,6
0.62347,0.89622,0.36693,0.30151,0.50664,0.67855,0.046883,0.60252,0.86333,0.53027,4
0.32283,0.58112,0.72046,0.064418,0.64519,0.53705,0.70934,0.35462,0.79587,0.93533,3
0.12875,0.5693,0.30134,0.1503,0.65659,0.98899,0.50527,0.57009,0.72034,0.3649,1
0.12921,0.56941,0.30118,0.15077,0.65543,0.98892,0.50518,0.57038,0.72094,0.36511,1
0.53316,0.85105,0.5537,0.75381,0.82804,0.85885,0.34554,0.5829,0.33538,0.72182,6
0.12909,0.56965,0.30104,0.15052,0.65594,0.98916,0.50528,0.57016,0.72041,0.36557,1
0.62536,0.89641,0.36667,0.30206,0.50667,0.67823,0.045127,0.60204,0.86411,0.53214,4
0.12903,0.57047,0.30144,0.15016,0.6558,0.98888,0.50643,0.57023,0.72169,0.36508,1
0.3224,0.58095,0.72072,0.064598,0.64538,0.53722,0.70962,0.35476,0.79538,0.93549,3
0.12868,0.56946,0.3008,0.15024,0.6553,0.98906,0.50415,0.56924,0.71976,0.36602,1
0.64611,0.57247,0.11691,0.51089,0.58093,0.82427,0.099146,0.87962,0.17218,0.22386,0
0.12915,0.56968,0.30107,0.15053,0.65593,0.98905,0.50523,0.57014,0.72046,0.36556,1
0.16493,0.57472,0.55739,0.50763,0.12569,0.64847,0.74867,0.01626,0.40661,0.41891,0
0.13003,0.57021,0.30018,0.14984,0.65603,0.98919,0.50506,0.5698,0.71979,0.36594,1
0.53298,0.85115,0.55331,0.75577,0.82933,0.8589,0.34777,0.58356,0.33545,0.72231,6
0.32258,0.58075,0.72047,0.064582,0.64541,0.53703,0.70954,0.35466,0.79553,0.93537,3
0.53203,0.85086,0.55223,0.75504,0.8291,0.85881,0.34721,0.58292,0.33506,0.722,6
0.32289,0.58101,0.72038,0.064569,0.6451,0.53698,0.70939,0.35463,0.79587,0.93559,3
0.53079,0.85045,0.55316,0.75454,0.8308,0.85898,0.34623,0.5842,0.33594,0.72352,6
0.32259,0.58098,0.72044,0.064699,0.64554,0.53719,0.70965,0.35499,0.79543,0.93525,3
0.62404,0.89506,0.36712,0.30201,0.50573,0.67949,0.045692,0.60286,0.86431,0.53179,4
0.62549,0.8956,0.36794,0.30177,0.50585,0.67891,0.045888,0.60423,0.86393,0.52921,4
0.68795,0.27725,0.88877,0.59706,1.1739,0.15434,0.029426,0.057891,0.61037,0.51466,0
0.49466,0.66712,0.77441,0.93505,0.053647,0.22567,0.69928,0.94654,0.54868,0.90344,5
0.49481,0.66685,0.77416,0.93501,0.053971,0.22606,0.69907,0.94673,0.54825,0.90326,5
0.12928,0.56955,0.3013,0.15053,0.65623,0.98915,0.50476,0.57005,0.7201,0.36555,1
0.532,0.85069,0.55241,0.75428,0.82961,0.85854,0.34814,0.58258,0.33559,0.72117,6
0.53061,0.85105,0.5527,0.75573,0.82975,0.85893,0.34638,0.58231,0.33482,0.72243,6
0.12907,0.56928,0.30123,0.1508,0.65646,0.98901,0.50583,0.5706,0.72068,0.36545,1
0.12908,0.56981,0.3008,0.15038,0.65563,0.9893,0.50544,0.57026,0.72026,0.36548,1
0.12892,0.56917,0.3015,0.15083,0.65593,0.98898,0.50486,0.56943,0.72086,0.36556,1
0.12981,0.57062,0.30224,0.15045,0.65612,0.98978,0.50532,0.5694,0.72073,0.36701,1
0.6241,0.898,0.36651,0.30151,0.50764,0.67809,0.044729,0.60226,0.86395,0.52914,4
0.962,0.6373,0.68026,0.74149,0.89515,0.73346,0.74141,0.10912,0.5975,0.49882,2
0.96061,0.63712,0.67925,0.74193,0.89535,0.7324,0.74252,0.10984,0.59566,0.49822,2
0.62538,0.89628,0.36602,0.30226,0.5073,0.67941,0.044516,0.60404,0.86309,0.53093,4
0.95827,0.63694,0.67894,0.74184,0.89549,0.73329,0.74082,0.10932,0.59376,0.49796,2
0.32266,0.58073,0.72064,0.064542,0.64552,0.53694,0.70923,0.35467,0.79544,0.93552,3
0.53008,0.85174,0.55176,0.75352,0.83158,0.85917,0.34709,0.58318,0.33505,0.72282,6
0.53029,0.85073,0.55315,0.75441,0.82886,0.85877,0.34648,0.58321,0.33534,0.72143,6
0.38471,0.88866,0.58493,0.68395,0.75757,0.55939,0.68593,0.62955,0.837,0.77006,0
0.38683,0.84475,0.50021,0.13918,0.35693,0.75103,0.60959,0.46685,0.66004,0.27455,0
0.53038,0.85084,0.55263,0.75462,0.83143,0.85919,0.34575,0.58284,0.33561,0.72168,6
0.13222,0.69457,0.57905,0.46821,0.017582,0.067757,0.60461,0.40904,0.11066,0.81371,0
0.53033,0.85043,0.55321,0.75371,0.83102,0.8591,0.34584,0.582,0.33495,0.72225,6
0.34041,0.31555,0.023932,0.44913,0.60499,0.85283,0.36556,0.072828,0.24423,0.024531,0
0.62411,0.89544,0.36685,0.30126,0.50667,0.679,0.044353,0.60256,0.86343,0.53017,4
0.49462,0.66703,0.77451,0.93511,0.053723,0.22556,0.69931,0.94641,0.54858,0.90299,5
0.12881,0.56938,0.30186,0.15013,0.65566,0.98895,0.50561,0.57035,0.72049,0.36568,1
0.32274,0.58099,0.72036,0.064496,0.64545,0.5373,0.70935,0.35483,0.79575,0.93533,3
0.092348,0.4351,0.79819,0.52006,0.065144,0.32009,0.10746,0.061766,0.20749,0.1927,0
0.32284,0.58105,0.72069,0.064693,0.64559,0.53704,0.70966,0.35465,0.79569,0.93543,3
0.62491,0.89626,0.36755,0.30286,0.50802,0.67766,0.043698,0.60274,0.86364,0.52881,4
0.53067,0.85104,0.55311,0.75396,0.82994,0.85984,0.34608,0.58306,0.3341,0.72311,6
0.12955,0.56908,0.3008,0.15096,0.65568,0.98771,0.50433,0.56916,0.72119,0.36631,1
0.53078,0.85126,0.55442,0.75451,0.83012,0.85915,0.34704,0.58254,0.33565,0.72201,6
0.12926,0.56913,0.30192,0.14987,0.65557,0.9884,0.5049,0.57065,0.71994,0.36631,1
0.95994,0.63661,0.67782,0.74224,0.89464,0.73352,0.74193,0.10942,0.59583,0.49848,2
0.62445,0.89593,0.36618,0.30172,0.50521,0.67787,0.046781,0.60215,0.86479,0.52934,4
0.7598,0.42578,0.45649,0.17483,0.21603,0.44138,0.86274,0.45883,0.77176,0.56251,0
0.96247,0.63639,0.679,0.74172,0.89542,0.73522,0.74019,0.10926,0.59475,0.49838,2
0.32277,0.58096,0.72028,0.064692,0.6451,0.53738,0.70942,0.3549,0.79542,0.93534,3
0.53002,0.85119,0.55414,0.75658,0.83039,0.86056,0.34628,0.58335,0.33464,0.72284,6
0.62455,0.89641,0.36685,0.30307,0.50604,0.67898,0.045655,0.60336,0.86465,0.52865,4
0.32258,0.58087,0.72041,0.064619,0.64516,0.53727,0.70922,0.35477,0.7955,0.93568,3
0.532,0.85099,0.55287,0.75793,0.82923,0.85889,0.34603,0.58426,0.33427,0.72207,6
0.32262,0.5811,0.72073,0.064303,0.64508,0.53724,0.70954,0.35501,0.79584,0.9357,3
0.12933,0.56953,0.30142,0.15075,0.65609,0.98947,0.50553,0.56987,0.72021,0.36523,1
0.6242,0.89603,0.36665,0.30195,0.50599,0.67839,0.045083,0.60256,0.86419,0.53015,4
0.62424,0.8957,0.36624,0.30206,0.50719,0.67826,0.045832,0.60211,0.86382,0.53123,4
0.62405,0.89565,0.3675,0.30185,0.50554,0.67838,0.045781,0.60236,0.86425,0.52939,4
0.53151,0.85095,0.55385,0.75445,0.82987,0.85888,0.34723,0.58231,0.33456,0.72413,6
0.95936,0.63695,0.67856,0.74171,0.89612,0.73307,0.74164,0.10905,0.59443,0.49795,2
0.42896,0.22762,0.60008,0.63995,0.82943,0.69587,0.49353,0.77881,0.31659,0.1416,0
0.12946,0.56999,0.30149,0.14983,0.65626,0.98934,0.50499,0.56999,0.72057,0.36692,1
0.12833,0.56902,0.3004,0.15086,0.65545,0.98806,0.50478,0.56932,0.72032,0.36544,1
0.62569,0.89664,0.36913,0.30236,0.50566,0.67917,0.044623,0.60217,0.8644,0.5312,4
0.12889,0.56936,0.30228,0.15063,0.65563,0.98922,0.50575,0.56994,0.72005,0.36548,1
0.12906,0.56975,0.30099,0.15058,0.65596,0.98914,0.50532,0.57011,0.72045,0.36554,1
0.62506,0.89514,0.36793,0.30169,0.50679,0.67779,0.045223,0.60267,0.86295,0.53076,4
0.32272,0.58092,0.72068,0.064407,0.64525,0.53708,0.70965,0.35461,0.79546,0.93563,3
0.3228,0.58094,0.72034,0.064713,0.64527,0.53713,0.7096,0.35455,0.79562,0.93533,3
0.12924,0.56942,0.30114,0.15061,0.65598,0.98905,0.5053,0.57028,0.7206,0.36555,1
0.32242,0.58116,0.72026,0.064747,0.64539,0.53721,0.70956,0.35489,0.79578,0.93552,3
