@relation m-out_data_18-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
0.65133,0.63472,0.50021,0.029837,0.75791,0.23988,0.22465,0.73495,0.64885,0.22571,0.33468,0.5668,1.0639,0.47951,0.15712,0.52407,0.31985,0.68016,0.66389,0.24489,0.88119,0.51478,0
0.39347,0.29924,0.58849,0.91788,0.024814,0.44236,0.64708,0.079338,0.85492,0.96743,0.41232,0.13626,0.89566,0.5623,0.13523,0.75801,0.3581,0.75487,0.30248,0.97786,0.39231,0.17128,4
0.83193,0.60914,0.80618,0.25053,0.35941,0.94599,0.026123,0.75151,0.91632,0.74834,0.86224,0.19598,0.33189,0.47296,0.72486,0.22278,0.44239,0.13793,0.41697,0.082292,0.69129,0.64073,3
0.19623,0.64669,0.2003,0.80366,0.33788,0.9931,0.55478,0.30979,0.56937,0.72619,0.8075,0.35243,0.26177,0.69965,0.69172,0.39268,0.77813,0.17126,0.38886,0.58483,0.39686,0.18834,6
0.83206,0.61144,0.80532,0.25067,0.3594,0.94511,0.029016,0.75111,0.91526,0.75,0.86186,0.19443,0.33251,0.47175,0.72252,0.22335,0.44548,0.1379,0.41951,0.082002,0.69178,0.63791,3
0.38616,0.31127,0.58123,0.91153,0.024801,0.44047,0.64117,0.086848,0.86127,0.96808,0.4124,0.13592,0.88634,0.55151,0.13557,0.75067,0.36474,0.74832,0.30738,0.97596,0.39358,0.17637,4
0.38535,0.30832,0.58724,0.9119,0.030311,0.45134,0.63904,0.085774,0.85128,0.96711,0.42005,0.13557,0.89704,0.55293,0.13454,0.7567,0.35872,0.74843,0.29542,0.96768,0.39217,0.16248,4
0.13344,0.58938,0.22562,0.49575,0.41986,0.1612,0.41567,0.47938,0.97077,0.52458,0.16974,0.80739,0.45191,0.024044,0.83524,0.68832,0.3573,0.92749,0.10901,0.2804,0.91548,0.90776,2
0.39582,0.30902,0.57942,0.90865,0.031889,0.44832,0.64875,0.079832,0.85325,0.97394,0.41844,0.13363,0.89637,0.55846,0.13434,0.75546,0.35598,0.75362,0.30848,0.97,0.386,0.17013,4
0.83231,0.61066,0.80386,0.24957,0.36107,0.94631,0.026135,0.752,0.91648,0.74911,0.86066,0.19661,0.33485,0.4712,0.7234,0.22179,0.4442,0.13868,0.41699,0.081834,0.69298,0.64108,3
0.14059,0.59112,0.21786,0.50198,0.42194,0.17151,0.41097,0.46989,0.97058,0.53082,0.1642,0.79666,0.44915,0.034808,0.82988,0.69265,0.35711,0.91368,0.10533,0.27415,0.91516,0.91172,2
0.41826,0.50007,0.084766,0.47281,0.028609,0.91703,0.72061,0.39089,0.16734,0.77805,0.41484,0.27921,0.33375,0.58424,0.10975,0.89079,0.33142,0.80557,0.69437,0.72096,0.97361,0.11271,5
0.14184,0.58928,0.2174,0.49531,0.42088,0.17153,0.42289,0.47077,0.96202,0.52296,0.17131,0.80315,0.44822,0.035583,0.83635,0.69989,0.36854,0.92527,0.10618,0.27193,0.92494,0.91718,2
0.39327,0.29783,0.58748,0.9108,0.024512,0.44017,0.63864,0.080497,0.86075,0.97534,0.41208,0.14246,0.89645,0.55839,0.14237,0.75549,0.35702,0.74498,0.30963,0.97135,0.3924,0.16192,4
0.41788,0.50144,0.082801,0.47171,0.028801,0.91896,0.71897,0.39084,0.16601,0.77622,0.41786,0.27828,0.33261,0.58269,0.11219,0.89042,0.33304,0.80642,0.6919,0.71857,0.9712,0.11087,5
0.4177,0.50111,0.08475,0.47071,0.02839,0.91644,0.71895,0.38809,0.16787,0.77582,0.41523,0.2786,0.33464,0.58275,0.1118,0.89046,0.3326,0.80773,0.69521,0.71865,0.97049,0.11049,5
0.41668,0.50174,0.081831,0.47226,0.027639,0.91783,0.72017,0.39008,0.16586,0.77558,0.41646,0.2779,0.33208,0.58435,0.11135,0.89092,0.33275,0.80709,0.69214,0.71999,0.97155,0.11228,5
0.39569,0.31063,0.58191,0.90971,0.031102,0.44904,0.64198,0.088798,0.86143,0.97629,0.40744,0.14174,0.89526,0.5605,0.14235,0.75096,0.35548,0.75382,0.30112,0.96601,0.38491,0.16036,4
0.39284,0.30203,0.58171,0.91743,0.020983,0.44282,0.64704,0.080424,0.86041,0.96587,0.41879,0.14207,0.8887,0.55931,0.14131,0.75031,0.35726,0.75353,0.30766,0.96982,0.38388,0.17441,4
0.41604,0.50224,0.081698,0.47057,0.027565,0.91709,0.72188,0.38813,0.16593,0.77758,0.41514,0.27934,0.33332,0.58273,0.11196,0.89016,0.33246,0.8071,0.69372,0.71941,0.97343,0.11008,5
0.14332,0.58439,0.21758,0.49494,0.41428,0.16375,0.42325,0.4767,0.97363,0.53443,0.16366,0.80235,0.44319,0.02309,0.8266,0.69138,0.35249,0.92559,0.10808,0.27239,0.91223,0.91189,2
0.39541,0.3001,0.58836,0.90947,0.022053,0.44882,0.65015,0.075041,0.86067,0.96732,0.41844,0.14217,0.88565,0.56143,0.13445,0.75839,0.35615,0.74737,0.31489,0.9782,0.38527,0.16139,4
0.83245,0.61024,0.80628,0.24819,0.36069,0.945,0.029379,0.75105,0.91382,0.7506,0.86161,0.19533,0.3325,0.47274,0.72277,0.22282,0.44242,0.13766,0.41682,0.084283,0.69391,0.63973,3
0.41692,0.50075,0.082418,0.47286,0.026892,0.91603,0.72097,0.38991,0.16774,0.77694,0.41641,0.27761,0.33367,0.58447,0.11284,0.89018,0.33329,0.80557,0.69347,0.71977,0.9709,0.11243,5
0.14034,0.59166,0.21769,0.49481,0.41936,0.16936,0.41425,0.46739,0.96371,0.52169,0.17002,0.80154,0.4383,0.030574,0.83015,0.69112,0.36568,0.9163,0.10562,0.27363,0.91421,0.91855,2
0.38114,0.30901,0.58935,0.90853,0.021581,0.43959,0.64806,0.08858,0.86185,0.97434,0.41821,0.1431,0.89467,0.55932,0.13504,0.75815,0.35367,0.74842,0.30167,0.97601,0.38563,0.1643,4
0.078793,0.28394,0.81592,0.30071,0.16971,0.16299,0.10689,0.14081,0.22342,0.30458,0.93499,0.49699,0.63779,0.51806,0.3632,0.53308,0.66664,0.6915,0.72726,0.83318,0.57906,0.47508,1
0.41611,0.49889,0.083617,0.47272,0.028844,0.91874,0.71999,0.39077,0.16715,0.77595,0.41752,0.27865,0.33329,0.58336,0.11097,0.89167,0.33162,0.80593,0.69515,0.7211,0.97373,0.10968,5
0.36145,0.8256,0.18206,0.66136,0.38882,0.4649,0.78507,0.38588,0.90432,0.88799,0.7025,0.21976,0.04914,0.8363,0.18444,0.65741,0.092622,0.83399,0.1061,0.18067,0.094782,0.45231,0
0.38688,0.30066,0.58818,0.91639,0.032436,0.44248,0.64822,0.090011,0.86378,0.96917,0.41022,0.13427,0.896,0.55007,0.13486,0.7618,0.35905,0.75526,0.30823,0.96988,0.38211,0.17142,4
0.83312,0.61031,0.8042,0.25079,0.36245,0.94498,0.026619,0.74979,0.91581,0.75023,0.86261,0.19512,0.33427,0.47077,0.72291,0.22166,0.44438,0.1376,0.41833,0.083132,0.69341,0.63924,3
0.41723,0.49921,0.084873,0.47212,0.02738,0.91656,0.71959,0.38777,0.16698,0.77662,0.41512,0.27889,0.33252,0.58221,0.11279,0.88909,0.33133,0.80635,0.69305,0.72018,0.97114,0.11061,5
0.49693,0.49844,0.59287,0.81763,0.24693,0.10767,0.50468,0.61726,0.86255,0.59543,0.69624,0.70789,0.56822,0.17946,0.62129,0.19243,0.62392,0.40772,0.37936,0.30393,0.18806,0.50765,0
0.16824,0.58141,0.17853,0.79485,0.35687,0.97151,0.54465,0.3125,0.51998,0.71003,0.78224,0.33287,0.23044,0.68318,0.67843,0.34901,0.75899,0.16034,0.37403,0.58724,0.39282,0.15664,6
0.38788,0.30201,0.59217,0.91157,0.031032,0.45001,0.64151,0.080782,0.86022,0.96914,0.41321,0.14592,0.88865,0.55991,0.12933,0.75875,0.36564,0.74337,0.30102,0.9766,0.38085,0.16487,4
0.14396,0.5895,0.21782,0.50118,0.41033,0.16437,0.42569,0.46927,0.96336,0.53048,0.16388,0.80234,0.45178,0.025324,0.83668,0.69243,0.36272,0.91758,0.10756,0.27992,0.91672,0.91267,2
0.019615,0.089973,0.86253,0.80028,0.86823,0.95566,0.97137,0.33357,0.927,0.81714,0.18269,0.1138,0.49765,0.88862,0.2799,0.90388,0.4175,0.19701,0.62069,0.94951,0.11699,0.88846,7
0.41699,0.49966,0.081638,0.47214,0.028226,0.91921,0.71987,0.38849,0.16613,0.77837,0.4161,0.27778,0.33232,0.58281,0.11266,0.89093,0.33118,0.80613,0.69275,0.72058,0.97299,0.11036,5
0.13362,0.58379,0.2239,0.50118,0.41053,0.16413,0.42456,0.47692,0.96435,0.53085,0.16444,0.80415,0.44256,0.03084,0.82988,0.6914,0.35786,0.92545,0.10821,0.28118,0.92307,0.91287,2
0.1414,0.58468,0.22479,0.49525,0.4133,0.16303,0.42455,0.47071,0.9738,0.53233,0.17438,0.79343,0.44066,0.030196,0.83522,0.69183,0.35399,0.91935,0.11445,0.27372,0.91376,0.90824,2
0.025809,0.087184,0.85118,0.79877,0.86013,0.93804,0.96318,0.3252,0.90729,0.80153,0.18453,0.11116,0.4971,0.8952,0.2766,0.91492,0.41141,0.19513,0.60943,0.94141,0.11824,0.88928,7
0.14179,0.58349,0.2248,0.5011,0.42271,0.16439,0.41492,0.46646,0.9712,0.53238,0.15912,0.80279,0.4498,0.024512,0.82593,0.69822,0.36283,0.92584,0.10612,0.27408,0.92323,0.91174,2
0.41737,0.50051,0.082604,0.47089,0.027341,0.91938,0.72162,0.38925,0.16648,0.77583,0.41506,0.2772,0.33256,0.58379,0.11247,0.89089,0.33397,0.80513,0.69452,0.71986,0.97189,0.1112,5
0.14111,0.57976,0.228,0.49255,0.42042,0.16917,0.42284,0.47752,0.96532,0.52258,0.16234,0.79356,0.44172,0.03306,0.82966,0.69963,0.35447,0.9279,0.10729,0.27215,0.92303,0.91181,2
0.83148,0.60866,0.80577,0.2512,0.3595,0.94467,0.027798,0.75183,0.91563,0.75122,0.86059,0.19479,0.33347,0.47206,0.7244,0.22343,0.44396,0.13981,0.41863,0.081712,0.69105,0.63832,3
0.39238,0.30274,0.58853,0.91681,0.031324,0.44791,0.64644,0.08003,0.85525,0.96377,0.41273,0.1342,0.89019,0.55034,0.14179,0.75073,0.36366,0.74837,0.29948,0.97836,0.3949,0.17351,4
0.83169,0.60922,0.80709,0.24898,0.36086,0.94636,0.026462,0.75139,0.91383,0.74838,0.86198,0.1944,0.33318,0.47175,0.72358,0.22148,0.44437,0.13749,0.41674,0.083456,0.69227,0.63902,3
0.1416,0.59192,0.22384,0.50278,0.41347,0.17139,0.41662,0.46742,0.96517,0.53294,0.17327,0.79675,0.45192,0.022598,0.82353,0.70166,0.36327,0.93005,0.10572,0.27106,0.92369,0.91777,2
0.36102,0.44297,0.71126,0.14069,0.44578,0.20134,0.33413,0.72742,0.7061,0.30528,0.10623,0.42158,1.0106,0.35422,0.31637,0.90834,0.30961,0.98117,0.061302,0.12543,0.84817,1.0411,0
0.41517,0.50102,0.084832,0.47082,0.027763,0.91615,0.7196,0.38929,0.16726,0.77687,0.41797,0.27689,0.33302,0.58149,0.11173,0.88914,0.33188,0.80777,0.69282,0.71913,0.97119,0.11217,5
0.41742,0.50004,0.084318,0.4713,0.027765,0.91744,0.71978,0.38866,0.16759,0.77675,0.41713,0.27984,0.33368,0.58203,0.11048,0.89107,0.3322,0.80795,0.69477,0.72051,0.97347,0.11143,5
0.39536,0.30198,0.58071,0.90689,0.022033,0.44255,0.64126,0.080703,0.8534,0.97728,0.41823,0.14251,0.89484,0.55925,0.13396,0.74983,0.3553,0.74803,0.30718,0.97635,0.38582,0.15922,4
0.39334,0.30849,0.59199,0.91858,0.031293,0.44327,0.64019,0.074936,0.85387,0.97674,0.42158,0.14358,0.89526,0.55223,0.1416,0.75743,0.35631,0.75451,0.29894,0.96864,0.39431,0.16334,4
0.8013,0.12783,0.63735,0.39982,0.11804,0.49175,0.3196,0.061301,0.46277,0.79917,0.18988,0.29872,0.54985,0.65426,0.67741,0.34868,0.10217,0.87607,1.0775,0.40103,0.65982,0.80108,0
0.13454,0.58474,0.22807,0.49401,0.42061,0.16421,0.41472,0.47727,0.96214,0.52997,0.1697,0.79522,0.44851,0.031143,0.83583,0.69139,0.36573,0.918,0.11345,0.27036,0.92158,0.91795,2
0.41744,0.50156,0.082379,0.47344,0.026719,0.91764,0.72147,0.38992,0.1668,0.77573,0.41576,0.27914,0.33462,0.58174,0.11173,0.88903,0.33275,0.80554,0.69345,0.72101,0.97164,0.11266,5
0.02455,0.082507,0.86203,0.80707,0.86767,0.94496,0.97364,0.31418,0.92264,0.8057,0.19881,0.1106,0.49834,0.88697,0.27386,0.91294,0.40982,0.20257,0.6099,0.93315,0.1182,0.88299,7
0.078471,0.28697,0.80243,0.29625,0.15413,0.17414,0.10763,0.1409,0.2167,0.30248,0.94886,0.50601,0.64555,0.5206,0.36591,0.52956,0.66085,0.68642,0.73958,0.83321,0.5949,0.46355,1
0.41749,0.50046,0.082356,0.47064,0.027477,0.91871,0.72195,0.39031,0.16534,0.77781,0.41486,0.27834,0.33512,0.58222,0.1113,0.88933,0.3334,0.80541,0.69289,0.72054,0.97236,0.11075,5
0.14059,0.59268,0.22392,0.49569,0.4207,0.16381,0.41534,0.48216,0.97336,0.53328,0.1697,0.79521,0.44941,0.031926,0.83511,0.69254,0.35768,0.91315,0.10723,0.27981,0.92152,0.91885,2
0.1404,0.58443,0.2169,0.50285,0.42183,0.17191,0.42348,0.47794,0.96271,0.52312,0.17413,0.79389,0.44939,0.029883,0.8258,0.69076,0.35704,0.91828,0.11385,0.27993,0.92152,0.91285,2
0.13386,0.58354,0.22384,0.49235,0.4225,0.16249,0.41634,0.47719,0.97044,0.52432,0.17269,0.79647,0.45111,0.032698,0.83631,0.69743,0.35203,0.92856,0.10892,0.28097,0.92305,0.91277,2
0.41653,0.49956,0.084617,0.47096,0.029048,0.91638,0.72048,0.38822,0.16638,0.77628,0.41732,0.27735,0.33317,0.58406,0.11193,0.89181,0.33146,0.808,0.69333,0.72023,0.97129,0.1101,5
0.38562,0.30785,0.57979,0.91802,0.029979,0.44037,0.64141,0.079431,0.86084,0.96764,0.41788,0.14373,0.897,0.55263,0.14162,0.74879,0.35558,0.75336,0.30709,0.97675,0.38621,0.162,4
0.41669,0.50049,0.081616,0.47321,0.028046,0.91656,0.72094,0.38778,0.16527,0.7782,0.41763,0.27853,0.33262,0.58363,0.11264,0.88933,0.33307,0.80729,0.69223,0.71948,0.97202,0.10942,5
0.14215,0.59076,0.22448,0.49384,0.42052,0.16436,0.42235,0.47616,0.97261,0.53191,0.17088,0.80167,0.45397,0.023952,0.82961,0.69131,0.35495,0.92873,0.1072,0.27175,0.92148,0.92145,2
0.083574,0.27633,0.80697,0.30943,0.15131,0.16033,0.12075,0.134,0.21545,0.31281,0.94427,0.49621,0.63135,0.52816,0.35936,0.53235,0.66989,0.68637,0.71923,0.83194,0.58577,0.4856,1
0.14097,0.59021,0.21796,0.50302,0.41368,0.16262,0.42341,0.47656,0.95999,0.52451,0.16114,0.79095,0.43923,0.021657,0.82869,0.69285,0.36327,0.91758,0.10564,0.27358,0.9218,0.91798,2
0.83237,0.61007,0.80413,0.24907,0.36061,0.9447,0.026748,0.74916,0.91454,0.74822,0.86073,0.19431,0.33225,0.47012,0.72346,0.2214,0.44498,0.13992,0.41932,0.084705,0.69259,0.64093,3
0.14198,0.58945,0.22361,0.49477,0.42064,0.17494,0.41457,0.47786,0.97191,0.52539,0.17212,0.80556,0.44074,0.031749,0.83041,0.7035,0.35546,0.91707,0.11627,0.27515,0.91525,0.91253,2
0.16852,0.58338,0.20119,0.79525,0.33858,0.97508,0.54505,0.33676,0.5509,0.73273,0.80799,0.37378,0.26367,0.6886,0.70472,0.35817,0.78912,0.17262,0.4069,0.59046,0.4128,0.15326,6
0.83406,0.6105,0.8068,0.24786,0.36006,0.9462,0.026878,0.75022,0.91614,0.74925,0.86074,0.19364,0.33447,0.4711,0.72347,0.22216,0.44533,0.13874,0.41691,0.082716,0.69411,0.63958,3
0.012474,0.07637,0.86737,0.79942,0.85606,0.94391,0.97359,0.33049,0.91697,0.81223,0.18599,0.11484,0.4981,0.89204,0.26955,0.92082,0.41995,0.18831,0.63139,0.95084,0.11208,0.88815,7
0.41769,0.50093,0.083599,0.47122,0.027666,0.91836,0.72088,0.38752,0.16493,0.77855,0.41727,0.27962,0.33253,0.58187,0.10993,0.88984,0.3336,0.80723,0.69319,0.7201,0.97174,0.11222,5
0.39461,0.30871,0.58214,0.91793,0.021704,0.44953,0.64116,0.08107,0.86108,0.97623,0.4125,0.13679,0.89526,0.55783,0.13209,0.74963,0.35816,0.74823,0.30036,0.96682,0.39185,0.16399,4
0.83135,0.60929,0.80544,0.2511,0.36243,0.94315,0.028871,0.74995,0.9156,0.74814,0.86083,0.19675,0.33238,0.47025,0.72474,0.22303,0.44352,0.14052,0.41615,0.084594,0.69404,0.63864,3
0.39448,0.30782,0.5938,0.91031,0.030251,0.44984,0.64942,0.088887,0.86134,0.96383,0.41104,0.142,0.8965,0.55083,0.13496,0.74958,0.35782,0.74636,0.30125,0.9678,0.38412,0.16284,4
