@relation nonstat_data_15-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.90718,0.23997,0.025401,0.71596,0.88037,0.78547,0.5732,7
0.45178,0.76266,0.64315,0.16975,0.38943,0.21168,0.13835,4
0.90722,0.23922,0.025494,0.71826,0.88116,0.78528,0.57385,7
0.90656,0.24172,0.024431,0.71645,0.88062,0.78467,0.57327,7
0.16553,0.978,0.31184,0.085982,0.73314,0.60056,0.21067,10
0.44788,0.76276,0.64184,0.16057,0.37607,0.20858,0.15242,4
0.9289,0.90666,0.31208,0.85934,0.97774,0.57164,0.85857,3
0.21552,0.62175,0.16698,0.81047,0.050145,0.59731,0.69164,1
0.90769,0.23877,0.025039,0.71618,0.88106,0.78555,0.57321,7
0.44994,0.7541,0.63815,0.16863,0.38094,0.21308,0.1457,4
0.90649,0.23916,0.025356,0.71623,0.88088,0.78489,0.57367,7
0.90633,0.23935,0.025048,0.71544,0.88074,0.78468,0.57456,7
0.45828,0.76304,0.63958,0.15963,0.38616,0.20624,0.14338,4
0.21628,0.6202,0.16776,0.81118,0.050024,0.59739,0.69236,1
0.17507,0.98736,0.30939,0.11956,0.71074,0.61022,0.22246,10
0.83595,0.23706,0.44271,0.21359,0.58515,0.89898,0.73129,0
0.92892,0.90687,0.31235,0.85933,0.9768,0.57358,0.8585,3
0.90868,0.23929,0.024977,0.71674,0.88014,0.78476,0.57445,7
0.44935,0.75813,0.64069,0.17455,0.37897,0.21119,0.14193,4
0.44831,0.75814,0.63685,0.17015,0.385,0.21189,0.14332,4
0.90657,0.23982,0.024116,0.71672,0.88081,0.78484,0.57346,7
0.21678,0.61999,0.16768,0.81117,0.04927,0.59674,0.69214,1
0.45273,0.75433,0.63898,0.16313,0.38528,0.21197,0.14491,4
0.166,0.97745,0.3094,0.096137,0.73985,0.59586,0.21405,10
0.90732,0.23899,0.025709,0.71657,0.88029,0.78507,0.57378,7
0.92888,0.90669,0.3129,0.85916,0.97841,0.57242,0.85857,3
0.45834,0.7549,0.6335,0.16529,0.38204,0.21294,0.14595,4
0.4608,0.75447,0.63154,0.16808,0.37595,0.21092,0.14639,4
0.90687,0.24148,0.025264,0.71788,0.88019,0.78473,0.57359,7
0.21606,0.62142,0.16712,0.81072,0.049541,0.59676,0.69185,1
0.45059,0.75681,0.63697,0.16421,0.37731,0.21417,0.1398,4
0.90641,0.23908,0.025067,0.71636,0.88145,0.78536,0.57337,7
0.15831,0.97167,0.30755,0.10408,0.73181,0.59126,0.20802,10
0.45044,0.7585,0.63911,0.16028,0.37689,0.21232,0.13926,4
0.2154,0.62105,0.16739,0.8104,0.049365,0.59729,0.69177,1
0.90788,0.23961,0.024472,0.71675,0.88066,0.78491,0.57373,7
0.92994,0.90681,0.3115,0.85935,0.97699,0.57193,0.86005,3
0.4535,0.75445,0.63651,0.16253,0.39169,0.21372,0.14581,4
0.90606,0.23888,0.02447,0.7154,0.88187,0.78506,0.57386,7
0.45522,0.75311,0.64639,0.16878,0.38269,0.21118,0.14107,4
0.17241,0.97631,0.31062,0.098919,0.74273,0.59768,0.20161,10
0.21505,0.62092,0.16814,0.81024,0.049789,0.59652,0.69155,1
0.90688,0.24092,0.024683,0.71544,0.88061,0.78451,0.57359,7
0.45349,0.75333,0.63651,0.17016,0.3808,0.21018,0.147,4
0.90634,0.23918,0.02454,0.71629,0.8806,0.78475,0.57355,7
0.4537,0.7604,0.63825,0.16524,0.37805,0.215,0.14225,4
0.92884,0.90604,0.31246,0.85862,0.97855,0.57267,0.85851,3
0.44963,0.74947,0.63438,0.16753,0.3825,0.21017,0.13868,4
0.90718,0.24109,0.024534,0.71647,0.8818,0.78541,0.57336,7
0.21658,0.621,0.16797,0.81154,0.050221,0.59883,0.69282,1
0.90679,0.23883,0.024299,0.71567,0.88129,0.78451,0.57306,7
0.15878,0.98437,0.31227,0.1016,0.74446,0.59184,0.20892,10
0.4504,0.75465,0.63303,0.17057,0.3797,0.21481,0.14746,4
0.90725,0.24003,0.024899,0.71615,0.88076,0.78467,0.57329,7
0.45466,0.75269,0.64584,0.17275,0.37595,0.21581,0.1485,4
0.93036,0.90583,0.31173,0.85904,0.97644,0.57225,0.85834,3
0.21497,0.62169,0.16669,0.80973,0.049668,0.59609,0.69165,1
0.90679,0.23917,0.025259,0.71622,0.88003,0.78489,0.5733,7
0.90781,0.24052,0.025049,0.71645,0.88093,0.78479,0.57318,7
0.16464,0.97704,0.30851,0.095124,0.73986,0.59597,0.21525,10
0.46641,0.74624,0.64279,0.16878,0.37489,0.21588,0.14245,4
0.90881,0.23995,0.025308,0.71621,0.88006,0.78447,0.5742,7
0.21648,0.62019,0.1668,0.81102,0.049912,0.59788,0.69144,1
0.90729,0.23949,0.026024,0.71674,0.88015,0.78506,0.57367,7
0.92867,0.90715,0.3118,0.85964,0.97606,0.57304,0.85876,3
0.11869,1.0329,0.59625,0.076502,0.44947,0.40647,0.77673,0
0.90642,0.23976,0.024774,0.71662,0.88059,0.7848,0.57379,7
0.4575,0.75828,0.63597,0.16829,0.38292,0.20806,0.13933,4
0.90701,0.24016,0.024875,0.71656,0.88147,0.7847,0.57331,7
0.16952,0.98647,0.3065,0.13546,0.69224,0.55231,0.18806,10
0.21556,0.62083,0.16825,0.81032,0.049979,0.59695,0.69184,1
0.45275,0.75133,0.63781,0.1655,0.37992,0.20901,0.1379,4
0.45662,0.75871,0.64025,0.16261,0.38248,0.20959,0.14397,4
0.9061,0.23932,0.02522,0.71736,0.8807,0.78457,0.57341,7
0.45144,0.75297,0.64154,0.16319,0.38691,0.21539,0.14419,4
0.92897,0.90701,0.31131,0.85915,0.97671,0.57181,0.85756,3
0.90811,0.2393,0.025322,0.71672,0.88063,0.7848,0.5732,7
0.21544,0.62116,0.16712,0.81239,0.050545,0.59686,0.69259,1
0.90734,0.23945,0.024825,0.71616,0.881,0.78476,0.57303,7
0.45704,0.75419,0.63922,0.16905,0.38196,0.2168,0.14281,4
0.16777,0.96416,0.32559,0.091632,0.75089,0.60727,0.21641,10
0.90605,0.23933,0.025644,0.71632,0.88109,0.78466,0.5735,7
0.45555,0.75606,0.63684,0.17013,0.37631,0.21444,0.1443,4
0.44933,0.7529,0.6364,0.16492,0.38176,0.21105,0.13765,4
0.907,0.23885,0.024826,0.71615,0.87997,0.78504,0.57307,7
0.21738,0.62045,0.16751,0.81035,0.049576,0.5965,0.69182,1
0.92845,0.90752,0.31239,0.85918,0.97639,0.57215,0.8576,3
0.45448,0.75684,0.64303,0.16585,0.38481,0.21545,0.14221,4
0.45193,0.75895,0.63983,0.16546,0.38777,0.2116,0.14275,4
0.90654,0.23988,0.024762,0.7159,0.88032,0.78493,0.57312,7
0.16307,0.96625,0.30652,0.097425,0.7353,0.59769,0.21753,10
0.9071,0.23927,0.024287,0.71719,0.88024,0.78491,0.574,7
0.21555,0.62064,0.16705,0.811,0.050895,0.59697,0.69208,1
0.90646,0.23877,0.025213,0.71554,0.88099,0.78444,0.57346,7
0.45037,0.75797,0.64239,0.1708,0.38792,0.2145,0.13115,4
0.92909,0.90727,0.31266,0.85958,0.97657,0.57309,0.85841,3
0.90681,0.23912,0.02525,0.71716,0.88087,0.7852,0.57416,7
0.17887,0.98325,0.32648,0.101,0.74305,0.60315,0.22045,10
0.90696,0.24073,0.024507,0.71647,0.88165,0.78516,0.5735,7
0.21519,0.62033,0.1669,0.81083,0.049829,0.59675,0.69173,1
0.44749,0.76095,0.64641,0.1653,0.38281,0.21195,0.13795,4
0.90669,0.24058,0.026664,0.7161,0.88036,0.78502,0.57303,7
0.21495,0.62068,0.1675,0.81111,0.049587,0.59722,0.69226,1
0.4493,0.75689,0.63645,0.17119,0.37329,0.2076,0.14336,4
0.92892,0.90703,0.31293,0.85881,0.97833,0.57221,0.85798,3
0.90733,0.23976,0.024695,0.7157,0.88105,0.78467,0.57394,7
0.1572,0.98996,0.3079,0.10144,0.7375,0.60093,0.20509,10
0.4498,0.76057,0.63393,0.16796,0.37784,0.2141,0.14832,4
0.90627,0.23943,0.025865,0.71639,0.88108,0.78488,0.57311,7
0.21549,0.62017,0.16686,0.81053,0.050252,0.59621,0.69172,1
0.45468,0.75872,0.63465,0.1731,0.38013,0.21051,0.145,4
0.90642,0.23941,0.024553,0.71603,0.88102,0.78555,0.57353,7
0.28972,0.23881,0.30193,0.79433,0.50679,0.15512,0.81154,0
0.92892,0.90695,0.31159,0.85952,0.9768,0.57231,0.85859,3
0.15835,0.96989,0.3164,0.091716,0.74883,0.6012,0.20677,10
0.90677,0.23873,0.024537,0.71593,0.88039,0.78443,0.57306,7
0.45125,0.75344,0.63437,0.16996,0.38189,0.21291,0.14787,4
0.215,0.6205,0.1668,0.81064,0.049806,0.59663,0.69168,1
0.9062,0.24053,0.02521,0.71597,0.8806,0.78462,0.57468,7
0.4586,0.75263,0.6418,0.16535,0.38183,0.20777,0.14077,4
0.90679,0.23883,0.025546,0.71591,0.88012,0.78677,0.57362,7
0.45229,0.75098,0.63589,0.16078,0.37661,0.21305,0.14173,4
0.90703,0.2391,0.024445,0.71555,0.88042,0.78519,0.57347,7
0.15445,0.9913,0.30401,0.092244,0.74163,0.58433,0.20311,10
0.92886,0.90661,0.31187,0.8589,0.9773,0.57258,0.85838,3
0.21541,0.62153,0.16723,0.81017,0.049932,0.5967,0.69224,1
0.45216,0.75177,0.64084,0.16579,0.38124,0.21843,0.14272,4
0.90862,0.23936,0.025974,0.7162,0.88116,0.78462,0.57357,7
0.45593,0.75669,0.64229,0.16386,0.38328,0.21451,0.14293,4
0.44492,0.7617,0.64043,0.16299,0.38145,0.21402,0.14777,4
0.21592,0.6205,0.16705,0.81166,0.049018,0.597,0.69209,1
0.90665,0.23972,0.024235,0.71629,0.88042,0.78461,0.57344,7
0.90676,0.24023,0.026123,0.71608,0.88011,0.78482,0.57305,7
0.92993,0.90682,0.31191,0.85911,0.97706,0.57313,0.85826,3
0.16143,0.96995,0.31152,0.095669,0.74873,0.60189,0.20787,10
0.90623,0.23926,0.025626,0.71712,0.881,0.78479,0.57345,7
0.45257,0.75367,0.63102,0.1643,0.38046,0.20911,0.14462,4
0.90816,0.23936,0.024564,0.71583,0.88153,0.78496,0.57328,7
0.2154,0.62039,0.1671,0.81027,0.050197,0.5961,0.69158,1
0.44923,0.7552,0.63991,0.16763,0.37282,0.21322,0.14497,4
0.90766,0.23896,0.025818,0.71763,0.88067,0.78465,0.57363,7
0.16816,0.98067,0.30946,0.097005,0.74009,0.59375,0.21434,10
0.44842,0.75162,0.64117,0.16604,0.38107,0.20568,0.14432,4
0.92909,0.90586,0.31221,0.85911,0.97626,0.57172,0.85842,3
0.90543,0.24002,0.024476,0.71576,0.88148,0.78497,0.57338,7
0.21596,0.62037,0.16685,0.81116,0.048489,0.59635,0.69184,1
0.45803,0.75859,0.64037,0.16578,0.38344,0.21527,0.15428,4
0.90607,0.23958,0.025778,0.71573,0.88106,0.78478,0.57339,7
0.90603,0.23931,0.024844,0.71682,0.88067,0.78498,0.57307,7
0.16368,0.97319,0.31151,0.097034,0.73888,0.59245,0.20362,10
0.21509,0.62065,0.16738,0.81079,0.049235,0.59699,0.69182,1
0.44942,0.74853,0.64121,0.16643,0.3705,0.214,0.14881,4
0.92912,0.90679,0.31136,0.85948,0.97658,0.57261,0.85879,3
0.45793,0.74654,0.6358,0.16838,0.38516,0.20295,0.13796,4
0.90793,0.23979,0.025379,0.71748,0.88112,0.78451,0.57319,7
0.21634,0.62058,0.16813,0.81055,0.049951,0.59677,0.69212,1
0.45296,0.75967,0.63434,0.16746,0.37705,0.21332,0.14386,4
0.90634,0.2386,0.024565,0.7165,0.88062,0.78475,0.57493,7
0.17039,0.98335,0.30818,0.094809,0.73816,0.58765,0.21257,10
0.45395,0.75985,0.63763,0.16572,0.37985,0.22675,0.14692,4
0.92864,0.90575,0.31248,0.85985,0.97747,0.57266,0.85845,3
0.90722,0.24016,0.024717,0.71624,0.88056,0.78443,0.57359,7
0.90691,0.24041,0.025467,0.71624,0.88047,0.78536,0.57386,7
0.44954,0.74963,0.6371,0.17086,0.38289,0.20924,0.14468,4
0.92331,0.62002,1.0205,0.67197,0.98863,0.24048,0.85426,0
0.21579,0.62178,0.16748,0.81014,0.048964,0.59914,0.69182,1
0.90539,0.24026,0.025752,0.71604,0.8806,0.78438,0.57341,7
0.46148,0.75894,0.63905,0.16847,0.38307,0.21526,0.14624,4
0.90857,0.24008,0.024983,0.71575,0.88062,0.78465,0.57316,7
0.17341,0.96115,0.30293,0.089719,0.73399,0.60913,0.2159,10
0.45636,0.75703,0.6387,0.16671,0.38031,0.21553,0.14472,4
0.90749,0.23952,0.024807,0.71611,0.8809,0.7853,0.57354,7
0.9288,0.90702,0.31227,0.85948,0.97817,0.57262,0.85762,3
0.21469,0.62317,0.1672,0.81087,0.049474,0.5956,0.69195,1
0.90661,0.23928,0.024733,0.71609,0.88019,0.78456,0.57369,7
0.45649,0.75591,0.6382,0.1751,0.38535,0.21131,0.13701,4
0.45539,0.74517,0.64157,0.16523,0.37647,0.21096,0.13961,4
0.9057,0.2397,0.02508,0.71719,0.88179,0.78486,0.57336,7
0.90697,0.23967,0.024288,0.71676,0.88116,0.7848,0.57362,7
0.46268,0.75655,0.64192,0.15562,0.38471,0.21378,0.14732,4
0.16604,0.9776,0.30915,0.095865,0.73846,0.59647,0.2137,10
0.21463,0.61992,0.16728,0.81036,0.050209,0.59716,0.6924,1
0.92861,0.90636,0.31243,0.85926,0.97749,0.57334,0.85957,3
0.90736,0.23878,0.025941,0.71644,0.88088,0.78493,0.57356,7
0.45478,0.75377,0.64518,0.165,0.38209,0.21938,0.14874,4
0.2157,0.62014,0.16764,0.8104,0.05029,0.59829,0.69172,1
0.90637,0.23911,0.024989,0.71573,0.88111,0.78483,0.57484,7
0.44897,0.75469,0.63204,0.16076,0.38058,0.2134,0.13464,4
0.1706,0.97914,0.31323,0.089698,0.7392,0.58483,0.23136,10
0.90761,0.24175,0.02486,0.7159,0.88103,0.78522,0.57384,7
0.45362,0.75666,0.64401,0.16011,0.37906,0.21518,0.14305,4
0.92862,0.90641,0.31188,0.85964,0.97756,0.57247,0.85857,3
0.21555,0.62168,0.16707,0.81181,0.048964,0.59672,0.69156,1
0.45425,0.75743,0.63699,0.16671,0.3827,0.21669,0.14191,4
0.90626,0.23927,0.025523,0.71596,0.8803,0.78431,0.57286,7
0.45373,0.75771,0.63795,0.16411,0.37637,0.21625,0.14769,4
0.90652,0.23969,0.025393,0.71632,0.88038,0.78496,0.57353,7
0.13675,0.97214,0.31256,0.095257,0.76367,0.57919,0.19459,10
0.90864,0.23955,0.025562,0.71652,0.881,0.78473,0.57423,7
0.45532,0.75494,0.6396,0.16058,0.38229,0.21719,0.14158,4
0.21634,0.62031,0.16842,0.8098,0.049404,0.5972,0.6917,1
0.9286,0.90598,0.31113,0.85952,0.97743,0.57293,0.85835,3
0.90752,0.23922,0.024237,0.71684,0.8809,0.78501,0.57332,7
0.4507,0.76028,0.63937,0.16752,0.38036,0.2115,0.14818,4
0.17131,0.97772,0.30728,0.095325,0.7329,0.59247,0.20442,10
0.21656,0.62037,0.1671,0.81039,0.049151,0.59689,0.69144,1
0.90714,0.23933,0.024706,0.71598,0.88069,0.78458,0.5732,7
0.45336,0.75738,0.63723,0.16407,0.37694,0.20436,0.1481,4
0.90673,0.23994,0.02441,0.71582,0.8812,0.78571,0.57376,7
0.72913,1.1586,0.82946,0.76215,0.88837,0.70433,0.37317,0
0.92999,0.90595,0.31175,0.86109,0.97754,0.57444,0.85742,3
0.90682,0.23938,0.024419,0.71622,0.88066,0.78537,0.5747,7
0.2164,0.62188,0.16687,0.81157,0.050184,0.59552,0.69164,1
0.45001,0.75689,0.63401,0.16829,0.38621,0.21504,0.13788,4
0.15943,0.97669,0.29085,0.095071,0.73982,0.58738,0.22455,10
0.45632,0.75146,0.63652,0.16263,0.38136,0.21527,0.14266,4
0.90618,0.2393,0.024841,0.71641,0.8818,0.78477,0.57336,7
0.45152,0.7569,0.6326,0.16984,0.37879,0.20856,0.14329,4
0.45008,0.75113,0.6414,0.15768,0.38186,0.22058,0.13659,4
0.90795,0.24161,0.025266,0.71579,0.88085,0.78596,0.57368,7
0.21493,0.62066,0.16696,0.81083,0.049848,0.59827,0.69143,1
0.90634,0.24056,0.025042,0.71637,0.88093,0.78456,0.574,7
0.45682,0.75017,0.63569,0.16549,0.37854,0.21033,0.139,4
0.9298,0.90598,0.31203,0.85855,0.97653,0.57268,0.85757,3
0.90745,0.24136,0.024638,0.71625,0.88076,0.78475,0.5732,7
0.17617,0.9764,0.31367,0.094076,0.73559,0.60265,0.21691,10
0.455,0.7551,0.63439,0.1619,0.38059,0.21403,0.1385,4
0.90718,0.23878,0.024794,0.71651,0.88127,0.78438,0.5738,7
0.21496,0.62159,0.1669,0.8101,0.049732,0.59699,0.69248,1
0.45293,0.74757,0.63811,0.16585,0.3779,0.20973,0.14751,4
0.90786,0.23909,0.024645,0.71727,0.87985,0.78514,0.57343,7
0.90787,0.23971,0.025813,0.7156,0.88039,0.78513,0.57463,7
0.45264,0.75412,0.63714,0.17012,0.38024,0.21567,0.14604,4
0.92877,0.90806,0.31264,0.85869,0.97653,0.57166,0.85874,3
0.90725,0.23939,0.025365,0.71672,0.88045,0.78509,0.57321,7
0.17984,0.97675,0.30324,0.091328,0.74527,0.60626,0.20198,10
0.21553,0.62172,0.16814,0.81025,0.0496,0.59663,0.69169,1
0.45368,0.75714,0.6366,0.16818,0.37671,0.20935,0.13939,4
0.90717,0.2404,0.025389,0.7168,0.88075,0.785,0.57333,7
0.90617,0.2406,0.024728,0.71627,0.88158,0.78562,0.57349,7
0.45239,0.75592,0.64001,0.16739,0.38302,0.21655,0.14521,4
0.90688,0.24045,0.024385,0.71598,0.88115,0.78494,0.57517,7
0.21573,0.62129,0.16755,0.81141,0.050195,0.598,0.69231,1
0.45643,0.75162,0.64838,0.16619,0.38035,0.21399,0.1394,4
0.16272,0.97975,0.31382,0.10067,0.73741,0.595,0.218,10
0.92908,0.90722,0.31304,0.85952,0.9765,0.57356,0.85827,3
0.90654,0.24077,0.024787,0.71628,0.8802,0.78459,0.57455,7
0.44808,0.7556,0.64153,0.16683,0.3833,0.21289,0.14869,4
0.45517,0.75521,0.63957,0.16669,0.38105,0.2128,0.14402,4
0.45105,0.7605,0.63809,0.16966,0.38643,0.2139,0.14462,4
0.21549,0.62001,0.16752,0.80976,0.049391,0.59809,0.69142,1
0.9077,0.23944,0.025091,0.71699,0.88045,0.78465,0.57499,7
0.45242,0.75266,0.63554,0.16723,0.38072,0.22272,0.14941,4
0.15107,1.0128,0.30516,0.12917,0.73332,0.58917,0.21688,10
0.90763,0.23929,0.024461,0.71657,0.88256,0.78451,0.57368,7
0.92863,0.90615,0.3123,0.86,0.97661,0.57262,0.85774,3
0.4516,0.76347,0.64479,0.16656,0.38579,0.20608,0.14089,4
0.90663,0.23955,0.024584,0.71652,0.88135,0.78442,0.57382,7
0.21532,0.61994,0.16718,0.81156,0.0496,0.59791,0.69163,1
0.90764,0.23876,0.025029,0.71619,0.88058,0.78482,0.57322,7
0.45426,0.76245,0.63736,0.1659,0.38208,0.21076,0.13555,4
0.45923,0.75027,0.63684,0.16461,0.3787,0.21667,0.14498,4
0.16131,0.97254,0.31559,0.09281,0.74773,0.58972,0.20657,10
0.90586,0.23917,0.025558,0.71578,0.88076,0.78448,0.57317,7
0.21492,0.62205,0.16758,0.811,0.048777,0.59697,0.69306,1
0.49477,0.33987,0.022504,0.73589,0.087266,0.73974,0.47472,0
0.45082,0.76054,0.64016,0.16558,0.38005,0.21052,0.13969,4
0.92958,0.90661,0.31206,0.85849,0.97641,0.57293,0.85806,3
0.90764,0.24189,0.024382,0.71672,0.88073,0.78495,0.57339,7
0.45695,0.75197,0.63824,0.16007,0.37211,0.21428,0.13749,4
0.45624,0.7566,0.64216,0.16465,0.37877,0.21216,0.14122,4
0.90682,0.23881,0.025676,0.71632,0.88185,0.78441,0.57382,7
0.21541,0.6201,0.16744,0.81091,0.048363,0.59679,0.69172,1
0.45294,0.74922,0.63549,0.1614,0.3775,0.21194,0.13959,4
0.90677,0.2392,0.026342,0.71628,0.88111,0.78524,0.57389,7
0.16728,0.97671,0.31157,0.094854,0.73733,0.59428,0.21725,10
0.92862,0.90739,0.31351,0.85867,0.97801,0.57292,0.85813,3
0.45058,0.75503,0.64116,0.16132,0.38311,0.21347,0.1399,4
0.90656,0.23893,0.025059,0.71556,0.88104,0.78551,0.57319,7
0.21617,0.62119,0.16765,0.81037,0.049676,0.59786,0.69155,1
0.90764,0.23895,0.025223,0.71687,0.88186,0.785,0.57343,7
0.45796,0.75882,0.63703,0.17006,0.38629,0.21619,0.1392,4
0.17231,0.97782,0.3093,0.10362,0.73938,0.59589,0.21008,10
0.90754,0.23969,0.025393,0.71563,0.88054,0.78457,0.57488,7
0.45394,0.7595,0.63915,0.16374,0.38315,0.21452,0.14743,4
0.21559,0.61988,0.16721,0.81186,0.049182,0.59803,0.69196,1
0.9293,0.90709,0.31167,0.85968,0.97679,0.57222,0.85746,3
0.907,0.23871,0.025016,0.71707,0.88084,0.78491,0.57382,7
0.44724,0.76084,0.63978,0.17379,0.3863,0.21133,0.14047,4
0.90631,0.2389,0.02467,0.71714,0.88039,0.78466,0.57454,7
0.45979,0.75648,0.63708,0.16488,0.38185,0.21305,0.14399,4
0.14786,0.94619,0.30935,0.099975,0.74518,0.59662,0.22035,10
0.21525,0.62064,0.16724,0.81157,0.050243,0.59768,0.692,1
0.90792,0.23918,0.027652,0.71566,0.88086,0.78471,0.57521,7
0.45011,0.75195,0.64229,0.17251,0.38011,0.21654,0.1395,4
0.92945,0.9064,0.31261,0.86003,0.97624,0.57245,0.85779,3
0.90609,0.23912,0.025532,0.71537,0.87998,0.78443,0.57293,7
0.21503,0.62128,0.16835,0.81105,0.050021,0.597,0.69262,1
0.45602,0.75641,0.63652,0.16437,0.37816,0.21279,0.13881,4
0.90714,0.24019,0.024051,0.71613,0.88081,0.78565,0.57338,7
0.44699,0.75196,0.64036,0.17078,0.37927,0.21575,0.14259,4
