@relation nonstat_data_5-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute class {0,1,2,3}

@data
0.61104,0.8432,0.24431,0.46135,0.40365,0.29308,0.16473,0.24972,0.85883,0.55153,0.75843,0.76557,0.41784,0.36788,0.083681,0.42306,0.82564,0.68889,0.4782,0.93165,0.28043,0.40974,0.87303,0.93713,0.4278,3
0.51086,0.92366,0.60492,0.51474,0.34487,0.60024,0.58082,0.93888,0.59738,0.93397,0.1663,0.42846,0.41847,0.092506,0.25963,0.58106,0.52296,0.089337,0.51411,0.35372,0.76176,0.26258,0.10465,0.26158,0.44156,1
0.59202,0.82678,0.23722,0.42272,0.4213,0.24526,0.16338,0.25114,0.82802,0.49688,0.75589,0.83384,0.4939,0.33713,0.17275,0.41647,0.81707,0.66348,0.49343,0.92485,0.23898,0.41484,0.84942,0.91391,0.41814,3
0.51515,0.91862,0.59621,0.51497,0.35281,0.58742,0.58428,0.92053,0.59772,0.93102,0.16958,0.42786,0.41832,0.094487,0.25993,0.58496,0.53095,0.08901,0.51082,0.35167,0.76999,0.2591,0.10586,0.26156,0.44307,1
0.59113,0.82882,0.28057,0.44576,0.43098,0.26423,0.16643,0.25408,0.82508,0.50203,0.73345,0.81601,0.46111,0.35264,0.16478,0.4112,0.81237,0.66369,0.50658,0.91964,0.27289,0.41936,0.85452,0.91344,0.42149,3
0.51511,0.92392,0.59444,0.51301,0.34777,0.5909,0.58204,0.91706,0.60017,0.93738,0.168,0.42753,0.41778,0.090942,0.2612,0.57878,0.51501,0.088408,0.51913,0.3542,0.75312,0.25536,0.089744,0.26227,0.43335,1
0.6152,0.84078,0.25342,0.40106,0.44277,0.27254,0.16142,0.23327,0.81143,0.48404,0.72753,0.79316,0.51561,0.35708,0.13375,0.40274,0.84971,0.6668,0.49196,0.96047,0.22098,0.37576,0.81063,0.94621,0.44018,3
0.51018,0.92125,0.60303,0.51316,0.34553,0.59807,0.58631,0.9214,0.59192,0.94128,0.16919,0.42558,0.41813,0.097544,0.26908,0.58169,0.51475,0.087296,0.51228,0.3443,0.75643,0.25826,0.093577,0.26612,0.43814,1
0.59618,0.79064,0.29437,0.49871,0.42261,0.25079,0.16191,0.25399,0.83689,0.54167,0.69425,0.83259,0.501,0.36438,0.12191,0.3948,0.81686,0.70382,0.52894,0.90604,0.16176,0.3885,0.85036,0.93641,0.3998,3
0.51955,0.91883,0.59516,0.50843,0.34272,0.59218,0.58669,0.92231,0.59622,0.93884,0.16743,0.43008,0.42458,0.088672,0.26979,0.57902,0.51807,0.094791,0.5067,0.35034,0.75976,0.26452,0.097437,0.26279,0.44585,1
0.51001,0.92091,0.59904,0.51331,0.33784,0.59415,0.58329,0.92251,0.59579,0.94971,0.16824,0.42669,0.41742,0.094793,0.2629,0.58046,0.51567,0.089531,0.51168,0.34138,0.75677,0.26141,0.09452,0.25915,0.43289,1
0.5965,0.92143,0.23435,0.45176,0.40712,0.32763,0.2056,0.26269,0.77483,0.51334,0.75722,0.82338,0.44993,0.31846,0.15357,0.39372,0.87455,0.68686,0.50781,0.97132,0.30974,0.37393,0.88872,0.8533,0.42916,3
0.5079,0.92038,0.59863,0.50985,0.34242,0.59429,0.5819,0.92267,0.59055,0.93794,0.17161,0.4265,0.42033,0.09153,0.25885,0.57938,0.51738,0.089452,0.50567,0.34966,0.7593,0.25583,0.094254,0.25461,0.4371,1
0.62362,0.775,0.24205,0.35942,0.44981,0.14724,0.14892,0.25632,0.84727,0.56713,0.77867,0.82847,0.51935,0.28985,0.25505,0.51082,0.82433,0.7275,0.42563,0.87717,0.20605,0.44811,0.75846,0.86863,0.46544,3
0.51049,0.92087,0.59621,0.50788,0.34616,0.58968,0.5871,0.92224,0.60559,0.93976,0.16665,0.42989,0.41909,0.091136,0.27568,0.58514,0.51896,0.088863,0.52309,0.35153,0.76125,0.26001,0.093827,0.26397,0.43563,1
0.54423,0.78465,0.3081,0.42684,0.40659,0.23377,0.10307,0.21686,0.84451,0.5019,0.74327,0.83984,0.52042,0.32245,0.11907,0.42041,0.82687,0.66688,0.44778,0.93456,0.27619,0.40552,0.84242,0.90292,0.38069,3
0.508,0.91776,0.6012,0.51152,0.34581,0.58702,0.58197,0.92072,0.60519,0.93259,0.17351,0.42977,0.43359,0.096451,0.25979,0.57774,0.51899,0.087805,0.51403,0.34438,0.7544,0.26521,0.098079,0.25661,0.43731,1
0.50607,0.92465,0.60298,0.50855,0.34129,0.5896,0.58285,0.92926,0.59982,0.94383,0.16591,0.42935,0.4214,0.090664,0.26734,0.57854,0.51168,0.086926,0.50592,0.35357,0.75697,0.25996,0.10236,0.263,0.44076,1
0.59545,0.82669,0.24047,0.32615,0.42198,0.22574,0.22195,0.23173,0.87315,0.48579,0.75597,0.80331,0.45673,0.34111,0.20554,0.41393,0.87223,0.63759,0.50273,0.92311,0.29718,0.42626,0.85001,0.9283,0.43509,3
0.50607,0.91757,0.5956,0.52543,0.34532,0.5881,0.58237,0.91763,0.59325,0.94343,0.16949,0.42674,0.41874,0.096925,0.27748,0.58069,0.52544,0.087311,0.51275,0.35749,0.75254,0.26624,0.092765,0.25913,0.43702,1
0.59502,0.85406,0.26004,0.41969,0.40313,0.2321,0.18113,0.22172,0.82869,0.51761,0.74309,0.81088,0.5,0.3347,0.17296,0.37591,0.79937,0.6873,0.5034,0.90706,0.25722,0.42987,0.85946,0.9233,0.38916,3
0.51997,0.93108,0.59647,0.51305,0.34524,0.5883,0.58223,0.92122,0.59431,0.94007,0.16618,0.43454,0.42497,0.092076,0.25919,0.58486,0.526,0.089591,0.50784,0.3526,0.75526,0.25514,0.095519,0.25841,0.43584,1
0.57266,0.92578,0.21676,0.45326,0.37666,0.27119,0.2098,0.2669,0.84429,0.52215,0.69502,0.80565,0.5005,0.35183,0.15581,0.40585,0.84376,0.64716,0.49931,0.94912,0.26536,0.43634,0.83093,0.91389,0.47592,3
0.50551,0.92195,0.5945,0.51072,0.33782,0.59113,0.58519,0.92535,0.60143,0.93856,0.16669,0.42509,0.41866,0.092419,0.26149,0.58025,0.52253,0.08839,0.51399,0.34818,0.75626,0.268,0.097892,0.25309,0.4371,1
0.51253,0.91778,0.59925,0.50857,0.34134,0.59093,0.58243,0.92671,0.5969,0.94598,0.16675,0.42786,0.41759,0.096068,0.27343,0.58084,0.52432,0.08627,0.50978,0.34438,0.76104,0.26746,0.094949,0.26543,0.43966,1
0.60342,0.84693,0.25027,0.41051,0.42219,0.23977,0.19406,0.22249,0.848,0.48145,0.75168,0.83202,0.507,0.34157,0.15871,0.38461,0.87464,0.66771,0.51795,0.95153,0.24508,0.39151,0.83799,0.91339,0.41954,3
0.51056,0.91776,0.59571,0.51818,0.34378,0.5953,0.58775,0.92513,0.59078,0.93872,0.16648,0.42372,0.41703,0.089615,0.26144,0.58485,0.51338,0.090435,0.51373,0.35991,0.76184,0.25999,0.090958,0.27264,0.43791,1
0.66181,0.84016,0.23612,0.37351,0.44152,0.28788,0.18143,0.28057,0.78912,0.45861,0.78893,0.82729,0.50207,0.36966,0.13583,0.39272,0.8659,0.67926,0.5285,0.91655,0.23811,0.40214,0.86941,0.98264,0.43409,3
0.50311,0.92003,0.59591,0.51321,0.34655,0.58733,0.58651,0.9202,0.59986,0.93802,0.16957,0.4343,0.41687,0.087992,0.26238,0.58209,0.51768,0.088182,0.51245,0.35834,0.7609,0.26833,0.095611,0.26919,0.44546,1
0.51126,0.92139,0.59637,0.51562,0.34075,0.60223,0.58526,0.92629,0.59636,0.95266,0.16848,0.43187,0.42617,0.092126,0.26125,0.5897,0.52869,0.089316,0.52741,0.36064,0.75418,0.26048,0.10238,0.2615,0.43474,1
0.61616,0.77902,0.19044,0.39058,0.40706,0.30063,0.12355,0.227,0.80864,0.45379,0.76118,0.82071,0.45074,0.38308,0.20072,0.38653,0.79466,0.66517,0.50855,0.81587,0.22596,0.41328,0.83219,0.93954,0.39817,3
0.51327,0.91734,0.60032,0.51254,0.34019,0.59357,0.58451,0.92577,0.60264,0.93891,0.166,0.43217,0.41914,0.093624,0.26051,0.58632,0.52282,0.095467,0.51608,0.35013,0.75638,0.26334,0.09479,0.26364,0.4445,1
0.58805,0.83782,0.24876,0.4126,0.41854,0.25107,0.16454,0.25875,0.82655,0.49384,0.75727,0.83333,0.49136,0.33805,0.16893,0.41613,0.83124,0.6751,0.49901,0.91568,0.25666,0.4087,0.84639,0.91337,0.41211,3
0.51412,0.92108,0.60464,0.51151,0.34276,0.58916,0.58545,0.92179,0.60065,0.94028,0.17106,0.43204,0.42805,0.089966,0.26055,0.57796,0.52054,0.091358,0.51917,0.34676,0.76334,0.2645,0.094965,0.25686,0.43026,1
0.57015,0.7787,0.26898,0.4412,0.38188,0.24498,0.18749,0.26782,0.805,0.56534,0.77467,0.79499,0.47548,0.32333,0.15368,0.47488,0.75138,0.68813,0.49811,0.92746,0.22507,0.40489,0.8525,0.91869,0.37129,3
0.50217,0.91913,0.59519,0.50401,0.34097,0.58997,0.58366,0.92337,0.60863,0.93961,0.16717,0.42692,0.41654,0.091774,0.26033,0.58291,0.51722,0.09114,0.51057,0.34878,0.75778,0.25507,0.10394,0.26281,0.43891,1
0.5055,0.92144,0.59385,0.51481,0.3445,0.586,0.58262,0.9249,0.59473,0.93809,0.16573,0.42767,0.41747,0.098067,0.26803,0.5857,0.51921,0.089878,0.50886,0.34665,0.75633,0.26827,0.093995,0.25238,0.42741,1
0.59168,0.83057,0.25493,0.41092,0.40669,0.23745,0.16641,0.24394,0.82756,0.4965,0.75444,0.82177,0.49988,0.33087,0.17465,0.42017,0.81983,0.66027,0.50187,0.90894,0.24105,0.40914,0.8568,0.90824,0.44148,3
0.50903,0.91713,0.59879,0.51163,0.34612,0.58911,0.58111,0.9183,0.59078,0.93605,0.16701,0.43672,0.42047,0.093621,0.26052,0.5798,0.51484,0.094314,0.52317,0.3603,0.76286,0.2591,0.092898,0.25611,0.44605,1
0.60031,0.82082,0.21323,0.40186,0.38966,0.26632,0.18071,0.28036,0.8468,0.49525,0.74764,0.79554,0.51743,0.3635,0.14229,0.40851,0.81446,0.65842,0.50664,0.88167,0.29223,0.40651,0.86769,0.92995,0.40704,3
0.51383,0.91722,0.60216,0.50819,0.34332,0.58917,0.58264,0.92287,0.59072,0.9377,0.1664,0.42502,0.41904,0.091153,0.26057,0.58183,0.51364,0.08699,0.51882,0.36182,0.75885,0.25451,0.092721,0.26057,0.4358,1
0.55741,0.84227,0.24853,0.36649,0.39179,0.26546,0.17118,0.20769,0.789,0.47847,0.74491,0.80949,0.48162,0.34839,0.22529,0.45236,0.83189,0.66772,0.51442,0.87932,0.28756,0.43226,0.82643,0.90046,0.42648,3
0.51319,0.91848,0.59646,0.50981,0.33945,0.58753,0.58179,0.91691,0.59988,0.95282,0.16865,0.42505,0.41975,0.097645,0.26392,0.58186,0.51941,0.090975,0.51625,0.35929,0.76273,0.26139,0.095441,0.25604,0.43982,1
0.58123,0.82109,0.25391,0.42013,0.42411,0.25609,0.1719,0.23296,0.83211,0.48588,0.75639,0.82933,0.493,0.35277,0.15149,0.40473,0.82453,0.6576,0.50095,0.92195,0.22652,0.3972,0.84747,0.91452,0.40979,3
0.51135,0.92141,0.59519,0.51562,0.34111,0.59192,0.5885,0.9281,0.59537,0.93565,0.16809,0.43252,0.41759,0.09125,0.26764,0.58587,0.52292,0.095835,0.51352,0.35697,0.76927,0.26177,0.099711,0.26033,0.44575,1
0.51293,0.91849,0.59895,0.50938,0.34328,0.59727,0.58608,0.91673,0.60739,0.9392,0.16643,0.44384,0.4167,0.092514,0.25891,0.58352,0.52321,0.093916,0.5121,0.35809,0.76118,0.26235,0.097008,0.25984,0.43746,1
0.58658,0.77836,0.20243,0.48302,0.4169,0.25307,0.14119,0.21548,0.82932,0.52757,0.70593,0.84711,0.44342,0.36118,0.15081,0.46468,0.82603,0.67036,0.47792,0.90099,0.22202,0.39193,0.89396,0.92192,0.4402,3
0.50556,0.92205,0.59705,0.50785,0.34392,0.58652,0.58674,0.91975,0.59545,0.94432,0.17219,0.42263,0.41599,0.092133,0.26796,0.58123,0.51902,0.089107,0.5097,0.34811,0.75573,0.25822,0.096858,0.25739,0.43378,1
0.64258,0.89748,0.21809,0.44696,0.40986,0.26908,0.13582,0.2159,0.78185,0.57918,0.75116,0.83541,0.51472,0.29701,0.18722,0.43956,0.80852,0.62894,0.49433,0.95358,0.25002,0.41921,0.84428,0.9394,0.44431,3
0.50828,0.9213,0.59891,0.50883,0.34049,0.58994,0.58751,0.92194,0.60048,0.94224,0.16745,0.42434,0.41888,0.09745,0.27779,0.58256,0.53808,0.093334,0.51128,0.34816,0.75516,0.26143,0.099374,0.26349,0.4371,1
0.39014,0.6784,0.39151,0.16841,0.074424,0.68679,0.96993,1.0233,0.74593,0.64057,0.99232,0.78163,0.22271,0.80579,0.087877,0.89234,0.84126,0.23008,0.43753,0.67884,0.88578,0.73764,0.30797,0.17768,0.22191,0
0.56644,0.82406,0.25873,0.41116,0.43542,0.24377,0.15949,0.25817,0.82127,0.481,0.76812,0.81747,0.50987,0.32861,0.1469,0.42432,0.80351,0.62346,0.48421,0.92139,0.25211,0.40852,0.84748,0.93153,0.4278,3
0.50855,0.92324,0.59918,0.51059,0.34918,0.5979,0.58624,0.916,0.59247,0.94327,0.16629,0.42536,0.41921,0.098692,0.26052,0.58204,0.52021,0.09644,0.50967,0.34814,0.77042,0.25906,0.089683,0.25645,0.43198,1
0.51111,0.91835,0.59836,0.51665,0.3471,0.58873,0.58383,0.92017,0.59657,0.95049,0.16647,0.42464,0.41951,0.089961,0.26822,0.58732,0.51612,0.087389,0.51984,0.34615,0.75112,0.25934,0.096747,0.25524,0.43343,1
0.58668,0.84848,0.24231,0.41492,0.41463,0.24959,0.17624,0.24257,0.83328,0.49519,0.76556,0.82357,0.48425,0.34442,0.15702,0.41099,0.8234,0.66834,0.49731,0.92545,0.2609,0.41287,0.85583,0.9144,0.42736,3
0.511,0.92137,0.59646,0.5136,0.35454,0.59001,0.58565,0.92224,0.60033,0.94341,0.16688,0.42769,0.42445,0.096993,0.26475,0.57778,0.51837,0.090917,0.51247,0.35061,0.75509,0.25793,0.096642,0.26351,0.4349,1
0.58898,0.81713,0.27603,0.4258,0.4315,0.24731,0.18435,0.24416,0.82059,0.47289,0.75676,0.83089,0.48672,0.34178,0.16283,0.41498,0.82104,0.64696,0.48255,0.91314,0.2385,0.41737,0.87404,0.92464,0.41848,3
0.51371,0.92476,0.59705,0.51252,0.34034,0.59098,0.59132,0.91957,0.59211,0.94941,0.17095,0.42372,0.41904,0.093896,0.25743,0.58163,0.52369,0.089383,0.5106,0.35504,0.75153,0.27177,0.10096,0.2566,0.43822,1
0.59527,0.82367,0.24715,0.42718,0.43817,0.26133,0.16586,0.25611,0.83441,0.50504,0.76907,0.8185,0.51214,0.32121,0.15596,0.40026,0.82826,0.66318,0.50432,0.92452,0.26461,0.40754,0.85053,0.89609,0.4201,3
0.5054,0.91677,0.60004,0.51242,0.34118,0.5846,0.58502,0.9268,0.60412,0.93439,0.16862,0.42586,0.41676,0.102,0.26374,0.58082,0.52768,0.095658,0.50715,0.3398,0.75425,0.25931,0.10083,0.26036,0.43364,1
0.60153,0.84835,0.24109,0.42326,0.41459,0.24584,0.141,0.26017,0.83478,0.48506,0.77441,0.85774,0.48597,0.36789,0.16755,0.42081,0.81882,0.65817,0.50871,0.93149,0.24435,0.42084,0.83088,0.91294,0.42611,3
0.51282,0.92087,0.59513,0.51496,0.34619,0.5949,0.58543,0.92927,0.60149,0.94196,0.16796,0.42739,0.41891,0.10218,0.25781,0.57833,0.51835,0.088701,0.51647,0.35418,0.75787,0.26106,0.10009,0.26041,0.44642,1
0.51907,0.91871,0.59986,0.51837,0.34551,0.59009,0.58158,0.91948,0.59985,0.95486,0.16496,0.43361,0.41605,0.098891,0.27044,0.58142,0.51589,0.093839,0.51838,0.34467,0.75589,0.26069,0.09978,0.26595,0.43432,1
0.53236,0.79492,0.18222,0.41484,0.38588,0.27448,0.11418,0.30309,0.79388,0.47456,0.77042,0.7862,0.42695,0.4332,0.22252,0.5684,0.80975,0.63961,0.47579,1.0614,0.26519,0.58507,0.86845,0.80065,0.46361,3
0.51612,0.91731,0.59525,0.50863,0.34174,0.58582,0.58724,0.92303,0.59864,0.93815,0.17553,0.42307,0.41955,0.095088,0.25747,0.57878,0.51285,0.088225,0.51576,0.35067,0.75916,0.26191,0.10115,0.26204,0.43267,1
0.59011,0.82781,0.2179,0.43887,0.41506,0.19279,0.13991,0.21422,0.79328,0.46446,0.7782,0.86233,0.47479,0.30105,0.18278,0.44567,0.83365,0.65276,0.47356,0.9653,0.2067,0.3629,0.85971,0.90976,0.40891,3
0.51007,0.9192,0.59721,0.51034,0.34351,0.59219,0.58359,0.92329,0.59441,0.94103,0.16953,0.42168,0.42522,0.10096,0.26123,0.5829,0.51735,0.088809,0.51188,0.34883,0.75457,0.25957,0.091785,0.25861,0.43506,1
0.50604,0.91747,0.59703,0.51642,0.33979,0.58627,0.585,0.92888,0.59784,0.93676,0.17096,0.43003,0.41844,0.098342,0.25723,0.58063,0.52191,0.090063,0.51424,0.34988,0.75775,0.26258,0.087402,0.26888,0.4439,1
0.61245,0.87505,0.23245,0.40885,0.39369,0.22539,0.16152,0.23146,0.81791,0.4885,0.78818,0.80657,0.49467,0.30157,0.1627,0.41507,0.83082,0.66277,0.51894,0.93808,0.24506,0.39132,0.87537,0.90225,0.41553,3
0.50992,0.91703,0.59943,0.51902,0.34524,0.58846,0.58428,0.91971,0.59239,0.9405,0.16883,0.42757,0.42582,0.10492,0.26623,0.5818,0.51655,0.093884,0.50727,0.3497,0.75423,0.26296,0.098121,0.25662,0.44104,1
0.59552,0.84398,0.24654,0.41476,0.41824,0.25935,0.14908,0.25284,0.82501,0.51763,0.75469,0.83136,0.48817,0.34835,0.17222,0.41092,0.81657,0.66624,0.49435,0.92936,0.26134,0.40535,0.83464,0.90576,0.42344,3
0.51925,0.91734,0.59665,0.50832,0.34877,0.58699,0.58398,0.92811,0.60127,0.94782,0.17213,0.43577,0.41806,0.088376,0.26098,0.5865,0.51587,0.087466,0.50861,0.35035,0.75584,0.2629,0.091797,0.25767,0.43292,1
0.51133,0.92238,0.59354,0.51165,0.33796,0.59177,0.58154,0.91763,0.59535,0.93945,0.16675,0.42567,0.42014,0.098446,0.26299,0.57935,0.51921,0.089552,0.51129,0.35873,0.75121,0.26659,0.10424,0.26017,0.43808,1
0.56419,0.78281,0.29125,0.41273,0.39584,0.21463,0.17879,0.26099,0.87789,0.39558,0.74557,0.83196,0.51091,0.45326,0.13732,0.40841,0.85505,0.59441,0.56738,0.94311,0.14278,0.40361,0.80327,0.94578,0.43845,3
0.50862,0.92259,0.59617,0.51171,0.33771,0.58958,0.58475,0.9188,0.59395,0.94015,0.16625,0.4326,0.42873,0.088036,0.26226,0.58065,0.52553,0.091457,0.51675,0.34774,0.7545,0.27448,0.094239,0.26377,0.4462,1
0.61158,0.8338,0.23466,0.42009,0.43156,0.25605,0.15479,0.25604,0.82702,0.50897,0.75946,0.80335,0.5001,0.35089,0.17279,0.43497,0.80807,0.6787,0.51503,0.92369,0.2431,0.41581,0.84613,0.92167,0.4232,3
0.51548,0.91958,0.59499,0.52263,0.34053,0.59723,0.58528,0.9236,0.59783,0.93998,0.17085,0.42956,0.41554,0.099181,0.26407,0.58113,0.51893,0.087348,0.52595,0.35349,0.75269,0.25959,0.098939,0.25621,0.44058,1
0.59248,0.85348,0.24273,0.39813,0.42379,0.27419,0.1804,0.26209,0.83627,0.50208,0.73761,0.83412,0.49548,0.33575,0.17018,0.44961,0.82081,0.64445,0.47544,0.94124,0.25944,0.37335,0.85606,0.90172,0.44129,3
0.51052,0.92046,0.59846,0.51073,0.34312,0.58856,0.5838,0.9216,0.59983,0.94446,0.16734,0.42828,0.41948,0.10183,0.27069,0.58436,0.51953,0.086825,0.51286,0.34392,0.75583,0.27602,0.094486,0.26145,0.43615,1
0.51558,0.92258,0.59376,0.5099,0.33638,0.58929,0.58341,0.92243,0.60031,0.93383,0.16662,0.42694,0.4172,0.089497,0.26639,0.58143,0.52157,0.096286,0.5189,0.34098,0.76489,0.26166,0.094832,0.25622,0.44421,1
0.58419,0.85163,0.25235,0.40015,0.41844,0.24364,0.16596,0.23793,0.82379,0.49278,0.75941,0.8352,0.53247,0.32579,0.16714,0.39231,0.80322,0.66731,0.53615,0.9118,0.27365,0.39768,0.85811,0.8874,0.45518,3
0.52746,0.91775,0.59455,0.50978,0.34365,0.59154,0.58869,0.91991,0.60646,0.93382,0.1694,0.42942,0.4229,0.096887,0.26664,0.58109,0.52455,0.09126,0.50865,0.34674,0.75399,0.25854,0.1022,0.26459,0.43778,1
0.58673,0.88433,0.28093,0.44319,0.40823,0.25244,0.17543,0.25992,0.85604,0.46898,0.75097,0.76565,0.46944,0.36862,0.16022,0.423,0.84467,0.64654,0.51961,0.95865,0.2004,0.39282,0.82719,0.92336,0.45231,3
0.50888,0.91771,0.59553,0.5139,0.33712,0.59653,0.58625,0.91744,0.59311,0.93735,0.16559,0.42495,0.41776,0.095922,0.26658,0.5813,0.52024,0.095968,0.51181,0.35746,0.75761,0.26978,0.0981,0.25525,0.43607,1
0.61438,0.82978,0.25841,0.41879,0.43712,0.23866,0.15743,0.23823,0.8353,0.48163,0.75881,0.83039,0.48672,0.32408,0.14939,0.44646,0.83559,0.67241,0.493,0.92916,0.27886,0.39135,0.84271,0.91079,0.44228,3
0.51204,0.91947,0.597,0.51409,0.34511,0.59078,0.58203,0.91641,0.60163,0.93319,0.16668,0.42458,0.41755,0.094973,0.27046,0.57998,0.51418,0.089449,0.51747,0.35394,0.76073,0.26217,0.098639,0.25432,0.43306,1
0.50884,0.91834,0.59513,0.50539,0.34518,0.59094,0.58604,0.92306,0.60219,0.93534,0.16753,0.42804,0.41732,0.093718,0.26384,0.58034,0.51733,0.090033,0.51267,0.34603,0.75418,0.25594,0.091718,0.26215,0.42875,1
0.60284,0.85929,0.28982,0.3775,0.41449,0.24437,0.1667,0.24617,0.84799,0.47006,0.72225,0.79478,0.46557,0.3362,0.17028,0.42614,0.87589,0.65757,0.50996,0.94699,0.22135,0.38808,0.81342,0.92579,0.4237,3
0.51527,0.91967,0.59779,0.50839,0.34326,0.58917,0.58424,0.91908,0.59458,0.94337,0.16682,0.43104,0.41601,0.10012,0.26693,0.57919,0.51754,0.086937,0.50972,0.35541,0.75048,0.25922,0.097681,0.2577,0.43244,1
0.59106,0.82373,0.22931,0.43095,0.41929,0.28453,0.17649,0.2424,0.81518,0.48731,0.76807,0.8243,0.48495,0.33311,0.16338,0.39582,0.82326,0.66034,0.50107,0.94204,0.27364,0.42573,0.84344,0.90894,0.42185,3
0.50889,0.91782,0.59627,0.50941,0.34725,0.59634,0.58531,0.92316,0.60313,0.94412,0.16884,0.42905,0.41774,0.094479,0.26238,0.58027,0.53143,0.10335,0.51254,0.3538,0.76242,0.2553,0.096215,0.25793,0.43911,1
0.58989,0.84128,0.25985,0.42049,0.42547,0.28149,0.1417,0.27256,0.83663,0.49194,0.73767,0.82393,0.53491,0.38526,0.13905,0.39586,0.81135,0.69087,0.48396,0.93267,0.24562,0.39892,0.83525,0.89433,0.40226,3
