@relation nonstat_data_20-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.078451,0.83473,0.31333,0.7876,0.44228,0.17226,0.35214,0.75034,0.55448,0.95493,0.093304,0.88762,0.29109,0.78513,0.44905,0.95781,0.10447,0.76006,0.045685,0.28512,0.6011,0.71208,0.42218,10
0.20366,0.6673,0.3327,0.26967,0.59825,0.66547,0.6031,0.60372,0.80167,0.33485,0.40127,0.9346,0.92676,0.065994,0.94303,0.86698,0.068278,0.72906,0.40127,0.20017,0.53545,0.068239,0.40329,3
0.041788,0.51386,0.76844,0.18404,0.83345,0.11877,0.45398,0.4578,0.36425,0.751,0.55577,0.14453,0.17813,0.68077,0.31955,0.54299,0.72765,0.22608,0.17701,0.59199,0.71468,0.66188,0.5525,4
0.93431,0.13171,0.59311,0.33726,0.20233,0.53731,0.46897,0.47437,0.47347,0.79183,0.26627,0.67302,0.665,0.13329,0.14141,0.65733,0.86677,0.19962,0.53001,0.46267,0.39317,0.67375,0.73881,7
0.1355,0.33262,0.40016,0.27065,0.46843,0.4007,0.7317,0.60242,0.26742,0.066833,0.72812,0.86552,0.59673,0.26657,0.87259,0.53235,0.33047,0.26857,0.2645,0.26557,0.068469,0.19825,0.5283,5
0.2,0.66668,0.33337,0.26644,0.59905,0.66655,0.60012,0.60055,0.79905,0.3334,0.39999,0.932,0.93113,0.066608,0.9359,0.86595,0.066617,0.73244,0.40009,0.20003,0.53453,0.066545,0.40007,3
0.08258,0.79929,0.34158,0.81238,0.43384,0.18849,0.30985,0.72353,0.54503,0.95236,0.040432,0.86244,0.25439,0.77963,0.44856,0.92467,0.15276,0.75924,0.046392,0.25156,0.60887,0.73264,0.41912,10
0.20014,0.53009,0.53476,0.93262,0.46683,0.86673,0.39967,0.46721,0.0679,0.065319,0.53073,0.26722,0.66384,0.46714,0.33295,0.86981,0.59894,0.73452,0.53391,0.53367,0.73259,0.73451,0.80089,1
0.19997,0.66772,0.33443,0.26727,0.59826,0.66635,0.59976,0.60097,0.79922,0.33378,0.39924,0.93225,0.93123,0.066881,0.93535,0.86579,0.066797,0.73244,0.40001,0.20072,0.53482,0.066783,0.40059,3
0.077601,0.80314,0.31728,0.81597,0.47068,0.18157,0.32612,0.72658,0.56185,0.92105,0.085954,0.89667,0.28825,0.82203,0.48194,0.94695,0.12054,0.7237,0.085732,0.25061,0.60065,0.69126,0.42322,10
0.93067,0.13992,0.59665,0.33328,0.2048,0.53241,0.46828,0.46328,0.47006,0.79288,0.27483,0.6639,0.67134,0.13407,0.13014,0.6668,0.86412,0.20169,0.52736,0.46346,0.40821,0.66842,0.72693,7
0.62355,0.671,0.081146,0.83754,0.56323,0.79385,0.47917,0.47003,0.94366,0.73006,0.11488,0.42539,0.43535,0.59009,0.22874,0.52605,0.48413,0.77577,0.50626,0.72993,0.52702,0.84821,0.68346,6
0.080511,0.78921,0.32156,0.82224,0.46805,0.18869,0.32206,0.75857,0.52045,0.96003,0.084266,0.90157,0.27499,0.81331,0.4813,0.89414,0.12581,0.71467,0.054214,0.25459,0.61216,0.73193,0.42085,10
0.19985,0.66706,0.33196,0.2653,0.59763,0.67044,0.60316,0.60234,0.80269,0.33525,0.40065,0.92927,0.9279,0.066465,0.93635,0.86306,0.061954,0.73242,0.39818,0.20101,0.53199,0.065328,0.40035,3
0.93297,0.13055,0.60162,0.32812,0.20518,0.53527,0.47108,0.46375,0.46516,0.79785,0.26327,0.66517,0.66594,0.12325,0.13353,0.66759,0.86532,0.19749,0.53724,0.47308,0.39983,0.67308,0.7264,7
0.044339,0.50534,0.81901,0.19204,0.83184,0.14227,0.45172,0.44597,0.32892,0.75245,0.62229,0.14961,0.21663,0.65546,0.3228,0.522,0.74983,0.18586,0.19378,0.5808,0.71223,0.66287,0.5233,4
0.19928,0.53176,0.53515,0.93342,0.46549,0.86777,0.39976,0.4671,0.065937,0.066702,0.53074,0.26615,0.66485,0.46777,0.33362,0.86775,0.59983,0.73519,0.5323,0.53271,0.73363,0.73386,0.80098,1
0.051477,0.83723,0.31366,0.77915,0.4735,0.18245,0.35391,0.725,0.52461,0.95227,0.047327,0.86757,0.24289,0.80896,0.45679,0.94944,0.11459,0.71521,0.077228,0.27512,0.62216,0.73508,0.38988,10
0.19577,0.66283,0.33396,0.26634,0.60148,0.66372,0.60028,0.60218,0.79812,0.3311,0.40197,0.93054,0.93042,0.066348,0.93311,0.86478,0.067751,0.73339,0.40011,0.19927,0.5333,0.067612,0.40134,3
0.13311,0.33186,0.39931,0.26743,0.46691,0.39801,0.73274,0.60163,0.26624,0.067165,0.7323,0.86446,0.59893,0.26541,0.86675,0.53467,0.33375,0.26603,0.26685,0.26726,0.066198,0.20121,0.53283,5
0.05256,0.78887,0.34515,0.81067,0.47572,0.22071,0.32838,0.74817,0.54697,0.97998,0.07617,0.86127,0.28367,0.78048,0.47693,0.92561,0.11525,0.74953,0.048864,0.255,0.57729,0.74876,0.39388,10
0.19909,0.66676,0.33306,0.26648,0.60023,0.66606,0.60168,0.60064,0.79883,0.33354,0.39957,0.93127,0.93202,0.065905,0.93797,0.8663,0.065473,0.73177,0.4001,0.201,0.53563,0.065273,0.39956,3
0.93274,0.13584,0.59822,0.33498,0.20133,0.53127,0.46638,0.46862,0.46788,0.79766,0.26865,0.66522,0.66681,0.13364,0.13338,0.66641,0.86931,0.20256,0.53268,0.46556,0.40191,0.66608,0.73355,7
0.076432,0.82532,0.345,0.78375,0.46935,0.18755,0.31015,0.74993,0.54557,0.93043,0.08515,0.85904,0.2351,0.8104,0.49009,0.92089,0.14768,0.72745,0.046363,0.25176,0.57469,0.70224,0.39816,10
0.20194,0.6654,0.33047,0.26743,0.59753,0.66743,0.60058,0.60583,0.80008,0.33796,0.39946,0.93045,0.92973,0.066629,0.93982,0.8648,0.063653,0.73326,0.3977,0.19937,0.53189,0.069966,0.40116,3
0.62462,0.67078,0.079151,0.84135,0.6027,0.81218,0.4865,0.44027,0.91006,0.7559,0.12404,0.42902,0.46847,0.59106,0.22755,0.55505,0.48189,0.76085,0.51668,0.7362,0.55584,0.83712,0.64801,6
0.075383,0.52274,0.81435,0.2147,0.79914,0.15202,0.45574,0.43599,0.3335,0.7627,0.56821,0.15324,0.17947,0.65854,0.35135,0.54045,0.72935,0.1595,0.21622,0.61441,0.74572,0.70638,0.55698,4
0.93443,0.13308,0.59832,0.33346,0.20088,0.53404,0.46445,0.47036,0.4671,0.79805,0.26532,0.66527,0.66772,0.13368,0.13387,0.66673,0.86806,0.19943,0.53324,0.46753,0.40009,0.66686,0.73318,7
0.20021,0.53119,0.53361,0.93228,0.46692,0.86732,0.39856,0.4673,0.067302,0.067703,0.53102,0.26585,0.66396,0.46869,0.33401,0.86817,0.60003,0.73385,0.53476,0.53327,0.7323,0.73296,0.79981,1
0.057483,0.82698,0.32035,0.81327,0.48426,0.1863,0.32343,0.75189,0.52438,0.95898,0.092739,0.89506,0.24053,0.78663,0.45476,0.92219,0.14513,0.72856,0.098982,0.25082,0.61642,0.73401,0.39131,10
0.20155,0.66869,0.33614,0.26746,0.59814,0.6669,0.59914,0.60335,0.79739,0.33797,0.39728,0.9342,0.93072,0.068425,0.93279,0.86656,0.070262,0.73373,0.39656,0.19598,0.53215,0.066081,0.39997,3
0.93336,0.13235,0.59951,0.33247,0.19945,0.5346,0.46758,0.46812,0.46517,0.79708,0.26857,0.66639,0.66512,0.13112,0.1344,0.66429,0.86888,0.19875,0.52913,0.46814,0.40004,0.66898,0.73306,7
0.13196,0.33807,0.39746,0.26479,0.46884,0.39893,0.73061,0.60171,0.269,0.067779,0.73194,0.8674,0.60029,0.26521,0.86511,0.53319,0.32882,0.26414,0.26746,0.26743,0.065891,0.2007,0.53294,5
0.051522,0.78742,0.34649,0.8088,0.44173,0.20859,0.34965,0.76577,0.50479,0.92995,0.081311,0.8955,0.29353,0.81558,0.48703,0.91988,0.11636,0.76506,0.090667,0.28377,0.60571,0.73369,0.39341,10
0.19687,0.66338,0.32994,0.27778,0.59375,0.66973,0.59663,0.59922,0.79153,0.33434,0.39856,0.93263,0.94416,0.059442,0.94063,0.87732,0.066258,0.7352,0.40157,0.20251,0.52551,0.058104,0.40176,3
0.92963,0.1359,0.59032,0.33874,0.19855,0.53465,0.46703,0.46955,0.46998,0.79281,0.26402,0.66185,0.66394,0.13426,0.13208,0.66786,0.86891,0.19839,0.53036,0.47155,0.40004,0.66806,0.73443,7
