@relation nonstat_data_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute class {0,1,2,3}

@data
0.9197,0.58971,0.18117,0.34747,0.19035,0.90817,0.15723,0.15324,0.097197,0.9373,0.35737,0.76345,0.84579,0.59506,1
0.91995,0.59035,0.17694,0.32706,0.18105,0.90544,0.17293,0.17401,0.074797,0.93276,0.34277,0.74441,0.83773,0.58166,1
0.90067,0.5902,0.15852,0.32093,0.17856,0.92872,0.14967,0.15727,0.067967,0.93653,0.34246,0.76145,0.83857,0.59973,1
0.9149,0.58716,0.17596,0.32784,0.15364,0.92582,0.15898,0.17407,0.070192,0.91835,0.34889,0.74429,0.81284,0.59841,1
0.91644,0.56895,0.16255,0.34094,0.16096,0.9087,0.15439,0.17037,0.067293,0.91167,0.34439,0.76042,0.8342,0.58252,1
0.91371,0.59296,0.1619,0.34208,0.15978,0.93059,0.17547,0.15834,0.072679,0.93499,0.32302,0.75765,0.83266,0.59781,1
0.88929,0.57622,0.17583,0.32669,0.1613,0.90281,0.15776,0.15593,0.092293,0.9203,0.34083,0.74067,0.83264,0.57055,1
0.9149,0.59162,0.15999,0.34369,0.17483,0.90763,0.17342,0.18381,0.092644,0.93485,0.32443,0.7573,0.83717,0.60376,1
0.91417,0.5742,0.17969,0.32596,0.17382,0.93203,0.15265,0.17702,0.078582,0.9187,0.344,0.74408,0.84148,0.59556,1
0.91396,0.57499,0.15838,0.32786,0.181,0.90937,0.15848,0.15865,0.075911,0.91597,0.32891,0.73924,0.82085,0.57842,1
0.89825,0.59059,0.1594,0.33942,0.15705,0.91015,0.14975,0.15696,0.090762,0.9197,0.32879,0.7689,0.81844,0.58195,1
0.89918,0.56873,0.16157,0.31484,0.15349,0.92761,0.15395,0.15914,0.070871,0.91864,0.32459,0.76387,0.83514,0.60392,1
0.9007,0.58933,0.17493,0.34714,0.17351,0.9044,0.17199,0.17056,0.063998,0.91334,0.33986,0.73668,0.83731,0.60369,1
0.89378,0.58698,0.1796,0.34024,0.15607,0.92315,0.17468,0.1845,0.073313,0.93693,0.3407,0.7584,0.81471,0.58349,1
0.88673,0.57414,0.17327,0.34178,0.16092,0.90809,0.15396,0.15712,0.076146,0.91353,0.32646,0.75676,0.81593,0.58242,1
0.91289,0.5955,0.15471,0.34084,0.15619,0.92434,0.17548,0.17396,0.070171,0.91244,0.32452,0.75966,0.83866,0.59585,1
0.89876,0.57411,0.17367,0.32679,0.15294,0.90798,0.17229,0.17454,0.078078,0.93389,0.34201,0.73632,0.83514,0.57725,1
0.91354,0.59051,0.15245,0.34704,0.16034,0.92792,0.17704,0.17956,0.097952,0.93962,0.3261,0.75845,0.82173,0.59459,1
0.90051,0.57518,0.177,0.32511,0.17555,0.90854,0.17928,0.17279,0.078482,0.91725,0.32839,0.74146,0.81026,0.60306,1
0.89961,0.57057,0.15984,0.34339,0.17875,0.90909,0.17824,0.15646,0.072054,0.93212,0.32855,0.73774,0.81422,0.5839,1
0.89184,0.56593,0.17566,0.32363,0.15934,0.92394,0.15945,0.15726,0.09156,0.93356,0.34448,0.75861,0.81935,0.58358,1
0.91213,0.58746,0.17497,0.32858,0.17743,0.9434,0.17321,0.15316,0.070767,0.93971,0.32314,0.76227,0.85311,0.58048,1
0.90035,0.5915,0.17687,0.32835,0.18527,0.92437,0.17514,0.17322,0.076836,0.91567,0.32521,0.76458,0.83762,0.58346,1
0.92341,0.57537,0.15805,0.32584,0.17974,0.90379,0.17257,0.15922,0.078716,0.93409,0.32284,0.75724,0.84013,0.59497,1
0.92,0.5748,0.17765,0.34364,0.17462,0.92406,0.18223,0.15898,0.078421,0.91465,0.3288,0.74559,0.81766,0.59541,1
0.89725,0.57145,0.15688,0.33937,0.17283,0.90972,0.17436,0.13779,0.075964,0.91099,0.32791,0.7459,0.84302,0.57872,1
0.89819,0.56731,0.18733,0.3241,0.17501,0.92678,0.14927,0.15894,0.092705,0.93536,0.31288,0.74358,0.82159,0.58248,1
0.89849,0.57394,0.15995,0.34205,0.15925,0.9098,0.19398,0.17468,0.090755,0.93328,0.34719,0.746,0.81326,0.57948,1
0.91203,0.58973,0.1788,0.32244,0.17205,0.90012,0.17188,0.17077,0.092003,0.93653,0.32834,0.75721,0.83593,0.60279,1
0.91601,0.59268,0.15139,0.32005,0.17388,0.93082,0.16076,0.15911,0.094057,0.93267,0.32524,0.74267,0.82184,0.57396,1
0.90078,0.59057,0.17419,0.32629,0.15821,0.90964,0.17953,0.17107,0.078724,0.93783,0.32497,0.75845,0.81404,0.59474,1
0.9143,0.57226,0.17609,0.34451,0.17414,0.92268,0.17829,0.15656,0.078558,0.94364,0.31975,0.74287,0.83819,0.57975,1
0.53586,0.078252,0.68822,0.25321,0.39031,0.51477,0.26706,0.3935,0.60986,0.44883,0.16177,0.55007,0.41623,0.15088,0
0.89531,0.59131,0.17438,0.34759,0.18277,0.91105,0.17285,0.15557,0.093863,0.9336,0.33983,0.74607,0.81979,0.59498,1
0.89146,0.56969,0.17453,0.34066,0.15193,0.90721,0.17388,0.15695,0.089359,0.91871,0.31775,0.7585,0.83821,0.60055,1
0.89744,0.59082,0.17529,0.33948,0.15764,0.90889,0.17965,0.15976,0.07782,0.93805,0.31682,0.74073,0.83543,0.57908,1
0.91872,0.58848,0.15773,0.32458,0.17782,0.93134,0.17169,0.1707,0.091307,0.9197,0.3269,0.75771,0.82076,0.57768,1
0.91601,0.58717,0.15879,0.31942,0.1755,0.90943,0.15737,0.15836,0.075877,0.91721,0.34384,0.75801,0.81544,0.60649,1
0.91247,0.58942,0.15466,0.33929,0.17743,0.90934,0.17692,0.1766,0.078746,0.93714,0.34602,0.75702,0.81818,0.59964,1
0.90104,0.57189,0.18461,0.34774,0.1559,0.92911,0.149,0.17297,0.099685,0.92048,0.34899,0.74571,0.80831,0.58113,1
0.89545,0.57506,0.16145,0.32454,0.14771,0.92641,0.17409,0.15898,0.090802,0.93284,0.32496,0.76245,0.82174,0.58135,1
0.88821,0.5735,0.17786,0.32017,0.14871,0.92421,0.17704,0.17114,0.089383,0.90987,0.32299,0.75694,0.81993,0.59487,1
0.91364,0.59301,0.15604,0.32596,0.17951,0.90375,0.17185,0.17775,0.073223,0.93597,0.32268,0.74584,0.82098,0.5995,1
0.91556,0.56917,0.15024,0.34431,0.15639,0.92754,0.17925,0.14932,0.089121,0.93142,0.34036,0.74402,0.81504,0.58366,1
0.89577,0.59335,0.15776,0.3422,0.17369,0.90565,0.15575,0.17049,0.076358,0.93209,0.32139,0.75759,0.81868,0.57606,1
0.91928,0.58746,0.16086,0.35235,0.16073,0.9097,0.17213,0.17126,0.078303,0.91654,0.3444,0.76753,0.83794,0.57717,1
0.8877,0.57048,0.17617,0.34275,0.18377,0.91028,0.18046,0.15428,0.072732,0.9329,0.34403,0.75972,0.84003,0.59746,1
0.91545,0.57486,0.15979,0.32649,0.17694,0.92268,0.1583,0.17701,0.074058,0.91565,0.3492,0.74068,0.83287,0.58072,1
0.91448,0.60082,0.15487,0.34089,0.17214,0.9006,0.17388,0.17104,0.097295,0.93652,0.34057,0.76693,0.81805,0.58321,1
0.91145,0.58719,0.15262,0.32742,0.15767,0.92783,0.17397,0.17381,0.070195,0.93352,0.34452,0.75747,0.83485,0.5822,1
0.91662,0.57447,0.17695,0.33955,0.16032,0.91146,0.17528,0.18087,0.072234,0.91439,0.32732,0.76137,0.82112,0.57786,1
0.91455,0.56445,0.16201,0.3206,0.15628,0.92504,0.1609,0.17084,0.072688,0.92036,0.32597,0.75916,0.84424,0.60216,1
0.89519,0.57162,0.16114,0.34059,0.15017,0.91181,0.17695,0.15761,0.09513,0.91477,0.34208,0.75842,0.81616,0.59858,1
0.8956,0.57548,0.16025,0.3265,0.17902,0.92833,0.14746,0.17417,0.094525,0.92021,0.32508,0.74316,0.82021,0.5834,1
0.9143,0.56605,0.17356,0.3173,0.16126,0.9225,0.17198,0.17678,0.068099,0.93284,0.34786,0.76167,0.83346,0.59506,1
0.89208,0.60174,0.17314,0.34076,0.18149,0.90523,0.17656,0.15442,0.073009,0.90712,0.32784,0.75769,0.81911,0.59452,1
0.89544,0.59296,0.15556,0.33975,0.15334,0.92256,0.15538,0.15895,0.092644,0.93519,0.34155,0.76697,0.82066,0.57921,1
0.91221,0.59735,0.17456,0.32363,0.1763,0.9305,0.17592,0.17121,0.089509,0.91569,0.32256,0.75725,0.83399,0.57851,1
0.89765,0.59213,0.14751,0.32415,0.1604,0.9266,0.17761,0.15393,0.089039,0.93816,0.32419,0.75875,0.82165,0.59789,1
0.91471,0.56373,0.15805,0.34237,0.16108,0.92904,0.15934,0.1859,0.072417,0.91384,0.33983,0.75857,0.81963,0.57543,1
0.90042,0.57484,0.18232,0.32424,0.17603,0.9079,0.15632,0.1743,0.070677,0.9183,0.32713,0.74119,0.83492,0.59581,1
0.89956,0.575,0.17634,0.32561,0.15269,0.90161,0.1738,0.1838,0.092959,0.91408,0.32852,0.75881,0.83395,0.58176,1
0.91559,0.5888,0.17746,0.34265,0.1585,0.92531,0.18021,0.15642,0.09003,0.93517,0.31904,0.74024,0.82038,0.60021,1
0.90049,0.58796,0.14864,0.34501,0.18492,0.90612,0.15378,0.17047,0.09216,0.91986,0.32406,0.76227,0.8129,0.60152,1
0.91296,0.57264,0.17538,0.3407,0.17525,0.92951,0.17675,0.1557,0.076571,0.93786,0.34185,0.75831,0.81301,0.58195,1
0.89157,0.60185,0.17328,0.3271,0.15725,0.90743,0.18095,0.15753,0.075013,0.93611,0.34907,0.73301,0.82184,0.59964,1
0.91806,0.57131,0.15833,0.34581,0.15811,0.92981,0.17317,0.17101,0.075164,0.91865,0.32902,0.74576,0.81259,0.59968,1
0.91364,0.57431,0.17715,0.3457,0.15417,0.91178,0.17167,0.17147,0.075016,0.93367,0.34538,0.76253,0.80892,0.58387,1
0.89884,0.58727,0.17607,0.32249,0.15245,0.92304,0.15559,0.1553,0.077758,0.93763,0.32745,0.7592,0.83726,0.58211,1
0.91247,0.57228,0.17301,0.35287,0.18454,0.93397,0.18489,0.15568,0.09611,0.9127,0.32387,0.75816,0.83288,0.59617,1
0.90085,0.5689,0.17852,0.34086,0.16015,0.92764,0.17329,0.18277,0.096691,0.93732,0.32867,0.74043,0.83668,0.57647,1
0.89768,0.60077,0.17886,0.3443,0.1596,0.9056,0.15869,0.17291,0.09873,0.91955,0.32497,0.76835,0.83454,0.57257,1
0.89987,0.56995,0.17639,0.34107,0.17509,0.92501,0.17813,0.1576,0.091935,0.93122,0.34276,0.736,0.83646,0.6043,1
0.91809,0.57129,0.1732,0.31191,0.15934,0.92379,0.16056,0.15242,0.064783,0.91595,0.34,0.75793,0.80315,0.58244,1
0.89542,0.57164,0.18225,0.3253,0.18256,0.91135,0.18128,0.15951,0.095847,0.93099,0.3275,0.75759,0.81996,0.5831,1
0.89378,0.59688,0.16069,0.34764,0.15269,0.92459,0.17865,0.15968,0.065162,0.91801,0.32599,0.74478,0.83427,0.59707,1
0.91751,0.5882,0.15877,0.34189,0.15705,0.9229,0.17484,0.15253,0.098071,0.9197,0.34026,0.76395,0.83507,0.57724,1
0.91177,0.57164,0.17356,0.34029,0.17914,0.93002,0.15956,0.15612,0.077251,0.93301,0.32879,0.75812,0.82016,0.60137,1
0.8971,0.57479,0.15383,0.32183,0.17626,0.9226,0.17788,0.15877,0.073925,0.93161,0.33967,0.76547,0.83331,0.58237,1
0.89572,0.57033,0.16025,0.32347,0.17243,0.92524,0.18237,0.15556,0.096454,0.93277,0.32592,0.73811,0.81689,0.59703,1
0.91174,0.5929,0.16191,0.31956,0.17806,0.90912,0.17676,0.15932,0.09302,0.93836,0.3416,0.75854,0.81361,0.57421,1
0.89356,0.57483,0.14745,0.34013,0.1566,0.9441,0.15966,0.17088,0.090046,0.94547,0.34064,0.75806,0.83658,0.58281,1
0.90042,0.57662,0.1742,0.32625,0.18363,0.90744,0.192,0.17501,0.091206,0.91978,0.32889,0.744,0.84317,0.58378,1
0.88993,0.56455,0.1462,0.3468,0.17745,0.92865,0.17257,0.15382,0.094727,0.91913,0.32376,0.73499,0.82196,0.59693,1
0.89657,0.57536,0.18049,0.34591,0.17553,0.89665,0.17202,0.17526,0.09299,0.93607,0.32594,0.74021,0.82166,0.56744,1
0.89686,0.57526,0.15139,0.34028,0.15928,0.902,0.15682,0.14724,0.089555,0.90841,0.32922,0.7625,0.83368,0.60157,1
0.91748,0.57215,0.177,0.32644,0.17186,0.92704,0.17761,0.17604,0.077004,0.91993,0.32175,0.75697,0.81742,0.59843,1
0.9159,0.57291,0.18179,0.345,0.17532,0.93067,0.17657,0.15112,0.094144,0.91933,0.32771,0.74005,0.81294,0.57964,1
0.22445,0.27322,0.83022,0.16545,0.95625,0.41878,0.81993,0.82554,0.25655,0.62392,0.40017,0.31156,0.67476,0.08592,0
0.91352,0.56939,0.17949,0.32778,0.17234,0.90965,0.16042,0.1581,0.09326,0.93317,0.32651,0.75887,0.82119,0.59641,1
0.91302,0.57127,0.16147,0.32545,0.17459,0.91079,0.17506,0.15331,0.097199,0.91858,0.32803,0.76238,0.83615,0.60294,1
0.89753,0.58933,0.17397,0.32564,0.1567,0.91172,0.1734,0.17437,0.094393,0.93278,0.34688,0.76365,0.84146,0.60863,1
0.91207,0.5894,0.15982,0.3408,0.15741,0.92623,0.17766,0.15188,0.077617,0.93774,0.31783,0.74416,0.83689,0.57562,1
0.89944,0.59674,0.15195,0.31952,0.15681,0.90529,0.16047,0.17213,0.077229,0.91696,0.3431,0.76148,0.81689,0.59557,1
0.89795,0.57257,0.15826,0.3391,0.17458,0.92505,0.17482,0.15993,0.072002,0.93239,0.32748,0.74507,0.81558,0.59647,1
0.91633,0.5654,0.17453,0.34533,0.17438,0.90778,0.16016,0.18722,0.077974,0.93733,0.34303,0.74201,0.83338,0.59704,1
0.91431,0.57586,0.15902,0.33991,0.15416,0.8939,0.15899,0.17102,0.066085,0.91725,0.32595,0.76221,0.81614,0.5975,1
0.89975,0.58732,0.18026,0.32205,0.17854,0.91055,0.17228,0.18288,0.076784,0.91288,0.3271,0.75767,0.81394,0.57142,1
0.89855,0.59065,0.1807,0.34078,0.17271,0.9084,0.15904,0.17697,0.089318,0.91807,0.32566,0.74321,0.8166,0.58338,1
0.9175,0.59423,0.16194,0.34074,0.17862,0.90997,0.16058,0.15562,0.076116,0.91729,0.34445,0.77375,0.81721,0.60034,1
0.91902,0.57316,0.16051,0.34608,0.15956,0.928,0.14554,0.1712,0.075766,0.93565,0.34753,0.76478,0.81897,0.57599,1
0.89583,0.59299,0.16171,0.35333,0.17491,0.92307,0.17343,0.14299,0.07261,0.93366,0.32128,0.7404,0.83884,0.59979,1
0.91229,0.57522,0.1578,0.32609,0.17471,0.92624,0.1741,0.15924,0.078203,0.933,0.32447,0.76757,0.84028,0.57811,1
0.89498,0.6007,0.17338,0.3395,0.15769,0.90599,0.17356,0.15559,0.06907,0.93955,0.3263,0.76559,0.81905,0.58318,1
0.91345,0.5737,0.17632,0.34385,0.15899,0.91176,0.15373,0.15644,0.090321,0.94961,0.34,0.75975,0.83769,0.57359,1
0.91446,0.57306,0.1737,0.3281,0.17197,0.92613,0.17905,0.17078,0.090029,0.92015,0.33995,0.75872,0.83695,0.58207,1
0.89831,0.5913,0.15705,0.31678,0.15465,0.90837,0.15972,0.1774,0.089656,0.91266,0.32565,0.75834,0.83599,0.59951,1
0.89403,0.59064,0.16184,0.34224,0.17179,0.92687,0.1727,0.17046,0.073844,0.94001,0.34174,0.7409,0.81735,0.5986,1
0.89901,0.59065,0.18835,0.34112,0.15142,0.92346,0.17307,0.15762,0.09089,0.93285,0.34933,0.73991,0.81966,0.59849,1
0.89522,0.59031,0.15564,0.32578,0.17457,0.92856,0.17574,0.15253,0.093972,0.94201,0.32643,0.73539,0.83993,0.59653,1
0.90062,0.57169,0.16156,0.31986,0.17448,0.92669,0.17537,0.1578,0.078637,0.935,0.32257,0.74328,0.83296,0.58299,1
0.91497,0.57644,0.15524,0.34341,0.1568,0.90274,0.18202,0.15892,0.097557,0.93458,0.34901,0.74316,0.81496,0.5833,1
0.91703,0.59017,0.15978,0.3285,0.17353,0.90263,0.15894,0.17765,0.093298,0.9087,0.32792,0.73938,0.83557,0.57585,1
0.91333,0.57172,0.1781,0.3434,0.18232,0.9119,0.16022,0.17044,0.094004,0.93365,0.3419,0.7434,0.83432,0.58143,1
0.90019,0.59029,0.18519,0.34415,0.15942,0.92418,0.15889,0.14668,0.078105,0.93895,0.32524,0.76412,0.84248,0.59723,1
0.89369,0.57192,0.18185,0.32794,0.15695,0.91211,0.15143,0.15917,0.089519,0.93234,0.34407,0.746,0.81446,0.6,1
0.92324,0.5758,0.17634,0.32352,0.15581,0.90797,0.15449,0.15998,0.09004,0.91775,0.35329,0.73263,0.83781,0.59861,1
0.91684,0.57156,0.17895,0.32208,0.15888,0.92563,0.15473,0.17084,0.10162,0.91725,0.33997,0.76436,0.84258,0.59631,1
0.90063,0.59605,0.15845,0.32808,0.15523,0.90418,0.15217,0.15192,0.092827,0.93467,0.34828,0.76317,0.81692,0.5977,1
0.89411,0.57436,0.15641,0.3195,0.15213,0.93375,0.15445,0.15912,0.078474,0.93159,0.34053,0.73705,0.80254,0.58319,1
0.89864,0.59607,0.17328,0.34319,0.15812,0.90582,0.158,0.17246,0.067391,0.92054,0.34467,0.7709,0.83389,0.57839,1
0.91671,0.59485,0.16202,0.34578,0.17972,0.92614,0.16111,0.15394,0.096443,0.93697,0.32791,0.73243,0.8328,0.57725,1
0.89938,0.57657,0.17777,0.3276,0.1594,0.92899,0.15846,0.17757,0.077886,0.91466,0.31982,0.75845,0.81575,0.56986,1
0.92234,0.58821,0.16161,0.30858,0.17197,0.9028,0.17431,0.15977,0.075135,0.93195,0.34185,0.75762,0.84274,0.56752,1
0.9142,0.57598,0.16017,0.32402,0.17591,0.93034,0.17198,0.17663,0.076913,0.90709,0.34175,0.76358,0.84194,0.59654,1
0.90034,0.58772,0.183,0.32844,0.174,0.92595,0.15686,0.17526,0.072763,0.94706,0.34624,0.75865,0.84025,0.57834,1
0.91253,0.58828,0.16087,0.32555,0.17186,0.9007,0.1769,0.15826,0.077363,0.91163,0.34045,0.73731,0.83401,0.59616,1
0.9118,0.58753,0.17879,0.34319,0.1517,0.925,0.15913,0.15701,0.074838,0.94312,0.34467,0.74535,0.83325,0.57325,1
0.91512,0.5959,0.18205,0.32263,0.17833,0.92781,0.17249,0.15649,0.089641,0.93507,0.32712,0.75701,0.81509,0.58271,1
0.91285,0.59293,0.17315,0.31961,0.15843,0.90972,0.15091,0.15583,0.077151,0.91581,0.34082,0.74284,0.84253,0.5723,1
0.91222,0.56946,0.17795,0.33938,0.15354,0.93364,0.15551,0.18146,0.09516,0.91175,0.32416,0.74596,0.83935,0.57675,1
0.89609,0.58821,0.17892,0.32532,0.17612,0.91053,0.15902,0.18077,0.094325,0.9334,0.32019,0.75686,0.81935,0.57695,1
0.89695,0.58969,0.15684,0.34017,0.15845,0.93574,0.16097,0.18164,0.070291,0.91131,0.3397,0.74469,0.8384,0.60248,1
0.91181,0.5718,0.17744,0.33923,0.17243,0.9049,0.17594,0.15865,0.091443,0.9196,0.32502,0.72735,0.83484,0.60066,1
0.91427,0.5652,0.15929,0.33951,0.15931,0.92693,0.15075,0.1534,0.06637,0.93635,0.3284,0.74272,0.82092,0.59502,1
0.90027,0.59414,0.16032,0.34478,0.17189,0.92904,0.17668,0.17087,0.10091,0.91857,0.32873,0.76102,0.83438,0.58289,1
0.91764,0.60057,0.17463,0.33916,0.15197,0.93048,0.17354,0.14961,0.090828,0.92009,0.32423,0.76134,0.84143,0.60272,1
0.91174,0.5723,0.17708,0.34366,0.17457,0.90569,0.15448,0.15325,0.077806,0.91481,0.32583,0.75767,0.83331,0.58276,1
0.91502,0.59563,0.17573,0.35059,0.15561,0.90617,0.17219,0.17337,0.096405,0.93766,0.32266,0.74214,0.83505,0.58196,1
0.69924,0.55954,0.23373,0.091633,0.81791,0.69472,0.73666,0.47551,0.078574,0.41066,0.37769,0.063497,0.61683,0.59132,0
0.89838,0.57284,0.1473,0.34122,0.18048,0.91103,0.15749,0.17129,0.064215,0.93513,0.34978,0.74608,0.82171,0.60302,1
0.92046,0.56901,0.15702,0.35402,0.15681,0.90834,0.15681,0.17249,0.095517,0.9407,0.34128,0.74406,0.81424,0.60375,1
0.89504,0.57364,0.16169,0.33979,0.17628,0.90855,0.17439,0.18462,0.067812,0.91963,0.34396,0.74531,0.83532,0.57822,1
0.91161,0.59204,0.1748,0.3391,0.15028,0.92731,0.17429,0.17676,0.078813,0.93511,0.32409,0.74605,0.8362,0.58355,1
0.91474,0.59613,0.17992,0.34254,0.17606,0.92276,0.17507,0.17285,0.091683,0.93508,0.3402,0.76245,0.83776,0.59923,1
0.90039,0.56874,0.16085,0.34518,0.15747,0.92633,0.14343,0.1444,0.10032,0.91602,0.34286,0.75959,0.84598,0.58033,1
0.91522,0.59377,0.15865,0.35156,0.15615,0.91031,0.17417,0.14964,0.098282,0.93132,0.32676,0.74096,0.81617,0.57872,1
0.91752,0.57631,0.17612,0.32435,0.18179,0.90624,0.176,0.15412,0.090824,0.93994,0.34945,0.74508,0.81846,0.59591,1
0.89946,0.57332,0.17314,0.34262,0.17929,0.92594,0.15077,0.17644,0.091943,0.92048,0.32765,0.73768,0.80329,0.57901,1
0.8873,0.57529,0.16216,0.3241,0.17866,0.92277,0.19341,0.15602,0.097329,0.93323,0.3208,0.76101,0.81416,0.59557,1
0.91154,0.57415,0.15787,0.32845,0.15027,0.92604,0.15967,0.15684,0.07735,0.93304,0.34098,0.77003,0.83671,0.60387,1
0.89982,0.57139,0.17614,0.31721,0.17749,0.90457,0.15712,0.15159,0.070236,0.94406,0.34243,0.76157,0.81926,0.59569,1
0.91339,0.57242,0.16039,0.32604,0.17869,0.92601,0.1524,0.15303,0.066744,0.93201,0.34525,0.7437,0.84454,0.57677,1
0.89845,0.57456,0.18044,0.32511,0.15947,0.9072,0.16028,0.17182,0.076603,0.93638,0.32519,0.75878,0.81562,0.57191,1
0.91937,0.5933,0.17594,0.31924,0.15819,0.90083,0.14968,0.17153,0.096281,0.91615,0.34562,0.75985,0.81955,0.59748,1
0.89212,0.56958,0.17853,0.32509,0.17317,0.91188,0.14754,0.15766,0.093979,0.91444,0.32816,0.75703,0.83679,0.59735,1
0.91924,0.59726,0.17586,0.34692,0.18165,0.92486,0.1761,0.15746,0.093613,0.91234,0.34229,0.75723,0.81777,0.57483,1
0.89004,0.57258,0.15573,0.34433,0.15261,0.9061,0.17482,0.17817,0.074309,0.9157,0.32658,0.75862,0.84006,0.59464,1
0.92226,0.57612,0.17643,0.34172,0.18129,0.92262,0.1717,0.17478,0.093307,0.93375,0.34213,0.76245,0.83601,0.60072,1
0.89762,0.59081,0.17719,0.32319,0.15206,0.91022,0.1579,0.15923,0.075135,0.91577,0.3214,0.76203,0.839,0.57687,1
0.89874,0.58894,0.18269,0.31941,0.17625,0.90858,0.17737,0.17247,0.077045,0.91829,0.32298,0.76495,0.82008,0.59649,1
0.91561,0.57093,0.16205,0.32156,0.17278,0.91026,0.1765,0.15826,0.089057,0.93874,0.32858,0.75881,0.83386,0.57865,1
0.89279,0.56019,0.16156,0.34353,0.15619,0.9115,0.17297,0.15932,0.099639,0.91392,0.32863,0.74505,0.83965,0.59637,1
0.89674,0.57467,0.17795,0.30482,0.17398,0.90864,0.18117,0.14483,0.089563,0.9163,0.34187,0.74064,0.83587,0.59455,1
0.9126,0.59688,0.17786,0.3232,0.17452,0.93118,0.17719,0.18375,0.075088,0.9331,0.32487,0.7439,0.83352,0.59522,1
